sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
gRNA_4621	Foxo1	36.45/144.57/55.945	62.896/637.27/432.87/293.94/186.08	55.945	293.94	2.3728	4117.6	2815.6	4.4852	1	4.2642e-06	8.5284e-06	0.00041479	True
gRNA_896	Arid5b	195.68/307.45/142.66	459.35/1000.7/1346.4/946.52/1339.2	195.68	1000.7	2.3486	7651.8	32660	4.4547	1	4.8809e-06	9.7619e-06	0.00045414	True
gRNA_1149	Atrx	76.736/214.12/130.54	633.91/243.2/397.42/804.17/1114.4	130.54	633.91	2.2711	4939.9	14762	4.143	0.99998	1.9963e-05	3.9925e-05	0.00178	True
gRNA_9105	Pik3r2	1106.9/771.37/689.05	2677.7/2622.1/3730.1/8376.3/3608.7	771.37	3608.7	2.2245	59687	4.8406e+05	4.0782	0.99997	2.6201e-05	5.2402e-05	0.0022428	True
gRNA_3524	Erbb3	257.07/494.11/281.59	1086.9/433.26/1320/3076.2/1952.3	281.59	1320	2.2249	22884	66749	4.0195	0.99997	3.383e-05	6.7659e-05	0.0027844	True
gRNA_2810	Dnmt3a	209.11/289.15/191.14	1198.6/973.36/344.65/528.72/1318.7	209.11	973.36	2.2133	3364.6	37205	3.9622	0.99996	4.314e-05	8.628e-05	0.0034192	True
gRNA_3905	Etv6	164.98/307.45/179.02	236.04/814.44/2494.2/680.31/2745	179.02	814.44	2.1794	8345.1	27428	3.8368	0.99993	7.2472e-05	0.00014494	0.0055389	True
gRNA_5501	Inppl1	94.002/330.32/184.62	399.99/803.7/970.45/2547.5/425.95	184.62	803.7	2.1161	14721	29135	3.627	0.99983	0.00016668	0.00033336	0.0123	True
gRNA_3523	Erbb3	61.389/329.41/137.06	596.45/250.72/596.95/700.65/133.38	137.06	596.45	2.1135	21362	16244	3.6044	0.99982	0.00018212	0.00036424	0.012991	True
gRNA_8999	Pik3cg	55.634/250.72/87.647	248.76/368.83/1193.1/554.6/145.21	87.647	368.83	2.0607	13808	6766.5	3.4183	0.99963	0.00036775	0.0007355	0.025387	True
gRNA_85	Akt1	180.33/211.37/64.336	2791.5/71.941/744.54/142.35/778.76	180.33	744.54	2.0397	7209.1	27822	3.3825	0.99958	0.0004175	0.000835	0.02792	True
gRNA_1000	Atm	385.6/442.87/403.73	1251.6/1591.8/3344.2/1401.3/2163.1	403.73	1591.8	1.9766	930.3	1.3551e+05	3.2275	0.99928	0.00072292	0.0014458	0.04688	True
gRNA_7429	Mtor	145.8/280/182.75	2518.7/295.82/725.57/327.21/993.88	182.75	725.57	1.9833	5411.1	28561	3.212	0.99923	0.0007662	0.0015324	0.048225	True
gRNA_10909	Rtel1	258.99/241.57/204.2	1380.2/942.22/630.75/1885.6/310.86	241.57	942.22	1.9592	849.91	49393	3.1526	0.99906	0.0009392	0.0018784	0.057426	True
gRNA_7816	Nfe2l2	1020.6/590.19/540.8	976.66/4507.1/3815/2211/1131.6	590.19	2211	1.9037	93844	2.859e+05	3.0313	0.99859	0.0014073	0.0028145	0.083654	True
gRNA_6782	Lck	138.13/160.13/41.026	342.04/1010.4/389.17/733.92/522.76	138.13	522.76	1.9125	4956.2	16491	2.9951	0.9984	0.0015969	0.0031937	0.092359	True
gRNA_10596	Ret	191.84/348.62/234.97	1012/825.72/904.49/719.13/869.11	234.97	869.11	1.8826	7388.9	46778	2.932	0.99805	0.0019549	0.0039098	0.11009	True
gRNA_6797	Lyn	379.85/402.61/246.16	1394.3/398.36/396.59/4769.6/1387.6	379.85	1387.6	1.8663	9195.5	1.202e+05	2.9066	0.99788	0.0021158	0.0042317	0.1161	True
gRNA_11608	Smo	97.839/210.46/74.593	186.57/361.32/457.61/293.94/731.43	97.839	361.32	1.8741	6611.5	8391.8	2.8762	0.99765	0.0023477	0.0046953	0.12551	True
gRNA_1383	Bcl2	232.13/126.27/116.55	463.59/106.84/179.74/541.66/486.19	126.27	463.59	1.868	5649.8	13832	2.8682	0.9976	0.0024046	0.0048092	0.12551	True
gRNA_3011	Egfr	694.47/794.24/767.37	2368.9/4087.2/2082.7/4960/2745	767.37	2745	1.8375	3018.8	4.7915e+05	2.857	0.99753	0.0024686	0.0049372	0.12578	True
gRNA_4461	Flt3	107.43/217.78/75.525	362.54/325.88/393.29/924.33/1523.1	107.43	393.29	1.8625	6597	10078	2.8475	0.99743	0.0025685	0.0051371	0.12783	True
gRNA_10504	Rbm10	191.84/327.58/128.67	707.4/681.3/767.62/635.94/498.02	191.84	681.3	1.823	11208	31415	2.7615	0.99666	0.0033434	0.0066868	0.16261	True
gRNA_6629	Kmt2d	94.002/182.09/85.782	320.84/220.12/1362.9/330.91/1014.3	94.002	330.91	1.8048	3913.5	7759.8	2.6894	0.99582	0.0041759	0.0083519	0.19859	True
gRNA_10342	Raf1	82.492/126.27/48.485	462.89/152.47/192.94/290.24/335.6	82.492	290.24	1.8025	1536.6	6010.1	2.6798	0.9957	0.0043014	0.0086028	0.20011	True
gRNA_5740	Jak1	627.32/544.44/724.48	2137.8/2288.2/1148.5/1029.7/3371	627.32	2137.8	1.7672	8154.9	3.2235e+05	2.6604	0.99549	0.0045097	0.0090195	0.20534	True
gRNA_12604	Trp53	170.74/412.68/197.67	728.61/660.36/1182.4/669.22/676.57	197.67	676.57	1.77	23476	33316	2.6237	0.99495	0.0050533	0.010107	0.21966	True
gRNA_2	Abl1	3.8368/239.74/52.215	182.33/106.84/275.39/40.671/256	52.215	182.33	1.7845	18752	2461.3	2.6226	0.99489	0.0051105	0.010221	0.21966	True
gRNA_10363	Rara	63.308/269.02/94.174	276.32/1579/221.79/325.37/349.58	94.174	325.37	1.7779	15762	7787.5	2.6198	0.99487	0.0051323	0.010265	0.21966	True
gRNA_11994	Stat3	468.09/704.57/828.91	2591.5/565.33/1012.5/2351.5/2989.2	704.57	2351.5	1.7373	35691	4.0506e+05	2.5877	0.99442	0.0055792	0.011158	0.23411	True
gRNA_12597	Trp53	164.98/291.89/126.81	362.54/559.43/570.56/264.36/699.16	164.98	559.43	1.7555	8781.7	23367	2.5804	0.99426	0.0057394	0.011479	0.2362	True
gRNA_6743	Lats1	475.77/438.3/317.95	777.37/1407.2/1372.8/1392/1148.8	438.3	1372.8	1.6449	7943.4	1.5926e+05	2.3417	0.98889	0.011108	0.022217	0.44852	True
gRNA_1548	Braf	305.03/657.9/948.26	759.7/2802.5/4665.9/2037.2/652.91	657.9	2037.2	1.6292	1.0441e+05	3.5398e+05	2.3183	0.9882	0.011802	0.023603	0.4677	True
gRNA_12272	Tcf3	230.21/515.16/216.32	1073.5/361.32/719.8/438.13/1751.1	230.21	719.8	1.6404	40695	44936	2.3096	0.98786	0.012139	0.024278	0.47232	True
gRNA_1337	Bap1	500.71/447.45/579.03	937.08/1533.3/2859.4/900.3/2081.3	500.71	1533.3	1.6127	4485.4	2.0691e+05	2.2701	0.98658	0.013418	0.026836	0.51277	True
gRNA_9745	Ptpn11	247.48/582.87/402.8	2931.4/1176.3/1231.8/510.23/1613.4	402.8	1231.8	1.6102	28276	1.349e+05	2.2572	0.98611	0.013893	0.027786	0.51698	True
gRNA_3086	Ep300	103.59/162.87/119.35	410.59/370.44/555.72/340.15/356.03	119.35	370.44	1.6259	1071.3	12385	2.2563	0.98599	0.014012	0.028023	0.51698	True
gRNA_7513	Myd88	97.839/335.81/131.47	6274.8/2258.6/405.66/195.96/338.82	131.47	405.66	1.6182	21444	14970	2.241	0.98543	0.014571	0.029141	0.52849	True
gRNA_12652	Trp53bp1	1206.7/804.31/1021	1612.7/3055.4/4916.6/2434.7/3172	1021	3055.4	1.5804	40716	8.4033e+05	2.2192	0.98474	0.01526	0.03052	0.54427	True
gRNA_1551	Braf	1116.5/792.41/955.72	2378/2462.7/2852.8/2970.8/4266	955.72	2852.8	1.5767	26262	7.3791e+05	2.2085	0.98431	0.015693	0.031385	0.55053	True
gRNA_7510	Myd88	274.33/684.44/604.2	2375.9/933.63/5348.6/1508.5/1809.2	604.2	1809.2	1.5807	57626	2.994e+05	2.2022	0.98402	0.015977	0.031954	0.55146	True
gRNA_9115	Pik3r3	46.042/152.81/41.026	171.02/107.91/140.99/123.86/785.21	46.042	140.99	1.5938	5712.2	1926.6	2.1632	0.98211	0.017894	0.035789	0.59454	True
gRNA_10657	Rictor	57.552/163.79/82.985	188.69/251.26/286.93/641.49/152.74	82.985	251.26	1.5867	3588.1	6080.5	2.158	0.98194	0.018058	0.036117	0.59454	True
gRNA_12602	Trp53	675.28/894.89/1049.9	2631/1279.4/2856.9/2826.6/1924.3	894.89	2631	1.5548	36128	6.4836e+05	2.1561	0.98208	0.017924	0.035847	0.59454	True
gRNA_12561	Trp53	320.37/470.32/337.53	808.46/1768.5/1000.1/802.32/1410.2	337.53	1000.1	1.5643	8963.8	95299	2.1464	0.98155	0.018451	0.036901	0.59825	True
gRNA_7512	Myd88	176.49/400.78/212.59	631.08/943.83/412.26/273.6/731.43	212.59	631.08	1.5653	18359	38432	2.1347	0.98096	0.01904	0.03808	0.60815	True
gRNA_2747	Dnmt3a	145.8/273.59/146.39	150.53/736.59/372.68/423.34/735.73	146.39	423.34	1.5256	8090.6	18481	2.0373	0.97578	0.024222	0.048445	0.75125	True
gRNA_7918	Notch1	1055.1/764.05/912.83	1086.2/2461/10688/4714.1/2583.7	912.83	2583.7	1.5	21192	6.7417e+05	2.0349	0.97586	0.024143	0.048287	0.75125	True
gRNA_3012	Egfr	132.37/538.03/291.84	1308.1/560.5/831.94/1575.1/780.91	291.84	831.94	1.5081	43021	71609	2.0183	0.97474	0.02526	0.05052	0.77223	True
gRNA_11306	Smad4	314.62/372.42/203.27	992.91/658.75/888.83/314.27/1322	314.62	888.83	1.4953	7870	83003	1.9931	0.97319	0.026811	0.053622	0.80362	True
gRNA_3703	Ercc2	88.247/187.58/90.444	1091.8/259.31/2844.6/83.19/139.83	90.444	259.31	1.5093	4720.1	7195.5	1.9907	0.97286	0.02714	0.054279	0.80362	True
gRNA_12583	Trp53	1695.9/850.06/938.01	3960.3/2449.2/2607.1/2357.1/4703.7	938.01	2607.1	1.4738	2.9105e+05	7.1124e+05	1.9791	0.97243	0.027567	0.055134	0.80362	True
gRNA_7558	Ncoa3	126.62/323/195.81	364.66/592.17/553.25/173.77/735.73	195.81	553.25	1.4938	10483	32702	1.9766	0.97206	0.02794	0.055879	0.80362	True
gRNA_12523	Trp53	358.74/548.1/529.61	793.62/988.93/2136.3/1477.1/2142.7	529.61	1477.1	1.478	14769	2.3105e+05	1.9711	0.97184	0.028164	0.056329	0.80362	True
gRNA_2043	Cdk12	429.72/854.63/1421	2356.1/1749.1/2809.9/5333.4/1511.3	854.63	2356.1	1.462	2.5066e+05	5.9222e+05	1.9511	0.97055	0.02945	0.0589	0.82925	True
gRNA_10343	Raf1	354.91/570.06/347.79	983.72/2141.6/942.42/759.8/4935	354.91	983.72	1.4682	23171	1.0518e+05	1.9389	0.96958	0.03042	0.060841	0.84545	True
gRNA_12831	Tsc1	255.15/132.68/84.849	170.31/163.75/582.11/371.58/647.53	132.68	371.58	1.4788	8643.3	15241	1.9352	0.96916	0.03084	0.06168	0.84578	True
gRNA_6849	Map2k2	1074.3/796.07/1101.2	902.45/1529.6/5562.2/6368.7/2930	1074.3	2930	1.4466	39069	9.2886e+05	1.9255	0.96878	0.031223	0.062446	0.84578	True
gRNA_3909	Etv6	341.48/516.07/328.21	1109.5/928.8/934.18/1854.2/754.02	341.48	934.18	1.4492	15330	97500	1.8981	0.96658	0.033419	0.066837	0.89172	True
gRNA_12556	Trp53	232.13/322.09/167.83	302.47/648.55/718.15/634.09/333.45	232.13	634.09	1.4458	6113.3	45674	1.8808	0.96517	0.034827	0.069654	0.9089	True
gRNA_5374	Inha	47.96/106.14/41.026	303.17/133.68/37.928/72.098/194.69	47.96	133.68	1.4599	1716.7	2085.9	1.8769	0.96453	0.035473	0.070945	0.9146	True
gRNA_671	Arid1a	598.54/420/353.38	36.748/47.782/17.315/70.249/98.958	420	47.782	-3.1094	18158	1.4645e+05	1.8283	0.033752	0.96625	0.067504	0.89172	False
gRNA_13011	Vhl	161.15/314.77/195.81	284.09/282.93/523.57/672.92/1123	195.81	523.57	1.4143	7676.7	32702	1.8125	0.95938	0.040622	0.081245	0.99973	True
gRNA_10664	Rictor	316.54/419.08/248.95	912.35/838.06/233.34/515.78/880.94	316.54	838.06	1.4019	7541.4	84000	1.7994	0.9583	0.041704	0.083409	0.99973	True
gRNA_6842	Map2k1	220.62/256.21/149.19	599.28/763.44/526.86/586.03/305.48	220.62	586.03	1.4054	3184.5	41333	1.7973	0.95803	0.041971	0.083942	0.99973	True
gRNA_1726	Card11	30.695/288.23/140.79	443.81/261.46/183.04/373.43/525.98	140.79	373.43	1.4009	16930	17122	1.7779	0.9561	0.0439	0.087799	0.99973	True
gRNA_9114	Pik3r3	174.58/258.95/94.174	460.06/716.19/244.06/303.18/621.71	174.58	460.06	1.3929	6791.9	26107	1.7669	0.95509	0.044911	0.089821	0.99973	True
gRNA_10106	Ptprt	224.45/228.76/103.5	720.83/845.58/239.11/586.03/576.54	224.45	586.03	1.3806	7324.5	42756	1.7486	0.95334	0.046656	0.093312	0.99973	True
gRNA_6781	Lck	270.5/259.87/120.28	850.86/674.32/560.67/1501.1/313.01	259.87	674.32	1.3722	9798.6	57011	1.7358	0.95207	0.047926	0.095852	0.99973	True
gRNA_10548	Rbm10	88.247/299.21/76.458	231.09/184.69/195.41/305.03/427.03	88.247	231.09	1.3788	22323	6857.5	1.725	0.95066	0.049338	0.098675	0.99973	True
gRNA_11670	Socs1	90.165/193.07/84.849	399.28/450.98/78.329/35.125/233.41	90.165	233.41	1.3625	5308.8	7152.2	1.6938	0.9473	0.052695	0.10539	0.99973	True
gRNA_4782	Gata3	84.41/202.22/68.998	366.78/316.22/113.78/79.493/218.35	84.41	218.35	1.3608	7058.4	6286.4	1.6893	0.94679	0.053214	0.10643	0.99973	True
gRNA_7839	Nkx2-1	155.39/385.23/175.29	446.63/592.17/202.01/345.7/461.45	175.29	446.63	1.3443	22234	26318	1.6726	0.94511	0.054886	0.10977	0.99973	True
gRNA_10623	Rhoa	1216.3/860.12/1780	192.93/180.93/266.32/162.68/651.83	1216.3	192.93	-2.6501	2.223e+05	1.1858e+06	1.6646	0.047994	0.95201	0.095988	0.99973	False
gRNA_2703	Dnmt3a	94.002/262.61/141.73	282.68/576.61/347.95/360.49/1423.1	141.73	360.49	1.3407	8445.5	17345	1.6611	0.94372	0.056281	0.11256	0.99973	True
gRNA_7481	Myc	86.329/171.11/79.255	200.7/341.99/220.15/231.08/104.34	86.329	220.15	1.3405	3618.9	6568.9	1.6511	0.94237	0.057626	0.11525	0.99973	True
gRNA_13007	Vhl	212.94/156.47/57.81	12.721/42.95/37.103/5.546/25.815	156.47	25.815	-2.554	6461.6	21060	1.6389	0.050615	0.94939	0.10123	0.99973	False
gRNA_8228	Nsd1	625.4/811.63/607.93	1357.6/1185.4/1531.1/3174.2/2285.7	625.4	1531.1	1.2904	17492	3.2041e+05	1.6001	0.93669	0.063313	0.12663	0.99973	True
gRNA_10684	Rit1	326.13/274.51/252.68	283.39/393.53/1332.4/676.61/1085.3	274.51	676.61	1.2984	1570.6	63491	1.5958	0.93589	0.064112	0.12822	0.99973	True
gRNA_1343	Bap1	161.15/395.29/128.67	216.96/398.9/930.05/493.59/263.53	161.15	398.9	1.3023	27939	22313	1.5917	0.93517	0.064828	0.12966	0.99973	True
gRNA_6111	Kit	226.37/426.4/227.51	556.88/423.06/601.9/804.17/413.04	227.51	556.88	1.2877	19780	43906	1.5719	0.93267	0.067334	0.13467	0.99973	True
gRNA_2494	Ctnnb1	652.26/555.42/462.48	63.603/165.89/32.156/303.18/104.34	555.42	104.34	-2.4012	9008.3	2.5371e+05	1.5718	0.058001	0.942	0.116	0.99973	False
gRNA_13600	non_target	395.19/275.42/353.38	66.43/60.13/184.69/62.855/80.672	353.38	66.43	-2.3939	3913	1.0429e+05	1.5704	0.058163	0.94184	0.11633	0.99973	False
gRNA_2474	Ctnnb1	103.59/327.58/68.066	122.97/394.6/255.6/436.29/187.16	103.59	255.6	1.2947	25716	9385.4	1.569	0.93199	0.068009	0.13602	0.99973	True
gRNA_4141	Fbxw7	934.27/893.98/729.15	289.04/169.12/330.63/118.31/107.56	893.98	169.12	-2.3953	14397	6.4705e+05	1.569	0.058324	0.94168	0.11665	0.99973	False
gRNA_2697	Dnmt3a	1147.2/786.01/1211.2	2951.9/1028.7/775.04/2747.1/3543.1	1147.2	2747.1	1.2591	67282	1.057e+06	1.5562	0.93105	0.068946	0.13789	0.99973	True
gRNA_2240	Crebbp	1030.2/673.46/693.71	202.82/107.38/127.8/227.39/134.45	693.71	134.45	-2.3586	56812	3.9288e+05	1.5549	0.05998	0.94002	0.11996	0.99973	False
gRNA_3755	Ercc4	445.07/605.75/945.47	1875.6/937.39/1456.1/1456.8/1295.1	605.75	1456.1	1.2639	70613	3.0091e+05	1.5502	0.93002	0.069978	0.13996	0.99973	True
gRNA_10969	Runx1	266.66/565.49/262.01	575.96/640.49/428.75/637.79/800.27	266.66	637.79	1.2549	44659	59975	1.5155	0.92478	0.075216	0.15043	0.99973	True
gRNA_6895	Map2k4	67.144/672.54/743.13	1183/2856.7/1805.7/1512.2/1589.8	672.54	1589.8	1.2399	1.8575e+05	3.6964e+05	1.5087	0.92411	0.075886	0.15177	0.99973	True
gRNA_11298	Smad4	769.28/906.79/737.54	1243.1/1812/901.19/2351.5/2055.5	769.28	1812	1.2349	9958	4.815e+05	1.5026	0.92327	0.076733	0.15347	0.99973	True
gRNA_12592	Trp53	21.103/252.55/128.67	77.03/307.63/255.6/464.02/452.84	128.67	307.63	1.251	13458	14352	1.4938	0.92125	0.078745	0.15749	0.99973	True
gRNA_4331	Fgfr3	310.78/728.36/346.86	811.29/538.49/1541/1251.5/480.81	346.86	811.29	1.2235	73423	1.0054e+05	1.4647	0.91715	0.082853	0.16571	0.99973	True
gRNA_3516	Erbb3	531.4/699.08/617.26	2293.2/489.63/1426.4/1558.4/271.06	617.26	1426.4	1.2071	7033.1	3.1225e+05	1.448	0.91471	0.08529	0.17058	0.99973	True
gRNA_13270	safe_target	493.03/603/450.35	1156.9/2807.3/1139.5/933.58/614.19	493.03	1139.5	1.207	6957.3	2.0072e+05	1.4429	0.91379	0.086209	0.17242	0.99973	True
gRNA_2440	Ctcf	1703.5/930.58/986.49	119.43/330.18/247.35/127.56/626.02	986.49	247.35	-1.9914	2.5865e+05	7.8538e+05	1.4056	0.079924	0.92008	0.15985	0.99973	False
gRNA_3522	Erbb3	322.29/290.06/180.89	382.32/662.51/709.08/863.33/347.43	290.06	662.51	1.1888	6479	70753	1.4002	0.90638	0.093625	0.18725	0.99973	True
gRNA_1322	Bap1	339.56/447.45/245.22	939.91/358.63/766.8/512.08/883.09	339.56	766.8	1.1728	10269	96427	1.3759	0.90215	0.097847	0.19569	0.99973	True
gRNA_7901	Notch1	1302.6/1240.8/844.76	1146.3/4596.7/2767.1/5109.7/1351	1240.8	2767.1	1.1565	80323	1.2333e+06	1.3744	0.90247	0.097527	0.19505	0.99973	True
gRNA_12845	Tsc2	610.05/532.54/516.56	824.72/1195.1/3567.7/1885.6/637.85	532.54	1195.1	1.1646	3131.7	2.3357e+05	1.3709	0.90147	0.098532	0.19706	0.99973	True
gRNA_11532	Smarca4	767.36/508.75/356.18	197.88/134.76/62.663/118.31/211.9	508.75	134.76	-1.9088	45079	2.135e+05	1.3706	0.085248	0.91475	0.1705	0.99973	False
gRNA_807	Arid1b	276.25/115.29/184.62	142.05/18.791/49.471/90.585/18.286	184.62	49.471	-1.8788	6601.3	29135	1.3618	0.086637	0.91336	0.17327	0.99973	False
gRNA_1376	Bcl2	118.94/224.18/145.46	274.91/329.11/660.44/255.12/1038	145.46	329.11	1.1725	3450.3	18251	1.3594	0.89873	0.10127	0.20254	0.99973	True
gRNA_4735	Gata2	333.8/570.06/355.25	614.12/792.43/1423.9/728.38/896	355.25	792.43	1.1552	23302	1.0538e+05	1.3467	0.89685	0.10315	0.20631	0.99973	True
gRNA_13605	non_target	567.85/427.32/618.19	142.05/200.25/420.5/136.8/157.04	567.85	157.04	-1.8477	11142	2.65e+05	1.3437	0.089519	0.91048	0.17904	0.99973	False
gRNA_4587	Foxa1	1128/1072.4/538	226.85/284.01/635.7/562/300.1	1072.4	300.1	-1.8339	1.4434e+05	9.2563e+05	1.3373	0.090565	0.90943	0.18113	0.99973	False
gRNA_12534	Trp53	1412/1298.4/1350.1	6986.4/2504/2960.8/1197.9/3081.7	1350.1	2960.8	1.1323	3247.8	1.4563e+06	1.3347	0.89523	0.10477	0.20954	0.99973	True
gRNA_3579	Erbb3	122.78/84.182/43.823	22.614/189.52/263.84/916.94/151.66	84.182	189.52	1.1613	1559.3	6253.3	1.332	0.89325	0.10675	0.21349	0.99973	True
gRNA_6125	Kit	155.39/220.52/110.02	163.25/237.84/442.76/465.86/346.35	155.39	346.35	1.1512	3150	20776	1.3248	0.89225	0.10775	0.2155	0.99973	True
gRNA_7171	Mga	1083.9/582.87/631.24	166.78/198.64/309.19/155.29/185.01	631.24	185.01	-1.7651	1.0362e+05	3.2632e+05	1.3067	0.095653	0.90435	0.19131	0.99973	False
gRNA_11797	Sox9	393.27/302.87/188.35	728.61/1004/379.28/661.82/237.71	302.87	661.82	1.1252	10644	77023	1.2934	0.88644	0.11356	0.22713	0.99973	True
gRNA_2105	Cdk8	38.368/300.13/201.4	243.81/71.941/60.19/33.276/22.588	201.4	60.19	-1.7259	18163	34561	1.2925	0.098091	0.90191	0.19618	0.99973	False
gRNA_12991	Vhl	324.21/226.93/149.19	67.843/206.16/57.716/88.736/66.689	226.93	67.843	-1.7272	7754	43686	1.2924	0.098106	0.90189	0.19621	0.99973	False
gRNA_10679	Rit1	899.74/443.79/674.13	1461.5/576.07/643.95/2447.6/1978.1	674.13	1461.5	1.1151	51978	3.7136e+05	1.292	0.88658	0.11342	0.22684	0.99973	True
gRNA_11449	Smarca4	709.81/594.77/558.51	179.5/101.47/479.04/72.098/303.33	594.77	179.5	-1.7227	7274.9	2.9027e+05	1.2875	0.098952	0.90105	0.1979	0.99973	False
gRNA_13603	non_target	314.62/441.96/479.26	1303.2/365.08/953.14/1070.4/347.43	441.96	953.14	1.107	8803.2	1.6188e+05	1.2705	0.882	0.118	0.236	0.99973	True
gRNA_3580	Erbb3	328.05/344.96/149.19	706.7/1038.3/651.37/994.58/693.78	328.05	706.7	1.1048	16139	90108	1.2614	0.87994	0.12006	0.24011	0.99973	True
gRNA_12989	Vhl	72.9/110.72/45.688	32.508/24.159/23.086/9.2433/7.5294	72.9	23.086	-1.6173	1085.3	4720	1.2533	0.10504	0.89496	0.21009	0.99973	False
gRNA_6888	Map2k4	65.226/463.92/439.17	98.231/266.29/111.31/277.3/139.83	439.17	139.83	-1.6441	70222	1.5988e+05	1.2517	0.10534	0.89466	0.21069	0.99973	False
gRNA_5373	Inha	364.5/639.6/310.49	780.9/768.27/657.14/1258.9/913.21	364.5	780.9	1.0971	39299	1.1084e+05	1.2507	0.87776	0.12224	0.24447	0.99973	True
gRNA_7827	Nfe2l2	1099.2/979.99/1224.3	2329.3/1755.6/8801.7/2037.2/2820.3	1099.2	2329.3	1.0827	14925	9.7177e+05	1.2478	0.87776	0.12224	0.24449	0.99973	True
gRNA_11798	Sox9	120.86/187.58/143.59	151.23/309.78/345.47/107.22/433.48	143.59	309.78	1.1039	1225.9	17795	1.2458	0.87613	0.12387	0.24774	0.99973	True
gRNA_1017	Atm	813.41/609.41/727.28	236.74/353.26/690.12/181.17/232.34	727.28	236.74	-1.6151	10656	4.3115e+05	1.2374	0.10797	0.89203	0.21593	0.99973	False
