sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
gRNA_5374	Inha	45.191/101.77/38.594	96.083/130.57/118.14	45.191	118.14	1.3669	1622.6	1444.3	1.9195	0.96889	0.031108	0.062216	0.99905	True
gRNA_12272	Tcf3	216.92/493.96/203.5	478.8/535.56/547.25	216.92	535.56	1.2999	38465	27804	1.9109	0.969	0.031004	0.062007	0.99905	True
gRNA_4770	Gata3	99.421/346.56/183.32	412.59/454.78/530.48	183.32	454.78	1.3061	16843	20219	1.9091	0.9688	0.031204	0.062408	0.99905	True
gRNA_11284	Smad4	74.114/148.27/19.297	264.83/189.22/173.02	74.114	189.22	1.3405	4252.4	3656.8	1.9034	0.96798	0.032021	0.064043	0.99905	True
gRNA_3084	Ep300	14.461/107.04/26.314	109.81/69.711/17.53	26.314	69.711	1.3723	3328.5	526.84	1.8907	0.96645	0.033555	0.06711	0.99905	True
gRNA_4888	Gnas	36.153/26.321/17.543	69.438/97.374/37.347	26.321	69.438	1.3663	86.864	527.08	1.8781	0.96547	0.034531	0.069062	0.99905	True
gRNA_3580	Erbb3	309.11/330.77/140.34	765.43/746.9/653.95	309.11	746.9	1.2701	14476	54393	1.8771	0.96667	0.033334	0.066667	0.99905	True
gRNA_10504	Rbm10	180.77/314.1/121.05	352.84/483.55/442.83	180.77	442.83	1.2879	10672	19688	1.8677	0.96571	0.034294	0.068587	0.99905	True
gRNA_12556	Trp53	218.73/308.83/157.89	531.28/663.91/502.28	218.73	531.28	1.2765	5910.4	28245	1.8598	0.96518	0.034821	0.069643	0.99905	True
gRNA_6842	Map2k1	207.88/245.66/140.34	502.21/551.05/495.42	207.88	502.21	1.2685	2994.4	25651	1.8377	0.96339	0.036607	0.073213	0.99905	True
gRNA_11607	Smo	189.8/343.93/171.04	443.27/556.58/458.07	189.8	458.07	1.2666	12053	21593	1.8256	0.96235	0.037653	0.075306	0.99905	True
gRNA_3524	Erbb3	242.23/473.78/264.9	628.17/717.03/600.6	264.9	628.17	1.2426	22072	40597	1.803	0.96059	0.039414	0.078829	0.99905	True
gRNA_5228	Igf1r	182.57/570.29/300.86	566/705.96/773.61	300.86	705.96	1.2278	43291	51675	1.7821	0.95881	0.041193	0.082385	0.99905	True
gRNA_2658	Dis3	124.73/485.18/174.55	415.82/285.48/448.16	174.55	415.82	1.2475	49487	18427	1.7773	0.95808	0.041916	0.083832	0.99905	True
gRNA_5373	Inha	343.46/613.28/292.09	744.44/795.59/883.37	343.46	795.59	1.2095	37722	66419	1.7544	0.95633	0.043672	0.087344	0.99905	True
gRNA_12579	Trp53	146.42/81.595/79.82	197.01/116.18/205.79	81.595	197.01	1.2614	2102.7	4382.8	1.7434	0.9544	0.0456	0.0912	0.99905	True
gRNA_3031	Eif1ad19	225.96/616.79/447.34	1022.2/1056.7/902.42	447.34	1022.2	1.1904	38862	1.0964e+05	1.7361	0.95472	0.045275	0.090551	0.99905	True
gRNA_12271	Tcf3	186.19/573.8/309.63	714.56/896.28/544.2	309.63	714.56	1.2039	42511	54568	1.7335	0.95426	0.045737	0.091474	0.99905	True
gRNA_12026	Stat3	81.345/346.56/99.994	237.38/227.94/281.24	99.994	237.38	1.239	30571	6430.6	1.7132	0.95152	0.048483	0.096967	0.99905	True
gRNA_4577	Foxa1	131.96/381.65/128.06	308.43/379.54/285.82	131.96	308.43	1.2186	31181	10857	1.6936	0.94966	0.050336	0.10067	0.99905	True
gRNA_11798	Sox9	113.88/179.86/135.08	290.67/362.94/312.49	135.08	312.49	1.204	1227.3	11348	1.6655	0.94662	0.053377	0.10675	0.99905	True
gRNA_10107	Ptprt	155.46/364.98/180.69	483.64/412.73/374.99	180.69	412.73	1.1872	17300	19673	1.6544	0.9456	0.054404	0.10881	0.99905	True
gRNA_3525	Erbb3	128.34/551.86/232.44	523.21/641.78/490.84	232.44	523.21	1.1671	56433	31693	1.6333	0.94337	0.056633	0.11327	0.99905	True
gRNA_8831	Pik3ca	16.269/63.17/31.577	116.27/75.244/51.066	31.577	75.244	1.2268	616.24	739.4	1.6059	0.93827	0.061731	0.12346	0.99905	True
gRNA_6480	Kmt2d	52.422/77.208/16.666	132.42/121.72/102.89	52.422	121.72	1.1998	946.43	1907.5	1.5866	0.93638	0.063616	0.12723	0.99905	True
gRNA_12024	Stat3	142.81/248.29/168.41	436.81/267.78/376.52	168.41	376.52	1.156	3518.5	17220	1.5859	0.93737	0.062627	0.12525	0.99905	True
gRNA_13007	Vhl	200.65/150.03/54.383	97.698/7.7457/29.725	150.03	29.725	-2.2973	5855.4	13839	1.5718	0.058004	0.942	0.11601	0.99905	False
gRNA_12580	Trp53	283.8/290.41/164.9	620.9/628.51/439.02	283.8	620.9	1.1267	7090.4	46263	1.5673	0.93544	0.064562	0.12912	0.99905	True
gRNA_7839	Nkx2-1	146.42/369.37/164.9	389.18/362.94/338.41	164.9	362.94	1.1334	21074	16548	1.5395	0.93129	0.068709	0.13742	0.99905	True
gRNA_7813	Nfe2	271.15/307.96/162.27	584.57/590.88/547.25	271.15	584.57	1.1054	6604.5	42432	1.5215	0.92929	0.070712	0.14142	0.99905	True
gRNA_807	Arid1b	260.3/110.55/173.67	29.874/39.835/62.499	173.67	39.835	-2.0968	5744.7	18252	1.4877	0.068413	0.93159	0.13683	0.99905	False
gRNA_12523	Trp53	338.03/525.54/498.22	1041.6/916.2/1073.9	498.22	1041.6	1.0624	13203	1.345e+05	1.4816	0.92416	0.075837	0.15167	0.99905	True
gRNA_4782	Gata3	79.537/193.9/64.909	174.4/184.79/173.78	79.537	174.4	1.1229	6646.2	4176.8	1.4679	0.92021	0.079786	0.15957	0.99905	True
gRNA_8699	Phf6	399.49/454.48/465.76	1008.5/808.87/942.06	454.48	942.06	1.05	1575.3	1.1298e+05	1.4506	0.91945	0.080549	0.1611	0.99905	True
gRNA_12989	Vhl	68.691/106.16/42.98	67.016/16.598/6.8596	68.691	16.598	-1.9856	1032.5	3169.5	1.4432	0.074477	0.92552	0.14895	0.99905	False
gRNA_6111	Kit	213.3/408.85/214.02	532.9/442.61/450.45	214.02	450.45	1.0701	18980	27105	1.436	0.91641	0.083587	0.16717	0.99905	True
gRNA_3976	Ezh2	0/9.651/20.174	0/37.622/2.2865	9.651	2.2865	-1.6963	101.94	84.025	1.4343	0.075738	0.92426	0.15148	0.99905	False
gRNA_3909	Etv6	321.76/494.83/308.75	664.5/603.06/772.09	321.76	664.5	1.044	15061	58692	1.4147	0.91346	0.086539	0.17308	0.99905	True
gRNA_10618	Rheb	582.07/581.69/747.33	1195.8/974.85/1173	582.07	1173	1.0097	13656	1.8068e+05	1.3902	0.91009	0.089915	0.17983	0.99905	True
gRNA_11670	Socs1	84.96/185.12/79.82	123.53/180.36/189.02	84.96	180.36	1.0771	5029.6	4729.5	1.3872	0.90727	0.092729	0.18546	0.99905	True
gRNA_2645	Dis3	61.46/142.13/87.714	20.185/27.663/23.628	87.714	23.628	-1.8489	1825.3	5022.7	1.3782	0.084078	0.91592	0.16816	0.99905	False
gRNA_11305	Smad4	169.92/205.3/68.417	362.53/273.31/352.13	169.92	352.13	1.0469	5777.4	17513	1.3768	0.9064	0.093599	0.1872	0.99905	True
gRNA_3579	Erbb3	115.69/80.718/41.226	160.68/179.26/169.97	80.718	169.97	1.065	1391.3	4294.4	1.3619	0.90279	0.09721	0.19442	0.99905	True
gRNA_6837	Map2k1	209.69/194.78/129.82	88.816/39.835/54.877	194.78	54.877	-1.8089	2221	22676	1.3593	0.087033	0.91297	0.17407	0.99905	False
gRNA_5625	Irs1	206.07/280.76/207.01	600.72/388.39/423.01	207.01	423.01	1.0275	2720.1	25447	1.3541	0.90268	0.097315	0.19463	0.99905	True
gRNA_4440	Flt3	267.53/386.04/314.02	751.71/553.26/631.85	314.02	631.85	1.0064	3674.1	56042	1.3426	0.90117	0.098831	0.19766	0.99905	True
gRNA_2494	Ctnnb1	614.6/532.56/435.06	55.712/158.23/285.06	532.56	158.23	-1.7445	8118.5	1.5263e+05	1.3384	0.090391	0.90961	0.18078	0.99905	False
gRNA_7812	Nfe2	139.19/259.7/128.06	335.08/285.48/257.62	139.19	285.48	1.0311	7323.3	12009	1.335	0.89872	0.10128	0.20256	0.99905	True
gRNA_6080	Keap1	211.5/253.56/141.22	582.96/340.81/426.82	211.5	426.82	1.0096	3354	26503	1.3227	0.89705	0.10295	0.20591	0.99905	True
gRNA_3107	Ep300	169.92/465/127.19	343.96/260.03/420.72	169.92	343.96	1.0131	44450	17513	1.3151	0.89535	0.10465	0.20931	0.99905	True
gRNA_9114	Pik3r3	164.5/248.29/88.591	284.21/407.2/333.07	164.5	333.07	1.0134	6391.8	16471	1.3135	0.895	0.105	0.21	0.99905	True
gRNA_5624	Irs1	195.23/436.93/300.86	594.26/495.72/633.37	300.86	594.26	0.97964	14836	51675	1.2907	0.89152	0.10848	0.21695	0.99905	True
gRNA_1977	Cd79a	211.5/494.83/207.88	421.47/426.01/402.43	211.5	421.47	0.99142	40147	26503	1.2898	0.89086	0.10914	0.21828	0.99905	True
gRNA_2440	Ctcf	1605.2/892.28/928.02	185.71/409.41/302.59	928.02	302.59	-1.6136	2.2993e+05	4.3802e+05	1.2819	0.099938	0.90006	0.19988	0.99905	False
gRNA_3522	Erbb3	303.69/278.13/170.17	559.54/515.64/544.2	278.13	544.2	0.96587	6154.3	44525	1.261	0.88562	0.11438	0.22877	0.99905	True
gRNA_10379	Rara	249.46/193.9/159.64	411.78/382.86/257.62	193.9	382.86	0.97785	2130.2	22483	1.2602	0.88493	0.11507	0.23015	0.99905	True
gRNA_10547	Rbm10	155.46/250.93/156.13	308.43/308.72/381.09	156.13	308.72	0.97899	4493.3	14922	1.2491	0.88235	0.11765	0.23529	0.99905	True
gRNA_1382	Bcl2	139.19/287.78/153.5	320.54/303.19/253.81	153.5	303.19	0.97735	9117.4	14450	1.2452	0.88153	0.11847	0.23693	0.99905	True
gRNA_12601	Trp53	209.69/528.17/227.18	443.27/451.46/306.4	227.18	443.27	0.96127	45452	30348	1.2404	0.88118	0.11882	0.23765	0.99905	True
gRNA_10909	Rtel1	244.03/231.62/192.09	456.19/451.46/403.19	231.62	451.46	0.95979	858.31	31482	1.239	0.88091	0.11909	0.23818	0.99905	True
gRNA_1000	Atm	363.34/424.65/379.8	691.96/728.09/746.18	379.8	728.09	0.93706	1140.9	80379	1.2285	0.8795	0.1205	0.241	0.99905	True
gRNA_4331	Fgfr3	292.84/698.38/326.3	729.91/548.84/627.28	326.3	627.28	0.94079	69784	60269	1.226	0.87876	0.12124	0.24249	0.99905	True
gRNA_1726	Card11	28.923/276.37/132.45	268.87/255.61/259.9	132.45	259.9	0.96723	15716	10934	1.2189	0.87582	0.12418	0.24837	0.99905	True
gRNA_12582	Trp53	101.23/322.87/70.171	88.009/23.237/35.06	101.23	35.06	-1.5033	25045	6581.2	1.2091	0.11332	0.88668	0.22664	0.99905	False
gRNA_7512	Myd88	166.3/384.29/199.99	385.95/419.37/380.33	199.99	385.95	0.94502	17550	23839	1.2044	0.87343	0.12657	0.25315	0.99905	True
gRNA_3570	Erbb3	421.18/554.5/389.45	512.71/797.8/842.21	421.18	797.8	0.91997	9389.4	97798	1.2043	0.8746	0.1254	0.2508	0.99905	True
gRNA_5236	Igf1r	164.5/560.64/171.04	254.34/418.27/330.79	171.04	330.79	0.94749	75913	17733	1.1996	0.87213	0.12787	0.25574	0.99905	True
gRNA_10546	Rbm10	173.54/590.47/311.39	587.8/673.87/539.62	311.39	587.8	0.91445	48445	55155	1.177	0.86822	0.13178	0.26357	0.99905	True
gRNA_10049	Ptprt	379.61/601/307	712.95/683.83/785.05	379.61	712.95	0.90752	27142	80301	1.1763	0.8684	0.1316	0.2632	0.99905	True
gRNA_2473	Ctnnb1	659.8/543.97/353.49	166.33/205.81/209.6	543.97	205.81	-1.3978	24849	1.589e+05	1.1626	0.12251	0.87749	0.24501	0.99905	False
gRNA_2778	Dnmt3a	330.8/476.41/331.56	515.13/622.97/619.65	331.56	619.65	0.90017	10491	62126	1.1558	0.86362	0.13638	0.27277	0.99905	True
gRNA_12549	Trp53	509.76/687.85/491.2	875.24/942.76/1001.5	509.76	942.76	0.88577	16031	1.4047e+05	1.1553	0.86421	0.13579	0.27157	0.99905	True
gRNA_1552	Braf	354.3/993.18/1228	387.56/471.38/352.89	993.18	387.56	-1.3554	2.3165e+05	4.9826e+05	1.1466	0.12577	0.87423	0.25154	0.99905	False
gRNA_3516	Erbb3	500.72/670.31/580.67	628.98/1201.7/1066.3	580.67	1066.3	0.87568	7213.3	1.7986e+05	1.1451	0.86213	0.13787	0.27575	0.99905	True
gRNA_13002	Vhl	2762.1/1115.1/1820.9	557.93/722.56/843.73	1820.9	722.56	-1.3323	6.9197e+05	1.5758e+06	1.1424	0.12664	0.87336	0.25329	0.99905	False
gRNA_2472	Ctnnb1	218.73/417.63/257.88	99.312/119.5/54.115	257.88	99.312	-1.3678	13526	38584	1.1398	0.12718	0.87282	0.25435	0.99905	False
gRNA_3682	Ercc2	263.92/635.21/271.04	410.98/500.15/559.44	271.04	500.15	0.88143	66337	42399	1.1127	0.85328	0.14672	0.29344	0.99905	True
gRNA_4587	Foxa1	1062.9/1028.3/506.11	526.44/341.92/419.2	1028.3	419.2	-1.2925	1.3693e+05	5.3222e+05	1.1118	0.13311	0.86689	0.26622	0.99905	False
gRNA_7511	Myd88	209.69/274.62/90.346	450.54/388.39/364.32	209.69	388.39	0.8861	9229.1	26075	1.1067	0.85135	0.14865	0.29729	0.99905	True
gRNA_6743	Lats1	448.3/420.26/299.11	804.19/763.5/701.21	420.26	763.5	0.85981	7732.1	97390	1.0999	0.85104	0.14896	0.29791	0.99905	True
gRNA_11671	Socs1	462.76/540.46/232.44	194.59/122.82/214.17	462.76	194.59	-1.2456	29542	1.1692e+05	1.0765	0.14086	0.85914	0.28172	0.99905	False
gRNA_6488	Kmt2d	54.23/55.274/92.977	55.712/118.4/104.42	55.274	104.42	0.90559	711.31	2106.9	1.0707	0.83951	0.16049	0.32099	0.99905	True
gRNA_12779	Traf7	2518.1/995.81/1731.5	831.64/688.26/751.51	1731.5	751.51	-1.2031	5.7997e+05	1.432e+06	1.0668	0.14304	0.85696	0.28607	0.99905	False
gRNA_10684	Rit1	307.3/263.21/237.71	542.58/387.28/474.08	263.21	474.08	0.84648	1297.3	40109	1.0529	0.83857	0.16143	0.32285	0.99905	True
gRNA_9116	Pik3r3	206.07/226.36/66.663	180.86/88.522/86.126	206.07	88.522	-1.2098	9923.4	25231	1.051	0.14664	0.85336	0.29328	0.99905	False
gRNA_6841	Map2k1	101.23/291.29/123.68	170.37/231.26/225.61	123.68	225.61	0.86199	14298	9605.9	1.04	0.8336	0.1664	0.33279	0.99905	True
gRNA_6745	Lats1	435.65/675.57/299.11	679.04/770.14/855.17	435.65	770.14	0.82053	38104	1.0427e+05	1.0359	0.83527	0.16473	0.32945	0.99905	True
gRNA_1876	Cbfb	307.3/444.82/513.13	341.54/195.85/198.17	444.82	198.17	-1.1625	11789	1.0847e+05	1.028	0.15198	0.84802	0.30396	0.99905	False
gRNA_11449	Smarca4	668.83/570.29/525.41	256.76/169.3/391.76	570.29	256.76	-1.1482	5862.7	1.738e+05	1.0216	0.15349	0.84651	0.30698	0.99905	False
gRNA_11532	Smarca4	723.06/487.82/335.07	259.18/182.58/220.27	487.82	220.27	-1.1435	39337	1.2922e+05	1.0175	0.15447	0.84553	0.30894	0.99905	False
gRNA_1010	Atm	115.69/418.5/234.2	522.4/416.05/330.79	234.2	416.05	0.82636	24006	32148	1.0143	0.82834	0.17166	0.34333	0.99905	True
gRNA_12079	Stk11	920.1/876.49/1088.5	310.86/423.8/532.76	920.1	423.8	-1.1166	15136	4.3095e+05	1.0071	0.15694	0.84306	0.31387	0.99905	False
gRNA_2234	Crebbp	956.25/1152/988.54	1695.6/1406.4/1953.5	988.54	1695.6	0.7778	13878	4.9385e+05	1.0061	0.8292	0.1708	0.34161	0.99905	True
gRNA_10633	Rhoa	128.34/357.09/199.11	353.65/368.47/306.4	199.11	353.65	0.82559	14982	23641	1.0051	0.82553	0.17447	0.34894	0.99905	True
gRNA_11182	Sh2b3	477.22/460.62/242.09	212.35/331.96/208.84	460.62	212.35	-1.1135	24015	1.1589e+05	0.99906	0.15888	0.84112	0.31776	0.99905	False
gRNA_6125	Kit	146.42/211.45/103.5	259.18/261.14/289.63	146.42	261.14	0.8304	3035.1	13216	0.9979	0.82288	0.17712	0.35424	0.99905	True
gRNA_121	Akt3	166.3/362.35/215.78	199.43/379.54/409.29	215.78	379.54	0.81182	11966	27528	0.98702	0.82086	0.17914	0.35828	0.99905	True
gRNA_10681	Rit1	522.41/754.53/1069.2	1328.2/1290.2/1121.9	754.53	1290.2	0.77315	76459	2.957e+05	0.98509	0.82309	0.17691	0.35382	0.99905	True
gRNA_4033	Fat1	468.18/469.39/364.01	741.21/807.76/976.35	468.18	807.76	0.78556	5426.3	1.1953e+05	0.98219	0.8213	0.1787	0.3574	0.99905	True
gRNA_7514	Myd88	274.76/383.41/201.74	478.8/478.02/475.6	274.76	478.02	0.79664	8567.9	43510	0.97441	0.81799	0.18201	0.36403	0.99905	True
gRNA_1343	Bap1	151.84/379.02/121.05	301.17/267.78/214.94	151.84	267.78	0.81436	26279	14157	0.97439	0.81655	0.18345	0.3669	0.99905	True
gRNA_7843	Nkx2-1	84.96/121.95/74.557	151.79/163.77/79.267	84.96	151.79	0.82986	738.38	4729.5	0.97183	0.81432	0.18568	0.37137	0.99905	True
gRNA_6835	Map2k1	332.61/419.38/176.31	304.4/574.29/578.5	332.61	574.29	0.78612	15980	62499	0.96671	0.81632	0.18368	0.36737	0.99905	True
gRNA_6265	Kmt2b	48.807/70.189/135.08	26.645/33.196/44.207	70.189	33.196	-1.0578	2334	3300.8	0.96415	0.16748	0.83252	0.33497	0.99905	False
gRNA_4735	Gata2	314.53/546.6/334.19	747.67/559.9/575.45	334.19	575.45	0.7822	22752	63064	0.9607	0.81467	0.18533	0.37067	0.99905	True
gRNA_6712	Kras	392.26/523.79/195.6	748.48/505.68/673.01	392.26	673.01	0.77727	27987	85453	0.96039	0.81495	0.18505	0.3701	0.99905	True
gRNA_11099	Setd2	146.42/290.41/310.51	140.49/172.62/134.14	290.41	140.49	-1.0423	10568	48325	0.95313	0.17026	0.82974	0.34053	0.99905	False
gRNA_11324	Smad4	220.53/418.5/179.81	370.6/387.28/381.85	220.53	381.85	0.78926	20425	28688	0.95243	0.81137	0.18863	0.37727	0.99905	True
gRNA_13004	Vhl	947.21/495.71/569.27	198.62/292.12/279.72	569.27	279.72	-1.0225	74127	1.7321e+05	0.94476	0.17239	0.82761	0.34478	0.99905	False
gRNA_8228	Nsd1	589.3/778.22/571.9	863.94/992.55/1145.6	589.3	992.55	0.75115	17998	1.8496e+05	0.93764	0.80954	0.19046	0.38093	0.99905	True
gRNA_11071	Setbp1	150.04/221.97/90.346	306.82/260.03/207.31	150.04	260.03	0.78934	4369	13840	0.93502	0.80544	0.19456	0.38912	0.99905	True
gRNA_10955	Runx1	12.654/160.56/92.1	45.215/42.048/68.596	92.1	45.215	-1.0104	5499.1	5506.6	0.93351	0.17528	0.82472	0.35056	0.99905	False
gRNA_10456	Rb1	426.61/470.27/616.63	824.37/793.38/549.53	470.27	793.38	0.75328	11664	1.2054e+05	0.93063	0.80704	0.19296	0.38593	0.99905	True
gRNA_1148	Atrx	354.3/276.37/148.24	393.21/471.38/641.76	276.37	471.38	0.76813	11246	43994	0.92973	0.8055	0.1945	0.389	0.99905	True
gRNA_10275	Rad21	1122.6/654.52/649.09	331.04/322/449.69	654.52	331.04	-0.98127	1.0955e+05	2.2574e+05	0.91964	0.17888	0.82112	0.35776	0.99905	False
gRNA_896	Arid5b	184.38/294.79/134.2	377.06/315.36/310.21	184.38	315.36	0.77107	7354.5	20440	0.91613	0.80054	0.19946	0.39893	0.99905	True
gRNA_7513	Myd88	92.191/321.99/123.68	192.17/272.2/213.41	123.68	213.41	0.78218	20160	9605.9	0.91556	0.79928	0.20072	0.40145	0.99905	True
