sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
gRNA_8999	Pik3cg	34.626/156.85/57.667	391.2/294.03/539.21/256.73/227.49	57.667	294.03	2.3302	5184.2	3598.5	3.9402	0.99995	4.8938e-05	9.7876e-05	0.008056	True
gRNA_6087	Keap1	103.88/253.02/115.95	1382.4/235.89/1478.6/572.6/539.55	115.95	572.6	2.2942	9467.7	14586	3.7811	0.99991	9.389e-05	0.00018778	0.014352	True
gRNA_12197	Tbl1xr1	384.47/363.51/377.9	1291.9/2468.5/9274.1/240.73/1829.5	377.9	1829.5	2.2723	125.18	1.5692e+05	3.6643	0.99985	0.0001494	0.00029881	0.021315	True
gRNA_12580	Trp53	187.46/189.48/115.33	201.87/931.92/1326.3/37.57/876.62	187.46	876.62	2.2194	2603	38292	3.5218	0.99974	0.00025788	0.00051575	0.034491	True
gRNA_4827	Gli1	105.07/38.354/84.046	32.02/3.3224/384.46/584.43/1717.5	84.046	384.46	2.1802	1264.9	7649.2	3.4348	0.99964	0.00035643	0.00071286	0.044869	True
gRNA_12164	Syk	82.386/50.948/63.802	1623.3/186.05/287.74/198.98/2259.4	63.802	287.74	2.1557	255.29	4404.8	3.3741	0.99955	0.00044513	0.00089026	0.052921	True
gRNA_2747	Dnmt3a	90.744/171.16/96.316	600.03/421.94/93.092/1255.8/320.4	96.316	421.94	2.1197	2816.5	10053	3.2477	0.9993	0.00069943	0.0013989	0.077001	True
gRNA_8228	Nsd1	389.24/507.76/399.99	2859.5/995.05/1759.1/1735.9/12238	399.99	1759.1	2.134	5865.5	1.7593e+05	3.2402	0.99928	0.00071964	0.0014393	0.077001	True
gRNA_6894	Map2k4	142.09/331.45/260.11	261.73/166.12/2531.6/1269/1130.3	260.11	1130.3	2.1153	9509.7	74000	3.1989	0.99917	0.00083042	0.0016608	0.084624	True
gRNA_8867	Pik3ca	206.56/297.1/251.53	523.46/1086.4/9312.8/297.08/2036.7	251.53	1086.4	2.1064	2049.5	69166	3.1745	0.9991	0.00090348	0.001807	0.087884	True
gRNA_7429	Mtor	90.744/175.17/120.24	483.08/1219.3/1661.1/510.68/364.47	120.24	510.68	2.0773	1943.6	15691	3.1169	0.9989	0.0010989	0.0021978	0.10225	True
gRNA_4248	Fgfr2	442.97/515.2/712.25	2180.1/222.6/4435.8/1197.4/2784.7	515.2	2180.1	2.0791	22022	2.9288e+05	3.0765	0.99874	0.0012627	0.0025254	0.11259	True
gRNA_2683	Dnmt3a	343.87/437.92/428.82	1805.6/1950.2/2300.7/465.45/402.58	428.82	1805.6	2.0715	3649.7	2.024e+05	3.0604	0.99867	0.001332	0.0026641	0.11402	True
gRNA_1381	Bcl2	102.68/191.2/85.273	423.22/66.447/661.32/52.181/526.45	102.68	423.22	2.0326	4069	11430	2.9981	0.99837	0.0016332	0.0032664	0.13442	True
gRNA_10681	Rit1	345.07/492.31/747.83	1542.5/2000.1/2804.8/2880.4/851.61	492.31	2000.1	2.0202	43486	2.6726e+05	2.9165	0.99787	0.0021335	0.0042671	0.1691	True
gRNA_10932	Runx1	173.13/299.96/242.94	967.56/46.513/1419.3/589.3/1013.6	242.94	967.56	1.9893	4062.6	64497	2.8533	0.9974	0.0026049	0.0052098	0.19909	True
gRNA_5621	Irf8	200.59/322.86/169.93	949.46/970.13/790.68/134.97/147.69	200.59	790.68	1.9735	7944.9	43878	2.817	0.99708	0.0029167	0.0058334	0.21523	True
gRNA_1963	Ccnd3	807.14/597.64/514.71	2338.9/2757.6/741.11/9537.3/322.78	597.64	2338.9	1.9667	25385	3.9491e+05	2.7708	0.99663	0.0033719	0.0067439	0.24053	True
gRNA_6833	Map2k1	130.15/191.77/111.65	503.97/270.77/4507.1/1360.2/344.22	130.15	503.97	1.945	2069.8	18393	2.7563	0.99648	0.0035154	0.0070309	0.24268	True
gRNA_292	Apc	368.95/551.27/638.02	225.53/6094.9/2137.5/2262.6/410.92	551.27	2137.5	1.9531	20384	3.3563e+05	2.738	0.99627	0.0037268	0.0074537	0.24923	True
gRNA_1000	Atm	239.99/277.07/265.64	370.32/1020/1460.5/488.41/3922.2	265.64	1020	1.937	394.09	77194	2.715	0.99601	0.0039903	0.0079806	0.25877	True
gRNA_1343	Bap1	100.3/247.3/84.66	581.93/377.09/205.53/185.07/649.13	100.3	377.09	1.9001	10927	10903	2.6508	0.99517	0.0048278	0.0096556	0.30387	True
gRNA_1726	Card11	19.104/180.32/92.635	304.89/413.63/338.52/670/120.3	92.635	338.52	1.8584	6547.9	9296.8	2.5501	0.99353	0.0064746	0.012949	0.38227	True
gRNA_10106	Ptprt	139.7/143.11/68.096	606.99/509.98/493.27/448.06/522.88	139.7	509.98	1.8607	2569.2	21205	2.5428	0.99339	0.0066141	0.013228	0.38227	True
gRNA_12535	Trp53	377.3/480.86/513.48	2634/1764.2/2934.2/107.14/1586.5	480.86	1764.2	1.8731	5893.9	2.5489e+05	2.5419	0.99335	0.0066455	0.013291	0.38227	True
gRNA_3502	Erbb2	636.4/709.27/590.78	2333.3/318.95/4276.2/400.05/3157.5	636.4	2333.3	1.8727	3695.3	4.4819e+05	2.5347	0.99321	0.0067879	0.013576	0.38227	True
gRNA_12844	Tsc2	296.11/329.16/254.59	359.18/1073.1/1306.9/117.58/1519.8	296.11	1073.1	1.8541	1407.9	96050	2.5071	0.99267	0.0073291	0.014658	0.39404	True
gRNA_7512	Myd88	109.85/250.73/139.87	1197.3/735.9/20.553/505.11/79.801	139.87	505.11	1.8451	6595.7	21259	2.505	0.99263	0.0073653	0.014731	0.39404	True
gRNA_10546	Rbm10	114.62/385.26/217.78	781.01/1453.5/517.45/244.21/1910.5	217.78	781.01	1.8377	19345	51768	2.4754	0.99199	0.0080095	0.016019	0.39864	True
gRNA_11218	Smad2	514.61/531.23/542.31	936.93/2427/1994.8/1911.9/146.5	531.23	1911.9	1.8456	199.52	3.1152e+05	2.4737	0.99194	0.0080612	0.016122	0.39864	True
gRNA_3012	Egfr	82.386/336.6/192.02	238.06/943.55/2859.3/684.61/543.13	192.02	684.61	1.8287	16462	40188	2.4572	0.99157	0.008426	0.016852	0.39864	True
gRNA_7813	Nfe2	179.1/200.93/113.49	771.26/262.47/638.34/274.12/643.17	179.1	638.34	1.8278	2390.4	34937	2.457	0.99157	0.0084302	0.01686	0.39864	True
gRNA_12604	Trp53	106.27/258.17/130.06	174.02/5041.7/463.04/690.87/145.31	130.06	463.04	1.8241	8490.1	18368	2.4569	0.99157	0.0084282	0.016856	0.39864	True
gRNA_6834	Map2k1	106.27/81.86/77.298	424.61/44.852/1.209/422.32/290.62	81.86	290.62	1.8153	308.22	7255.7	2.4508	0.99143	0.0085689	0.017138	0.39864	True
gRNA_8513	Pax5	51.342/451.66/480.35	1596.8/1814/1727.6/313.78/353.75	451.66	1596.8	1.8196	80540	2.2469e+05	2.4159	0.99054	0.0094602	0.01892	0.40008	True
gRNA_10598	Ret	131.34/162.58/162.57	246.41/279.08/652.85/903.77/571.71	162.57	571.71	1.8079	487.72	28759	2.4126	0.99047	0.0095283	0.019057	0.40008	True
gRNA_12597	Trp53	102.68/182.61/83.433	360.57/295.69/991.37/60.53/508.58	102.68	360.57	1.8021	3379.5	11430	2.4122	0.99047	0.0095347	0.019069	0.40008	True
gRNA_3909	Etv6	212.53/322.86/215.94	740.64/755.84/4359.6/283.17/2471.5	215.94	755.84	1.8027	5721.5	50892	2.3932	0.98995	0.010052	0.020104	0.41367	True
gRNA_121	Akt3	109.85/236.42/150.92	517.89/523.27/25.389/1098.6/1746.1	150.92	523.27	1.787	4498.9	24765	2.3661	0.98919	0.010812	0.021625	0.43657	True
gRNA_6842	Map2k1	137.31/160.29/98.156	474.73/61.464/1.209/1135.5/1636.5	137.31	474.73	1.7822	1030.4	20483	2.3576	0.98894	0.011063	0.022125	0.43841	True
gRNA_8831	Pik3ca	10.746/41.216/22.085	0/0/0/10.436/0	22.085	0	-4.5289	247.29	533.77	2.3537	0.0092927	0.99071	0.018585	0.40008	False
gRNA_1317	Bap1	180.29/248.44/247.85	313.24/4533.4/1946.5/59.834/856.38	247.85	856.38	1.7847	2281.8	67145	2.3484	0.98865	0.01135	0.022699	0.4416	True
gRNA_806	Arid1b	64.476/21.753/16.564	0/0/0/11.132/215.58	21.753	0	-4.508	926.08	518.05	2.348	0.009437	0.99056	0.018874	0.40008	False
gRNA_895	Arid5b	15.522/46.368/39.876	51.51/146.18/1493.1/131.5/135.78	39.876	135.78	1.7425	317.64	1723.3	2.3103	0.98745	0.01255	0.0251	0.47102	True
gRNA_2	Abl1	2.388/149.98/34.355	193.51/66.447/3591.9/116.19/77.419	34.355	116.19	1.7289	7195.7	1281	2.2865	0.98663	0.013367	0.026734	0.47102	True
gRNA_7511	Myd88	138.5/179.18/63.188	278.43/5877.3/467.88/176.02/681.29	138.5	467.88	1.7489	3663.4	20843	2.2814	0.98645	0.013546	0.027092	0.47102	True
gRNA_2645	Dis3	40.596/92.737/61.348	68.216/1.6612/2.418/1.3915/260.84	61.348	2.418	-4.1891	707.96	4072.4	2.2683	0.011656	0.98834	0.023313	0.44544	False
gRNA_8651	Pdgfrb	206.56/233.56/182.82	597.24/774.11/691.54/718.01/54.789	206.56	691.54	1.7384	646.36	46543	2.248	0.98521	0.01479	0.029581	0.5024	True
gRNA_2957	Eed	606.55/448.23/452.13	832.52/3413.7/1510/658.87/1525.8	452.13	1510	1.7375	11930	2.2516e+05	2.2294	0.98446	0.01554	0.03108	0.51961	True
gRNA_671	Arid1a	372.53/262.75/232.51	1.3922/11.628/25.389/9.7404/34.541	262.75	11.628	-4.3845	6482.5	75519	2.2224	0.013129	0.98687	0.026258	0.47102	False
gRNA_2398	Ctcf	15.522/10.877/18.404	2.7843/0/111.23/0.69574/0	15.522	0.69574	-3.2844	14.944	266.9	2.2169	0.013314	0.98669	0.026628	0.47102	False
gRNA_12989	Vhl	45.372/69.266/30.06	23.667/1.6612/0/2.0872/16.675	45.372	2.0872	-3.9089	402.69	2229.2	2.2073	0.013646	0.98635	0.027293	0.47102	False
gRNA_293	Apc	293.72/314.27/444.77	109.98/1669.5/1039.7/664.44/1980.7	314.27	1039.7	1.7229	8725.9	1.0827e+05	2.2047	0.98345	0.016547	0.033095	0.54479	True
gRNA_1549	Braf	136.12/333.74/539.25	1013.5/1422/10459/1100.7/683.67	333.74	1100.7	1.7186	40644	1.2219e+05	2.194	0.98299	0.017007	0.034015	0.55145	True
gRNA_7918	Notch1	656.7/478/600.6	1971.3/3031.7/2292.2/1724.1/413.3	600.6	1971.3	1.713	9089.1	3.9885e+05	2.1704	0.98192	0.018075	0.03615	0.57733	True
gRNA_2696	Dnmt3a	616.1/370.95/511.64	2525.4/3824/1651.5/289.43/195.33	511.64	1651.5	1.6886	15353	2.8881e+05	2.121	0.97955	0.02045	0.040901	0.6224	True
gRNA_12567	Trp53	156.41/400.71/255.21	164.28/818.96/1223.5/785.5/2737.1	255.21	818.96	1.6782	15466	71218	2.1125	0.97914	0.020856	0.041712	0.6224	True
gRNA_10547	Rbm10	102.68/163.72/109.2	787.97/166.12/9992.3/349.26/84.566	109.2	349.26	1.6683	1507.5	12932	2.111	0.97909	0.020906	0.041812	0.6224	True
gRNA_10363	Rara	39.402/168.3/61.961	130.86/252.5/71.33/196.2/519.3	61.961	196.2	1.6471	5908.4	4154.3	2.0827	0.97759	0.022408	0.044816	0.65365	True
gRNA_4033	Fat1	309.25/306.26/254.59	1130.4/304/651.64/1854.9/973.1	306.26	973.1	1.6646	1339.2	1.0279e+05	2.0799	0.9774	0.022603	0.045205	0.65365	True
gRNA_2440	Ctcf	1060.3/582.18/649.06	9.7452/3.3224/42.314/64.008/245.36	649.06	42.314	-3.9077	86783	4.6633e+05	2.0634	0.019537	0.98046	0.039075	0.61485	False
gRNA_3522	Erbb3	200.59/181.47/119.01	317.42/895.38/110.02/1930/571.71	181.47	571.71	1.6502	2133	35871	2.0604	0.97632	0.02368	0.047359	0.67566	True
gRNA_6473	Kmt2d	34.626/33.202/44.784	32.02/541.54/2.418/2.0872/1.1911	34.626	2.418	-3.3817	52.606	1301.2	2.0347	0.02094	0.97906	0.041881	0.6224	False
gRNA_10504	Rbm10	119.4/204.94/84.66	448.28/174.42/55.613/432.06/371.61	119.4	371.61	1.6298	4261.7	15471	2.0277	0.97439	0.02561	0.05122	0.70264	True
gRNA_3926	Etv6	377.3/590.77/796.91	615.34/1827.3/3986/969.87/3283.8	590.77	1827.3	1.6274	44030	3.8582e+05	1.9907	0.97196	0.028045	0.05609	0.74594	True
gRNA_13269	safe_target	53.73/365.8/303.67	934.15/2244.3/1008.3/427.19/637.22	303.67	934.15	1.6179	33165	1.0105e+05	1.9834	0.9715	0.0285	0.056999	0.74594	True
gRNA_4621	Foxo1	22.686/90.447/36.809	112.77/73.092/29.016/262.99/4638	36.809	112.77	1.5893	1538.3	1469.4	1.9815	0.97142	0.028583	0.057166	0.74594	True
gRNA_12754	Traf7	118.21/46.941/60.121	19.49/6.6447/4.8359/2.783/0	60.121	4.8359	-3.3886	1773.8	3911.2	1.9733	0.024229	0.97577	0.048458	0.68224	False
gRNA_2240	Crebbp	641.18/421.32/456.43	37.589/26.579/1195.7/507.89/21.439	456.43	37.589	-3.5673	17682	2.2949e+05	1.9624	0.024857	0.97514	0.049714	0.69083	False
gRNA_10456	Rb1	281.78/306.83/431.28	0/245.85/15.717/468.24/27.394	306.83	27.394	-3.4385	8056.7	1.0318e+05	1.9265	0.027021	0.97298	0.054041	0.73195	False
gRNA_3698	Ercc2	454.91/520.36/458.27	421.83/166.12/2132.7/3212.3/1373.3	458.27	1373.3	1.5813	1933.1	2.3136e+05	1.9024	0.96557	0.034426	0.068852	0.8468	True
gRNA_2445	Ctnnb1	748.64/586.76/868.68	2015.9/357.15/4540.9/2312.7/2242.8	748.64	2242.8	1.5817	20308	6.2165e+05	1.895	0.96496	0.035042	0.070084	0.85215	True
gRNA_2975	Egfr	117.01/252.45/198.15	139.22/16.612/19.344/164.89/19.057	198.15	19.344	-3.2912	4766.1	42812	1.8861	0.029642	0.97036	0.059284	0.76427	False
gRNA_3964	Ezh2	587.45/659.46/888.93	509.54/1966.8/6156.2/376.4/2310.7	659.46	1966.8	1.5751	28921	4.815e+05	1.8841	0.96408	0.035917	0.071835	0.86363	True
gRNA_4587	Foxa1	702.07/670.91/353.98	66.824/8.3059/47.15/310.3/163.18	670.91	66.824	-3.3084	50709	4.9849e+05	1.8765	0.030297	0.9697	0.060593	0.77184	False
gRNA_2679	Dnmt3a	378.5/269.05/339.87	366.14/388.72/1824.4/2357.2/1001.7	339.87	1001.7	1.5566	3253.6	1.2675e+05	1.8589	0.96203	0.037969	0.075939	0.90283	True
gRNA_6837	Map2k1	138.5/127.08/90.795	9.7452/13.289/72.539/11.828/1793.7	127.08	13.289	-3.1641	723.66	17535	1.8544	0.031841	0.96816	0.063683	0.80165	False
gRNA_3976	Ezh2	0/6.2969/14.11	0/0/0/0/0	6.2969	0	-2.8673	50.348	47.094	1.827	0.033847	0.96615	0.067694	0.84224	False
gRNA_901	Arid5b	59.7/124.79/110.43	361.97/392.04/319.17/83.489/60.744	110.43	319.17	1.5228	1389.8	13225	1.8152	0.95821	0.041789	0.083577	0.95606	True
gRNA_5374	Inha	29.85/66.404/26.993	86.315/107.98/93.092/85.577/77.419	29.85	86.315	1.501	672.19	968.95	1.814	0.95808	0.041917	0.083835	0.95606	True
gRNA_12579	Trp53	96.714/53.238/55.827	105.81/340.54/238.17/4.8702/160.79	55.827	160.79	1.5095	839.24	3372.6	1.8075	0.95751	0.042491	0.084982	0.95606	True
gRNA_11306	Smad4	195.82/232.99/133.74	288.18/304/562.18/604.6/2502.4	195.82	562.18	1.5167	2617.7	41802	1.7919	0.95598	0.044018	0.088037	0.96191	True
gRNA_1376	Bcl2	74.028/140.25/95.703	285.4/215.95/859.59/48.006/273.94	95.703	273.94	1.5075	1227.1	9924.5	1.7892	0.95576	0.044241	0.088481	0.96191	True
gRNA_7557	Ncoa3	208.95/234.13/132.51	595.85/624.6/220.04/194.81/1158.9	208.95	595.85	1.5073	3238.5	47631	1.7728	0.9541	0.045899	0.091797	0.9725	True
gRNA_13011	Vhl	100.3/196.92/128.83	125.3/481.74/477.55/364.57/88.139	128.83	364.57	1.4935	2725.4	18022	1.756	0.95244	0.047562	0.095123	0.99164	True
gRNA_2494	Ctnnb1	405.96/347.48/304.29	50.118/21.595/44.732/72.357/1.1911	347.48	44.732	-2.9298	2642.9	1.3253e+05	1.755	0.039629	0.96037	0.079259	0.93195	False
gRNA_9876	Ptprd	15.522/159.14/182.82	902.13/76.414/35.061/445.28/2454.8	159.14	445.28	1.4786	10593	27552	1.7238	0.94902	0.050976	0.10195	0.99179	True
gRNA_11532	Smarca4	477.6/318.28/234.35	65.432/684.41/4.8359/43.832/16.675	318.28	43.832	-2.8322	16213	1.1107e+05	1.7218	0.042553	0.95745	0.085105	0.95606	False
gRNA_4888	Gnas	23.88/17.173/12.27	0/0/2.418/3.4787/2.3821	17.173	2.3821	-2.4258	34.513	325.37	1.7181	0.042889	0.95711	0.085777	0.95606	False
gRNA_1149	Atrx	47.76/133.95/85.887	456.63/51.497/154.75/1070.1/238.21	85.887	238.21	1.4611	1882	7988.7	1.7043	0.9469	0.053103	0.10621	0.99179	True
gRNA_8998	Pik3cg	345.07/485.44/207.97	77.962/1.6612/49.568/201.07/38.114	345.07	49.568	-2.7747	19250	1.3068e+05	1.7007	0.044499	0.9555	0.088999	0.96191	False
gRNA_13284	safe_target	355.81/471.13/384.04	1726.3/1279.1/1066.3/595.56/146.5	384.04	1066.3	1.4709	4190.6	1.6209e+05	1.6947	0.94569	0.054306	0.10861	0.99179	True
gRNA_4447	Flt3	39.402/329.73/468.7	1026/215.95/1443.5/914.9/331.12	329.73	914.9	1.4695	51801	1.1926e+05	1.6945	0.94569	0.05431	0.10862	0.99179	True
gRNA_6743	Lats1	296.11/274.2/209.2	499.79/1093.1/759.24/1102.1/198.91	274.2	759.24	1.466	2353	82285	1.6909	0.9453	0.054705	0.10941	0.99179	True
gRNA_6135	Klf4	365.36/366.94/382.81	43.157/654.51/116.06/54.268/48.834	366.94	54.268	-2.735	127.17	1.479e+05	1.686	0.045897	0.9541	0.091794	0.9725	False
gRNA_4578	Foxa1	23.88/98.461/49.078	228.32/63.125/124.53/134.97/153.65	49.078	134.97	1.4411	1536.8	2607.3	1.6822	0.94438	0.055624	0.11125	0.99179	True
gRNA_12063	Stat6	403.57/328.01/406.74	256.16/451.84/13.299/61.921/25.012	403.57	61.921	-2.6848	2859.5	1.7912e+05	1.6673	0.047729	0.95227	0.095457	0.99164	False
gRNA_95	Akt1	17.91/76.708/52.759	22.275/0/1.209/8.3489/371.61	52.759	8.3489	-2.5236	894.01	3012.5	1.6517	0.049298	0.9507	0.098596	0.99179	False
gRNA_6890	Map2k4	60.894/267.91/236.8	6.9609/38.207/36.27/83.489/252.51	236.8	38.207	-2.6006	15956	61263	1.6415	0.050345	0.94965	0.10069	0.99179	False
gRNA_1904	Cbl	158.8/235.85/58.28	11.137/83.059/14.508/26.438/63.126	158.8	26.438	-2.542	8020.4	27434	1.6253	0.052054	0.94795	0.10411	0.99179	False
gRNA_2473	Ctnnb1	435.81/354.92/247.23	33.412/58.141/60.449/59.834/101.24	354.92	59.834	-2.5486	9069.9	1.383e+05	1.6186	0.05277	0.94723	0.10554	0.99179	False
gRNA_3579	Erbb3	76.416/52.665/28.833	6472.2/129.57/118.48/141.24/145.31	52.665	141.24	1.4062	566.02	3001.8	1.6166	0.9363	0.063697	0.12739	0.99179	True
gRNA_4144	Fbxw7	105.07/228.41/135.58	427.4/985.08/39.897/34.091/363.27	135.58	363.27	1.4153	4773.9	19968	1.6113	0.93558	0.064418	0.12884	0.99179	True
gRNA_9064	Pik3r1	582.67/457.96/539.25	57.079/93.026/664.94/578.86/40.496	539.25	93.026	-2.5225	4246.6	3.2105e+05	1.6064	0.054094	0.94591	0.10819	0.99179	False
gRNA_2466	Ctnnb1	955.2/588.48/577.28	97.452/53.158/101.55/765.32/1292.3	588.48	101.55	-2.523	67304	3.8281e+05	1.6062	0.054115	0.94588	0.10823	0.99179	False
gRNA_5626	Irs1	1404.1/504.9/757.65	405.12/8749.4/13753/2037.8/272.75	757.65	2037.8	1.4262	2.4092e+05	6.3681e+05	1.6042	0.93445	0.065553	0.13111	0.99179	True
gRNA_8826	Pik3ca	1845.9/603.36/922.67	160.1/569.78/78.584/7101.5/141.74	922.67	160.1	-2.5194	4.7717e+05	9.4711e+05	1.6032	0.05444	0.94556	0.10888	0.99179	False
gRNA_12599	Trp53	737.89/296.53/368.7	160.1/38.207/47.15/1932.1/65.509	368.7	65.509	-2.4747	70755	1.4933e+05	1.5908	0.055824	0.94418	0.11165	0.99179	False
gRNA_9105	Pik3r2	688.94/482.58/453.36	1283.6/740.89/2453/713.83/2816.9	482.58	1283.6	1.4095	21719	2.5673e+05	1.5809	0.93135	0.068654	0.13731	0.99179	True
gRNA_12499	Trp53	27.462/34.919/19.631	48.726/4.9835/0/0/108.39	27.462	4.9835	-2.25	58.467	821.29	1.5796	0.057095	0.94291	0.11419	0.99179	False
gRNA_10909	Rtel1	161.19/151.13/134.35	399.55/139.54/996.2/535.72/119.11	151.13	399.55	1.3967	191.33	24835	1.5764	0.93087	0.069134	0.13827	0.99179	True
gRNA_13002	Vhl	1824.4/727.58/1273.6	175.41/609.65/3270.3/233.77/88.139	1273.6	233.77	-2.4407	3.0077e+05	1.813e+06	1.5733	0.057828	0.94217	0.11566	0.99179	False
gRNA_11581	Smc1a	595.8/411.02/630.04	55.687/770.79/81.002/1120.1/109.58	595.8	109.58	-2.4322	17659	3.9247e+05	1.5723	0.05794	0.94206	0.11588	0.99179	False
gRNA_12064	Stat6	604.16/594.2/605.5	66.824/41.53/112.44/313.78/1150.6	604.16	112.44	-2.4154	50.499	4.0364e+05	1.5659	0.058681	0.94132	0.11736	0.99179	False
gRNA_5372	Inha	199.4/145.4/139.26	9.7452/166.12/24.18/27.134/91.712	145.4	27.134	-2.3795	1476.6	22981	1.5646	0.058835	0.94117	0.11767	0.99179	False
gRNA_13277	safe_target	105.07/306.83/375.45	807.46/571.45/824.53/50.094/4209.2	306.83	807.46	1.393	22708	1.0318e+05	1.5586	0.92828	0.071724	0.14345	0.99179	True
gRNA_6831	Map2k1	353.42/292.52/180.98	768.48/287.38/1447.2/2089.3/352.56	292.52	768.48	1.3904	8075.7	93721	1.5547	0.92773	0.072268	0.14454	0.99179	True
gRNA_1898	Cbl	639.98/440.21/531.27	1108.2/318.95/1814.7/2808.7/1398.3	531.27	1398.3	1.3945	10055	3.1156e+05	1.5533	0.92745	0.072549	0.1451	0.99179	True
gRNA_12832	Tsc1	56.118/53.238/85.273	5.5687/33.224/6.0449/128.02/10.72	56.118	10.72	-2.285	429.17	3407.8	1.552	0.060327	0.93967	0.12065	0.99179	False
gRNA_8782	Pik3ca	210.14/471.13/512.25	359.18/11544/3635.4/521.11/1233.9	471.13	1233.9	1.3872	34902	2.4461e+05	1.5423	0.92587	0.074126	0.14825	0.99179	True
gRNA_3383	Epha7	894.3/468.84/586.49	114.16/49.835/294.99/1073.5/63.126	586.49	114.16	-2.3509	54297	3.8021e+05	1.5416	0.061588	0.93841	0.12318	0.99179	False
gRNA_7479	Mtor	1122.4/382.97/464.4	41.765/792.38/83.42/90.447/2366.6	464.4	90.447	-2.3475	2.1977e+05	2.3763e+05	1.5413	0.061623	0.93838	0.12325	0.99179	False
gRNA_5740	Jak1	390.44/340.61/476.67	1357.4/1020/211.57/512.76/1625.8	390.44	1020	1.3831	4959.8	1.6758e+05	1.5378	0.92524	0.074763	0.14953	0.99179	True
gRNA_3571	Erbb3	335.51/310.27/344.16	58.471/58.141/66.494/1638.5/229.88	335.51	66.494	-2.3178	356.06	1.2351e+05	1.5318	0.062791	0.93721	0.12558	0.99179	False
gRNA_5237	Igf1r	460.88/258.75/263.18	160.1/81.398/24.18/53.572/13.102	263.18	53.572	-2.2753	19553	75766	1.517	0.06463	0.93537	0.12926	0.99179	False
gRNA_2234	Crebbp	631.62/751.63/691.39	235.28/275.76/141.45/107.14/91.712	691.39	141.45	-2.2811	3600.2	5.2961e+05	1.5141	0.064994	0.93501	0.12999	0.99179	False
gRNA_3543	Erbb3	1128.3/679.5/549.06	1761.1/478.42/4383.8/172.54/3985.3	679.5	1761.1	1.3726	1.0923e+05	5.1142e+05	1.5124	0.92134	0.078664	0.15733	0.99179	True
gRNA_10684	Rit1	202.98/171.73/166.25	1030.2/438.55/533.16/167.67/173.9	171.73	438.55	1.3475	503.14	32109	1.489	0.91789	0.082114	0.16423	0.99179	True
gRNA_2775	Dnmt3a	288.95/278.21/149.69	389.81/843.88/710.88/879.42/403.77	278.21	710.88	1.3503	8316.6	84723	1.4865	0.91742	0.08258	0.16516	0.99179	True
gRNA_6797	Lyn	236.41/251.88/161.96	601.42/1078.1/952.68/107.84/331.12	236.41	601.42	1.3434	2891.3	61059	1.4772	0.91595	0.084052	0.1681	0.99179	True
