sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
gRNA_1927	Ccnd1	2665.1/3524.4/3163.4	18824/7834.8/11028	3163.4	11028	1.8013	1.8931e+05	6.1241e+05	10.05	1	4.6086e-24	9.2171e-24	3.5898e-21	True
gRNA_5057	Grin2a	946.12/300.05/341.13	871.02/2459/2022.6	341.13	2022.6	2.5643	1.8385e+05	28132	10.025	1	6.0338e-24	1.2068e-23	4.5657e-21	True
gRNA_10295	Rad50	154.99/269.77/540.84	1681.6/2124.1/1095.2	269.77	1681.6	2.6355	43327	20342	9.8989	1	2.1689e-23	4.3378e-23	1.5956e-20	True
gRNA_99	Akt1	1609.6/2372/1335.8	6735.3/6455.2/3770.3	1609.6	6455.2	2.0031	3.2807e+05	2.4039e+05	9.8829	1	2.47e-23	4.9399e-23	1.768e-20	True
gRNA_8093	Notch2	706.04/1197.4/1531.6	5154.5/3807.2/5142.6	1197.4	5142.6	2.1016	1.7657e+05	1.5965e+05	9.8738	1	2.708e-23	5.416e-23	1.8873e-20	True
gRNA_3998	Fat1	1833.5/1409.4/1617.1	6470/4944.3/6479.6	1617.1	6470	1.9997	44979	2.4193e+05	9.8664	1	2.9132e-23	5.8265e-23	1.9783e-20	True
gRNA_11774	Sox9	829.63/642.31/745.21	3569.2/2090.5/3952.8	745.21	3569.2	2.2584	8857.3	82846	9.8113	1	5.0591e-23	1.0118e-22	3.3496e-20	True
gRNA_3239	Epha5	820.51/794.63/513.64	1425.2/4484.4/3714.4	794.63	3714.4	2.2233	39812	90539	9.7035	1	1.4628e-22	2.9255e-22	9.4487e-20	True
gRNA_2146	Cic	422.41/1028.6/1338.9	5641.5/4449.7/2229.1	1028.6	4449.7	2.1119	2.3187e+05	1.2938e+05	9.5112	1	9.4435e-22	1.8887e-21	5.9548e-19	True
gRNA_6773	Lats2	1868.9/1814.1/2199.1	8283.7/5298.1/6941.7	1868.9	6941.7	1.8925	56008	2.9559e+05	9.3304	1	5.2759e-21	1.0552e-20	3.2494e-18	True
gRNA_13917	Cdk4	741.5/580.83/1272.8	3377.7/4272.3/3403	741.5	3403	2.1968	1.5407e+05	82277	9.2786	1	8.6301e-21	1.726e-20	5.1945e-18	True
gRNA_12885	Tsc2	646.28/723.97/1470.2	5660.5/3320/2230.2	723.97	3320	2.1956	2.8145e+05	79600	9.2013	1	1.778e-20	3.556e-20	1.0464e-17	True
gRNA_1331	Bap1	519.66/620.29/853.22	4151.4/2914.7/1120.2	620.29	2914.7	2.2305	32192	64283	9.0495	1	7.2362e-20	1.4472e-19	4.1662e-17	True
gRNA_4763	Gata2	1162.9/1234.2/2320.3	4922.7/4261.8/5034.3	1234.2	4922.7	1.9951	5.9242e+05	1.6646e+05	9.0408	1	7.7877e-20	1.5575e-19	4.3883e-17	True
gRNA_10438	Rb1	1038.3/1960/1533.9	5781.5/6818.4/4057.8	1533.9	5781.5	1.9135	2.1358e+05	2.2489e+05	8.9568	1	1.6727e-19	3.3454e-19	9.229e-17	True
gRNA_6471	Kmt2d	1524.5/574.41/383.87	1875.3/2719.4/2861.1	574.41	2719.4	2.2412	4.6952e+05	57804	8.9217	1	2.3157e-19	4.6313e-19	1.2516e-16	True
gRNA_9136	Pim1	999.81/855.19/11341	7157.4/2801.3/4109.1	999.81	4109.1	2.038	5.3475e+07	1.2439e+05	8.8158	1	5.956e-19	1.1912e-18	3.1548e-16	True
gRNA_8496	Pax5	2889/3911.7/4749.4	14122/11891/8761.2	3911.7	11891	1.6037	8.7384e+05	8.2164e+05	8.8027	1	6.6809e-19	1.3362e-18	3.4694e-16	True
gRNA_6432	Kmt2c	402.15/356.02/261.09	307.88/3219.2/1852.6	356.02	1852.6	2.3763	5569.6	29842	8.6635	1	2.3343e-18	4.6685e-18	1.1889e-15	True
gRNA_12967	Upf1	404.18/846.93/6247.6	1790.2/5939.6/3551.3	846.93	3551.3	2.0667	1.4682e+07	98883	8.6	1	4.0008e-18	8.0016e-18	1.9992e-15	True
gRNA_10163	Ptprt	388.98/608.36/593.68	2702.6/3191.9/1820.7	593.68	2702.6	2.1847	21058	60502	8.574	1	5.0361e-18	1.0072e-17	2.4699e-15	True
gRNA_8012	Notch1	1052.5/784.53/561.82	921.41/4721.7/3329.9	784.53	3329.9	2.0842	60699	88953	8.5345	1	7.0689e-18	1.4138e-17	3.4039e-15	True
gRNA_2093	Cdk8	917.75/1192.9/1055.3	4164.8/1797.5/4986.4	1055.3	4164.8	1.9796	18921	1.3404e+05	8.4934	1	1.0052e-17	2.0103e-17	4.7537e-15	True
gRNA_4864	Gnas	484.2/549.63/836.9	2529.1/2593.4/1258.3	549.63	2529.1	2.2	43402	54386	8.488	1	1.0605e-17	2.1211e-17	4.9276e-15	True
gRNA_1205	Axin1	1114.3/1186.4/1898.4	4714.5/4536.9/3142.9	1186.4	4536.9	1.9342	2.5603e+05	1.5762e+05	8.439	1	1.6025e-17	3.205e-17	7.3174e-15	True
gRNA_2670	Dnmt1	1013/599.18/461.58	4459.2/2678.4/1585.7	599.18	2678.4	2.1585	95079	61279	8.3995	1	2.2587e-17	4.5174e-17	1.0139e-14	True
gRNA_788	Arid1b	97.246/231.23/508.98	1305.4/1368.1/1237.7	231.23	1305.4	2.492	47548	16441	8.3775	1	2.8042e-17	5.6084e-17	1.2175e-14	True
gRNA_4675	Fubp1	1271.3/934.1/1092.6	4696.6/3916.3/4233.4	1092.6	4233.4	1.9531	28526	1.4064e+05	8.3754	1	2.7569e-17	5.5138e-17	1.2169e-14	True
gRNA_9614	Prkd1	1072.7/426.68/393.97	2056.6/2426.5/857.87	426.68	2056.6	2.2664	2.0923e+05	38325	8.3261	1	4.2397e-17	8.4794e-17	1.811e-14	True
gRNA_12997	Vhl	2218.4/2311.4/3963.8	6484.5/7506.2/12076	2311.4	7506.2	1.6989	1.3696e+06	3.9664e+05	8.2484	1	8.029e-17	1.6058e-16	3.3752e-14	True
gRNA_12757	Traf7	2094.8/1624.1/3209.3	7961.3/5097.6/6905.2	2094.8	6905.2	1.7204	7.3178e+05	3.4615e+05	8.176	1	1.4668e-16	2.9337e-16	6.0699e-14	True
gRNA_9171	Pim1	806.33/760.68/6161.4	3290.4/2911.5/3726.9	806.33	3290.4	2.0275	1.4339e+07	92388	8.1726	1	1.5155e-16	3.031e-16	6.1749e-14	True
gRNA_7735	Nf1	801.26/721.22/527.63	1705.1/3645.5/3019.7	721.22	3019.7	2.0643	21943	79182	8.168	1	1.5753e-16	3.1505e-16	6.3211e-14	True
gRNA_5853	Kdm5c	732.38/940.52/6262.4	1260.6/4392/3697.3	940.52	3697.3	1.9738	1.4183e+07	1.1431e+05	8.1537	1	1.7693e-16	3.5385e-16	6.9936e-14	True
gRNA_9344	Pold1	3251.6/3423.5/3206.2	9724.6/10210/5870.5	3251.6	9724.6	1.5802	15802	6.3617e+05	8.1155	1	2.4195e-16	4.8391e-16	9.4234e-14	True
gRNA_2249	Crebbp	287.68/463.38/282.85	363.86/1794.4/1495.6	287.68	1495.6	2.3741	15446	22231	8.1011	1	2.7982e-16	5.5965e-16	1.074e-13	True
gRNA_3730	Ercc3	632.1/359.69/424.28	1996.2/2201.8/652.53	424.28	1996.2	2.2315	23680	38027	8.0609	1	3.8446e-16	7.6891e-16	1.4546e-13	True
gRNA_12029	Stat5a	724.28/1250.7/965.12	3733.8/4814.1/3069.8	965.12	3733.8	1.9507	69772	1.1846e+05	8.044	1	4.3578e-16	8.7155e-16	1.6255e-13	True
gRNA_1393	Bcl2	2143.5/1618.6/1715	7399.2/2341.4/5821.4	1715	5821.4	1.7626	96436	2.6243e+05	8.0159	1	5.4667e-16	1.0933e-15	2.0108e-13	True
gRNA_7985	Notch1	370.75/1028.6/582.02	2791.1/2521/1257.1	582.02	2521	2.1129	1.2204e+05	58866	7.9916	1	6.7177e-16	1.3435e-15	2.4372e-13	True
gRNA_9124	Pik3r3	2150.5/2272.9/8184.8	13520/5095.5/7238.3	2272.9	7238.3	1.6707	1.7483e+07	3.8751e+05	7.9765	1	7.5297e-16	1.5059e-15	2.6794e-13	True
gRNA_802	Arid1b	789.11/651.48/644.96	732.2/6905.6/2743.6	651.48	2743.6	2.0726	9491.2	68795	7.9763	1	7.5877e-16	1.5175e-15	2.6794e-13	True
gRNA_3041	Eif4a2	224.88/421.17/160.08	592.25/1227.4/1351.8	224.88	1227.4	2.4432	21365	15821	7.9703	1	8.2145e-16	1.6429e-15	2.8625e-13	True
gRNA_5595	Irf4	430.51/602.85/837.68	1210.3/2575.6/3271.8	602.85	2575.6	2.0932	42422	61798	7.9355	1	1.0566e-15	2.1131e-15	3.634e-13	True
gRNA_6561	Kmt2d	98.259/167/187.27	978.5/2030.6/597.77	167	978.5	2.5436	2568.2	10491	7.9228	1	1.2244e-15	2.4489e-15	4.1574e-13	True
gRNA_4762	Gata2	1904.4/2781.2/3290.9	9957.4/8407/7058	2781.2	8407	1.5955	5.1428e+05	5.1241e+05	7.8592	1	1.9338e-15	3.8676e-15	6.4828e-13	True
gRNA_5681	Irs2	1416.1/2309.6/2453.2	9682/6998/7239.4	2309.6	7239.4	1.6478	4.0942e+05	3.962e+05	7.832	1	2.4004e-15	4.8009e-15	7.9467e-13	True
gRNA_6044	Keap1	643.24/645.06/1049	3271.4/2620.7/2682	645.06	2682	2.0541	81601	67859	7.8193	1	2.6733e-15	5.3466e-15	8.7407e-13	True
gRNA_3749	Ercc4	306.93/517.52/605.33	2263.8/1312.4/2775.5	517.52	2263.8	2.1269	26029	50043	7.8062	1	2.9788e-15	5.9575e-15	9.6207e-13	True
gRNA_10940	Runx1	198.54/364.28/682.26	1848.4/1731.4/472.28	364.28	1731.4	2.2457	64291	30803	7.7894	1	3.4316e-15	6.8632e-15	1.095e-12	True
gRNA_5044	Grin2a	676.67/1209.4/922.38	4105.5/862.02/3519.3	922.38	3519.3	1.9307	71371	1.1127e+05	7.7852	1	3.4895e-15	6.979e-15	1.1002e-12	True
gRNA_1649	Brd4	1658.2/806.56/1292.3	4556.6/6310.3/3137.2	1292.3	4556.6	1.8173	1.8492e+05	1.774e+05	7.7504	1	4.5851e-15	9.1702e-15	1.4286e-12	True
gRNA_9778	Ptprd	1442.5/1377.3/1077.8	2336.5/6479.3/4773	1377.3	4773	1.7923	46976	1.9375e+05	7.7146	1	6.0751e-15	1.215e-14	1.8709e-12	True
gRNA_10852	Rptor	328.2/345.93/413.4	1922.3/1651.6/465.44	345.93	1651.6	2.252	2433.2	28680	7.7098	1	6.4349e-15	1.287e-14	1.9589e-12	True
gRNA_2819	Dnmt3c	166.13/55.055/28.751	422.08/921.86/88.981	55.055	422.08	2.916	6514.5	2272.1	7.6999	1	7.7747e-15	1.5549e-14	2.3398e-12	True
gRNA_9150	Pim1	562.2/1207.5/554.05	689.65/2378.2/3284.3	562.2	2378.2	2.0787	2.0827e+05	56112	7.6661	1	8.9416e-15	1.7883e-14	2.6608e-12	True
gRNA_577	Arid1a	2166.8/2415.1/1826.9	7749.7/1921.4/6775.1	2166.8	6775.1	1.6443	88590	3.627e+05	7.6519	1	9.9022e-15	1.9804e-14	2.907e-12	True
gRNA_12876	Tsc2	536.88/838.67/9388.5	4725.7/3129.9/3228.4	838.67	3228.4	1.9434	3.6595e+07	97552	7.6512	1	9.9885e-15	1.9977e-14	2.907e-12	True
gRNA_11712	Sox17	873.18/913/1540.1	3442.7/7718.3/3380.1	913	3442.7	1.9137	1.9745e+05	1.0971e+05	7.6374	1	1.1116e-14	2.2232e-14	3.1999e-12	True
gRNA_8687	Pgr	664.51/828.58/1204.5	3187.4/3314.7/1006.2	828.58	3187.4	1.9424	84100	95933	7.6158	1	1.3154e-14	2.6308e-14	3.7459e-12	True
gRNA_4597	Foxl2	916.74/942.36/797.27	4740.3/1930.9/3445.2	916.74	3445.2	1.9088	7464.9	1.1033e+05	7.612	1	1.3532e-14	2.7064e-14	3.8125e-12	True
gRNA_4531	Flt4	2048.2/1024/1258.1	4404.4/6301.9/2783.5	1258.1	4404.4	1.8069	3.3957e+05	1.7094e+05	7.6099	1	1.3729e-14	2.7457e-14	3.8272e-12	True
gRNA_6394	Kmt2c	2169.8/2205/3920.3	6837.2/6999/2771	2205	6837.2	1.6322	1.4718e+06	3.7158e+05	7.5991	1	1.4909e-14	2.9818e-14	4.1131e-12	True
gRNA_9973	Ptprs	515.6/848.77/5336.9	1878.6/3240.2/3780.6	848.77	3240.2	1.9314	1.0127e+07	99180	7.5935	1	1.5624e-14	3.1247e-14	4.2658e-12	True
gRNA_6596	Kmt2d	271.48/401.9/768.52	1924.5/854.67/1826.4	401.9	1826.4	2.1813	75709	35284	7.5835	1	1.709e-14	3.4179e-14	4.6184e-12	True
gRNA_4453	Flt3	83.064/220.22/142.98	840.8/724.47/995.9	142.98	840.8	2.5476	4778	8467.6	7.5834	1	1.7912e-14	3.5824e-14	4.7917e-12	True
gRNA_11543	Smarca4	1625.8/1005.7/1127.5	6355.8/3314.7/4022.4	1127.5	4022.4	1.834	1.3158e+05	1.469e+05	7.553	1	2.1303e-14	4.2606e-14	5.6418e-12	True
gRNA_5927	Kdm6a	1210.5/386.3/613.88	3037.4/1282/2513.1	613.88	2513.1	2.0317	2.0388e+05	63367	7.5449	1	2.2797e-14	4.5594e-14	5.9778e-12	True
gRNA_5803	Jak3	928.9/1720.5/1363	6260.6/4641.9/2346.6	1363	4641.9	1.7672	1.5811e+05	1.9097e+05	7.5032	1	3.1174e-14	6.2349e-14	8.0943e-12	True
gRNA_11565	Smarcb1	1608.6/1804/1401.8	6318.8/5282.3/3445.2	1608.6	5282.3	1.7147	40462	2.4018e+05	7.4962	1	3.2863e-14	6.5726e-14	8.45e-12	True
gRNA_11413	Smarca4	466.98/578.08/1109.7	2528/2359.3/2385.4	578.08	2385.4	2.043	1.4746e+05	58315	7.4841	1	3.6319e-14	7.2639e-14	9.2489e-12	True
gRNA_13249	Zfhx3	656.41/407.41/501.98	2122.7/2544.1/1750	501.98	2122.7	2.078	16396	47978	7.3992	1	6.9259e-14	1.3852e-13	1.7469e-11	True
gRNA_6026	Keap1	2783.7/3500.6/3558.2	15724/8051.1/9701.2	3500.6	9701.2	1.4703	2.5865e+05	7.0457e+05	7.3871	1	7.5041e-14	1.5008e-13	1.8749e-11	True
gRNA_10073	Ptprt	1060.6/786.37/669.83	2768.7/3091.1/2991.1	786.37	2991.1	1.9261	44387	89241	7.3804	1	7.9243e-14	1.5849e-13	1.9614e-11	True
gRNA_11618	Smo	925.86/435.85/443.7	918.05/1926.7/1964.4	443.7	1926.7	2.1159	1.1627e+05	40454	7.3731	1	8.4512e-14	1.6902e-13	2.0634e-11	True
gRNA_9917	Ptprs	864.07/1264.4/829.91	3214.3/431.53/3255.8	864.07	3214.3	1.8941	80729	1.0166e+05	7.3711	1	8.4923e-14	1.6985e-13	2.0634e-11	True
gRNA_1831	Card11	194.49/518.44/622.43	2167.5/2780.3/1931.3	518.44	2167.5	2.0617	57877	50165	7.3626	1	9.1103e-14	1.8221e-13	2.1934e-11	True
gRNA_1263	Axl	564.23/530.36/707.13	1584.2/2306.8/2607.8	564.23	2306.8	2.0296	10784	56392	7.3379	1	1.0944e-13	2.1887e-13	2.6111e-11	True
gRNA_12312	Tek	60.778/183.52/112.67	373.94/684.57/1426	112.67	684.57	2.5924	3855.9	6096.1	7.3248	1	1.2929e-13	2.5857e-13	3.0571e-11	True
gRNA_4017	Fat1	1111.2/2221.5/1579.8	6371.5/2638.5/5116.4	1579.8	5116.4	1.6948	3.1565e+05	2.3424e+05	7.3073	1	1.3636e-13	2.7273e-13	3.196e-11	True
gRNA_4397	Fh1	323.14/225.73/613.11	594.49/1502.5/1528.6	323.14	1502.5	2.2136	46785	26103	7.2996	1	1.4762e-13	2.9523e-13	3.4294e-11	True
gRNA_8364	Ntrk3	2738.1/880.88/1136.1	3792/3940.5/5439.3	1136.1	3940.5	1.7934	1.3158e+06	1.4844e+05	7.2789	1	1.6857e-13	3.3714e-13	3.8821e-11	True
gRNA_12300	Tcf7l2	585.5/293.63/169.4	385.13/1389.1/1465.9	293.63	1389.1	2.2382	50311	22868	7.2442	1	2.234e-13	4.4681e-13	5.1005e-11	True
gRNA_8340	Ntrk2	457.86/380.8/623.21	927/2481.1/1945	457.86	1945	2.0844	16639	42249	7.2352	1	2.3549e-13	4.7098e-13	5.3305e-11	True
gRNA_8388	Ntrk3	870.15/1107.5/896.73	3238.9/1230.6/3756.6	896.73	3238.9	1.8516	22570	1.0702e+05	7.1597	1	4.0537e-13	8.1075e-13	9.0982e-11	True
gRNA_16	Abl1	1161.9/1190.1/2510.7	8114.6/3108.9/4034.9	1190.1	4034.9	1.7606	8.7238e+05	1.583e+05	7.1502	1	4.3378e-13	8.6756e-13	9.654e-11	True
gRNA_11863	Spen	989.68/1127.7/1160.9	5310.1/2026.4/3855.8	1127.7	3855.8	1.7727	10079	1.4693e+05	7.1171	1	5.519e-13	1.1038e-12	1.2181e-10	True
gRNA_7128	Met	777.96/923.09/1068.5	3675.5/1420.6/3296.9	923.09	3296.9	1.8354	21098	1.1139e+05	7.1124	1	5.7181e-13	1.1436e-12	1.2515e-10	True
gRNA_7977	Notch1	1126.4/898.32/2224	4347.3/3849.2/2925	1126.4	3849.2	1.7719	6.2831e+05	1.467e+05	7.1086	1	5.8705e-13	1.1741e-12	1.2744e-10	True
gRNA_10945	Runx1	330.23/275.28/399.41	626.96/2853.8/1495.6	330.23	1495.6	2.1758	3903.1	26897	7.1055	1	6.1273e-13	1.2255e-12	1.3193e-10	True
gRNA_12721	Trp63	627.03/442.28/441.37	481.41/3809.3/1865.2	442.28	1865.2	2.0738	17068	40274	7.0902	1	6.7874e-13	1.3575e-12	1.4497e-10	True
gRNA_4943	Grin2a	459.89/642.31/518.3	502.69/4687/2103.6	518.3	2103.6	2.0189	9394.8	50148	7.0792	1	7.3229e-13	1.4646e-12	1.5515e-10	True
gRNA_3368	Epha7	1437.4/563.4/506.65	2168.6/2237.5/2251.9	563.4	2237.5	1.9877	3.8356e+05	56277	7.0568	1	8.5966e-13	1.7193e-12	1.8069e-10	True
gRNA_2180	Cic	367.71/1096.5/1487.3	1941.3/3738.9/3750.9	1096.5	3738.9	1.7688	3.4194e+05	1.4134e+05	7.0285	1	1.0456e-12	2.0912e-12	2.1804e-10	True
gRNA_6763	Lats2	1348.3/1622.3/2175	5574.3/1005.9/5084.5	1622.3	5084.5	1.6475	1.9029e+05	2.4301e+05	7.0232	1	1.0846e-12	2.1691e-12	2.2429e-10	True
gRNA_4767	Gata3	444.7/832.25/648.85	498.21/3691.7/2485.8	648.85	2485.8	1.9361	37657	68411	7.0231	1	1.0925e-12	2.185e-12	2.2429e-10	True
gRNA_10987	Rxra	406.2/370.7/867.98	1702.9/2736.2/1732.8	406.2	1732.8	2.0902	1.0725e+05	35807	7.0109	1	1.2032e-12	2.4064e-12	2.4325e-10	True
gRNA_7546	Myod1	1354.3/2355.4/2196	5953.9/8950.9/6456.8	2196	6456.8	1.5555	3.6689e+05	3.6949e+05	7.0096	1	1.1955e-12	2.3909e-12	2.4325e-10	True
gRNA_12873	Tsc2	410.25/403.74/2257.4	2702.6/1741.9/958.26	410.25	1741.9	2.0834	1.706e+06	36301	6.9891	1	1.4051e-12	2.8102e-12	2.8191e-10	True
gRNA_5049	Grin2a	1152.8/1511.3/1506.7	4770.5/6121.3/2316.9	1506.7	4770.5	1.6621	62656	2.1939e+05	6.968	1	1.6085e-12	3.2171e-12	3.203e-10	True
gRNA_10008	Ptprs	2211.3/2359.1/5131.7	12026/6347/6802.5	2359.1	6802.5	1.5274	3.8547e+06	4.0802e+05	6.9562	1	1.7475e-12	3.4951e-12	3.4539e-10	True
gRNA_4805	Gata3	1021.1/1874.6/1807.5	6720.8/5489.2/3377.9	1807.5	5489.2	1.6021	3.1145e+05	2.8221e+05	6.9305	1	2.098e-12	4.196e-12	4.1158e-10	True
gRNA_2534	Cux1	1297.6/1287.4/2017.3	4298/4211.4/3190.8	1297.6	4211.4	1.6977	2.59e+05	1.7842e+05	6.8982	1	2.6366e-12	5.2732e-12	5.0981e-10	True
gRNA_3949	Ezh1	1202.4/1366.3/1287.6	3783/4812/4185.5	1287.6	4185.5	1.7	6725	1.7652e+05	6.8976	1	2.6476e-12	5.2953e-12	5.0981e-10	True
gRNA_7462	Mtor	2098.9/2594.9/1948.9	6162.1/2474.8/6404.4	2098.9	6162.1	1.5533	1.3428e+05	3.4708e+05	6.897	1	2.6565e-12	5.3129e-12	5.0981e-10	True
gRNA_3241	Epha5	1582.3/2732.6/3806.8	8021.7/7604.9/1853.8	2732.6	7604.9	1.4763	1.2386e+06	5.0005e+05	6.8901	1	2.788e-12	5.576e-12	5.3121e-10	True
gRNA_6965	Mapk1	2347.1/699.2/448.37	1083.7/4700.7/2593	699.2	2593	1.8893	1.3892e+06	75858	6.8759	1	3.0963e-12	6.1926e-12	5.8573e-10	True
gRNA_781	Arid1b	2743.1/2441.7/2255	4487.2/7015.8/6937.1	2441.7	6937.1	1.5061	62852	4.2792e+05	6.8721	1	3.1635e-12	6.327e-12	5.942e-10	True
