sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
gRNA_4553	Foxa1	203.23/185.68/780.49	1702.1/2517.7/3746/2786.2/6210.5/53.61/84.022/291.35/5949.1/1264.7	203.23	2109.9	3.3696	1.6677e+05	11042	18.145	1	7.2311e-74	1.4462e-73	8.3265e-71	True
gRNA_3716	Ercc2	411.31/489.63/439.85	5635.1/540.38/1549.8/2015.1/3932.2/3704.5/3577.1/5726.7/3216.7/4670.8	439.85	3640.8	3.0463	1646.5	31714	17.974	1	1.5651e-72	3.1302e-72	1.7271e-69	True
gRNA_13591	safe_target	69.127/169.78/88.705	183.46/1319.2/959.91/17.684/3439.4/3424.6/2835.2/220.26/626.84/1861.2	88.705	1139.6	3.6684	3478.4	3562.6	17.606	1	1.1834e-69	2.3667e-69	1.2536e-66	True
gRNA_1667	Brd4	463.15/563.4/389.99	1024.3/3848/1194.7/1650/4217.1/6642.3/3560.7/1353.6/8315/9978.7	463.15	3704.4	2.9969	7701	34034	17.569	1	2.138e-69	4.276e-69	2.1778e-66	True
gRNA_2507	Cul3	355.32/134.81/154.31	300.68/2965.5/1047.6/511.08/3411.1/960.69/2216.3/2807.6/463.74/6012.2	154.31	1632	3.3942	20391	7581.9	16.97	1	7.1241e-65	1.4248e-64	6.9879e-62	True
gRNA_10163	Ptprt	265.45/421.59/401.01	4617.2/885.53/2509.7/6717.4/2099.8/3651.9/3534/2891.2/3543.9/2203.4	401.01	3212.6	2.9989	9399.9	27948	16.818	1	9.0581e-64	1.8116e-63	8.5677e-61	True
gRNA_4786	Gata3	270.98/265.16/128.07	549.12/761.76/2335.9/3307.9/106.35/2470.4/486.71/8428.4/2899.4/2365.6	265.16	2350.8	3.1433	9414.3	15880	16.55	1	8.0985e-62	1.6197e-61	7.3959e-59	True
gRNA_10650	Rictor	915.25/624.44/551.65	3061.5/4470.9/1506.7/7389.4/1726.1/4698.4/4972.6/4261.6/5605.2/1149.6	624.44	4366.3	2.8038	44934	51215	16.534	1	1.0421e-61	2.0842e-61	9.1996e-59	True
gRNA_12299	Tcf7l2	148.62/43.876/64.56	1210.3/2029.7/194.66/500.47/169.78/446.04/1804.4/1689.6/402.83/1910.6	64.56	855.41	3.7074	3747.3	2310.7	16.452	1	4.4453e-61	8.8906e-61	3.7977e-58	True
gRNA_7277	Mpl	678.14/619.99/447.72	2586.3/8805/985.17/3482.1/5292.3/2738.4/1986.8/8661.2/5093.3/10740	619.99	4287.7	2.7879	16529	50716	16.286	1	6.1893e-60	1.2379e-59	5.1225e-57	True
gRNA_6749	Lats1	339.42/515.07/377.39	1121.2/8015.1/1090.7/2832.2/1505.5/9492.2/3130.3/284.38/4673.8/3684.1	377.39	2981.2	2.9785	10199	25723	16.235	1	1.4344e-59	2.8687e-59	1.1511e-56	True
gRNA_5390	Inhba	911.79/843.19/864.48	4957.3/8709.4/10540/2258.3/18216/5882.1/702.91/1292.3/31724/1209.4	864.48	5419.7	2.6469	1346	79923	16.113	1	1.0344e-58	2.0689e-58	8.0577e-56	True
gRNA_3999	Fat1	1334.9/668.95/1195.1	9977.1/5176.3/12685/15468/26048/2750.2/261.29/6607.7/7130.1/1336.2	1195.1	6868.9	2.5219	1.482e+05	1.2451e+05	16.079	1	1.7801e-58	3.5603e-58	1.347e-55	True
gRNA_3170	Epha3	820.54/279.79/91.854	352.91/424.65/2402.8/2357.3/2670.6/2751.3/4183.7/507.43/2683.2/713.08	279.79	2380	3.084	1.6387e+05	17088	16.066	1	2.2274e-58	4.4549e-58	1.6386e-55	True
gRNA_3368	Epha7	980.92/390.43/342.22	10012/2748.2/1491.9/7163.1/2389.5/84.704/11934/6709.5/3290.4/2404.7	390.43	3019.3	2.9478	1.755e+05	26946	16.015	1	5.0823e-58	1.0165e-57	3.6378e-55	True
gRNA_4333	Fgfr3	18.664/13.99/17.846	256.08/1419.9/301.64/183.92/1996.3/12.866/36.888/1353.6/374.34/734.47	17.846	337.99	4.1689	7.7708	402.44	15.959	1	1.5241e-57	3.0482e-57	1.0622e-54	True
gRNA_13158	Zfhx3	954.65/915.04/1098.6	15363/704.4/8413.4/7716.6/4800.6/3470.7/6712.5/1583.6/8741.4/3274.9	954.65	5756.5	2.5909	11141	91547	15.87	1	5.0775e-57	1.0155e-56	3.448e-54	True
gRNA_6706	Kmt2d	16.591/27.979/214.68	428.08/484.02/138.19/268.8/164.9/706.58/939.61/1179.4/2030.8/145.27	27.979	456.05	3.9793	17493	740.9	15.727	1	5.8445e-56	1.1689e-55	3.8697e-53	True
gRNA_5971	Kdr	114.06/211.11/219.92	2000.3/1508.4/1994.1/1815.3/2990.6/900.65/1544.2/2311.3/6312.6/845.82	211.11	1904.7	3.1674	4748.5	11631	15.704	1	7.3055e-56	1.4611e-55	4.719e-53	True
gRNA_14181	Ntrk3	168.67/458.47/1576.2	3845.1/3554.2/2463.7/659.63/3424.8/4247/3165.2/4585/1919.8/3196.7	458.47	3310.7	2.8495	6.6666e+05	33565	15.569	1	5.9875e-55	1.1975e-54	3.7755e-52	True
gRNA_10033	Ptprt	1610.7/1877.8/1395.7	7078.6/23925/46747/8860.8/7818.5/1284.5/11211/1990.7/13239/2954.8	1610.7	8339.6	2.3716	58788	1.8733e+05	15.547	1	8.3758e-55	1.6752e-54	5.1587e-52	True
gRNA_13541	safe_target	219.13/85.209/69.809	625.56/262.64/1157.5/255.54/429.32/5035.1/2210.2/1363.4/815.48/35050	85.209	986.51	3.5179	9086.6	3372.6	15.52	1	1.3688e-54	2.7376e-54	8.239e-52	True
gRNA_8686	Pgr	201.16/267.07/199.98	2303.5/553.46/659.75/501.35/4377.1/3005.4/3570.9/984.19/1912.9/1723.3	201.16	1818.1	3.1697	2172.9	10889	15.496	1	1.8954e-54	3.7909e-54	1.1155e-51	True
gRNA_8524	Pax5	1371.5/1627.2/1786.2	1885.6/7406.3/9362.9/17449/3940/17662/3441.8/93222/5743.7/9320.2	1627.2	8363.2	2.3609	45332	1.8998e+05	15.454	1	3.5255e-54	7.051e-54	2.0298e-51	True
gRNA_2400	Ctcf	114.75/124.63/709.11	101.92/1776.1/1041.6/544.68/466.4/152.25/13222/3482.3/10031/1526.5	124.63	1284	3.3545	1.7086e+05	5664.7	15.405	1	8.0238e-54	1.6048e-53	4.5213e-51	True
gRNA_9937	Ptprs	403.7/413.33/690.22	5501.4/2973.6/322.45/1234.4/2978.9/3264.9/1205/3027.9/11912/710.87	413.33	2976.2	2.8451	38380	29129	15.017	1	2.8829e-51	5.7657e-51	1.5906e-48	True
gRNA_11527	Smarca4	252.32/117.64/40.941	1393.8/1722.8/2275/9918.3/482.01/645.47/991.86/529.73/810.57/2707.1	117.64	1192.8	3.331	12010	5235.5	14.86	1	3.176e-50	6.3519e-50	1.7166e-47	True
gRNA_8519	Pax5	783.21/436.85/324.9	493.06/577.61/3075.9/395.25/4259/16003/3031.9/8498.1/4594.2/1550	436.85	3053.9	2.8026	66250	31419	14.764	1	1.2515e-49	2.5031e-49	6.6292e-47	True
gRNA_4041	Fat1	284.81/545.59/345.9	1102.1/969.05/5015/3305.2/18632/1845.3/4102.7/586.89/12633/559.7	345.9	2575.2	2.8927	21805	22834	14.753	1	1.4846e-49	2.9693e-49	7.7097e-47	True
gRNA_3068	Ep300	275.13/466.1/461.37	1384.9/4694.3/2371.6/4152.3/930.84/2285.9/1444.8/5155.2/3977.2/4577.1	461.37	3174.4	2.7798	17354	33855	14.745	1	1.67e-49	3.34e-49	8.5055e-47	True
gRNA_13524	safe_target	39.403/41.333/52.488	356.73/127.8/445.78/508.43/195.14/584.35/1939.7/2213.7/807.62/2384.1	41.333	546.39	3.6927	64.082	1259.3	14.233	1	3.2791e-46	6.5582e-46	1.6386e-43	True
gRNA_7178	Mga	158.3/314.13/214.68	2102.2/365.28/178.31/3451.1/1865.6/3901.7/1666.1/3744.4/127.73/881.21	214.68	1765.8	3.0342	6534.4	11900	14.22	1	3.5472e-46	7.0945e-46	1.7397e-43	True
gRNA_2117	Cebpa	420.3/547.5/347.99	2351.9/1669.4/1468.1/2528.9/7615.5/3208/275.63/12300/6478.7/3876.6	420.3	2868.5	2.7679	10704	29802	14.181	1	6.0323e-46	1.2065e-45	2.9047e-43	True
gRNA_6875	Map2k4	1353.5/672.77/345.9	13208/566.54/5796.6/3352.1/4730.3/2956.1/1087.2/7230.9/8422.1/1140	672.77	4041.2	2.5848	2.8513e+05	56713	14.144	1	1.0128e-45	2.0257e-45	4.79e-43	True
gRNA_13218	Zfhx3	48.389/333.84/148.54	7476.1/681.26/705.82/1047.8/36.102/2198/1195.8/1607.3/1471.8/2873.7	148.54	1333.8	3.158	22183	7197.3	13.971	1	1.2237e-44	2.4473e-44	5.6855e-42	True
gRNA_8918	Pik3cd	82.953/237.82/479.74	2702.3/1228.7/4833.7/1848.9/4148.8/399.93/4337.4/344.33/1891.3/644.5	237.82	1870.1	2.9699	41254	13686	13.953	1	1.5443e-44	3.0886e-44	7.0517e-42	True
gRNA_1772	Card11	151.39/62.317/70.859	221.69/457.86/3211.1/432.38/206.85/15562/2559.6/75.278/5030.4/1095.8	70.859	776.83	3.4362	3279.1	2623.1	13.784	1	1.7321e-43	3.4643e-43	7.7752e-41	True
gRNA_10818	Rps6ka4	879.3/405.7/257.72	1646.1/564.53/2676.2/2974.5/2770.1/1226.6/593.27/6437.7/5821.4/7237.7	405.7	2723.1	2.7438	1.231e+05	28396	13.752	1	2.4861e-43	4.9721e-43	1.0973e-40	True
gRNA_1600	Brd4	757.64/314.13/334.87	10102/1005.3/3422.1/344.85/2325.1/1135.5/4460.3/2535.8/1262.5/2392.9	334.87	2359	2.8128	89580	21845	13.695	1	5.4989e-43	1.0998e-42	2.3874e-40	True
gRNA_8131	Notch3	1585.1/1660.3/1512.7	1925.1/4289.8/18941/1772.9/9903.6/6187.7/8704.4/1303.4/22467/20137	1585.1	7446.1	2.2312	5448.3	1.8327e+05	13.69	1	5.7865e-43	1.1573e-42	2.4718e-40	True
gRNA_5993	Kdr	1533.9/440.03/656.62	3302.3/6296.3/1992.6/1135.3/1111.3/4607.3/6694.1/9574.3/4398.7/716.77	656.62	3850.5	2.5501	4.083e+05	54859	13.636	1	1.2216e-42	2.4432e-42	5.1354e-40	True
gRNA_809	Arid1b	330.43/160.88/160.61	1384.9/7472.7/227.35/3040/1378.7/1015.4/1548.3/724.9/9694.4/362.07	160.88	1381.8	3.0946	14374	8025.5	13.629	1	1.4058e-42	2.8117e-42	5.8176e-40	True
gRNA_4305	Fgfr3	326.97/340.84/265.59	4785.3/583.65/3151.7/2726.1/4216.1/83.632/1615.9/1882/742.78/5844	326.97	2304	2.8131	1980.1	21144	13.596	1	2.1348e-42	4.2695e-42	8.698e-40	True
gRNA_380	Apc	427.9/262.62/238.82	4047.7/833.21/4065.5/2033.7/838.15/1890.3/3598.6/858.73/6999.4/1432.1	262.62	1962	2.8965	13942	15672	13.575	1	2.8832e-42	5.7664e-42	1.1486e-39	True
gRNA_13203	Zfhx3	420.99/1521/834.56	5580.3/8437.7/1118.9/4706.7/4645.4/4444.3/1391.5/2325.3/4887/4515.2	834.56	4580.3	2.4549	3.2115e+05	76162	13.573	1	2.9056e-42	5.8113e-42	1.1486e-39	True
gRNA_13432	safe_target	110.6/141.17/98.152	1062.6/1142.1/2970.4/1038.1/188.31/9.6498/1273.6/366.63/1173.1/612.06	110.6	1050.3	3.2357	544.57	4813.2	13.545	1	4.4861e-42	8.9722e-42	1.7472e-39	True
gRNA_10614	Ret	1696.4/747.17/1203	2492/2694.8/3570.7/2288.4/5855.3/6146.9/10943/14803/9377.1/10685	1203	6001.1	2.3176	2.2561e+05	1.2563e+05	13.537	1	4.7432e-42	9.4864e-42	1.8206e-39	True
gRNA_1494	Bcor	247.48/436.85/333.82	5994.4/473.96/5272.1/2457.3/3483.3/596.14/2039.1/2177.5/1967/3809.5	333.82	2317.4	2.7916	9035.6	21752	13.449	1	1.5765e-41	3.153e-41	5.9646e-39	True
gRNA_11764	Sox2	1142/1305.5/1725.8	5404.5/24214/5220.1/1311.3/9766/615.44/10269/7221.1/1217.3/25193	1305.5	6312.8	2.2728	1.017e+05	1.4051e+05	13.359	1	5.2825e-41	1.0565e-40	1.9704e-38	True
gRNA_10167	Ptprt	1010/281.7/169.54	372.02/1889.8/717.71/1242.3/5662.1/2165.8/11631/3743/2808/558.22	281.7	2027.8	2.8433	2.7147e+05	17248	13.296	1	1.2469e-40	2.4938e-40	4.5865e-38	True
gRNA_189	Alk	622.15/1364.6/2178.8	2399/2580.1/842.52/5707.7/7247.7/7471.1/10477/1024.6/18165/39308	1364.6	6477.7	2.2461	6.0706e+05	1.4929e+05	13.233	1	2.8283e-40	5.6567e-40	1.0261e-37	True
gRNA_1414	Bcl6	209.46/672.13/518.58	4171.2/1702.6/10801/28899/6965.7/456.76/2124.1/1092.9/1254.7/7543	518.58	3147.7	2.5993	59568	39723	13.191	1	4.9552e-40	9.9104e-40	1.7734e-37	True
gRNA_7147	Met	611.78/668.32/402.58	8169.2/4499.1/1667.2/4252.2/320.04/2550.8/2841.4/2560.9/14478/11492	611.78	3546.8	2.5335	23480	49799	13.152	1	8.288e-40	1.6576e-39	2.9266e-37	True
gRNA_2929	E2f3	691.97/734.45/1910.6	4628.6/4218.4/1829.2/6033/1783.6/860.98/183.41/3893.6/6825.5/4723.9	734.45	4056	2.4637	6.9252e+05	63944	13.135	1	1.0381e-39	2.0761e-39	3.6174e-37	True
gRNA_8403	Ntrk3	586.89/242.91/270.31	372.02/1650.3/301.64/2879.9/5470.9/1334.9/4363/2079.9/1809.8/2864.9	270.31	1944.8	2.8424	50487	16302	13.115	1	1.3755e-39	2.7509e-39	4.7309e-37	True
gRNA_12431	Tgfbr2	933.91/1750.6/1738.4	3009.3/24862/60226/8100.4/9267.4/3284.2/7334.5/1270/15411/1666.6	1738.4	7717.4	2.1497	3.2367e+05	2.0797e+05	13.111	1	1.4283e-39	2.8566e-39	4.8497e-37	True
gRNA_917	Arid5b	305.54/330.03/493.91	4342/348.18/578.03/1802.9/737.65/7784.2/2136.4/2357.3/3272.7/18960	330.03	2246.9	2.7635	13729	21414	13.099	1	1.6929e-39	3.3857e-39	5.6751e-37	True
gRNA_8801	Pik3ca	885.52/394.25/266.11	8338.7/946.92/6460.8/2668.6/953.28/6798.8/2244/2441/4288.7/1177.7	394.25	2554.8	2.6929	1.2888e+05	27307	13.075	1	2.3226e-39	4.6451e-39	7.6889e-37	True
gRNA_2224	Crebbp	476.29/710.29/430.4	1322.5/2184.6/3740.1/1608.4/3618/3100.8/2878.2/436.33/4284.7/2971.8	476.29	2925	2.616	28430	35361	13.022	1	4.6073e-39	9.2145e-39	1.5064e-36	True
gRNA_10245	Rab35	495.64/673.4/519.63	1237.1/330.06/2683.6/3990.5/5035.7/3519/5228.8/7826.1/1102.4/710.13	519.63	3101.3	2.575	12111	39833	12.935	1	1.4305e-38	2.8609e-38	4.6201e-36	True
gRNA_2816	Dnmt3c	276.51/323.03/255.62	2433.4/807.04/4064/546.45/13766/330.24/5605.9/786.24/2788.4/1471.9	276.51	1952.7	2.8156	1300.4	16815	12.926	1	1.6344e-38	3.2688e-38	5.2152e-36	True
gRNA_12429	Tgfbr2	774.23/1240.6/1315.9	6799.6/13880/28634/7831.6/3288.2/679.78/5179.6/903.34/6654.5/780.92	1240.6	5917.1	2.2529	1.1159e+05	1.3104e+05	12.919	1	1.7668e-38	3.5335e-38	5.5703e-36	True
gRNA_1420	Bcl6	378.13/476.91/323.85	7048.1/2678.7/1907.9/1249.4/3136/692.64/6562.9/9514.3/1411.9/2226.3	378.13	2452.5	2.6941	6352.5	25792	12.917	1	1.8316e-38	3.6633e-38	5.7069e-36	True
gRNA_10034	Ptprt	126.5/71.855/78.207	4511.4/333.08/640.44/426.2/2656.9/1507.5/543.07/924.25/147.38/3416.5	78.207	782.34	3.3059	1186.4	3000.6	12.854	1	4.3989e-38	8.7978e-38	1.3391e-35	True
gRNA_13837	Alk	1979.8/1668.6/4847.3	7522/11636/2481.5/9311.7/5915.8/8684.8/5558.7/24481/8089/15878	1979.8	8386.9	2.0822	4.1596e+06	2.4851e+05	12.853	1	4.1574e-38	8.3149e-38	1.2803e-35	True
gRNA_14234	Pole	265.45/366.91/216.77	775.9/1870.7/919.79/2501.5/1887/2594.7/1757.3/10589/960.89/2199.7	265.45	1878.9	2.8187	6331.4	15903	12.794	1	9.0169e-38	1.8034e-37	2.7137e-35	True
gRNA_7135	Met	375.36/389.8/781.54	996.31/4595.7/13384/2861.3/21886/2110.1/2024.7/5503.7/1046.4/1077.4	389.8	2485.7	2.6697	76837	26886	12.782	1	1.0374e-37	2.0748e-37	3.087e-35	True
gRNA_10873	Rptor	645.65/834.28/638.25	4931.9/946.92/17292/607.46/5328.4/3055.8/2279.9/4137.5/7441.5/1892.9	645.65	3596.6	2.476	17818	53609	12.745	1	1.6605e-37	3.3211e-37	4.8864e-35	True
gRNA_4298	Fgfr2	885.52/370.09/387.36	416.62/196.23/2429.5/2781.8/2563.2/2686.9/330.96/2149.6/4090.2/2486.6	387.36	2458	2.6626	1.2423e+05	26656	12.683	1	3.7205e-37	7.441e-37	1.0828e-34	True
gRNA_3206	Epha3	1435.1/1170/560.05	2062.7/3923.5/6746.1/674.66/10193/15692/5530.1/7868/868.54/5629.4	1170	5579.7	2.2527	2.2117e+05	1.2094e+05	12.68	1	3.8131e-37	7.6263e-37	1.0977e-34	True
gRNA_13559	safe_target	365.68/138.62/78.207	968.28/224.4/1352.2/406.74/1657.8/1404.6/639.38/317.84/2676.4/2260.9	138.62	1160.2	3.0561	27603	6549.7	12.623	1	8.1932e-37	1.6386e-36	2.3332e-34	True
gRNA_7515	Myod1	459.7/237.82/254.04	107.02/2525.8/633.01/1954.1/1061.6/3181.2/1994/1642.2/13055/1381.2	254.04	1798.2	2.8185	21279	14977	12.617	1	8.6277e-37	1.7255e-36	2.4308e-34	True
gRNA_12873	Tsc2	279.97/279.79/1524.8	2313.7/877.48/2058/4590.9/4911.8/1152.6/1761.4/844.79/2807/1078.8	279.97	1909.7	2.7656	7.7477e+05	17103	12.462	1	6.136e-36	1.2272e-35	1.7106e-33	True
gRNA_8872	Pik3ca	499.1/291.87/218.35	1469/2593.2/10290/2877.3/2460.8/3651.9/676.27/623.14/875.42/742.58	291.87	1964.9	2.7468	24175	18105	12.434	1	8.7021e-36	1.7404e-35	2.4007e-33	True
gRNA_14247	Pten	374.67/384.71/196.3	45.866/10956/1233.3/349.27/4129.3/1649/4210.3/496.28/3951.7/3061	374.67	2355	2.6488	15958	25470	12.409	1	1.1811e-35	2.3623e-35	3.2249e-33	True
gRNA_8349	Ntrk3	882.07/1180.8/612.53	6971.6/2892.1/7095.3/510.2/5980.2/168.34/2268.6/13135/15872/1140.8	882.07	4436.1	2.329	80957	82156	12.4	1	1.3159e-35	2.6318e-35	3.5562e-33	True
gRNA_5215	Idh2	479.05/394.89/192.11	10628/887.54/1962.9/592.43/2958.4/1521.5/4348.6/2924.7/6662.4/1632.6	394.89	2443.8	2.6266	24102	27367	12.385	1	1.5793e-35	3.1585e-35	4.2248e-33	True
gRNA_7849	Nkx2-1	760.4/330.03/281.86	424.26/819.12/1254.1/3626.2/651.78/2368.5/3306.6/4410.7/2838.5/1915.8	330.03	2142.2	2.6947	93772	21414	12.383	1	1.6294e-35	3.2588e-35	4.3153e-33	True
gRNA_6188	Kmt2a	521.91/88.388/47.764	454.84/18.113/8643.7/578.28/1068.4/173.7/1262.4/503.25/3737.5/1064.8	88.388	821.56	3.202	94797	3545.3	12.313	1	4.1196e-35	8.2392e-35	1.0696e-32	True
gRNA_271	Ankrd11	258.54/550.04/2662.7	3415.7/4426.7/1708.8/2143.4/2610.1/2793.1/1478.6/4394/4986.2/4118.5	550.04	3104.4	2.4946	2.2742e+06	43056	12.31	1	4.0033e-35	8.0066e-35	1.0497e-32	True
gRNA_6826	Malt1	562.7/188.86/184.23	680.34/944.9/802.4/1893.1/364.92/3508.2/2084.1/179.83/1998.4/2261.7	188.86	1419	2.9029	69889	9989.5	12.308	1	4.2256e-35	8.4512e-35	1.0865e-32	True
gRNA_3116	Ep300	496.34/741.44/1698	1707.2/17533/1438.4/864.77/6564.7/4502.2/3235.9/4907/10301/3083.9	741.44	3869	2.382	4.8752e+05	64779	12.288	1	5.2474e-35	1.0495e-34	1.3363e-32	True
gRNA_13445	safe_target	113.37/87.116/58.786	249.71/2410.1/399.72/1084.9/1186.5/1165.5/1101.5/536.71/73.688/461.62	87.116	810.82	3.2037	745.9	3475.9	12.275	1	6.6183e-35	1.3237e-34	1.6693e-32	True
gRNA_5747	Jak1	271.67/751.62/345.9	3377.5/260.63/248.15/344.85/5313.8/4923.6/499.01/2534.4/3369/1842.8	345.9	2188.6	2.6581	85060	22834	12.194	1	1.6841e-34	3.3682e-34	4.2077e-32	True
gRNA_2277	Crebbp	938.06/820.29/589.96	1805.3/3461.6/5389.5/936.39/14867/2299.9/1656.9/4762/5057/19161	820.29	4111.8	2.3242	33460	74386	12.068	1	7.7579e-34	1.5516e-33	1.9202e-31	True
gRNA_1333	Bap1	57.376/5.723/6.2985	123.58/94.591/517.11/147.67/55.616/641.18/7.1726/1222.6/127.73/37.608	6.2985	125.65	4.1171	1304.6	98.391	12.033	1	1.6198e-33	3.2396e-33	3.9357e-31	True
gRNA_3134	Epas1	559.93/432.4/2669	2963.4/789.93/3356.7/6305.4/4000.5/3208/2844.4/10229/2282.4/1460.1	559.93	3085.7	2.4602	2.2322e+06	44118	12.025	1	1.3154e-33	2.6308e-33	3.2256e-31	True
gRNA_6118	Kit	391.26/644.79/461.89	1627/7395.2/494.82/4445.9/964.01/1384.2/2534/2811.8/4882.1/3232.8	461.89	2672.9	2.5302	19220	33907	12.007	1	1.6409e-33	3.2819e-33	3.9508e-31	True
gRNA_5831	Kdm5a	1130.9/1471.4/3051.6	3799.2/13678/45202/6853.6/7155.9/3724.8/5835.4/563.19/13951/2933.4	1471.4	6344.5	2.1075	1.3065e+06	1.6552e+05	11.978	1	2.3257e-33	4.6515e-33	5.5491e-31	True
