sgRNA	Gene	d5_rep2	d5_rep3	S1	S2	S3_5
gRNA_768	Arid1b	298.1087304471565	277.7473401584683	190.42511926056153	72.10920537385894	139.85759855737552
gRNA_769	Arid1b	1042.3734324756995	1047.8649651433122	250.6687024448119	1002.6314729808735	632.9148951664282
gRNA_806	Arid1b	331.3438253956571	770.1176249848439	0.0	1488.584813543836	2189.5220655507774
gRNA_807	Arid1b	330.3367013063086	345.9216872882742	108.7154317233024	41.38441351891035	2.370467772158907
gRNA_828	Arid2	219.5530514779734	60.599419670938545	286.67636135953626	387.5085993134333	459.08059187477505
gRNA_829	Arid2	92.65541622006216	37.87463729433659	1240.879322599732	1960.1163130320267	1908.2265565879204
gRNA_830	Arid2	145.02586886618425	383.79632458261074	610.7452915920555	837.7208554737005	1048.53691121829
gRNA_831	Arid2	74.52718261178913	37.87463729433659	416.1654424567181	506.0185107539493	825.7129406353527
gRNA_871	Arid2	976.9103666680468	754.9677700671093	236.8196028622256	455.2285487080139	554.6894586851843
gRNA_895	Arid5b	104.7409052922442	176.74830737357075	486.10339534877886	237.64685944950034	124.84463600036912
gRNA_896	Arid5b	241.70978144364045	262.5974852407337	534.5752438878309	15.048877643240129	85.33683979772066
gRNA_901	Arid5b	341.41506628914215	838.2919721146499	132.2589010136991	6.897402253151725	0.0
gRNA_974	Asxl2	959.7892571491222	1696.7837507862791	166.88164997016483	939.3007795655714	106.67104974715083
gRNA_978	Asxl2	973.8889944000013	1514.9854917734635	264.5178020273982	238.90093258643702	623.4330240777927
gRNA_979	Asxl2	364.57892034415767	482.2703815478859	121.87207632675938	78.37957105854234	67.16325354450237
gRNA_992	Atm	192.36070106556386	116.14888770263221	461.8674710792529	260.22017591436054	1392.2547381813315
gRNA_993	Atm	112.7978980070322	73.22429876905073	418.242807394106	854.6508428223456	1625.3507357769574
gRNA_999	Atm	2066.618631343126	1878.5820097990947	1265.807701848387	1162.5257979403	881.0238553190605
gRNA_1000	Atm	737.2148334031034	926.6661258014352	245.8215175909067	1640.327663113174	1451.5164324853042
gRNA_1008	Atm	1956.842105604139	1977.05606676437	12919.132545615623	10828.29450087974	12268.751032770451
gRNA_1009	Atm	917.4900453964851	1030.1901344059552	690.3776141919267	546.148851135923	2099.444290208739
gRNA_1010	Atm	480.3981906192354	737.2929393297522	1461.0800059628539	689.1131887467042	906.3088448887555
gRNA_1011	Atm	187.32508061882135	93.42410532603026	549.8092534286758	569.3492041692515	214.9224113424076
gRNA_1014	Atm	2708.1566762581215	2805.24813560053	2966.477130589984	1830.946779927549	4527.593444823513
gRNA_1017	Atm	833.8987459805595	558.0196561365591	5589.496591531828	2254.1964636436774	4445.417228722004
gRNA_1018	Atm	107.7622775602897	47.97454057282634	1119.0072462729725	1466.638533647444	538.096184280072
gRNA_1035	Atm	480.3981906192354	517.6200430226	326.8387501490365	134.18582565222448	245.7384923804734
gRNA_1036	Atm	179.26808790403334	191.89816229130537	1667.4315897433896	461.49891439269726	799.6377951416047
gRNA_1045	Atm	940.6538994515007	757.4927458867318	376.69550864634715	365.56231941704146	143.80837817764038
gRNA_1046	Atm	584.131971822131	1828.082493406646	1609.2653714965272	1482.941484427621	1866.348292613113
gRNA_1047	Atm	110.7836498283352	184.32323483243806	68.55304293380215	51.416998614403774	22.914521797536104
gRNA_1048	Atm	679.8087603102388	489.8453090067532	533.1903339295723	615.1228736674402	229.935373899414
gRNA_1049	Atm	933.6040308260611	828.19206883616	538.7299737626068	398.79525754586336	235.4664653677848
gRNA_1056	Atm	47.33483219937958	381.27134876298834	114.25507155633692	83.39586360628904	28.445613265906886
gRNA_1065	Atm	676.7873880421932	315.6219774528049	581.6621824686243	1133.055079222288	1439.6640936245096
gRNA_1066	Atm	1384.79562285419	648.9187856429669	700.7644388788664	1847.2497307077258	1805.5062864610343
gRNA_1069	Atp6v1b2	313.2155917873841	464.59555081052883	261.0555271317516	877.2241592872058	1976.9701219805286
gRNA_1082	Atr	938.6396512728037	1320.5623536625358	709.7663536075476	373.71379480712983	308.9509663047109
gRNA_1083	Atr	864.1124686610145	1984.6309942232372	515.8789594513394	230.74945719634863	440.11684969750377
gRNA_1095	Atr	502.5549205849024	300.47212253507024	954.8954162193249	2140.7028447509083	1013.7700505599594
gRNA_1109	Atr	25.178102233712547	93.42410532603026	1812.1546803814165	2554.5469799400116	1279.262441041757
gRNA_1121	Atrx	786.56391378118	297.94714671544784	258.9781621943637	296.5882968855242	482.7852695963641
gRNA_1122	Atrx	437.0918547772498	85.84917786716294	418.242807394106	654.6261774809456	88.49746349393254
gRNA_1127	Atrx	283.001869106929	164.12342827545854	1033.1428288609375	543.0136682935813	636.865674786693
gRNA_1145	Atrx	769.4428042622554	605.9941967093854	1580.8747173522254	1055.302544732214	1928.7706106132975
gRNA_1146	Atrx	815.7705123722865	823.1421171969151	1218.0283082884644	1351.2638050492699	561.800862001661
gRNA_1148	Atrx	1530.8286158097228	1646.2842343938303	217.4308634466048	325.43197903506774	286.0364445071748
gRNA_1149	Atrx	407.88525618614324	646.3938098233444	741.619282647496	60.82254714142885	476.4640222039404
gRNA_1150	Atrx	310.19421951933856	272.6973885192234	826.0987901012724	173.68912946572982	933.9643022306094
gRNA_1151	Atrx	304.15147498324757	123.72381516149952	195.96475909359603	94.68252183871914	84.54668387366769
gRNA_1281	B2m	833.8987459805595	686.7934229373035	1361.3664889682325	991.3448147484435	833.6144998758824
gRNA_1282	B2m	1815.8447330953488	2406.3019561001847	3948.378290995352	1402.0537670952053	2594.8720545899505
gRNA_1283	B2m	1709.0895796244076	1835.6574208655134	126.71926118066457	754.3249918674114	200.69960470945415
gRNA_1284	B2m	600.2459572517071	921.6161741621903	498.56758497310653	645.2206289539205	525.4536894952245
gRNA_1285	B2m	194.37494924426085	143.92362171847904	126.71926118066457	8.151475390088402	35.55701658238361
gRNA_1313	Bap1	1792.6808790403334	2264.903310201328	731.9249129396856	680.3346767881475	1888.4726584865962
gRNA_1314	Bap1	381.7000298630822	424.1959376965698	416.1654424567181	226.98723778553858	177.78508291191804
gRNA_1317	Bap1	115.81927027507771	65.64937131018343	11.771734645198348	268.37165130444896	32.39639288617173
gRNA_1318	Bap1	177.25383972533632	775.1675766240888	497.1826750148479	147.35359359005957	21.334209949430164
gRNA_1321	Bap1	497.5193001381599	520.1450188422225	1751.2186422180366	1342.4852930907132	356.36032174788903
gRNA_1322	Bap1	473.3483219937959	323.1969049116722	2068.3630226592627	2189.6116970914386	2522.9678655011303
gRNA_1337	Bap1	700.9583661865573	1078.1646749787815	1479.7762903993455	1328.6904885844096	996.386620230794
gRNA_1338	Bap1	488.4551833340234	398.9461795003454	767.2401168752806	603.2091788665418	328.70486440603514
gRNA_1339	Bap1	886.2691986266816	525.1949704814674	177.96092963623386	919.8626459430528	910.2596245090203
gRNA_1340	Bap1	1064.5301624413664	1742.233315539483	631.5189409659349	331.7023447197511	470.14277481151663
gRNA_1341	Bap1	547.875504605585	545.3947770384468	182.11565951100974	326.68605217200445	571.2827330902967
gRNA_1342	Bap1	1623.4840320297849	3696.564599927251	1558.7161580200873	564.3329116215048	1149.6768694970701
gRNA_1343	Bap1	180.27521199338182	123.72381516149952	69.24549791293147	386.2545261764966	447.2282530139805
gRNA_1361	Bap1	2692.0426908285453	3088.045427398243	1335.0531997613186	958.7389131880898	1502.0864116246942
gRNA_1362	Bap1	1362.638892888523	1714.4585815236362	666.1416899224007	1114.2439821682378	783.0445207364924
gRNA_1373	Bcl2	1606.3629225108605	1310.462450384046	1439.6139016098452	988.83666847457	683.4848743058183
gRNA_1374	Bcl2	662.6876507913142	396.42120368072295	175.88356469884593	179.33245858194485	418.7826397480736
gRNA_1375	Bcl2	1347.5320315482954	802.9423106399357	2090.521581991401	1592.0458473411118	1065.1301856234022
gRNA_1376	Bcl2	194.37494924426085	439.3457926143044	273.5197167560793	517.3051689863794	344.5079828870945
gRNA_1377	Bcl2	224.5886719247159	333.296808190162	1839.1604245674596	1207.0453943015518	926.0627429900798
gRNA_1378	Bcl2	339.40081811044513	330.7718323705395	508.261954680917	586.906228086365	110.62182936741567
gRNA_1379	Bcl2	137.97600024074475	1272.5878130897095	214.66104353008754	869.6997204655858	760.1299989389563
gRNA_1380	Bcl2	471.33407381509886	621.14405162712	41.54729874775888	93.42844870178246	84.54668387366769
gRNA_1381	Bcl2	586.1462200008281	636.2939065448547	907.1160226594022	1267.8679414429807	811.4901340023993
gRNA_1382	Bcl2	564.9966141245095	1153.9139495674547	198.04212403098398	187.48393397203327	180.15555068407696
gRNA_1383	Bcl2	1398.8953601050691	2045.2304138941759	1447.2309063802677	388.76267245036996	208.60116394998383
gRNA_1384	Bcl2	229.6242923714584	166.648404095081	118.4098014311128	84.02290017475738	185.68664215244775
gRNA_1385	Bcl2	1734.26768185812	1891.206888897207	614.2075664877021	986.955558769165	8423.852306328703
gRNA_1406	Bcl2	376.6644094163397	439.3457926143044	36.700113893853676	22.57331646486019	278.9250411906981
gRNA_1407	Bcl2	493.4908037807659	1254.9129823523524	906.4235676802729	410.0819157782935	692.1765894704009
gRNA_1459	Bcor	3183.519246430614	4335.383482291728	518.6487793678567	383.1193433341549	792.526391825128
gRNA_1460	Bcor	2728.2991580450916	5572.621633906723	1389.7571431125345	1028.3399722880754	1001.9177116991648
gRNA_1461	Bcor	450.1844679387803	580.7444385131611	1320.511645199603	1344.9934393645865	1201.8271604845659
gRNA_1463	Bcor	1088.7011405857304	595.8942934308957	1007.5219946331528	1425.2541201285337	2586.9704953494206
gRNA_1491	Bcor	799.6565269427105	459.5455991712839	1328.8211049491547	342.3619663837129	1305.337586535505
gRNA_1492	Bcor	1538.8856085245109	1517.5104675930859	2055.8988330349353	1282.2897825177527	1210.5188756491486
gRNA_1545	Braf	201.42481786970038	156.54850081659123	495.10531007746	546.7758877043913	440.9070056215567
gRNA_1548	Braf	225.5957960140644	50.49951639244878	1452.7705462133022	2594.050283753517	1009.0291150156415
gRNA_1549	Braf	122.86913890051723	42.92458893358147	370.4634138341833	615.7499102359086	437.74638192534485
gRNA_1550	Braf	486.4409351553264	330.7718323705395	938.9689516993507	569.3492041692515	1834.7420556509942
gRNA_1551	Braf	735.2005852244064	540.344825399202	817.7893303517205	516.678132417911	917.3710278254971
gRNA_1552	Braf	251.78102233712545	80.79922622791806	2065.5932027427457	1408.9511693483569	2879.3281872490193
gRNA_1558	Braf	3679.024298390077	3635.9651802563126	1419.5327072150951	2216.574269535577	1976.1799660564757
gRNA_1559	Braf	575.0678550179946	689.318398756926	621.1321162789952	985.0744490637601	529.4044691154893
gRNA_1569	Braf	539.818511890797	358.54656638638636	2181.2331842573412	12797.816362438793	6278.578972524892
gRNA_1570	Braf	230.63141646080692	58.074443851316104	1074.6901276086962	535.4892294719613	354.7800098997831
gRNA_1573	Braf	273.9377523027925	199.4730897501727	548.4243434704172	216.32761612157685	746.6973482300558
gRNA_1583	Brca1	1174.3066881803531	1206.9384417795259	891.189558139428	1719.961307308653	3474.315598060905
gRNA_1588	Brca2	226.6029201034129	27.774734015846832	2321.109090041463	1701.1502102546028	2128.6800593986986
gRNA_1590	Brca2	3017.3437716881117	4171.260054016269	1680.5882343468465	2514.4166395580382	1935.0918580057212
gRNA_1591	Brca2	1260.9193598643244	2027.5555831568188	443.17118664276137	521.0673883971895	300.25925114012824
gRNA_1592	Brca2	559.9609936777671	244.9226545033766	130.87399105544046	205.6679944576151	12.642494784847505
gRNA_1696	Btk	910.4401767710457	659.0186889214566	2563.468332736723	11738.1245617273	5161.298495913994
gRNA_1725	Card11	354.50767945067264	295.4221708958254	468.0995658914167	631.4258244476171	1146.516245800858
gRNA_1726	Card11	37.263591305894565	146.44859753810147	211.89122361357028	74.6173516477323	8.69171516458266
gRNA_1733	Card11	560.9681177671155	368.6464696648761	728.462638044039	1165.6609807826417	373.74375207705435
gRNA_1738	Card11	510.61191329969046	191.89816229130537	2007.426984495883	641.4584095431104	917.3710278254971
gRNA_1817	Card11	2037.4120327520193	2383.5771737235827	744.3891025640132	200.02466534140004	933.9643022306094
gRNA_1848	Carm1	98.69816075615319	371.1714454844986	87.94178234942297	5.016292547746709	1.5803118481059382
gRNA_1855	Casp8	453.2058402068258	239.87270286413172	648.1378604650386	555.5543996629481	693.7569013185068
gRNA_1857	Casp8	342.4221903784906	247.44763032299903	290.83109123431217	432.0281956746853	57.681382455866746
gRNA_1858	Casp8	242.71690553298893	275.22236433884586	873.8781836611951	667.7939454187807	1026.4125453448069
gRNA_1871	Cbfb	1461.3370536446762	1593.259742181759	1312.8946404291805	1629.041004880744	1263.4593225606975
gRNA_1875	Cbfb	857.0626000355751	398.9461795003454	265.2102570065275	401.30340381973673	40.297952126701425
gRNA_1876	Cbfb	156.1042338490178	53.02449221207122	594.8188270720813	531.7270100611512	378.4846876213722
gRNA_1882	Cbl	538.8113878014485	320.67192909204977	157.18728026235442	251.4416639558038	202.27991655756009
gRNA_1898	Cbl	438.0989788665983	512.5700913833551	522.1110542635032	223.22501837472856	38.71764027859548
gRNA_1901	Cbl	1034.3164397609114	1045.33998932369	1815.616955277063	2952.0881643489383	1665.6486879036588
gRNA_1904	Cbl	509.60478921034195	441.87076843392686	276.9819916517259	70.85513223692227	38.71764027859548
gRNA_1905	Cbl	1643.626513816755	2348.2275122488686	179.3458395944925	37.62219410810032	282.8758208109629
gRNA_1906	Cbl	242.71690553298893	88.37415368678538	718.0758133570993	1964.505569011305	133.53635116495178
gRNA_1925	Ccnd1	2161.288295741885	1977.05606676437	1763.6828318423643	502.25629134313925	449.5987207861394
gRNA_1928	Ccnd1	1.0071240893485018	7.574927458867318	13.156644603456979	1.881109705405016	22.914521797536104
gRNA_1929	Ccnd1	836.920118248605	1164.0138528459445	170.3439248658114	191.87318995131164	404.55983311512017
gRNA_1930	Ccnd1	426.0134897944163	1037.7650618648224	433.476816934951	213.8194698477035	335.81626772251184
gRNA_1953	Ccnd3	549.889752784282	1886.156937257962	256.20834227784644	638.3232267007687	724.5729823565727
gRNA_1961	Ccnd3	1034.3164397609114	1368.536894235362	288.0612713177949	437.04448822243205	332.65564402629997
gRNA_1962	Ccnd3	904.3974322349546	1780.1079528338196	104.5607018485265	1128.6658232430095	1293.4852476747103
gRNA_1963	Ccnd3	2383.8627194879036	3744.5391405000773	222.27804830051	344.24307608911795	445.64794116587456
gRNA_1972	Cd79a	1547.9497253286472	2237.128576185481	977.0539755514629	463.3800240981023	151.70993741817006
gRNA_1973	Cd79a	2490.617872958845	4565.15628187737	96.94369707810405	265.8635050305756	351.61938620357125
gRNA_1977	Cd79a	224.5886719247159	222.19787212677466	337.91802981510557	130.42360624141443	110.62182936741567
gRNA_1978	Cd79a	426.0134897944163	290.37221925658054	199.4270339892426	309.12902825489095	678.7439387615004
gRNA_1980	Cd79b	586.1462200008281	830.7170446557825	191.81002921882015	443.94189047558376	285.24628858312184
gRNA_1981	Cd79b	4029.5034814833557	6875.509156831902	6425.289751340911	5337.335270802499	5455.236499661699
gRNA_1983	Cd79b	4269.199014748299	5032.276808507521	2890.9995378648887	1383.8697066096233	2291.4521797536104
gRNA_1984	Cd79b	3893.541729421308	4489.407007288697	2769.8199165172587	1881.7367419734844	2314.3667015511464
gRNA_1985	Cd79b	3817.000298630822	5001.977098672052	3277.3894162190463	2426.6315199724704	5356.467009155077
gRNA_1989	Cdc73	319.2583363234751	116.14888770263221	1558.7161580200873	1113.6169455997695	1112.5395410665806
gRNA_1994	Cdc73	1120.9291114448824	845.8668995735171	1629.3465658912774	824.5530875358653	1423.8609751434503
gRNA_1995	Cdc73	1260.9193598643244	1729.608436441371	1388.3722331542758	1047.778105910594	1649.8455694225995
gRNA_1996	Cdc73	112.7978980070322	141.39864589885659	173.80619976145798	190.61911681437496	270.23332602611544
gRNA_2011	Cdh1	138.98312433009326	116.14888770263221	988.8257101966614	675.9454208088691	629.7542714702164
gRNA_2012	Cdh1	802.677899210756	510.04511556373274	554.656438282581	95.30955840718748	12.642494784847505
gRNA_2043	Cdk12	155.09710975966928	70.69932294942829	906.4235676802729	2446.069653594989	1339.3142912697826
gRNA_2044	Cdk12	54.3847008248191	37.87463729433659	666.83414490153	174.31616603419815	861.2699572177363
gRNA_2105	Cdk8	36.25646721654606	22.724782376601954	353.8444943350798	403.8115500936101	658.9900406601762
gRNA_2133	Chek2	981.9459871147893	891.3164643267211	250.6687024448119	451.46632929720386	819.3916932429289
gRNA_2134	Chek2	174.23246745729082	37.87463729433659	184.885479427527	31.97886499188527	31.606236962118764
gRNA_2135	Chek2	418.9636211689768	111.09893606338733	1683.3580542633638	252.06870052427215	481.99511367231116
gRNA_2154	Cic	4439.402985848196	7122.956787154901	3413.8030471075213	2241.6557322743106	1683.0321182328241
gRNA_2202	Cic	1356.596148352432	891.3164643267211	2904.848637447475	2100.5725043689345	4563.940617329949
gRNA_2203	Cic	187.32508061882135	65.64937131018343	616.9773864042194	556.8084727998847	125.63479192442209
gRNA_2215	Crebbp	184.30370835077585	227.24782376601954	988.8257101966614	359.9189903008264	346.08829473520046
gRNA_2234	Crebbp	755.3430670113764	871.1166577697416	1245.0340524745077	501.0022182062026	455.12981225451017
gRNA_2240	Crebbp	732.1792129563609	1406.4115315296986	2568.315517590628	2325.678632449068	1687.773053777142
gRNA_2265	Crebbp	729.1578406883153	1482.1608061183717	240.9743327370015	162.4024712332997	617.1117766853689
gRNA_2268	Crebbp	159.12560611706328	27.774734015846832	1736.6770876563212	2842.9838014354473	829.6637202556176
gRNA_2269	Crebbp	85.60554759462265	30.299709835469272	712.5361735240648	512.915913007101	814.6507576986111
gRNA_2270	Crebbp	38.27071539524307	22.724782376601954	1404.29869767425	2742.030913912045	447.2282530139805
gRNA_2281	Crebbp	2036.4049086626708	2446.7015692141435	1380.062773404724	1135.5632254961613	1454.677056181516
gRNA_2284	Crebbp	748.2931983859369	853.4418270323845	163.41937507451826	294.70718718011915	411.67123643159687
gRNA_2285	Crebbp	699.9512420972088	1353.3870393176273	1323.2814651161202	259.5931393458922	502.53916769768836
gRNA_2292	Crebbp	932.5969067367128	901.4163676052108	1356.5193041143273	874.0889764448641	335.0261117984589
gRNA_2293	Crebbp	1076.6156515135485	643.868834003722	1542.7896935001131	1134.3091523592245	437.74638192534485
gRNA_2294	Crebbp	2431.1975516872835	2317.927802413399	1074.6901276086962	1249.0568443889306	1207.3582519529368
gRNA_2297	Crebbp	1039.352060207654	810.517238098803	2411.1282373282734	2375.214521358067	2582.229559805103
gRNA_2298	Crebbp	773.4713006196494	611.0441483486303	702.149348837125	683.4698596304892	1186.8141979275595
gRNA_2316	Crebbp	362.56467216546065	835.7669962950274	568.5055378651673	363.6812097116364	1187.6043538516126
gRNA_2326	Crebbp	164.1612265638058	75.74927458867317	274.2121717352086	127.28842339907276	38.71764027859548
gRNA_2384	Csf3r	94.66966439875917	83.3242020475405	166.88164997016483	363.0541731431681	274.18410564638026
gRNA_2385	Csf3r	1051.4375492798358	1742.233315539483	3397.876582587547	2190.8657702283754	3317.074569174364
gRNA_2386	Csf3r	820.806132819029	1093.3145298965162	1161.93945497899	988.83666847457	408.510612735385
gRNA_2387	Csf3r	704.9868625439512	765.0676733455991	661.2945050684955	584.3980818124917	2706.284039881419
gRNA_2388	Csf3r	67.47731398634963	22.724782376601954	83.09459749551776	158.01321525402133	255.220363469109
gRNA_2398	Ctcf	2.0142481786970037	30.299709835469272	0.0	0.0	21.334209949430164
gRNA_2399	Ctcf	739.2290815818003	522.669994661845	3556.44877280816	1748.1779528897282	1724.9103822076315
gRNA_2401	Ctcf	19.135357697621536	0.0	0.0	0.0	0.0
gRNA_2415	Ctcf	701.9654902759058	646.3938098233444	603.1282868216331	275.26905355760067	492.26714068499973
gRNA_2416	Ctcf	3133.1630419631892	2827.972917977132	2806.520030411112	1237.7701861565006	2327.799352260047
gRNA_2417	Ctcf	1564.0637107582234	2216.9287696285014	909.8858425759195	1466.638533647444	1197.0862249402483
gRNA_2440	Ctcf	1168.263943644262	1482.1608061183717	353.1520393559505	115.37472859817431	471.72308665962254
gRNA_2441	Ctcf	554.9253732310245	696.8933262157932	366.30868395940746	171.18098319185646	576.8138245586674
gRNA_2445	Ctnnb1	578.08922728604	320.67192909204977	963.897330948006	1120.5143478529212	3236.4786649209614
gRNA_2446	Ctnnb1	212.50318285253388	121.19883934187709	453.5580113297011	643.9665558169838	606.8397496726802
gRNA_2457	Ctnnb1	537.8042637121	1116.0393122731182	250.6687024448119	996.9881438646585	1087.2545514968854
gRNA_2458	Ctnnb1	273.9377523027925	179.27328319319318	285.98390638040695	263.35535875670223	116.94307675983943
gRNA_2466	Ctnnb1	1566.0779589369204	2598.20011839149	352.45958437682117	866.5645376232441	1272.1510377252803
gRNA_2472	Ctnnb1	217.5388032992764	196.94811393055025	117.02489147285418	143.59137417924956	118.52338860794536
gRNA_2473	Ctnnb1	1357.6032724417805	1850.8072757832479	364.92377400114884	742.4112970665129	783.8346766605454
gRNA_2474	Ctnnb1	321.2725845021721	55.549468031693664	365.61622898027815	864.683427917839	365.8421928365247
gRNA_2494	Ctnnb1	1215.5987758436418	1451.8610962829025	129.48908109718184	193.75429965671665	988.4850609902643
gRNA_2521	Cul3	119.84776663247172	133.82371843998928	420.320172331494	558.6895825052898	862.8502690658422
gRNA_2526	Cul3	561.975241856464	429.2458893358147	752.698562313565	309.12902825489095	313.69190184902874
gRNA_2527	Cul3	220.5601755673219	63.12439549056098	115.63998151459555	214.44650641617181	447.2282530139805
gRNA_2568	Daxx	2123.017580346642	3729.389285582343	660.6020500893661	789.4390397016384	365.8421928365247
gRNA_2569	Daxx	568.017986392555	275.22236433884586	160.649555158001	119.13694800898435	63.21247392423753
gRNA_2620	Dicer1	1686.9328496587407	1676.5839442292997	1445.1535414428797	1631.5491511546172	710.3501757236193
gRNA_2645	Dis3	162.1469783851088	100.99903278489757	20.77364937387944	1.881109705405016	3.9507796202648455
gRNA_2648	Dis3	369.61454079090015	593.3693176112732	162.72692009538895	678.4535670827424	175.41461513975915
gRNA_2649	Dis3	1949.7922369786995	3231.969049116722	1054.608933213946	1194.504662932185	2506.374591096018
gRNA_2657	Dis3	818.791884640332	1068.0647717002919	806.7100506856516	578.1277161278083	521.5029098749596
gRNA_2658	Dis3	152.07573749162378	320.67192909204977	191.81002921882015	11.913694800898435	125.63479192442209
gRNA_2671	Dnmt1	55.3918249141676	20.199806556979514	37.39256887298299	101.57992409187086	15.803118481059382
gRNA_2679	Dnmt3a	437.0918547772498	234.82275122488684	218.1233184257341	272.133870715259	469.3526188874636
gRNA_2683	Dnmt3a	718.0794757054819	401.47115531996786	709.0738986284182	419.48746430531855	342.9276710389886
gRNA_2684	Dnmt3a	242.71690553298893	217.14792048752977	200.81194394750125	299.7234797278659	601.3086582043095
gRNA_2691	Dnmt3a	1453.2800609298881	1371.0618700549844	321.299110316002	680.9617133566157	860.4798012936833
gRNA_2692	Dnmt3a	1460.3299295553277	1373.586845874607	5922.567436493028	2664.278379421971	2033.0711925882895
gRNA_2693	Dnmt3a	2283.1503105530537	2918.8720474835395	2168.7689946330133	3256.2009000560824	1951.6851324108336
gRNA_2694	Dnmt3a	1267.9692284897637	898.8913917855883	1228.4151329754043	3821.1608482460556	1377.241775624325
gRNA_2696	Dnmt3a	736.2077093137549	590.8443417916508	4506.49700417358	2778.3990348832085	1611.9180850680568
gRNA_2697	Dnmt3a	1170.2781918229591	838.2919721146499	1076.7674925460842	579.381789264745	1560.557950004614
gRNA_2698	Dnmt3a	1959.8634778721846	1608.4095970994938	1685.4354192007518	1511.1581300086962	2215.5972110445255
gRNA_2702	Dnmt3a	829.8702496231655	845.8668995735171	84.47950745377639	151.11581300086962	18.17358625321829
gRNA_2703	Dnmt3a	640.5309208256472	409.04608277883517	373.2332337507006	814.520502440372	395.8681179505375
gRNA_2723	Dnmt3a	937.6325271834552	593.3693176112732	828.1761550386603	521.6944249656577	640.816454406958
gRNA_2724	Dnmt3a	1043.380556565048	2234.6036003658587	1870.3208986282789	1041.5077402259105	1886.8923466384902
gRNA_2739	Dnmt3a	2744.4131434746673	2376.0022462647153	777.6269415622204	1940.6781794095082	2339.6516911208414
gRNA_2747	Dnmt3a	156.1042338490178	63.12439549056098	423.78244722714055	359.9189903008264	350.0390743554653
gRNA_2748	Dnmt3a	171.2110951892453	75.74927458867317	816.4044203934619	708.5513223692227	546.7878994446546
gRNA_2775	Dnmt3a	2100.8608503809746	3327.9181302623747	2807.9049403693707	2961.4937128759634	3261.7636544906563
gRNA_2776	Dnmt3a	1328.396673850674	1727.0834606217484	1242.9566875371197	623.2743490575286	2289.0817119814515
