sgRNA	Gene	d5_rep2	d5_rep3	B1	B2	B3	B4
gRNA_528	Arid1a	1199.139727414236	1807.5606448115839	647.8011103353316	2315.025306714982	920.4353183755863	4505.37768531288
gRNA_594	Arid1a	219.95270138205876	250.73144030478	47.607430680811774	1149.5784462895417	89.68679844769227	10397.025427645109
gRNA_671	Arid1a	276.9284011376523	134.37894186269253	945.9143072175576	165.73676986382964	405.8818615880964	1848.724500331007
gRNA_736	Arid1b	293.491104554976	350.6962629099537	90.68082034440337	514.8418808535985	231.745450003526	425.28316418022575
gRNA_740	Arid1b	140.451724978905	139.29524461376667	185.3289265788744	225.68411215500205	1355.1216991731606	235.0536768605361
gRNA_741	Arid1b	818.1975488157908	611.2603087168819	1378.3484692349311	1412.2888580949739	2911.220384648814	1933.9997877501783
gRNA_767	Arid1b	912.2737042261895	804.6348835924639	403.529650532595	370.26299650430025	5.237185310814147	459.1746245647682
gRNA_768	Arid1b	196.10240846111262	180.26443420605096	72.5446562755227	96.97364194160245	87.72285395613696	27.33182289076001
gRNA_769	Arid1b	685.6959214772013	680.0885472319195	651.2016410982467	1084.3416326197364	682.1433867335427	279.8778664013825
gRNA_806	Arid1b	217.9651769719799	499.8241130258686	11.335102543050422	606.5260514165681	5379.243962369981	98.39456240673604
gRNA_807	Arid1b	217.30266883528697	224.511158965718	23.236960213253365	222.15779790258014	72.6659461875463	5.466364578152002
gRNA_828	Arid2	144.4267737990627	39.33042200859294	105.41645365036892	112.84205607750103	118.49131765717007	220.84112895734089
gRNA_829	Arid2	60.95074857575122	24.581513755370587	1046.2299647235538	373.78931075672216	1520.747684627658	882.2712429137331
gRNA_830	Arid2	95.40117168378453	249.0926727210886	966.3174917950485	350.86826811597973	818.9648529785622	378.27242880811855
gRNA_831	Arid2	49.025602115278154	24.581513755370587	600.1936796545198	160.44729848519677	675.596905095025	2202.9449249952568
gRNA_871	Arid2	642.6328925921596	489.9915075237204	718.6455012293967	343.81563961113596	339.76239703906776	275.50477473886093
gRNA_895	Arid5b	68.9008462160666	114.71373085839608	478.9080824438803	169.26308411625155	26.840574717922504	33.89146038454241
gRNA_896	Arid5b	159.00195280630754	170.43182870390274	243.70470467558405	81.10522780570386	411.77369506276233	712.813940991021
gRNA_901	Arid5b	224.5902583389094	544.0708377855357	68.57737038545505	45.84208528148479	37.314945339550796	1.0932729156304004
gRNA_974	Asxl2	631.3702542683795	1101.2518162406022	310.58180967958157	546.5787091253956	231.745450003526	18.585639565716807
gRNA_978	Asxl2	640.6453681820808	983.2605502148234	328.7179737484622	597.7102657855132	610.7867368736999	28.42509580639041
gRNA_979	Asxl2	239.82794548284718	313.00460848505213	125.25288310070715	126.94731308718866	148.60513319435142	116.98020197245285
gRNA_992	Atm	126.53905410835308	75.38330884980313	404.0964056597475	119.89468458234484	5681.691414069498	268.9451372450785
gRNA_993	Atm	74.20091130961018	47.5242599270498	438.1017132888988	359.6840537470345	516.5174012790452	1015.650538620642
gRNA_999	Atm	1359.4666964939295	1219.2430822663812	1534.2061292018745	447.8419100575822	300.4835072079617	131.19274987564805
gRNA_1000	Atm	484.95595605923796	601.4277032147337	400.1291197696799	2687.051460345493	1841.5252849150245	707.3475764128691
gRNA_1008	Atm	1287.2533095943982	1283.1550180303445	7694.2676062226265	4818.708425934536	12831.10401149466	9192.238674620407
gRNA_1009	Atm	603.5449125272756	668.61717414608	1126.1424376520595	248.60515479574445	2345.6043710808863	744.5188555443027
gRNA_1010	Atm	316.01638120253625	478.52013443788076	809.3263215738001	349.1051109897688	430.7584918144636	924.9088866233187
gRNA_1011	Atm	123.22651342488834	60.63440059658078	267.50842001598994	317.3682827179716	147.95048503049966	1973.3576127128727
gRNA_1014	Atm	1781.4843795673373	1820.6707854811148	2647.8799540565783	1496.9204001530995	720.1129802369452	2176.7063750201273
gRNA_1017	Atm	548.556737181761	362.1676359957933	1523.4377817859768	719.368107494069	3286.333782535877	1650.8421026019046
gRNA_1018	Atm	70.88837062614544	31.136584090136076	1156.7472145182956	313.8419684655497	2343.6404265893307	350.94060591735854
gRNA_1035	Atm	316.01638120253625	335.94735465673136	257.8735828543971	197.4735981356268	640.2459042470294	205.5353081385153
gRNA_1036	Atm	117.92644833134476	124.5463363605443	964.6172264135909	225.68411215500205	210.7967087602694	50.29055411899842
gRNA_1045	Atm	618.7825996712135	491.6302751074117	5.667551271525211	611.8155227952009	63.500871893621536	0.0
gRNA_1046	Atm	384.2547192819099	1186.4677305925536	214.8001931908055	803.9996495521948	329.2880264174395	2140.628368804324
gRNA_1047	Atm	72.87589503622429	119.63003360947019	18.702919196033196	253.89462617437732	17.675500423997747	0.0
gRNA_1048	Atm	447.19299226773995	317.92091123612624	104.28294339606387	562.4471232612942	196.3944491555305	514.9315432619186
gRNA_1049	Atm	614.1450427143628	537.5157674507701	421.6658146014757	116.36837032992294	32.732408192588416	94.02147074421444
gRNA_1056	Atm	31.13788242456856	247.45390513739724	327.0177083670047	1.7631571262109536	51.06255678043794	1065.9410927396405
gRNA_1065	Atm	445.2054678576611	204.84594796142156	291.31213535639586	1228.9205169690347	411.77369506276233	212.09494563229768
gRNA_1066	Atm	910.9486879528035	421.16326900868273	448.30330557764415	8627.127818550196	380.3505831978774	3019.619792971166
gRNA_1069	Atp6v1b2	206.04003051150684	301.5332353992125	448.8700607047967	1027.9206045809858	12376.123537617681	552.1028223933522
gRNA_1082	Atr	617.4575833978275	857.0754462705878	339.4863211643601	61.710499417383375	134.85752175346428	1495.5973485823877
gRNA_1083	Atr	568.4319812825495	1288.0713207814188	1052.4642711222316	507.78925234875464	285.426599439371	144.31202486321286
gRNA_1095	Atr	330.5915602097811	195.01334245927333	1034.328107053351	833.973320697781	145.3318923750926	851.659601276082
gRNA_1109	Atr	16.5627034173237	60.63440059658078	2905.7535369109755	389.65772489262076	2167.540070513205	3074.283438752686
gRNA_1121	Atrx	517.4188547571924	193.37457487558194	21.5366948317958	174.5525554948844	154.49696666901733	224.1209477042321
gRNA_1122	Atrx	287.52853132473945	55.71809784550666	319.64989171402186	158.6841413589858	73.97524251524983	2.186545831260801
gRNA_1127	Atrx	186.1647864107184	106.51989293993921	580.9240053313341	230.97358353363492	1137.1238606105217	1274.756219625047
gRNA_1145	Atrx	506.15621643341234	393.3042200859294	582.0575155856392	738.7628358823895	587.874051138888	1014.5572657050116
gRNA_1146	Atrx	536.6315907212879	534.2382322833874	222.16800984378827	913.315391377274	503.4244380020099	727.0264888942163
gRNA_1148	Atrx	1007.0123677732811	1068.476464566775	120.71884208348699	1061.420589978994	1046.127765835126	63.40982910656322
gRNA_1149	Atrx	268.31579536064396	419.52450142499134	402.39614027829	518.3681951060204	85.10426130072989	3.279818746891201
gRNA_1150	Atrx	204.052506101428	176.9868990386682	920.9770816228468	260.94725467922115	1812.7207657055467	255.8258622575137
gRNA_1151	Atrx	200.0774572812703	80.29961160087726	119.01857670202942	7.052628504843814	295.9009700609993	13.119274987564804
gRNA_1281	B2m	548.556737181761	445.7447827640533	1021.292739128843	692.9207506009047	470.69202980942146	1358.9382341285877
gRNA_1282	B2m	1194.5021704573853	1561.745507257878	2179.1734639014435	516.6050379798094	951.2037820766194	3733.5270068778173
gRNA_1283	B2m	1124.2763079679328	1191.3840333436278	29.471266611931096	359.6840537470345	197.70374548323406	178.20348524775525
gRNA_1284	B2m	394.85484946899703	598.1501680473509	495.3439811313034	204.5262266404706	89.68679844769227	44.82418954084642
gRNA_1285	B2m	127.86407038173897	93.40975227040823	34.57206275630379	0.0	0.0	0.0
gRNA_1313	Bap1	1179.2644833134475	1469.974522571161	453.97085684916937	685.8681220960609	6175.9507777775825	769.6641326038019
gRNA_1314	Bap1	251.0905838066273	275.31295406015056	171.16004840006136	22.921042640742396	75.28453884295337	1.0932729156304004
gRNA_1317	Bap1	76.18843571968902	42.607957175975685	44.20689991789664	133.99994159203246	56.29974209125208	1.0932729156304004
gRNA_1318	Bap1	116.60143205795886	503.1016481932513	379.1591800650366	1.7631571262109536	11.129018785480062	43.73091662521602
gRNA_1321	Bap1	327.27901952631635	337.5861222404227	1681.56246226153	276.8156688151197	132.89357726190897	208.81512688540647
gRNA_1322	Bap1	311.37882424568556	209.76225071249567	1238.3599528282587	1258.8941881146209	1163.964435328444	3004.3139721523403
gRNA_1337	Bap1	461.10566313829185	699.7537582362161	762.8524011472933	100.49995619402435	185.26543037005044	599.1135577654594
gRNA_1338	Bap1	321.3164462960798	258.92527822323683	906.8082034440338	255.65778330058828	663.8132381456932	320.3289642797073
gRNA_1339	Bap1	583.0071602897943	340.8636574078055	481.7418580796429	2905.6829439956514	714.8757949261311	2762.700657798022
gRNA_1340	Bap1	700.2711004844462	1130.749632747047	189.29621246894203	539.5260806205517	479.8571041033462	73.24928534723682
gRNA_1341	Bap1	360.4044263609637	353.9737980773364	173.42706890867146	215.10516939773635	742.3710178079053	212.09494563229768
gRNA_1342	Bap1	1067.9631163490324	2399.1557425241695	433.0009171445261	518.3681951060204	1157.4179536899264	265.6653184981873
gRNA_1343	Bap1	118.58895646803771	80.29961160087726	135.45447538945254	215.10516939773635	352.85536031610314	60.13001035967202
gRNA_1361	Bap1	1770.8842493802501	2004.2127548545484	745.8497473327177	380.841939261566	1468.3758315195164	1365.4978716223702
gRNA_1362	Bap1	896.3735089455587	1112.7231893264418	1093.2706402772133	890.3943487365316	113.9087805102077	698.6013930878258
gRNA_1373	Bcl2	1056.700478025252	850.5203759358222	1217.3900131236153	2320.3147780936147	181.33754138693985	1088.8998239678788
gRNA_1374	Bcl2	435.9303539439598	257.2865106395455	231.2360918782286	61.710499417383375	914.5434849009205	213.18821854792807
gRNA_1375	Bcl2	886.4358868951645	521.1280916138564	1257.0628720242917	684.10496496985	877.2285395613696	780.5968617601059
gRNA_1376	Bcl2	127.86407038173897	285.1455595622988	27.20424610332101	290.92092582480734	84.44961313687813	554.289368224613
gRNA_1377	Bcl2	147.73931448252742	216.31732104726117	612.6622924518753	497.2103095914889	181.9921895507916	207.72185396977608
gRNA_1378	Bcl2	223.2652420655235	214.67855346356978	178.52786505304414	271.5261974364868	41.89748248651318	238.3334956074273
gRNA_1379	Bcl2	90.76361472693388	825.9388621804517	190.4297227232471	1294.15733063884	691.3084610274674	391.3917037956833
gRNA_1380	Bcl2	310.0538079722997	403.1368255880776	22.670205086100843	38.789456776640975	32.732408192588416	220.84112895734089
gRNA_1381	Bcl2	385.57973555529577	412.96943109022584	2022.7490488073477	775.7891355328196	209.4874124325659	73.24928534723682
gRNA_1382	Bcl2	371.6670646847439	748.9167857469572	113.35102543050422	296.2103972034402	22.258037570960123	238.3334956074273
gRNA_1383	Bcl2	920.2238018665048	1327.4017427900117	1693.464319931733	149.86835572793106	460.2176591877932	85.27528741917124
gRNA_1384	Bcl2	151.05185516599215	108.15866052363059	35.70557301060883	10.578942757265722	57.60903841895562	8.746183325043203
gRNA_1385	Bcl2	1140.8390113852565	1227.4369201848378	296.97968662792107	1149.5784462895417	13348.930709101409	1705.5057483834246
gRNA_1406	Bcl2	247.77804312316258	285.1455595622988	36.83908326491387	68.76312792222718	255.96743206604143	297.3702330514689
gRNA_1407	Bcl2	324.62898697954455	814.4674890946121	1151.0796632467702	449.60506718379315	566.2706617317797	161.80439151329927
gRNA_1459	Bcor	2094.188220086409	2813.7639411980863	602.4607001631299	722.8944217464909	875.9192432336661	1349.0987778879141
gRNA_1460	Bcor	1794.7345423011964	3616.760057206859	1677.5951763714625	3695.5773365381588	409.15510240735523	557.5691869715042
gRNA_1461	Bcor	296.1411371017478	376.91654424901566	109.38373954043657	691.1575934746938	788.8510374413809	392.4849767113137
gRNA_1463	Bcor	716.1712957650768	386.7491497511639	1141.4448260851775	1193.6573744448156	2576.0405247567087	4630.010797694746
gRNA_1491	Bcor	526.0314605342007	298.2557002318298	527.6490233789971	476.05242407695744	1044.1638213435706	767.4775867725411
gRNA_1492	Bcor	1012.3124328668247	984.8993177985149	887.538529120848	289.1577686985964	1811.411469377843	2725.5293786665884
gRNA_1545	Braf	132.5016273385896	101.60359018886508	563.9213515167585	91.68417056296958	342.38098969447486	554.289368224613
gRNA_1548	Braf	148.40182261922035	32.77535167382745	1678.7286866257675	1264.1836594932538	692.617757355171	956.6138011766003
gRNA_1549	Braf	80.82599267653967	27.85904892275333	498.74451189421853	453.13138143621507	197.70374548323406	309.3962351234033
gRNA_1550	Braf	319.9914300226939	214.67855346356978	328.1512186213097	375.5524678829331	466.76414082631084	437.30916625216014
gRNA_1551	Braf	483.6309397858521	350.6962629099537	440.9354889246614	800.4733352997729	655.3028120156201	910.6963387201235
gRNA_1552	Braf	165.627034173237	52.44056267812392	901.707407299661	618.8681513000447	2172.1226076601674	3632.9458986398204
gRNA_1558	Braf	2420.142223339339	2359.825320515576	1904.8639823596234	4280.945502440195	655.3028120156201	1494.5040756667574
gRNA_1559	Braf	378.29214605167334	447.3835503477447	608.1282514346551	599.4734229117242	32.732408192588416	298.4635059670993
gRNA_1569	Braf	355.10436126742013	232.70499688417488	1233.259156683886	1955.3412529679474	4212.660934386129	12743.189104587947
gRNA_1570	Braf	151.71436330268511	37.691654424901564	398.4288543882223	366.73668225187834	616.023922184514	740.145763881781
gRNA_1573	Braf	180.20221318048186	129.46263911161842	327.0177083670047	192.18412675699395	89.0321502838405	501.8122682743538
gRNA_1583	Brca1	772.4844873839775	783.330905004476	755.4845844943106	2327.3674065984587	2168.8493668409087	460.2678974803986
gRNA_1588	Brca2	149.06433075591332	18.026443420605098	1806.8153453622372	195.71044100941583	692.617757355171	2305.7125790645146
gRNA_1590	Brca2	1984.8743775320725	2707.2440482581474	1233.8259118110384	2306.209521083927	991.1373200715773	138.84566028506086
gRNA_1591	Brca2	829.460187139571	1315.930369704172	800.8249946665122	1586.8414135898581	339.10774887521603	1549.1677214482775
gRNA_1592	Brca2	368.3545240012791	158.96045561806312	98.61539212453867	61.710499417383375	3.273240819258842	637.3781098125235
gRNA_1696	Btk	598.907355570425	427.7183393434482	1734.2706890867146	1964.1570385990024	1586.2125010128348	18992.337090331315
gRNA_1725	Card11	233.20286411591772	191.73580729189058	297.54644175507354	176.31571262109534	861.5169836289272	994.8783532236644
gRNA_1726	Card11	24.512801057639077	95.0485198540996	308.3147891709715	19.394728388320488	0.0	48.10400828773762
gRNA_1733	Card11	369.0170321379721	239.26006721894038	590.5588424929269	1232.4468312214565	331.2519709089948	862.5923304323859
gRNA_1738	Card11	335.89162530332464	124.5463363605443	121.28559721063951	437.26296730031646	4057.5093195532604	142.12547903195204
gRNA_1817	Card11	1340.2539605298339	1546.9965990046555	287.9116045934807	91.68417056296958	282.80800678396395	26.238549975129608
gRNA_1848	Carm1	64.92579739590892	240.89883480263174	88.9805549629458	77.57891355328195	0.0	0.0
gRNA_1855	Casp8	298.12866151182664	155.68292045068037	951.0151033619304	185.13149825215012	341.7263415306231	182.57657691027686
gRNA_1857	Casp8	225.25276647560233	160.5992232017545	474.37404142666014	1050.8416472217284	229.12685734811893	148.68511652573446
gRNA_1858	Casp8	159.66446094300048	178.6256666223596	702.7763576691261	262.7104118054321	1032.3801543942388	1852.0043190778983
gRNA_1871	Cbfb	961.2993063414676	1034.062345309256	989.5544520083018	403.76298190230835	917.1620775563275	387.01861213316175
gRNA_1875	Cbfb	563.7944243256987	258.92527822323683	234.0698675139912	111.07889895129007	114.56342867405947	230.68058519801448
gRNA_1876	Cbfb	102.68876118740695	34.41411925751882	244.8382149298891	119.89468458234484	66.77411271288038	147.59184361010406
gRNA_1882	Cbl	354.4418531307272	208.1234831288043	102.58267801460632	308.55249708691684	88.37750211998873	3.279818746891201
gRNA_1898	Cbl	288.1910394614324	332.6698194893486	176.82759967158657	352.6314252421907	16.366204096294208	122.44656655060484
gRNA_1901	Cbl	680.3958563836577	678.4497796482282	1471.2963100879447	1505.7361857841543	1103.7368042540816	666.8964785345443
gRNA_1904	Cbl	335.22911716663174	286.7843271459902	9.63483716159286	171.0262412424625	67.42876087673214	587.087555693525
gRNA_1905	Cbl	1081.2132790828912	1524.0538528329764	114.48453568480926	156.92098423277486	608.8227923821446	3136.5999949436186
gRNA_1906	Cbl	159.66446094300048	57.35686542919804	425.0663453643908	525.4208236108642	85.10426130072989	1574.3129985077767
gRNA_1925	Ccnd1	1421.7424613430665	1283.1550180303445	369.52434290344377	354.39458236840164	426.17595466750123	299.5567788827297
gRNA_1928	Ccnd1	0.6625081366929481	4.9163027510741175	3.4005307629151265	70.52628504843814	31.42311186488488	3.279818746891201
gRNA_1929	Ccnd1	550.5442615918398	755.4718560817226	57.24226784240463	222.15779790258014	450.3979367300166	22.95873122823841
gRNA_1930	Ccnd1	280.240941821117	673.5334768971541	226.1352957338559	61.710499417383375	465.4548444986073	319.2356913640769
gRNA_1953	Ccnd3	361.72944263434965	1224.1593850174552	137.1547407709101	183.36834112593917	604.894903399034	261.2922268356657
gRNA_1961	Ccnd3	680.3958563836577	888.2120303607238	106.54996390467396	282.10514019375256	153.1876703413138	209.90839980103686
gRNA_1962	Ccnd3	594.9323067502673	1155.3311465024176	141.68878178813026	973.2627336684463	912.5795404093651	68.87619368471523
gRNA_1963	Ccnd3	1568.156759552208	2430.2923266143052	241.43768416697398	881.5785631054767	475.27456695638386	153.05820818825606
gRNA_1972	Cd79a	1018.2750060970611	1451.948079150556	303.7807481537513	497.2103095914889	147.29583686664787	1466.0789798603669
gRNA_1973	Cd79a	1638.3826220416606	2962.8917913140012	79.34571780135295	296.2103972034402	186.574726697754	112.60711030993124
gRNA_1977	Cd79a	147.73931448252742	144.21154736484078	37.97259351921891	158.6841413589858	46.48001963347556	1.0932729156304004
gRNA_1978	Cd79a	280.240941821117	188.45827212450783	70.84439089406513	220.3946407763692	221.92572754574948	2008.3423460130455
gRNA_1980	Cd79b	385.57973555529577	539.1545350344616	161.5252112384685	296.2103972034402	91.65074293924758	17.492366650086407
gRNA_1981	Cd79b	2650.695054908485	4462.364130391607	5536.6308371529785	4746.418983759887	2551.818542694193	5201.792532569445
gRNA_1983	Cd79b	2808.371991441407	3266.063794296905	857.5005073817644	1255.3678738621988	2509.266412043828	471.20062663670257
gRNA_1984	Cd79b	2561.256456454937	2913.7287638032603	922.1105918771518	1738.4729264440002	1889.9692490400553	1380.8036924411956
gRNA_1985	Cd79b	2510.905838066273	3246.3985832926087	6238.273684567799	1667.946641395562	3768.154831130779	1306.4611341783284
gRNA_1989	Cdc73	210.01507933166454	75.38330884980313	542.9514118121152	694.6839077271158	1379.9983293995278	1322.8602279127845
gRNA_1994	Cdc73	737.3715561392512	548.9871405366098	209.6993970464328	952.1048481539149	832.0578162555976	4007.938508701048
gRNA_1995	Cdc73	829.460187139571	1122.55579482859	611.5287821975702	967.9732622898135	610.7867368736999	3083.029622077729
gRNA_1996	Cdc73	74.20091130961018	91.77098468671686	114.48453568480926	7.052628504843814	310.95787782958996	100.58110823799684
gRNA_2011	Cdh1	91.42612286362683	75.38330884980313	425.0663453643908	479.57873832937935	111.29018785480062	2497.0353392998345
gRNA_2012	Cdh1	528.0189849442796	331.03105190565725	185.89568170602692	63.47365654359433	91.65074293924758	2.186545831260801
gRNA_2043	Cdk12	102.026253050714	45.88549234335843	965.1839815407434	661.1839223291075	1414.0400339198197	1402.6691507538037
gRNA_2044	Cdk12	35.7754393814192	24.581513755370587	2000.0788437212468	88.15785631054767	89.68679844769227	2018.181802253719
gRNA_2105	Cdk8	23.85029292094613	14.748908253222352	455.10436710347443	155.1578271065639	377.7319905424704	2383.3349560742727
gRNA_2133	Chek2	645.9454332756244	578.4849570430545	140.55527153382522	915.0785485034849	279.5347659647051	59.03673744404162
gRNA_2134	Chek2	114.61390764788001	24.581513755370587	128.6534138636223	0.0	3.273240819258842	47.01073537210722
gRNA_2135	Chek2	275.6033848642664	72.10577368242039	1990.444006559654	98.7367990678134	269.0603953430768	12.026002071934405
gRNA_2154	Cic	2920.335866542515	4622.963353593362	1672.4943802270898	2119.3148657055663	3151.476260782413	1389.549875766239
gRNA_2202	Cic	892.398460125401	578.4849570430545	2567.4007260009203	509.5524094749656	1837.5973959319138	866.9654220949076
gRNA_2203	Cic	123.22651342488834	42.607957175975685	218.20072395372063	322.6577540966045	149.91442952205497	61.22328327530242
gRNA_2215	Crebbp	121.23898901480949	147.4890825322235	138.28825102521515	532.473452115708	221.92572754574948	225.2142206198625
gRNA_2234	Crebbp	496.881102519711	565.3748163735235	177.9611099258916	324.42091122281545	128.96568827879838	167.27075609145126
gRNA_2240	Crebbp	481.64341537577326	912.7935441160945	974.2520635751837	1770.2097547157973	671.6690161119144	6401.112921015994
gRNA_2265	Crebbp	479.65589096569437	961.9565716268356	298.6799520093786	26.447356893164304	154.49696666901733	205.5353081385153
gRNA_2268	Crebbp	104.67628559748579	18.026443420605098	725.446562755227	1124.8942465225884	1307.9870313758333	4619.078068538442
gRNA_2269	Crebbp	56.31319161890058	19.66521100429647	337.78605578290257	271.5261974364868	585.9101066473327	1018.9303573675331
gRNA_2270	Crebbp	25.175309194332026	14.748908253222352	727.1468281366846	188.65781250457204	272.9882843261874	352.03387883298893
gRNA_2281	Crebbp	1339.591452393141	1587.9657885969398	2252.851630431271	860.4206775909454	1046.7824139989777	1060.4747281614884
gRNA_2284	Crebbp	492.2435455628604	553.9034432876839	92.94784085301346	966.2101051636025	466.1094926624591	160.71111859766887
gRNA_2285	Crebbp	460.4431550015989	878.3794248585756	126.3863933550122	573.02606601856	261.8592655407073	551.0095494777219
gRNA_2292	Crebbp	613.4825345776699	585.0400273778199	1115.940845363314	1103.736361008057	265.1325063599662	277.6913205701217
gRNA_2293	Crebbp	708.2211981247615	417.88573384129995	441.50224405181393	1184.8415888137608	279.5347659647051	502.9055411899842
gRNA_2294	Crebbp	1599.2946419767766	1504.38864182868	1196.420073418972	1209.525788580714	1127.304138152745	308.3029622077729
gRNA_2297	Crebbp	683.7083970671224	526.0443943649306	1382.8825102521514	967.9732622898135	830.7485199278941	638.4713827281538
gRNA_2298	Crebbp	508.80624898018414	396.5817552533121	854.6667317460018	396.71035339746453	1014.0500058063892	2474.076608071596
gRNA_2316	Crebbp	238.5029292094613	542.4320702018442	99.18214725169119	74.05259930086005	525.68247557297	136.65911445380004
gRNA_2326	Crebbp	107.98882628095053	49.16302751074117	549.7524733379454	118.13152745613388	36.66029717569903	796.9959554945619
gRNA_2384	Csf3r	62.27576484913712	54.079330261815294	41.93987940928656	116.36837032992294	82.48566864532282	5.466364578152002
gRNA_2385	Csf3r	691.6584947074377	1130.749632747047	1732.0036685781045	5201.313522322313	2127.606532518247	2147.1880062981063
gRNA_2386	Csf3r	539.9441314047526	709.5863637383643	434.70118252598365	558.9208090088723	477.2385114479392	600.2068306810899
gRNA_2387	Csf3r	463.75569568506364	496.5465778584858	321.35015709547946	336.76301110629214	1618.9449092054233	376.08588297685776
gRNA_2388	Csf3r	44.388045158427516	14.748908253222352	69.71088063976009	102.2631133202353	408.5004542435035	243.7998601855793
gRNA_2398	Ctcf	1.3250162733858961	19.66521100429647	0.5667551271525211	37.026299650430026	9.165074293924757	0.0
gRNA_2399	Ctcf	486.2809723326239	339.2248898241141	1435.0239819501833	654.1312938242638	705.7107206322063	864.7788762636467
gRNA_2401	Ctcf	12.587654597166013	0.0	0.0	0.0	25.53127839021897	1.0932729156304004
gRNA_2415	Ctcf	461.7681712749848	419.52450142499134	561.0875758809958	380.841939261566	222.58037570960124	857.1259658542339
gRNA_2416	Ctcf	2061.0628132517613	1835.4196937343372	3284.9127169760122	1532.1835426773187	991.1373200715773	5097.9316055845575
gRNA_2417	Ctcf	1028.8751362841483	1438.837938481025	519.1476964717093	527.1839807370751	510.62556780437933	3644.971900711755
gRNA_2440	Ctcf	768.5094385638198	961.9565716268356	1862.9241029503369	89.92101343675863	1570.5009450803923	21.86545831260801
gRNA_2441	Ctcf	365.04198331781436	452.2998530988188	539.5508810492	364.9735251256674	232.40009816737776	224.1209477042321
gRNA_2445	Ctnnb1	380.2796704617522	208.1234831288043	736.7816652982774	768.7365070279758	1099.154267107119	522.5844536713314
gRNA_2446	Ctnnb1	139.78921684221203	78.66084401718588	842.7648740757988	357.92089662082356	297.21026638870285	338.91460384542415
gRNA_2457	Ctnnb1	353.77934499403426	724.3352719915866	254.47305209148197	498.97346671769986	695.236350010578	840.7268721197779
gRNA_2458	Ctnnb1	180.20221318048186	116.35249844208744	145.0893125510454	96.97364194160245	59.57298291051092	302.83659762962094
gRNA_2466	Ctnnb1	1030.2001525575342	1686.2918436184223	167.75951763714625	650.6049795718419	2631.6856186841087	1659.5882859269477
gRNA_2472	Ctnnb1	143.1017575256768	127.82387152792705	58.37577809670967	107.55258469886817	235.01869082278486	259.1056810044049
gRNA_2473	Ctnnb1	893.060968262094	1201.216638845776	215.36694831795802	1980.025452734901	422.9027138482424	91.83492491295364
gRNA_2474	Ctnnb1	211.34009560505044	36.052886841210196	218.20072395372063	283.8682973199635	172.82711525686685	8.746183325043203
