id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Dot1l	1	0.099626	0.10009	0.776281	53	1	-1.7429	0.90037	0.90151	0.998649	203	0	-1.7429
Ikzf1	1	0.10524	0.10581	0.776281	54	1	-1.6817	0.89476	0.89589	0.998649	200	0	-1.6817
Sox9	3	0.11009	0.21218	0.787123	55	2	-0.90432	0.82007	0.82023	0.998649	183	0	-0.90432
Eed	7	0.11503	0.30106	0.830315	56	2	0.30244	0.338	0.60252	0.998649	102	4	0.30244
Stat6	4	0.11617	0.24558	0.804351	57	3	-0.75449	0.96902	0.96947	0.998649	220	0	-0.75449
Daxx	2	0.1258	0.21042	0.787123	58	1	-0.9975	0.82319	0.82106	0.998649	184	0	-0.9975
Elf3	3	0.12809	0.23407	0.791706	59	2	-1.9174	0.048312	0.11543	0.750279	32	1	-1.9174
NT	10	0.12834	0.35499	0.882822	60	6	-0.55016	0.57428	0.821	0.998649	135	3	-0.55016
Map2k2	2	0.13004	0.21655	0.787145	61	2	-0.77977	0.86996	0.86902	0.998649	196	0	-0.77977
Bcor	6	0.13044	0.30603	0.830315	62	2	0.54232	0.14603	0.33563	0.998649	54	4	0.54232
Etv6	9	0.13324	0.35161	0.882822	63	4	0.43921	0.03259	0.13124	0.776712	26	5	0.43921
Fgf4	5	0.13332	0.2937	0.830315	64	3	-0.71938	0.45012	0.64592	0.998649	116	2	-0.71938
Syk	1	0.13611	0.13659	0.787123	65	1	-2.1919	0.86389	0.86504	0.998649	194	0	-2.1919
Traf7	2	0.14036	0.23159	0.791706	66	2	-0.79708	0.85964	0.85802	0.998649	193	0	-0.79708
Negr1	1	0.14266	0.14323	0.787123	67	1	-1.8348	0.85734	0.85821	0.998649	192	0	-1.8348
Setbp1	3	0.15024	0.26124	0.823096	68	2	-1.1524	0.92466	0.92431	0.998649	210	0	-1.1524
Foxo1	4	0.15322	0.3063	0.830315	69	3	-1.0205	0.81979	0.83401	0.998649	182	1	-1.0205
Lyn	1	0.1623	0.16191	0.787123	70	1	-1.5611	0.8377	0.83869	0.998649	189	0	-1.5611
Arid5b	3	0.16783	0.2819	0.830315	71	1	0.1444	0.61674	0.66231	0.998649	144	1	0.1444
Atr	4	0.16899	0.3319	0.865053	72	2	0.22637	0.0018696	0.0072248	0.182339	9	2	0.22637
U2af1	4	0.17058	0.33474	0.865053	73	3	-0.55072	0.87744	0.87875	0.998649	198	1	-0.55072
Pik3cd	2	0.17579	0.27572	0.830315	74	1	-0.030411	0.13453	0.22309	0.968128	53	1	-0.030411
Brca2	4	0.18181	0.35269	0.882822	75	2	-0.47224	0.053162	0.13846	0.776712	35	1	-0.47224
Fas	2	0.18764	0.28353	0.830315	76	1	-0.59766	0.77016	0.7673	0.998649	169	0	-0.59766
Inpp4a	4	0.18886	0.36385	0.882822	77	2	0.11031	0.31678	0.48941	0.998649	99	2	0.11031
Chek2	3	0.1915	0.31047	0.830315	78	2	-1.4333	0.87074	0.87159	0.998649	197	0	-1.4333
Tnfrsf10b	1	0.19317	0.19281	0.787123	79	1	-1.0995	0.80683	0.80861	0.998649	177	0	-1.0995
Cdh1	2	0.19437	0.28794	0.830315	80	1	-0.014524	0.16557	0.26794	0.998649	61	1	-0.014524
Pms2	1	0.19785	0.19727	0.787123	81	1	-1.1235	0.80215	0.80423	0.998649	176	0	-1.1235
Sox2	1	0.19878	0.19826	0.787123	82	1	-1.1104	0.80122	0.80327	0.998649	175	0	-1.1104
Carm1	1	0.20159	0.20125	0.787123	83	1	-1.9517	0.79841	0.80049	0.998649	174	0	-1.9517
Kmt2d	11	0.20477	0.48538	0.966155	84	4	0.078281	0.40639	0.71318	0.998649	110	5	0.078281
Pik3ca	35	0.21105	0.61766	0.999985	85	12	0.28389	0.15199	0.52317	0.998649	56	17	0.28389
Flt1	3	0.21172	0.33433	0.865053	86	1	-0.070947	0.57536	0.63583	0.998649	136	1	-0.070947
Nkx3-1	1	0.21188	0.21124	0.787123	87	1	-0.78611	0.78812	0.79002	0.998649	173	0	-0.78611
Stat3	10	0.21384	0.49148	0.966155	88	5	-0.46221	0.5996	0.83602	0.998649	140	4	-0.46221
Igf1r	5	0.21492	0.40387	0.893183	89	3	-0.54118	0.31257	0.52878	0.998649	98	2	-0.54118
Sh2b3	1	0.21936	0.21903	0.787145	90	1	-1.4437	0.78064	0.78258	0.998649	171	0	-1.4437
Prkd1	4	0.22037	0.39231	0.884613	91	1	2.7033	0.0038358	0.013936	0.196236	12	3	2.7033
Kras	2	0.22596	0.30873	0.830315	92	1	-1.0889	0.82866	0.82686	0.998649	187	0	-1.0889
Fyn	1	0.23246	0.23225	0.791706	93	1	-1.0625	0.76754	0.76933	0.998649	168	0	-1.0625
Drosha	3	0.23367	0.36064	0.882822	94	2	-0.80179	0.82713	0.82788	0.998649	186	0	-0.80179
Atm	21	0.24434	0.61096	0.999985	95	6	0.55554	0.042732	0.20513	0.941199	30	12	0.55554
Atrx	9	0.24525	0.51523	0.993263	96	5	-0.49495	0.43312	0.70813	0.998649	114	3	-0.49495
Rnf43	1	0.24743	0.24751	0.804351	97	1	-1.1363	0.75257	0.75423	0.998649	166	0	-1.1363
Pdgfra	1	0.24836	0.2483	0.804351	98	1	-0.84426	0.75164	0.75313	0.998649	165	0	-0.84426
Bcl2	15	0.25195	0.588	0.999985	99	6	-0.13716	0.93729	0.98846	0.998649	213	4	-0.13716
Cbfb	3	0.25325	0.38402	0.884613	100	2	-0.59436	0.65947	0.6892	0.998649	152	1	-0.59436
Sos1	4	0.25396	0.42173	0.915084	101	1	1.6328	0.016553	0.053405	0.584917	21	3	1.6328
Ret	4	0.26528	0.43224	0.929124	102	2	-0.58532	0.39831	0.56	0.998649	108	1	-0.58532
Mitf	1	0.26988	0.27051	0.830315	103	1	-1.0955	0.73012	0.73152	0.998649	162	0	-1.0955
Dnmt3a	27	0.27279	0.67357	0.999985	104	10	-0.01327	0.30911	0.71726	0.998649	96	11	-0.01327
Ankrd11	3	0.28348	0.41859	0.915084	105	2	-0.53364	0.65258	0.68434	0.998649	151	1	-0.53364
Foxp1	1	0.28859	0.28898	0.830315	106	1	-1.1626	0.71141	0.71242	0.998649	159	0	-1.1626
Flt3	5	0.29258	0.50324	0.980884	107	1	1.0907	0.069025	0.18543	0.92946	39	4	1.0907
Trp53bp1	4	0.30373	0.46727	0.965972	108	1	1.0327	0.051973	0.13611	0.776712	34	3	1.0327
Pot1b	2	0.30763	0.36464	0.882822	109	1	0.0070902	0.30139	0.36991	0.998649	93	1	0.0070902
Tshr	1	0.30823	0.30838	0.830315	110	1	-0.92202	0.69177	0.69303	0.998649	157	0	-0.92202
Phf6	3	0.31066	0.44948	0.957218	111	2	-0.66729	0.9034	0.90323	0.998649	204	0	-0.66729
Gnas	4	0.32905	0.49057	0.966155	112	1	0.090261	0.46207	0.61669	0.998649	118	2	0.090261
Fat1	3	0.33312	0.47459	0.965972	113	2	-0.46678	0.26324	0.3984	0.998649	82	1	-0.46678
Rad21	2	0.33994	0.38765	0.884613	114	1	-0.2733	0.43645	0.46671	0.998649	115	1	-0.2733
Dtx1	2	0.34146	0.3887	0.884613	115	1	-0.2302	0.59596	0.59837	0.998649	138	1	-0.2302
Kmt2c	2	0.35204	0.39634	0.88502	116	1	0.95423	0.065314	0.1159	0.750279	38	1	0.95423
Kit	10	0.36432	0.66261	0.999985	117	5	-0.4397	0.85473	0.9516	0.998649	191	2	-0.4397
Arid1b	8	0.36914	0.63549	0.999985	118	3	-0.030327	0.81192	0.91504	0.998649	181	2	-0.030327
Smc3	1	0.37746	0.37795	0.884613	119	1	-0.47184	0.62254	0.62444	0.998649	146	0	-0.47184
Pdgfrb	6	0.37828	0.60031	0.999985	120	3	-0.21299	0.95502	0.95624	0.998649	219	1	-0.21299
Cic	3	0.38212	0.51822	0.993263	121	1	0.87782	0.17588	0.29686	0.998649	64	2	0.87782
Dicer1	1	0.38494	0.38543	0.884613	122	1	-0.38582	0.61506	0.6167	0.998649	143	0	-0.38582
Smg1	1	0.38587	0.38639	0.884613	123	1	-0.53504	0.61413	0.61583	0.998649	142	0	-0.53504
Gli1	4	0.39061	0.54591	0.999985	124	2	-0.62332	0.78432	0.81125	0.998649	172	1	-0.62332
Ctcf	8	0.39269	0.65952	0.999985	125	4	-0.25528	0.88855	0.94664	0.998649	199	2	-0.25528
Mtor	11	0.3972	0.6988	0.999985	126	4	0.49395	0.22805	0.5233	0.998649	74	6	0.49395
Keap1	6	0.41674	0.63837	0.999985	127	3	-0.19168	0.31161	0.54351	0.998649	97	2	-0.19168
Inha	3	0.42	0.53677	0.999985	128	1	-0.32982	0.53109	0.61116	0.998649	128	1	-0.32982
Recql	4	0.44061	0.59327	0.999985	129	1	0.45714	0.19563	0.37383	0.998649	68	3	0.45714
Crebbp	17	0.44294	0.78213	0.999985	130	7	0.20458	0.020302	0.11127	0.750279	23	8	0.20458
Ephb1	2	0.45179	0.47193	0.965972	131	1	-0.55819	0.77728	0.77457	0.998649	170	0	-0.55819
Myd88	6	0.45381	0.67447	0.999985	132	1	0.41222	0.16269	0.36359	0.998649	59	4	0.41222
Idh2	1	0.45416	0.45418	0.958368	133	0	-0.11871	0.54584	0.5463	0.998649	132	0	-0.11871
Tbx3	3	0.46188	0.55829	0.999985	134	1	1.8763	0.083952	0.18711	0.92946	43	2	1.8763
Jak3	1	0.46632	0.46602	0.965972	135	0	-0.11924	0.53368	0.53345	0.998649	129	0	-0.11924
Msh3	3	0.46928	0.56225	0.999985	136	1	0.71409	0.25698	0.39133	0.998649	79	2	0.71409
Kdr	1	0.48129	0.48121	0.966155	137	0	-0.037542	0.51871	0.51849	0.998649	125	0	-0.037542
Foxa1	13	0.49455	0.79192	0.999985	138	4	-0.21639	0.72272	0.92033	0.998649	161	5	-0.21639
Ntrk2	1	0.52339	0.52358	0.995233	139	0	0.11704	0.47661	0.47673	0.998649	120	0	0.11704
Ep300	11	0.54323	0.80788	0.999985	140	2	0.42904	0.21595	0.50671	0.998649	72	6	0.42904
Met	5	0.57221	0.72091	0.999985	141	2	0.33753	0.56681	0.72376	0.998649	134	2	0.33753
Rit1	4	0.5782	0.69997	0.999985	142	1	0.07742	0.56231	0.70602	0.998649	133	1	0.07742
Klf4	2	0.58519	0.58604	0.999985	143	1	-0.090415	0.6217	0.62165	0.998649	145	1	-0.090415
Notch2	1	0.58793	0.58899	0.999985	144	0	0.26872	0.41207	0.41226	0.998649	112	1	0.26872
Kdm5c	5	0.59207	0.73559	0.999985	145	1	0.76002	0.032144	0.1	0.750279	25	4	0.76002
Nf1	5	0.60232	0.74323	0.999985	146	2	0.2614	0.013296	0.050763	0.584917	19	2	0.2614
Notch3	1	0.60384	0.60558	0.999985	147	0	0.39219	0.39616	0.39647	0.998649	107	1	0.39219
Cul3	3	0.60628	0.64405	0.999985	148	1	0.79252	0.25822	0.3926	0.998649	80	2	0.79252
Ago2	1	0.60758	0.60926	0.999985	149	0	0.52399	0.39242	0.39286	0.998649	105	1	0.52399
Nras	2	0.61476	0.61382	0.999985	150	1	0.23336	0.47779	0.49824	0.998649	121	1	0.23336
Mlh1	1	0.6188	0.62055	0.999985	151	0	0.51394	0.3812	0.3817	0.998649	103	1	0.51394
Rhoa	8	0.63583	0.82427	0.999985	152	2	0.6628	0.12586	0.33223	0.998649	52	5	0.6628
Irf8	3	0.6456	0.67078	0.999985	153	1	1.3585	0.11101	0.22037	0.968128	49	2	1.3585
Rb1	8	0.64824	0.8321	0.999985	154	3	0.51189	0.15846	0.38915	0.998649	58	5	0.51189
Gata3	3	0.6484	0.67246	0.999985	155	1	0.47225	0.29705	0.43591	0.998649	91	2	0.47225
Ctnnb1	9	0.65592	0.84595	0.999985	156	2	0.14729	0.5458	0.79344	0.998649	131	3	0.14729
Nsd1	4	0.65966	0.73466	0.999985	157	1	0.75031	0.074529	0.17627	0.921419	40	3	0.75031
Araf	2	0.6609	0.65913	0.999985	158	0	-0.258	0.76746	0.76462	0.998649	167	0	-0.258
Ptprt	6	0.66735	0.80198	0.999985	159	2	0.039661	0.48263	0.70298	0.998649	122	3	0.039661
Tbl1xr1	1	0.68054	0.68225	0.999985	160	0	0.73484	0.31946	0.31976	0.998649	100	1	0.73484
Gata2	2	0.68655	0.68447	0.999985	161	0	-0.099725	0.74906	0.7467	0.998649	164	0	-0.099725
Gnb1	2	0.69176	0.68994	0.999985	162	0	0.087087	0.65213	0.65074	0.998649	150	1	0.087087
Sf3b1	11	0.69394	0.89026	0.999985	163	3	0.31178	0.15234	0.41496	0.998649	57	5	0.31178
Stag2	2	0.69693	0.69517	0.999985	164	0	0.61746	0.33537	0.39329	0.998649	101	1	0.61746
Insr	1	0.70112	0.70199	0.999985	165	0	0.97128	0.29888	0.29956	0.998649	92	1	0.97128
Gna13	1	0.70486	0.7059	0.999985	166	0	0.68842	0.29514	0.29585	0.998649	90	1	0.68842
Hras	1	0.70767	0.70833	0.999985	167	0	0.86448	0.29233	0.29268	0.998649	89	1	0.86448
Fgfr4	1	0.70861	0.70929	0.999985	168	0	0.81666	0.29139	0.29169	0.998649	88	1	0.81666
Xiap	2	0.71718	0.71526	0.999985	169	0	0.74915	0.25046	0.33682	0.998649	78	1	0.74915
Abl1	3	0.71982	0.72864	0.999985	170	1	1.9881	0.063022	0.14746	0.789391	37	2	1.9881
Smc1a	2	0.72214	0.72039	0.999985	171	0	0.012343	0.7396	0.73713	0.998649	163	0	0.012343
Setd6	1	0.72451	0.72601	0.999985	172	0	0.70981	0.27549	0.27634	0.998649	83	1	0.70981
Ptpn11	5	0.72871	0.81706	0.999985	173	1	0.72474	0.16907	0.35124	0.998649	62	3	0.72474
Dnmt1	1	0.73854	0.74008	0.999985	174	0	1.3634	0.26146	0.26169	0.998649	81	1	1.3634
Myc	2	0.7396	0.73713	0.999985	175	0	0.12717	0.6959	0.69415	0.998649	158	0	0.12717
Tgfbr1	2	0.74719	0.74485	0.999985	176	0	0.24865	0.64881	0.64747	0.998649	149	1	0.24865
Fbxw7	12	0.74749	0.9172	0.999985	177	2	1.3335	0.0009821	0.0073943	0.182339	6	10	1.3335
Brca1	1	0.75631	0.75789	0.999985	178	0	0.90957	0.24369	0.24359	0.998649	77	1	0.90957
Nf2	1	0.75819	0.75974	0.999985	179	0	1.0126	0.24181	0.24169	0.998649	75	1	1.0126
Epha5	6	0.77206	0.8718	0.999985	180	1	0.16961	0.30264	0.5346	0.998649	94	2	0.16961
Smad4	15	0.77813	0.94326	0.999985	181	5	0.14858	0.387	0.73234	0.998649	104	7	0.14858
Rad51c	2	0.77904	0.77642	0.999985	182	0	0.9115	0.27774	0.35457	0.998649	84	1	0.9115
Shq1	1	0.79093	0.79277	0.999985	183	0	1.2816	0.20907	0.2087	0.941199	71	1	1.2816
Tet2	4	0.80043	0.81367	0.999985	184	1	0.53302	0.278	0.45531	0.998649	85	2	0.53302
Ros1	1	0.80496	0.80695	0.999985	185	0	2.0925	0.19504	0.1945	0.931981	67	1	2.0925
Nfe2l2	8	0.80516	0.90581	0.999985	186	2	0.4544	0.056363	0.18993	0.92946	36	4	0.4544
Pik3r2	3	0.82274	0.82295	0.999985	187	0	0.63548	0.2434	0.37535	0.998649	76	2	0.63548
Fgfr1	3	0.82363	0.8239	0.999985	188	0	0.18217	0.4964	0.5928	0.998649	123	1	0.18217
Smad2	6	0.84617	0.89734	0.999985	189	1	1.024	0.016307	0.063128	0.659977	20	5	1.024
Arid2	5	0.85099	0.87035	0.999985	190	1	1.7912	0.0023097	0.0099671	0.18428	10	3	1.7912
Atp6v1b2	1	0.85267	0.85329	0.999985	191	0	1.6344	0.14733	0.14758	0.789391	55	1	1.6344
Ntrk3	4	0.86457	0.86524	0.999985	192	1	0.50874	0.18452	0.35732	0.998649	66	3	0.50874
Pik3r1	6	0.8683	0.90563	0.999985	193	1	0.5426	0.1698	0.37524	0.998649	63	3	0.5426
Tcf3	3	0.87002	0.8708	0.999985	194	0	0.067794	0.5277	0.60917	0.998649	127	1	0.067794
Smo	3	0.87146	0.87233	0.999985	195	0	0.45398	0.30805	0.44835	0.998649	95	2	0.45398
Cdc73	4	0.87744	0.87793	0.999985	196	1	0.42062	0.20157	0.38215	0.998649	69	2	0.42062
Amer1	1	0.87979	0.88057	0.999985	197	0	1.742	0.12021	0.1207	0.750279	50	1	1.742
Stk11	3	0.88053	0.8816	0.999985	198	0	0.25182	0.66491	0.69272	0.998649	154	1	0.25182
Jak2	5	0.88089	0.88912	0.999985	199	1	0.50559	0.10212	0.25576	0.998649	46	4	0.50559
Btk	1	0.89196	0.89303	0.999985	200	0	1.847	0.10804	0.10871	0.750279	48	1	1.847
Med12	1	0.89476	0.89589	0.999985	201	0	2.1415	0.10524	0.10581	0.750279	47	1	2.1415
Arid1a	3	0.89675	0.89685	0.999985	202	0	1.3929	0.096656	0.20307	0.941199	45	2	1.3929
Jak1	3	0.90399	0.90375	0.999985	203	0	0.61827	0.28092	0.41755	0.998649	86	2	0.61827
Casp8	3	0.90632	0.90625	0.999985	204	0	0.86314	0.20873	0.33492	0.998649	70	2	0.86314
Npm1	1	0.9116	0.9122	0.999985	205	0	2.2391	0.0884	0.088517	0.727105	44	1	2.2391
Csf3r	5	0.91972	0.92041	0.999985	206	1	0.095166	0.22622	0.42426	0.998649	73	2	0.095166
Ncor1	1	0.92095	0.9215	0.999985	207	0	2.5504	0.079046	0.079532	0.677497	42	1	2.5504
Prdm1	1	0.9247	0.92543	0.999985	208	0	2.2524	0.075304	0.075703	0.671357	41	1	2.2524
Apc	4	0.94758	0.94688	0.999985	209	0	0.65367	0.12149	0.25645	0.998649	51	3	0.65367
Suz12	1	0.94902	0.94941	0.999985	210	0	2.4697	0.050982	0.051192	0.584917	33	1	2.4697
Setd2	6	0.95107	0.95201	0.999985	211	1	0.88993	0.041364	0.13747	0.776712	28	4	0.88993
Egfr	7	0.95676	0.96095	0.999985	212	1	0.87874	0.031954	0.11782	0.750279	24	5	0.87874
Kmt2b	3	0.957	0.9567	0.999985	213	0	1.0812	0.042995	0.10382	0.750279	31	3	1.0812
Irf4	2	0.95784	0.95753	0.999985	214	0	1.3134	0.042161	0.075893	0.671357	29	2	1.3134
Rasa1	2	0.95936	0.95876	0.999985	215	0	1.9726	0.040639	0.07328	0.671357	27	2	1.9726
Pax5	3	0.97643	0.97617	0.999985	216	0	2.866	0.0048328	0.012849	0.196236	14	3	2.866
ST	26	0.9801	0.99848	0.999985	217	3	1.5482	8.1297e-06	0.00018448	0.021216	1	20	1.5482
Braf	11	0.98696	0.99256	0.999985	218	1	1.9284	0.001217	0.0087206	0.182339	7	9	1.9284
Kdm6a	1	0.98924	0.98939	0.999985	219	0	4.2724	0.010758	0.010416	0.18428	18	1	4.2724
Fgfr2	6	0.99067	0.99069	0.999985	220	0	1.2967	0.020231	0.074656	0.671357	22	5	1.2967
Cdk8	1	0.99111	0.99118	0.999985	221	0	4.362	0.0088868	0.0083516	0.182339	17	1	4.362
Ercc4	2	0.99299	0.99269	0.999985	222	0	2.7726	0.0070096	0.013876	0.196236	16	2	2.7726
Alk	3	0.99425	0.99405	0.999985	223	0	2.6247	0.0057487	0.015442	0.197311	15	3	2.6247
Epha3	4	0.99602	0.99627	0.999985	224	0	1.3105	0.0039798	0.014504	0.196236	13	4	1.3105
Erbb4	1	0.99673	0.99685	0.999985	225	0	4.8038	0.0032741	0.0030465	0.116781	11	1	4.8038
Erg	3	0.99778	0.99772	0.999985	226	0	3.884	0.0015517	0.004293	0.141055	8	3	3.884
Eif1ad19	7	0.99944	0.99941	0.999985	227	0	2.4167	0.00018132	0.00098225	0.056479	4	7	2.4167
Map2k4	5	0.99952	0.99954	0.999985	228	0	2.4995	0.00047628	0.0020592	0.094725	5	5	2.4995
Cdk12	2	0.99986	0.99987	0.999985	229	0	4.5253	0.00013673	0.0002842	0.021789	3	2	4.5253
Ptprd	4	0.99998	0.99999	0.999985	230	0	3.2742	2.2348e-05	8.4763e-05	0.019495	2	4	3.2742
