sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
gRNA_2044	Cdk12	54.385/37.875	666.83/174.32/861.27	46.13	666.83	3.8248	136.29	472.7	28.549	1	1.4626e-179	2.9252e-179	9.2059e-178	True
gRNA_2043	Cdk12	155.1/70.699	906.42/2446.1/1339.3	112.9	1339.3	3.5568	3561.5	1868.2	28.374	1	2.1082e-177	4.2163e-177	1.289e-175	True
gRNA_8782	Pik3ca	339.4/123.72	2484.5/2321.3/1992	231.56	2321.3	3.3199	23258	5694.8	27.692	1	4.4004e-169	8.8007e-169	2.6158e-167	True
gRNA_7667	Nf1	235.67/65.649	1590.6/828.94/1638	150.66	1590.6	3.3916	14453	2920.2	26.646	1	9.9999e-157	2e-156	5.7837e-155	True
gRNA_1548	Braf	225.6/50.5	1452.8/2594.1/1009	138.05	1452.8	3.3861	15329	2550.2	26.034	1	1.0117e-149	2.0234e-149	5.6973e-148	True
gRNA_4105	Fbxw7	273.94/184.32	2168.1/3155.9/2157.9	229.13	2168.1	3.2366	4015.4	5602	25.906	1	2.8779e-148	5.7558e-148	1.5791e-146	True
gRNA_3046	Elf3	337.39/313.1	1836.4/2840.5/3423.7	325.24	2840.5	3.1226	294.99	9671.6	25.576	1	1.4187e-144	2.8374e-144	7.59e-143	True
gRNA_1008	Atm	1956.8/1977.1	12919/10828/12269	1966.9	12269	2.6403	204.3	1.6265e+05	25.544	1	3.217e-144	6.4341e-144	1.6791e-142	True
gRNA_2269	Crebbp	85.606/30.3	712.54/512.92/814.65	57.953	712.54	3.5974	1529.4	669.75	25.293	1	1.9073e-141	3.8145e-141	9.718e-140	True
gRNA_13277	ST	75.534/17.675	282.52/760.6/579.97	46.605	579.97	3.6093	1673.9	480.13	24.342	1	3.6254e-131	7.2509e-131	1.8043e-129	True
gRNA_2105	Cdk8	36.256/22.725	353.84/403.81/658.99	29.491	403.81	3.7308	91.553	239.82	24.172	1	2.2826e-129	4.5652e-129	1.1102e-127	True
gRNA_13275	ST	499.53/209.57	3694.2/2876.2/666.1	354.55	2876.2	3.0165	42039	11067	23.971	1	2.8161e-127	5.6323e-127	1.3392e-125	True
gRNA_13271	ST	270.92/156.55	1695.1/3307/1867.9	213.73	1867.9	3.1216	6540	5027.1	23.331	1	1.0855e-120	2.171e-120	5.0499e-119	True
gRNA_13276	ST	100.71/42.925	950.05/758.71/343.72	71.818	758.71	3.3831	1669.7	930.55	22.518	1	1.4089e-112	2.8177e-112	6.4149e-111	True
gRNA_1696	Btk	910.44/659.02	2563.5/11738/5161.3	784.73	5161.3	2.7159	31606	38388	22.338	1	7.9493e-111	1.5899e-110	3.5441e-109	True
gRNA_11218	Smad2	427.02/229.77	570.58/2792.2/2540.4	328.4	2540.4	2.9477	19453	9818.4	22.323	1	1.1025e-110	2.205e-110	4.8149e-109	True
gRNA_9838	Ptprd	196.39/40.4	1794.2/1117.4/942.66	118.39	1117.4	3.2276	12166	2010.7	22.279	1	2.9871e-110	5.9742e-110	1.2785e-108	True
gRNA_7029	Med12	255.81/131.3	589.97/1652.2/1871.1	193.55	1652.2	3.0871	7751.5	4308.7	22.222	1	1.0454e-109	2.0908e-109	4.3867e-108	True
gRNA_12592	Trp53	21.15/7.5749	136.41/349.26/210.18	14.362	210.18	3.781	92.136	81.821	21.648	1	3.3424e-104	6.6848e-104	1.3755e-102	True
gRNA_8241	Nsd1	129.92/42.925	841.33/1782.7/542.84	86.422	841.33	3.2683	3784	1237	21.464	1	1.6963e-102	3.3926e-102	6.8491e-101	True
gRNA_1017	Atm	833.9/558.02	5589.5/2254.2/4445.4	695.96	4445.4	2.6735	38055	31800	21.026	1	1.9002e-98	3.8003e-98	7.5302e-97	True
gRNA_3034	Eif1ad19	119.85/30.3	314.37/735.51/3247.5	75.074	735.51	3.2752	4009.4	996.12	20.926	1	1.5813e-97	3.1625e-97	6.1525e-96	True
gRNA_993	Atm	112.8/73.224	418.24/854.65/1625.4	93.011	854.65	3.1861	783.03	1385.3	20.464	1	2.2843e-93	4.5686e-93	8.7293e-92	True
gRNA_8494	Pax5	857.06/790.32	4775.9/11792/4940.1	823.69	4940.1	2.5829	2227.5	41419	20.226	1	2.8861e-91	5.7722e-91	1.0835e-89	True
gRNA_7473	Mtor	889.29/648.92	4660.9/2490.6/7207.8	769.1	4660.9	2.5978	28889	37195	20.179	1	7.4361e-91	1.4872e-90	2.7436e-89	True
gRNA_10437	Rb1	798.65/487.32	1731.1/4951.1/3987.9	642.98	3987.9	2.6309	48463	28089	19.958	1	6.3565e-89	1.2713e-88	2.3056e-87	True
gRNA_196	Alk	40.285/40.4	327.53/415.1/681.9	40.342	415.1	3.3312	0.0065723	385.46	19.088	1	1.6238e-81	3.2476e-81	5.7915e-80	True
gRNA_3754	Ercc4	388.75/143.92	1830.2/1491.7/2153.2	266.34	1830.2	2.776	29970	7081.7	18.583	1	2.204e-77	4.4081e-77	7.7322e-76	True
gRNA_831	Arid2	74.527/37.875	416.17/506.02/825.71	56.201	506.02	3.1479	671.7	639.03	17.794	1	3.9758e-71	7.9517e-71	1.3723e-69	True
gRNA_6888	Map2k4	58.413/17.675	1104.5/356.16/164.35	38.044	356.16	3.1934	829.81	352.61	16.941	1	1.1478e-64	2.2956e-64	3.8989e-63	True
gRNA_11136	Sf3b1	222.57/93.424	1105.9/1790.2/1038.3	158	1105.9	2.7994	8339.9	3143.8	16.905	1	2.0757e-64	4.1513e-64	6.9405e-63	True
gRNA_5776	Jak2	98.698/17.675	1011.7/490.97/182.53	58.186	490.97	3.0552	3282.4	673.89	16.672	1	1.0688e-62	2.1376e-62	3.5187e-61	True
gRNA_7826	Nfe2l2	600.25/459.55	2884.8/2209/3048.4	529.9	2884.8	2.4425	9898.3	20746	16.349	1	2.1952e-60	4.3904e-60	7.1177e-59	True
gRNA_12604	Trp53	167.18/156.55	2722/467.14/1088.8	161.87	1088.8	2.7424	56.542	3264	16.225	1	1.6748e-59	3.3497e-59	5.3495e-58	True
gRNA_8814	Pik3ca	55.392/58.074	1119/469.02/297.1	56.733	469.02	3.0253	3.5982	648.31	16.192	1	2.8878e-59	5.7755e-59	9.0879e-58	True
gRNA_11219	Smad2	203.44/101	1032.5/758.09/2023.6	152.22	1032.5	2.7538	5247	2967.2	16.159	1	4.8987e-59	9.7974e-59	1.5193e-57	True
gRNA_12567	Trp53	895.33/608.52	3809.2/3940.9/2465.3	751.93	3809.2	2.3393	41131	35901	16.135	1	7.1823e-59	1.4365e-58	2.1957e-57	True
gRNA_13266	ST	39.278/10.1	352.46/158.64/241	24.689	241	3.2358	425.68	183.51	15.968	1	1.1083e-57	2.2166e-57	3.3406e-56	True
gRNA_1322	Bap1	473.35/323.2	2068.4/2189.6/2523	398.27	2189.6	2.4559	11273	13272	15.55	1	8.0167e-55	1.6033e-54	2.3827e-53	True
gRNA_3032	Eif1ad19	142/131.3	912.66/613.87/983.74	136.65	912.66	2.7306	57.307	2510.3	15.488	1	2.0947e-54	4.1895e-54	6.1407e-53	True
gRNA_8936	Pik3cd	533.78/527.72	2712.3/3372.2/1269	530.75	2712.3	2.3513	18.336	20798	15.127	1	5.3426e-52	1.0685e-51	1.545e-50	True
gRNA_10574	Recql	907.42/1032.7	4359/4879.6/2392.6	970.07	4359	2.1667	7849.6	53543	14.646	1	7.1633e-49	1.4327e-48	2.0439e-47	True
gRNA_3511	Erbb2	388.75/136.35	2109.9/1471.7/848.63	262.55	1471.7	2.4823	31853	6925.4	14.529	1	3.9592e-48	7.9183e-48	1.1148e-46	True
gRNA_1	Abl1	21.15/10.1	416.17/155.51/61.632	15.625	155.51	3.2348	61.048	92.692	14.529	1	4.1877e-48	8.3753e-48	1.1638e-46	True
gRNA_7765	Nf1	78.556/17.675	560.89/369.32/315.27	48.115	369.32	2.9145	1853.2	504.06	14.307	1	1.0068e-46	2.0137e-46	2.7624e-45	True
gRNA_3060	Ep300	196.39/40.4	870.42/756.21/689.02	118.39	756.21	2.665	12166	2010.7	14.224	1	3.2631e-46	6.5261e-46	8.8392e-45	True
gRNA_9625	Prkd1	134.95/53.024	624.59/583.77/1455.5	93.99	624.59	2.7194	3356.3	1407.8	14.142	1	1.0572e-45	2.1145e-45	2.8281e-44	True
gRNA_13284	ST	316.24/310.57	1461.1/2389.6/1649.8	313.4	1649.8	2.3925	16.046	9127.8	13.988	1	9.1873e-45	1.8375e-44	2.4273e-43	True
gRNA_300	Apc	32.228/15.15	121.18/425.13/203.86	23.689	203.86	3.0527	145.83	172.46	13.72	1	4.0214e-43	8.0427e-43	1.0495e-41	True
gRNA_3224	Epha5	1399.9/792.84	2144.5/7139.4/4588.4	1096.4	4588.4	2.0643	1.8426e+05	64890	13.709	1	4.5067e-43	9.0134e-43	1.162e-41	True
gRNA_3909	Etv6	540.83/310.57	2530.2/2077.4/1781.8	425.7	2077.4	2.2842	26508	14728	13.61	1	1.7493e-42	3.4986e-42	4.4565e-41	True
gRNA_11994	Stat3	168.19/224.72	1108.6/1093.6/934.75	196.46	1093.6	2.4707	1598	4409.5	13.51	1	6.8726e-42	1.3745e-41	1.7303e-40	True
gRNA_11337	Smad4	257.82/133.82	1058.8/1226.5/971.89	195.82	1058.8	2.4288	7688	4387.5	13.028	1	4.2537e-39	8.5075e-39	1.0585e-37	True
gRNA_7602	Ncor1	136.97/50.5	580.28/410.08/782.25	93.734	580.28	2.6173	3738.5	1401.9	12.995	1	6.6064e-39	1.3213e-38	1.625e-37	True
gRNA_10397	Rasa1	207.47/106.05	591.36/951.84/867.59	156.76	867.59	2.461	5142.9	3105.6	12.755	1	1.457e-37	2.914e-37	3.5432e-36	True
gRNA_2748	Dnmt3a	171.21/75.749	816.4/708.55/546.79	123.48	708.55	2.511	4556.5	2145.8	12.63	1	7.2169e-37	1.4434e-36	1.7353e-35	True
gRNA_5742	Jak1	676.79/436.82	1200/2440.4/2553	556.8	2440.4	2.1299	28792	22419	12.58	1	1.3574e-36	2.7147e-36	3.2275e-35	True
gRNA_13262	ST	35.249/5.05	165.5/239.53/69.534	20.15	165.5	2.9768	456	135.35	12.493	1	4.2324e-36	8.4648e-36	9.9531e-35	True
gRNA_1989	Cdc73	319.26/116.15	1558.7/1113.6/1112.5	217.7	1113.6	2.3495	20627	5173.2	12.456	1	6.4786e-36	1.2957e-35	1.507e-34	True
gRNA_2696	Dnmt3a	736.21/590.84	4506.5/2778.4/1611.9	663.53	2778.4	2.0644	10565	29508	12.312	1	3.9205e-35	7.841e-35	9.0214e-34	True
gRNA_3012	Egfr	144.02/113.62	707.69/823.93/304.21	128.82	707.69	2.4486	461.92	2291.1	12.094	1	5.7332e-34	1.1466e-33	1.3052e-32	True
gRNA_3926	Etv6	316.24/136.35	1118.3/1276/588.67	226.29	1118.3	2.3	16180	5494.4	12.034	1	1.1759e-33	2.3517e-33	2.6488e-32	True
gRNA_12509	Trp53	265.88/113.62	481.26/1210.8/959.25	189.75	959.25	2.3317	11591	4177.8	11.905	1	5.5803e-33	1.1161e-32	1.2439e-31	True
gRNA_4143	Fbxw7	229.62/75.749	794.94/1150/249.69	152.69	794.94	2.3727	11839	2981.4	11.762	1	3.0559e-32	6.1118e-32	6.7418e-31	True
gRNA_11701	Sos1	111.79/83.324	545.65/838.35/366.63	97.557	545.65	2.4716	405.17	1491.1	11.604	1	1.9667e-31	3.9335e-31	4.2947e-30	True
gRNA_7815	Nfe2l2	1277/1785.2	5363.8/6356.3/3999	1531.1	5363.8	1.808	1.291e+05	1.0968e+05	11.573	1	2.8322e-31	5.6645e-31	6.1222e-30	True
gRNA_2011	Cdh1	138.98/116.15	988.83/675.95/629.75	127.57	675.95	2.3965	260.7	2256.7	11.544	1	3.9842e-31	7.9684e-31	8.5262e-30	True
gRNA_12580	Trp53	588.16/479.75	387.08/3777.3/2182.4	533.95	2182.4	2.0291	5876.9	20995	11.377	1	2.7285e-30	5.457e-30	5.7812e-29	True
gRNA_11315	Smad4	0/5.05	22.851/31.979/70.324	2.525	31.979	3.2259	12.751	6.848	11.255	1	1.3076e-29	2.6151e-29	2.7433e-28	True
gRNA_8808	Pik3ca	219.55/325.72	1235.3/2024.7/1141.8	272.64	1235.3	2.1757	5635.9	7344.6	11.233	1	1.4e-29	2.7999e-29	2.9087e-28	True
gRNA_5620	Irf8	217.54/333.3	646.75/1244/2566.4	275.42	1244	2.1713	6700	7461.7	11.213	1	1.7545e-29	3.5089e-29	3.6102e-28	True
gRNA_6889	Map2k4	84.598/5.05	277.67/643.97/91.658	44.824	277.67	2.6044	3164	452.47	10.947	1	3.5077e-28	7.0155e-28	7.1491e-27	True
gRNA_3804	Erg	77.549/98.474	477.1/495.99/230.73	88.011	477.1	2.4253	218.94	1272.2	10.909	1	5.2734e-28	1.0547e-27	1.0646e-26	True
gRNA_1377	Bcl2	224.59/333.3	1839.2/1207/926.06	278.94	1207	2.1095	5908.7	7611.1	10.638	1	9.8947e-27	1.9789e-26	1.9789e-25	True
gRNA_197	Alk	264.87/186.85	1004.1/1215.8/500.17	225.86	1004.1	2.1474	3044	5478	10.514	1	3.7181e-26	7.4362e-26	7.3673e-25	True
gRNA_1876	Cbfb	156.1/53.024	594.82/531.73/378.48	104.56	531.73	2.3353	5312.7	1659.5	10.486	1	5.044e-26	1.0088e-25	9.9028e-25	True
gRNA_1549	Braf	122.87/42.925	370.46/615.75/437.75	82.897	437.75	2.3867	3195.6	1160.2	10.418	1	1.0341e-25	2.0682e-25	2.0118e-24	True
gRNA_11209	Smad2	651.61/853.44	1877.2/3026.7/2658.1	752.53	2658.1	1.8192	20368	35946	10.051	1	4.5572e-24	9.1144e-24	8.786e-23	True
gRNA_8493	Pax5	1190.4/1749.8	4693.5/836.47/6744	1470.1	4693.5	1.674	1.5646e+05	1.0289e+05	10.049	1	4.6439e-24	9.2878e-24	8.8732e-23	True
gRNA_13283	ST	0/0	9.6944/10.66/0	0.50356	9.6944	2.8304	0	0.84169	10.018	1	8.9745e-24	1.7949e-23	1.6996e-22	True
gRNA_11500	Smarca4	432.06/616.09	1943.7/4898.4/604.47	524.08	1943.7	1.889	16935	20390	9.9419	1	1.3675e-23	2.735e-23	2.567e-22	True
gRNA_8216	Npm1	247.75/305.52	1137/1118/1129.9	276.64	1129.9	2.0262	1668.7	7513.3	9.8442	1	3.634e-23	7.2679e-23	6.7623e-22	True
gRNA_3755	Ercc4	245.74/189.37	888.42/1111.1/914.21	217.56	914.21	2.0661	1588.5	5167.8	9.6909	1	1.6493e-22	3.2986e-22	3.0427e-21	True
gRNA_1036	Atm	179.27/191.9	1667.4/461.5/799.64	185.58	799.64	2.1013	79.759	4036.1	9.6656	1	2.1149e-22	4.2297e-22	3.8682e-21	True
gRNA_3925	Etv6	626.43/404	1995/1863.6/848.63	515.21	1863.6	1.8528	24739	19853	9.5695	1	5.3741e-22	1.0748e-21	9.7462e-21	True
gRNA_11312	Smad4	487.45/396.42	1761.6/543.64/1630.9	441.93	1630.9	1.8814	4142.9	15616	9.5144	1	9.1397e-22	1.8279e-21	1.6436e-20	True
gRNA_1906	Cbl	242.72/88.374	718.08/1964.5/133.54	165.55	718.08	2.1102	11911	3379.9	9.504	1	1.012e-21	2.0239e-21	1.8047e-20	True
gRNA_4889	Gnas	290.05/431.77	1389.1/1368.8/696.13	360.91	1368.8	1.9203	10042	11378	9.449	1	1.7112e-21	3.4224e-21	3.0264e-20	True
gRNA_5861	Kdm5c	525.72/600.94	1990.1/2003.4/361.89	563.33	1990.1	1.819	2829.4	22832	9.4425	1	1.82e-21	3.64e-21	3.1925e-20	True
gRNA_10969	Runx1	502.55/618.62	2879.2/1805.9/1951.7	560.59	1951.7	1.7979	6735.4	22658	9.2416	1	1.2142e-20	2.4283e-20	2.1125e-19	True
gRNA_2521	Cul3	119.85/133.82	420.32/558.69/862.85	126.84	558.69	2.1303	97.664	2236.7	9.1313	1	3.3972e-20	6.7943e-20	5.8629e-19	True
gRNA_2	Abl1	1.0071/7.5749	38.777/283.42/4.7409	4.291	38.777	2.9103	21.568	14.286	9.1241	1	4.1475e-20	8.295e-20	7.0442e-19	True
gRNA_2203	Cic	187.33/65.649	616.98/556.81/125.63	126.49	556.81	2.1294	7402.5	2227.2	9.1183	1	3.8309e-20	7.6617e-20	6.5584e-19	True
gRNA_12530	Trp53	316.24/229.77	1097.5/1008.9/1050.9	273	1050.9	1.9407	3738	7360	9.0674	1	6.0962e-20	1.2192e-19	1.0272e-18	True
gRNA_3061	Ep300	296.09/123.72	460.48/1212.1/840.73	209.91	840.73	1.9967	14856	4887.9	9.0228	1	9.1813e-20	1.8363e-19	1.535e-18	True
gRNA_4032	Fat1	234.66/255.02	964.59/425.13/950.56	244.84	950.56	1.9526	207.32	6211.4	8.9543	1	1.7104e-19	3.4208e-19	2.8374e-18	True
gRNA_4894	Gnb1	596.22/595.89	1180.6/2207.2/1974.6	596.06	1974.6	1.7264	0.052219	24943	8.7286	1	1.2898e-18	2.5795e-18	2.1231e-17	True
gRNA_6081	Keap1	81.577/55.549	316.45/184.98/797.27	68.563	316.45	2.1901	338.72	866.59	8.4207	1	1.8892e-17	3.7784e-17	3.0862e-16	True
gRNA_12244	Tbx3	257.82/78.274	657.14/1250.3/627.38	168.05	657.14	1.961	16119	3459.5	8.3154	1	4.5832e-17	9.1664e-17	7.4304e-16	True
gRNA_7510	Myd88	438.1/237.35	973.59/1289.8/1178.1	337.72	1178.1	1.7995	20151	10257	8.2979	1	5.2993e-17	1.0599e-16	8.5267e-16	True
gRNA_12991	Vhl	74.527/93.424	412.01/366.19/278.13	83.976	366.19	2.1114	178.55	1183.5	8.2034	1	1.1767e-16	2.3534e-16	1.8792e-15	True
gRNA_3089	Ep300	1305.2/1093.3	3431.1/2478/3579.4	1199.3	3431.1	1.5157	22455	74710	8.1653	1	1.6031e-16	3.2061e-16	2.5412e-15	True
gRNA_3283	Epha5	244.73/179.27	1062.9/784.42/661.36	212	784.42	1.8826	2142.4	4964	8.1246	1	2.2477e-16	4.4953e-16	3.5368e-15	True
gRNA_9064	Pik3r1	867.13/886.27	2600.2/1289.2/2684.2	876.7	2600.2	1.5674	183.03	45678	8.064	1	3.6932e-16	7.3863e-16	5.7689e-15	True
gRNA_10597	Ret	786.56/974.64	2598.8/2990.3/713.51	880.6	2598.8	1.5602	17686	45998	8.0113	1	5.6773e-16	1.1355e-15	8.8039e-15	True
gRNA_1011	Atm	187.33/93.424	549.81/569.35/214.92	140.37	549.81	1.962	4408.7	2617.1	8.0034	1	6.0688e-16	1.2138e-15	9.3433e-15	True
gRNA_10623	Rhoa	526.73/325.72	3144.4/1377/817.81	426.22	1377	1.6895	20201	14756	7.8267	1	2.5052e-15	5.0104e-15	3.8294e-14	True
gRNA_12383	Tet2	250.77/209.57	458.41/855.28/812.28	230.17	812.28	1.8148	848.76	5641.7	7.7499	1	4.603e-15	9.2061e-15	6.9862e-14	True
gRNA_11306	Smad4	324.29/191.9	1094.1/886/685.07	258.1	886	1.7755	8764.3	6743.2	7.6465	1	1.0336e-14	2.0671e-14	1.5576e-13	True
gRNA_7310	Msh3	435.08/474.7	1423/984.45/2223.5	454.89	1423	1.6432	784.79	16337	7.5741	1	1.8084e-14	3.6168e-14	2.7063e-13	True
gRNA_11159	Sf3b1	628.45/482.27	1681.3/2367.1/735.64	555.36	1681.3	1.5963	10684	22328	7.535	1	2.4411e-14	4.8822e-14	3.6278e-13	True
gRNA_2446	Ctnnb1	212.5/121.2	453.56/643.97/606.84	166.85	606.84	1.8565	4168.2	3421.3	7.5222	1	2.6989e-14	5.3978e-14	3.9832e-13	True
gRNA_1570	Braf	230.63/58.074	1074.7/535.49/354.78	144.35	535.49	1.884	14888	2732.9	7.482	1	3.6718e-14	7.3435e-14	5.3819e-13	True
gRNA_3545	Erbb3	283/257.55	906.42/1307.4/708.77	270.27	906.42	1.742	323.96	7245.6	7.4735	1	3.9089e-14	7.8177e-14	5.6905e-13	True
gRNA_1858	Casp8	242.72/275.22	873.88/667.79/1026.4	258.97	873.88	1.7507	528.3	6778.8	7.4685	1	4.0586e-14	8.1172e-14	5.8685e-13	True
gRNA_740	Arid1b	213.51/214.62	740.23/496.61/760.13	214.07	740.23	1.7851	0.61898	5039.4	7.412	1	6.2282e-14	1.2456e-13	8.9452e-13	True
gRNA_11113	Setd2	1143.1/717.09	1420.9/2572.1/4720.4	930.09	2572.1	1.4665	90735	50120	7.3346	1	1.1123e-13	2.2247e-13	1.5869e-12	True
gRNA_3313	Epha7	828.86/616.09	2342.6/909.83/2054.4	722.48	2054.4	1.5064	22635	33720	7.2533	1	2.0342e-13	4.0684e-13	2.8829e-12	True
gRNA_10635	Rhoa	575.07/381.27	269.36/1515.5/1431	478.17	1431	1.5794	18779	17665	7.1689	1	3.7815e-13	7.563e-13	5.3239e-12	True
gRNA_198	Alk	198.4/421.67	333.76/1185.7/987.69	310.04	987.69	1.6684	24924	8975.2	7.153	1	4.2478e-13	8.4956e-13	5.9414e-12	True
gRNA_9056	Pik3r1	482.41/363.6	1343.4/262.1/1286.4	423	1286.4	1.6023	7058.6	14582	7.1496	1	4.3519e-13	8.7038e-13	6.0474e-12	True
gRNA_5860	Kdm5c	1099.8/686.79	2398/2295/3170.1	893.29	2398	1.4236	85279	47042	6.9375	1	1.9955e-12	3.9909e-12	2.755e-11	True
gRNA_11111	Setd2	616.36/474.7	1088.5/1561.9/2128.7	545.53	1561.9	1.5159	10034	21712	6.898	1	2.6371e-12	5.2743e-12	3.6176e-11	True
gRNA_2202	Cic	1356.6/891.32	2904.8/2100.6/4563.9	1124	2904.8	1.3691	1.0824e+05	67472	6.8561	1	3.5394e-12	7.0788e-12	4.8244e-11	True
gRNA_830	Arid2	145.03/383.8	610.75/837.72/1048.5	264.41	837.72	1.66	28506	7002.1	6.8513	1	3.6608e-12	7.3217e-12	4.9583e-11	True
gRNA_6890	Map2k4	160.13/25.25	346.92/1136.2/300.26	92.691	346.92	1.8928	9096.7	1377.9	6.8488	1	3.7484e-12	7.4967e-12	5.045e-11	True
gRNA_12652	Trp53bp1	574.06/669.12	2798.9/1731.9/991.65	621.59	1731.9	1.4768	4518	26638	6.8028	1	5.1319e-12	1.0264e-11	6.8639e-11	True
gRNA_3026	Eif1ad19	1397.9/1214.5	5861.6/2732.6/3292.6	1306.2	3292.6	1.3332	16813	85441	6.7956	1	5.3931e-12	1.0786e-11	7.1685e-11	True
gRNA_2399	Ctcf	739.23/522.67	3556.4/1748.2/1724.9	630.95	1748.2	1.4688	23449	27269	6.7656	1	6.6378e-12	1.3276e-11	8.7685e-11	True
