id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Akt3	3	0.35565	0.501	0.984876	113	2	-0.67431	0.87073	0.87159	0.999975	193	0	-0.67431
Ptprt	6	0.35639	0.58792	0.999885	114	2	0.6576	0.21588	0.44564	0.978954	79	3	0.6576
Ephb1	2	0.36165	0.41455	0.963597	115	1	-1.2762	0.77019	0.76734	0.999975	181	0	-1.2762
Runx1	7	0.36266	0.6308	0.999885	116	2	0.78113	0.10341	0.28214	0.963811	50	5	0.78113
Rtel1	2	0.37949	0.4274	0.963597	117	1	-1.1082	0.70401	0.7026	0.982576	175	0	-1.1082
Brca2	4	0.39636	0.56055	0.999885	118	2	-0.28764	0.064008	0.15758	0.906107	37	2	-0.28764
Lyn	1	0.39784	0.39834	0.963597	119	1	-0.59421	0.60216	0.60374	0.981748	161	0	-0.59421
Ezh2	4	0.3988	0.56281	0.999885	120	2	0.36598	0.17951	0.34955	0.978954	67	2	0.36598
Notch3	1	0.40347	0.40357	0.963597	121	1	-0.63536	0.59653	0.59778	0.981748	159	0	-0.63536
Mlh1	1	0.41003	0.4103	0.963597	122	1	-0.66866	0.58997	0.59117	0.978954	158	0	-0.66866
Sos1	4	0.41664	0.57847	0.999885	123	1	1.0231	0.14418	0.29333	0.963811	62	3	1.0231
Amer1	1	0.4269	0.42716	0.963597	124	1	-0.49177	0.5731	0.57388	0.978954	154	0	-0.49177
Smc3	1	0.43533	0.43561	0.963597	125	1	-0.42175	0.56467	0.56575	0.978954	152	0	-0.42175
Rheb	2	0.43715	0.46953	0.963597	126	1	-0.26576	0.56653	0.5721	0.978954	153	1	-0.26576
Jak3	1	0.43721	0.43752	0.963597	127	0	-0.48188	0.56279	0.56375	0.978954	151	0	-0.48188
Jak2	5	0.4493	0.64959	0.999885	128	2	0.76503	0.26963	0.47766	0.978954	94	3	0.76503
Pms2	1	0.44939	0.44944	0.963597	129	0	-0.29014	0.55061	0.55086	0.978954	148	0	-0.29014
Raf1	4	0.45089	0.60867	0.999885	130	2	-0.36257	0.69567	0.76386	0.999975	171	1	-0.36257
Nras	2	0.45112	0.47999	0.963911	131	1	-0.1193	0.54782	0.55568	0.978954	147	1	-0.1193
Kit	10	0.4538	0.74979	0.999885	132	3	0.19039	0.38273	0.68341	0.982404	112	5	0.19039
Smc1a	2	0.4539	0.48196	0.963911	133	1	-0.65874	0.61448	0.61483	0.981748	162	1	-0.65874
Max	1	0.46626	0.46594	0.963597	134	0	-0.20216	0.53374	0.53354	0.978954	143	0	-0.20216
Notch1	9	0.47706	0.7439	0.999885	135	3	0.089655	0.50962	0.76532	0.999975	142	4	0.089655
Cbl	6	0.49855	0.71723	0.999885	136	2	-0.20193	0.78059	0.87896	0.999975	183	2	-0.20193
Kdm5c	5	0.50506	0.686	0.999885	137	2	0.2022	0.43607	0.63576	0.981748	128	2	0.2022
Araf	2	0.5079	0.52412	0.999885	138	1	0.42586	0.44973	0.47586	0.978954	132	1	0.42586
Setd2	6	0.50939	0.72685	0.999885	139	3	-0.30299	0.11023	0.27428	0.955814	53	2	-0.30299
Sox2	1	0.52437	0.52449	0.999885	140	0	0.035745	0.47563	0.47555	0.978954	136	0	0.035745
Xiap	2	0.52871	0.5407	0.999885	141	1	-0.51723	0.58725	0.59023	0.978954	157	1	-0.51723
Insr	1	0.53468	0.53447	0.999885	142	0	0.13976	0.46532	0.46518	0.978954	135	0	0.13976
Suz12	1	0.53561	0.53539	0.999885	143	0	0.086653	0.46439	0.46439	0.978954	134	0	0.086653
Ep300	11	0.53885	0.81612	0.999885	144	3	0.52328	0.11903	0.3531	0.978954	58	7	0.52328
Prdm1	1	0.55248	0.55297	0.999885	145	0	0.21522	0.44752	0.44752	0.978954	130	0	0.21522
Atm	21	0.55414	0.87817	0.999885	146	7	0.11797	0.052744	0.24005	0.942784	32	9	0.11797
Ikzf1	1	0.55998	0.56083	0.999885	147	0	0.19444	0.44002	0.44013	0.978954	129	0	0.19444
Nsd1	4	0.56279	0.70669	0.999885	148	2	-0.30579	0.64691	0.74278	0.999975	167	1	-0.30579
Rit1	4	0.57856	0.72047	0.999885	149	2	-0.29598	0.30422	0.47711	0.978954	100	1	-0.29598
Kdr	1	0.58716	0.58829	0.999885	150	0	0.4002	0.41284	0.41316	0.978954	120	1	0.4002
Card11	5	0.59307	0.7439	0.999885	151	2	0.030848	0.48217	0.6659	0.982404	137	2	0.030848
Fgfr2	6	0.60261	0.77961	0.999885	152	2	0.89048	0.20016	0.42224	0.978954	74	4	0.89048
Tbl1xr1	1	0.6059	0.6076	0.999885	153	0	0.63175	0.3941	0.39446	0.978954	117	1	0.63175
Irf4	2	0.62489	0.62539	0.999885	154	1	-0.53835	0.79125	0.78828	0.999975	185	0	-0.53835
Cd79a	4	0.64173	0.74717	0.999885	155	1	-0.37407	0.88563	0.88584	0.999975	197	1	-0.37407
Shq1	1	0.6612	0.66362	0.999885	156	0	0.98438	0.3388	0.33924	0.978954	109	1	0.98438
Cdk12	2	0.6629	0.66134	0.999885	157	1	0.25076	0.54276	0.55105	0.978954	144	1	0.25076
Flt1	3	0.66439	0.69524	0.999885	158	1	0.064522	0.026473	0.065871	0.757511	19	1	0.064522
Foxp1	1	0.66495	0.66718	0.999885	159	0	1.0726	0.33505	0.33529	0.978954	108	1	1.0726
Notch2	1	0.66589	0.66816	0.999885	160	0	0.7693	0.33411	0.33433	0.978954	106	1	0.7693
Ankrd11	3	0.66709	0.69696	0.999885	161	1	-0.054088	0.81635	0.81655	0.999975	189	0	-0.054088
Rictor	4	0.68792	0.76615	0.999885	162	1	0.3782	0.42712	0.58515	0.978954	125	2	0.3782
Ago2	1	0.68838	0.68951	0.999885	163	0	1.3069	0.31162	0.31182	0.970719	102	1	1.3069
Braf	11	0.69538	0.89541	0.999885	164	3	2.8183	0.0010082	0.0074442	0.389679	2	7	2.8183
Myd88	6	0.71118	0.83785	0.999885	165	1	1.4156	0.060196	0.18321	0.93658	35	4	1.4156
Gata3	3	0.71216	0.73001	0.999885	166	1	0.24443	0.64923	0.68125	0.982404	168	1	0.24443
Smg1	1	0.71368	0.71486	0.999885	167	0	1.2937	0.28632	0.28662	0.963811	97	1	1.2937
Foxa1	13	0.71465	0.91659	0.999885	168	4	-0.057143	0.32393	0.65734	0.981748	104	5	-0.057143
Alk	3	0.71704	0.73357	0.999885	169	1	2.1575	0.1023	0.20935	0.93658	49	2	2.1575
Sdha	2	0.73188	0.72965	0.999885	170	0	0.40691	0.55535	0.56219	0.978954	149	1	0.40691
Ncor1	1	0.7343	0.73558	0.999885	171	0	1.7412	0.2657	0.26644	0.942784	93	1	1.7412
Tgfbr1	2	0.73478	0.73267	0.999885	172	0	0.24859	0.57999	0.58357	0.978954	156	1	0.24859
Med12	1	0.73618	0.73761	0.999885	173	0	1.6465	0.26382	0.26437	0.942784	92	1	1.6465
Cul3	3	0.744	0.75351	0.999885	174	1	1.2201	0.093898	0.19894	0.93658	47	2	1.2201
Tnfrsf10b	1	0.75117	0.75264	0.999885	175	0	1.3121	0.24883	0.24879	0.942784	87	1	1.3121
Dtx1	2	0.75744	0.75461	0.999885	176	0	1.2839	0.15901	0.25915	0.942784	64	1	1.2839
Stk11	3	0.75955	0.7663	0.999885	177	1	0.24194	0.19031	0.31337	0.970719	71	1	0.24194
Dicer1	1	0.76898	0.77074	0.999885	178	0	1.4837	0.23102	0.23093	0.942784	83	1	1.4837
Fat1	3	0.77445	0.77907	0.999885	179	1	0.5109	0.17309	0.29287	0.963811	65	2	0.5109
Npm1	1	0.78585	0.78787	0.999885	180	0	1.945	0.21415	0.21359	0.93658	78	1	1.945
Nf2	1	0.78679	0.78871	0.999885	181	0	1.8072	0.21321	0.21269	0.93658	77	1	1.8072
Arid2	5	0.79057	0.85763	0.999885	182	1	2.5706	0.0050344	0.020727	0.731881	7	4	2.5706
Setd6	1	0.79147	0.79328	0.999885	183	0	1.5872	0.20853	0.20808	0.93658	76	1	1.5872
Dot1l	1	0.79241	0.79412	0.999885	184	0	1.6683	0.20759	0.20734	0.93658	75	1	1.6683
Stag2	2	0.79381	0.79106	0.999885	185	0	1.3232	0.25898	0.34113	0.978954	91	1	1.3232
Apc	4	0.79553	0.82007	0.999885	186	1	1.5083	0.031486	0.096525	0.807695	22	3	1.5083
Casp8	3	0.80617	0.80707	0.999885	187	1	1.3822	0.19327	0.31654	0.970719	73	2	1.3822
Keap1	6	0.81007	0.89842	0.999885	188	2	0.002995	0.42319	0.64765	0.981748	124	2	0.002995
Pik3r2	3	0.81361	0.81404	0.999885	189	1	2.4162	0.047451	0.1137	0.837055	29	2	2.4162
Idh2	1	0.81584	0.81704	0.999885	190	0	1.8478	0.18416	0.18345	0.93658	70	1	1.8478
Tbx3	3	0.82703	0.8278	0.999885	191	0	3.5295	0.024944	0.06241	0.757511	18	2	3.5295
Fgfr1	3	0.8373	0.83844	0.999885	192	0	2.4837	0.037667	0.09121	0.807695	24	2	2.4837
Grin2a	2	0.84616	0.84452	0.999885	193	0	1.9165	0.15384	0.25143	0.942784	63	2	1.9165
Abl1	3	0.86041	0.86118	0.999885	194	0	1.2477	0.28694	0.42427	0.978954	98	2	1.2477
Kdm6a	1	0.86457	0.86577	0.999885	195	0	3.0492	0.13543	0.13588	0.867313	60	1	3.0492
Ptpn11	5	0.86629	0.88942	0.999885	196	1	0.64919	0.28221	0.49216	0.978954	96	3	0.64919
Eif1ad19	7	0.87083	0.93593	0.999885	197	1	0.58456	0.32253	0.58466	0.978954	103	4	0.58456
Bcor	6	0.87597	0.9199	0.999885	198	1	0.67576	0.18403	0.39727	0.978954	69	4	0.67576
Fas	2	0.88458	0.8833	0.999885	199	0	1.065	0.11542	0.19499	0.93658	56	2	1.065
Rb1	8	0.89035	0.94822	0.999885	200	2	1.3532	0.072449	0.23022	0.942784	39	5	1.3532
Ntrk3	4	0.89492	0.89428	0.999885	201	1	0.66282	0.11638	0.24787	0.942784	57	2	0.66282
Btk	1	0.90019	0.90126	0.999885	202	0	2.7802	0.099813	0.10031	0.807695	48	1	2.7802
Atr	4	0.9062	0.90488	0.999885	203	0	1.2509	0.083346	0.19169	0.93658	44	2	1.2509
Ntrk2	1	0.90675	0.90761	0.999885	204	0	2.9297	0.093252	0.093563	0.807695	46	1	2.9297
Irf8	3	0.90695	0.90694	0.999885	205	0	0.19329	0.76814	0.77221	0.999975	180	1	0.19329
Egfr	7	0.91562	0.95092	0.999885	206	1	1.3658	0.086349	0.24647	0.942784	45	5	1.3658
Jak1	3	0.91696	0.91693	0.999885	207	0	1.3066	0.19214	0.31541	0.970719	72	2	1.3066
Epha3	4	0.91712	0.91602	0.999885	208	0	0.68453	0.24874	0.42905	0.978954	86	2	0.68453
Cdk8	1	0.92643	0.92698	0.999885	209	0	3.8982	0.073571	0.073968	0.758526	41	1	3.8982
Csf3r	5	0.93077	0.93211	0.999885	210	1	2.5465	0.014781	0.055599	0.757511	10	3	2.5465
Socs1	2	0.93285	0.9323	0.999885	211	0	1.6993	0.067152	0.11879	0.837055	38	2	1.6993
Brca1	1	0.93674	0.93698	0.999885	212	0	3.1963	0.063261	0.063577	0.757511	36	1	3.1963
Gnb1	2	0.94266	0.9417	0.999885	213	0	1.7743	0.057339	0.10184	0.807695	33	2	1.7743
Met	5	0.95592	0.95625	0.999885	214	0	0.59866	0.10522	0.26216	0.942784	52	4	0.59866
Erg	3	0.95607	0.95562	0.999885	215	0	3.6024	0.018651	0.047731	0.731881	12	3	3.6024
Sh2b3	1	0.95642	0.95698	0.999885	216	0	3.8051	0.04358	0.043772	0.731881	26	1	3.8051
Atp6v1b2	1	0.96017	0.9605	0.999885	217	0	3.9046	0.039831	0.039634	0.731881	25	1	3.9046
Smad2	6	0.96387	0.96393	0.999885	218	1	1.0209	0.044847	0.14663	0.887524	27	5	1.0209
Fbxw7	12	0.96974	0.99089	0.999885	219	2	1.529	0.01618	0.081557	0.781584	11	8	1.529
Nfe2l2	8	0.97131	0.97814	0.999885	220	1	0.34518	0.033246	0.12374	0.837055	23	4	0.34518
Ros1	1	0.97142	0.97178	0.999885	221	0	5.0998	0.028585	0.028715	0.731881	20	1	5.0998
Kmt2b	3	0.97536	0.97508	0.999885	222	0	2.0436	0.024643	0.061742	0.757511	17	3	2.0436
Gata2	2	0.97737	0.97662	0.999885	223	0	3.9327	0.022627	0.041868	0.731881	15	2	3.9327
Rad51c	2	0.97821	0.97766	0.999885	224	0	2.9521	0.021789	0.040272	0.731881	14	2	2.9521
Epha5	6	0.98683	0.98695	0.999885	225	0	0.86458	0.047681	0.15447	0.906107	30	5	0.86458
Map2k4	5	0.99352	0.99332	0.999885	226	0	4.8019	0.00015222	0.00063323	0.145642	1	5	4.8019
Pax5	3	0.99684	0.99673	0.999885	227	0	2.5708	0.0031554	0.0084713	0.389679	6	3	2.5708
ST	25	0.99718	0.99989	0.999885	228	4	1.3401	0.0025354	0.02336	0.731881	5	16	1.3401
Erbb4	1	0.99766	0.99773	0.999885	229	0	8.7621	0.002343	0.002139	0.245986	4	1	8.7621
Ptprd	4	0.9986	0.9988	0.999885	230	0	2.8924	0.0014029	0.0054597	0.389679	3	4	2.8924
