sgRNA	Gene	d5_rep2	d5_rep3	M1	M2	M3_5
gRNA_1014	Atm	624.7222696006264	657.81197983218	4165.314942309745	6993.774243494188	187.36019478180307
gRNA_1017	Atm	192.36520610982473	130.85188797741836	199.5838496554741	47.56688994956888	175.46430939883146
gRNA_1018	Atm	24.85878871225996	11.24970982611289	187.60881867614566	668.8193011090897	41.63559884040068
gRNA_1035	Atm	110.81908612848598	121.3784481238496	267.4423585383353	2.8828418151253867	8.921914037228717
gRNA_1036	Atm	41.35387281104927	44.99883930445156	347.27589840052497	164.32198346214705	145.72459594140238
gRNA_1045	Atm	216.9916696939327	177.62699725441405	17.96254646899267	37.47694359663003	987.3584867866448
gRNA_1046	Atm	134.7485743281381	428.6731533739859	57.87931640008749	428.1020095461199	951.67083063773
gRNA_1047	Atm	25.555764096715844	43.222569331907415	15.966707972437929	7.207104537813467	0.0
gRNA_1048	Atm	156.81946150257448	114.86545822452108	39.91676993109482	123.96219805039163	0.0
gRNA_1049	Atm	215.36539379686897	194.20551699815934	71.85018587597068	550.6227866889488	8.921914037228717
gRNA_1056	Atm	10.919281023142224	89.40558861805506	15.966707972437929	268.104288806661	475.835415318865
gRNA_1065	Atm	156.12248611811862	74.01124885600585	39.91676993109482	109.54798897476469	368.7724468721203
gRNA_1066	Atm	319.44705120894804	152.16712764794804	576.7973255043202	64.8639408403212	20.81779942020034
gRNA_1069	Atp6v1b2	72.25311485526025	108.94455831604061	305.3632899728754	1370.7912830921214	2168.0251110465783
gRNA_1082	Atr	216.52701943762878	309.66306521352845	263.45068154522585	209.00603159659053	0.0
gRNA_1083	Atr	199.33495995438358	465.3827328065648	1664.529306126654	197.47466433608898	1668.3979249617703
gRNA_1095	Atr	115.93023894782914	70.45870891091757	105.77944031740128	1290.0717122686106	20.81779942020034
gRNA_1109	Atr	5.808128203799055	21.90732966137773	197.58801115891936	552.0642075965116	23.791770765943248
gRNA_1121	Atrx	181.44592508668248	69.86661892006953	331.30919042808705	57.656836302507735	0.0
gRNA_1122	Atrx	100.8291056179516	20.13105968883359	113.76279430362024	286.842760604976	380.66833225509197
gRNA_1127	Atrx	65.28336101070138	38.48584940512304	179.6254646899267	4859.029879393839	26.765742111686155
gRNA_1145	Atrx	177.49639790809914	142.10159780353123	325.3216749384228	479.9931622183769	15738.256361671458
gRNA_1146	Atrx	188.1833538030894	193.02133701646326	33.9292544414306	37393.34118399139	1031.9680569727884
gRNA_1148	Atrx	353.1341947909826	386.0426740329265	21.954223462102153	139.81782803358126	8.921914037228717
gRNA_1149	Atrx	94.0916769015447	151.57503765709998	48161.578760362456	308.4640742184164	41.63559884040068
gRNA_1150	Atrx	71.55613947080437	63.945719011589055	41.912608427649566	154.2320371092082	5.947942691485812
gRNA_1151	Atrx	70.16218870189259	29.012409551554292	1.995838496554741	162.88056255458434	8.921914037228717
gRNA_1281	B2m	192.36520610982473	161.04847751066873	3867.935006323088	25.945576336128482	8.921914037228717
gRNA_1282	B2m	418.88220605798784	564.2617612781886	93.80440933807283	338.73391327723294	110.03693979248752
gRNA_1283	B2m	394.2557424738799	430.44942334653	55.88347790353275	89.36809626888699	404.4601030210352
gRNA_1284	B2m	138.46577637856947	216.1128466595371	13.970869475883188	47.56688994956888	859.4777189196998
gRNA_1285	B2m	44.838749733328704	33.749129478338666	0.0	79.27814991594813	0.0
gRNA_1313	Bap1	413.53872811049274	531.104721790698	1173.5530359741879	149.90777438652012	4279.544766524042
gRNA_1314	Bap1	88.05122356959367	99.47111846247186	69.85434737941594	13994.75559152619	101.1150257552588
gRNA_1317	Bap1	26.717389737475653	15.394339762049217	1.995838496554741	51.891152672256965	0.0
gRNA_1318	Bap1	40.88922255474535	181.77162719035036	11.975030979328446	442.5162186217469	8.921914037228717
gRNA_1321	Bap1	114.76861330706933	121.97053811469765	3822.030720902329	256.5729215461594	26.765742111686155
gRNA_1322	Bap1	109.19281023142224	75.78751882854999	480.9970776696926	409.3635377478049	258.73550707963284
gRNA_1337	Bap1	161.6982891937657	252.822426092116	449.06366172481677	36.035522689067335	5.947942691485812
gRNA_1338	Bap1	112.67768715370167	93.5502185539914	522.9096860973422	103.78230534451393	0.0
gRNA_1339	Bap1	204.44611277372675	123.15471809639374	2542.69824461074	1127.1911497140263	3744.2299242903186
gRNA_1340	Bap1	245.56766045662405	408.5420936851523	57.87931640008749	2.8828418151253867	571.0024983826379
gRNA_1341	Bap1	126.38486971466745	127.89143802317811	57.87931640008749	41.801206319318105	431.22584513272136
gRNA_1342	Bap1	374.5081065809631	866.8197466015405	407.1510532971672	392.0664868570526	53.53148422337231
gRNA_1343	Bap1	41.586197939201234	29.012409551554292	528.8972015870064	239.2758706554071	2.973971345742906
gRNA_1361	Bap1	621.005067550195	724.1260588071613	12236.485822377117	136.93498621845586	342.0067047604342
gRNA_1362	Bap1	314.3358983896049	402.0291037858238	455.05117721448096	28.828418151253867	380.66833225509197
gRNA_1373	Bcl2	370.55857940237973	307.2947052501363	594.7598719733129	962.8691662518792	2617.094784253757
gRNA_1374	Bcl2	152.86993432399115	92.95812856314335	25.945900455211635	19831.068846247534	303.3450772657764
gRNA_1375	Bcl2	310.85102146732544	188.28461708967887	273.4298740279995	224932.29120425074	2893.6741194078477
gRNA_1376	Bcl2	44.838749733328704	103.02365840756015	5.987515489664223	177.29477163021127	0.0
gRNA_1377	Bcl2	51.80850357788757	78.15587879194217	81.82937835874438	304.1398114957283	835.6859481537566
gRNA_1378	Bcl2	78.29356818721126	77.56378880109413	11.975030979328446	172.9705089075232	0.0
gRNA_1379	Bcl2	31.828542556818824	298.4133553874156	469.02204669036416	1066.651471596393	12651.274104790322
gRNA_1380	Bcl2	108.72815997511832	145.65413774861952	7.983353986218964	0.0	2.973971345742906
gRNA_1381	Bcl2	135.213224584442	149.2066776937078	107.77527881395602	5833.43041290622	65.42736960634393
gRNA_1382	Bcl2	130.3343968932508	270.5851258175574	21.954223462102153	106.6651471596393	178.43828074457437
gRNA_1383	Bcl2	322.69960300307554	479.5928925869179	143.70037175194136	134.0521444033305	77.32325498931556
gRNA_1384	Bcl2	52.970129218647386	39.077939395971086	69.85434737941594	0.0	0.0
gRNA_1385	Bcl2	400.06387067767895	443.47540314518704	249.47981206934264	219.09597794952938	550.1846989624377
gRNA_1406	Bcl2	86.88959792883387	103.02365840756015	7.983353986218964	194.5918225209636	0.0
gRNA_1407	Bcl2	113.83931279446148	294.26872545147927	1109.686204084436	210.44745250415323	1052.7858563929888
gRNA_1459	Bcor	734.3797300883525	1016.6185142860963	870.1855844978671	1614.3914164702167	5219.3197117788
gRNA_1460	Bcor	629.3687721636657	1306.7426098016392	963.9899938359399	252.24865882347135	520.4449855050085
gRNA_1461	Bcor	103.84933228392711	136.18069789505077	295.3840974901017	184.50187616802475	484.7573293560937
gRNA_1463	Bcor	251.14346353227114	139.73323784013905	191.60049566925514	270.9871306217864	472.86144397312205
gRNA_1491	Bcor	184.466151752658	107.76037833434452	61.870993393196976	733.6832419494109	2727.131724046245
gRNA_1492	Bcor	354.9927958161983	355.8460844996761	526.9013630904517	308.4640742184164	151.6725386328882
gRNA_1545	Braf	46.46502563039244	36.709579432578906	299.37577448321116	7.207104537813467	695.90929490384
gRNA_1548	Braf	52.040828706039534	11.841799816960936	277.421551021109	6990.891401679063	291.44919188280477
gRNA_1549	Braf	28.34366563453939	10.065529844416796	257.4631660555616	118.19651442014086	749.4407791272123
gRNA_1550	Braf	112.21303689739774	77.56378880109413	93.80440933807283	221.9788197646548	883.2694896856431
gRNA_1551	Braf	169.5973435509324	126.70725804148202	187.60881867614566	128.2864607730797	71.37531229782974
gRNA_1552	Braf	58.081282037990555	18.946879707137498	381.20515284195557	5426.9497169735405	75390.17361458267
gRNA_1558	Braf	848.683693139118	852.6095868211873	301.3716129797659	369.0037523360495	291.44919188280477
gRNA_1559	Braf	132.65764817477043	161.64056750151678	33.9292544414306	197.47466433608898	0.0
gRNA_1569	Braf	124.52626868945174	84.07677870042265	1836.1714168303617	5147.314060906378	151.6725386328882
gRNA_1570	Braf	53.20245434679935	13.618069789505077	75.84186286908016	487.20026675619033	2170.9990823923213
gRNA_1573	Braf	63.19243485733372	46.7751092769957	15.966707972437929	0.0	32.713684803171965
gRNA_1583	Brca1	270.8910994251879	283.01901562536636	2546.6899216038496	227.74450339490556	18456.466171680473
gRNA_1588	Brca2	52.2731538341915	6.512989899328515	145.6962102484961	1278.540345008109	14756.845817576299
gRNA_1590	Brca2	696.0460839432787	978.1326648809734	1083.7403036292244	887.9152790586191	888595.8723658687
gRNA_1591	Brca2	290.8710604462567	475.4482626509816	65.86267038630646	720.7104537813467	14.869856728714531
gRNA_1592	Brca2	129.172771252491	57.43272911226054	47.900123917313785	8.64852544537616	59.479426914858124
gRNA_1696	Btk	210.02191584937384	154.53548761134022	967.9816708290494	4317.055618150267	1257.9898792492493
gRNA_1725	Card11	81.7784451094907	69.27452892922147	17.96254646899267	3777.9641987218192	35.68765614891487
gRNA_1726	Card11	8.596029741622601	34.34121946918671	21.954223462102153	0.0	1522.6733290203679
gRNA_1733	Card11	129.40509638064296	86.44513866381483	237.5047810900142	184.50187616802475	279.5533064998332
gRNA_1738	Card11	117.78883997304484	44.99883930445156	251.47565056589738	331.5268087394195	2.973971345742906
gRNA_1817	Card11	469.99373425141954	558.9329513605562	221.53807311757626	266.6628678990983	0.0
gRNA_1848	Carm1	22.767862558892297	87.03722865466288	3.991676993109482	216.213136134404	2.973971345742906
gRNA_1855	Casp8	104.546307668383	56.24854913056445	315.3424824556491	64.8639408403212	228.99579362220376
gRNA_1857	Casp8	78.99054357166715	58.024819103108584	141.70453325538662	180.17761344533668	395.5381889838065
gRNA_1858	Casp8	55.99035588462289	64.5378090024371	37.92093143454008	93.69235899157506	11.895885382971624
gRNA_1871	Cbfb	337.10376094849715	373.6087842251175	113.76279430362024	1771.50629539455	3048.3206293864787
gRNA_1875	Cbfb	197.70868405731983	93.5502185539914	13.970869475883188	178.73619253777397	0.0
gRNA_1876	Cbfb	36.01039486355414	12.433889807808983	65.86267038630646	11.531367260501547	8.921914037228717
gRNA_1882	Cbl	124.29394356129978	75.19542883770194	25.945900455211635	112.43083078989008	0.0
gRNA_1898	Cbl	101.06143074610357	120.1942681421535	29.937577448321118	103.78230534451393	8.921914037228717
gRNA_1901	Cbl	238.5979066120652	245.12525621109137	209.56304213824782	6153.425854385138	199.25608016477472
gRNA_1904	Cbl	117.55651484489287	103.61574839840819	2325.1518484862736	162.88056255458434	0.0
gRNA_1905	Cbl	379.15460914400234	550.6436914886835	405.15521480061244	38.91836450419272	416.35598840400684
gRNA_1906	Cbl	55.99035588462289	20.72314967968164	57.87931640008749	503.05589673938	0.0
gRNA_1925	Ccnd1	498.56972501411093	463.60646283402065	149.68788724160558	122.52077714282893	3440.884847024542
gRNA_1928	Ccnd1	0.2323251281519622	1.7762699725441404	0.0	0.0	1192.5625096429053
gRNA_1929	Ccnd1	193.0621814942806	272.95348578094956	9.979192482773705	0.0	0.0
gRNA_1930	Ccnd1	98.27352920828001	243.34898623854724	15.966707972437929	2.8828418151253867	0.0
gRNA_1953	Ccnd3	126.84951997097137	442.29122316349094	17.96254646899267	187.38471798315013	32.713684803171965
gRNA_1961	Ccnd3	238.5979066120652	320.91277503964136	391.18434532472924	193.1504016134009	0.0
gRNA_1962	Ccnd3	208.62796508046208	417.423443547873	21.954223462102153	79.27814991594813	47.583541531886496
gRNA_1963	Ccnd3	549.9135783356945	878.0694564276534	223.533911614131	37.47694359663003	422.30393109549266
gRNA_1972	Cd79a	357.08372196956594	524.5917318913695	397.1718608143935	556.3884703191997	865.4256616111857
gRNA_1973	Cd79a	574.5400419198025	1070.4987034532687	339.292544414306	6810.7137882337265	38.66162749465778
gRNA_1977	Cd79a	51.80850357788757	52.10391919462812	39.91676993109482	11.531367260501547	315.24096264874805
gRNA_1978	Cd79a	98.27352920828001	68.09034894752538	63.866831889751715	28.828418151253867	279.5533064998332
gRNA_1980	Cd79b	135.213224584442	194.7976069890074	19.95838496554741	136.93498621845586	350.9286187976629
gRNA_1981	Cd79b	929.5328377360008	1612.2610450792315	670.6017348423931	32551.608355488304	2617.094784253757
gRNA_1983	Cd79b	984.8262182361678	1180.0353517601573	71.85018587597068	270.9871306217864	223.04785093071794
gRNA_1984	Cd79b	898.168945435486	1052.7360037278272	311.3508054625396	66.3053617478839	811.8941773878133
gRNA_1985	Cd79b	880.5122356959367	1172.9302718699807	848.231361035765	181.61903435289938	2801.4810076898175
gRNA_1989	Cdc73	73.64706562417201	27.236139579010153	776.3811751597943	74.95388719326006	933.8270025632725
gRNA_1994	Cdc73	258.57786763313396	198.35014693409568	53.88763940697801	175.8533507226486	20.81779942020034
gRNA_1995	Cdc73	290.8710604462567	405.58164373091205	405.15521480061244	635.6666202351478	20395.49548910485
gRNA_1996	Cdc73	26.020414353019767	33.15703948749062	15.966707972437929	4.32426272268808	0.0
gRNA_2011	Cdh1	32.06086768497079	27.236139579010153	33.9292544414306	70.62962447057197	17.843828074457434
gRNA_2012	Cdh1	185.1631271371139	119.60217815130545	23.950061958656892	317.11259966379254	2.973971345742906
gRNA_2043	Cdk12	35.778069735402184	16.57851974374531	63.866831889751715	93.69235899157506	0.0
gRNA_2044	Cdk12	12.545556920205959	8.881349862720702	101.7877633242918	2.8828418151253867	5.947942691485812
gRNA_2105	Cdk8	8.36370461347064	5.328809917632421	143.70037175194136	21.6213136134404	115.98488248397334
gRNA_2133	Chek2	226.51699994816315	209.00776676936053	225.52975011068574	110.9894098823274	0.0
gRNA_2134	Chek2	40.19224717028946	8.881349862720702	71.85018587597068	0.0	2.973971345742906
gRNA_2135	Chek2	96.64725331121628	26.05195959731406	357.25509088329864	11.531367260501547	5790.322210161438
gRNA_2154	Cic	1024.0891648938493	1670.28586418234	7001.401445914032	366.1209105209241	175.46430939883146
gRNA_2202	Cic	312.9419476206931	209.00776676936053	361.2467678764081	688.9991938149674	4791.067837991822
gRNA_2203	Cic	43.21247383626497	15.394339762049217	71.85018587597068	337.29249236967024	56.50545556911521
gRNA_2215	Crebbp	42.51549845180909	53.28809917632421	23.950061958656892	0.0	797.0243206590989
gRNA_2234	Crebbp	174.24384611397167	204.27104684257614	275.4257125245543	272.428551529349	758.362693164441
gRNA_2240	Crebbp	168.90036816647654	329.79412490236206	113.76279430362024	132.6107234957678	371.74641821786327
gRNA_2265	Crebbp	168.20339278202064	347.55682462780345	63.866831889751715	7.207104537813467	419.3299597497497
gRNA_2268	Crebbp	36.70737024801003	6.512989899328515	1295.299184264027	40294.92147091509	2269.1401368018373
gRNA_2269	Crebbp	19.747635892916787	7.105079890176562	35.92509293798534	2.8828418151253867	648.3257533719535
gRNA_2270	Crebbp	8.828354869774564	5.328809917632421	824.2812990771081	8658.6153917291	9927.11635208982
gRNA_2281	Crebbp	469.7614091232676	573.7352011317573	223.533911614131	7.207104537813467	32.713684803171965
gRNA_2284	Crebbp	172.61757021690792	200.12641690663983	163.65875671748876	353.1481223528599	0.0
gRNA_2285	Crebbp	161.46596406561375	317.3602350945531	15.966707972437929	1157.4609887728427	83.27119768080136
gRNA_2292	Crebbp	215.13306866871702	211.3761267327527	183.61714168303618	51.891152672256965	17.843828074457434
gRNA_2293	Crebbp	248.3555619944476	150.98294766625193	293.38825899354697	585.2168884704535	437.1737878242072
gRNA_2294	Crebbp	560.8328593588368	543.5386115985069	287.4007435038827	501.6144758318173	5.947942691485812
gRNA_2297	Crebbp	239.759532252825	190.06088706222303	640.6641573940719	2936.174388705206	2200.7387958497507
gRNA_2298	Crebbp	178.42569842070696	143.28577778522734	728.4810512424805	102.34088443695123	1457.245959414024
gRNA_2316	Crebbp	83.6370461347064	195.9817869707035	49.895962413868524	128.2864607730797	5.947942691485812
gRNA_2326	Crebbp	37.86899588876984	17.762699725441404	65.86267038630646	60.53967811763312	2.973971345742906
gRNA_2384	Csf3r	21.838562046284448	19.538969697985543	5.987515489664223	1164.6680933106563	297.3971345742906
gRNA_2385	Csf3r	242.54743379064854	408.5420936851523	2668.436069893689	48274.627615182166	1165.796767531219
gRNA_2386	Csf3r	189.3449794438492	256.3749660372043	151.68372573816032	1636.012730083657	110.03693979248752
gRNA_2387	Csf3r	162.62758970637356	179.40326722695818	1003.9067637670348	1.4414209075626934	1026.0201142813025
gRNA_2388	Csf3r	15.565783586181468	5.328809917632421	95.80024783462757	14.414209075626934	0.0
gRNA_2398	Ctcf	0.4646502563039244	7.105079890176562	0.0	10.089946352938853	0.0
gRNA_2399	Ctcf	170.52664406354026	122.56262810554568	564.8222945249918	149.90777438652012	151.6725386328882
gRNA_2401	Ctcf	4.414177434887282	0.0	0.0	85.04383354619891	0.0
gRNA_2415	Ctcf	161.93061432191766	151.57503765709998	51.89180091042327	70.62962447057197	5.947942691485812
gRNA_2416	Ctcf	722.7634736807545	663.1407897498125	2951.845136404462	595.3068348233924	20157.577781445416
gRNA_2417	Ctcf	360.8009240199973	519.8550119645851	63.866831889751715	266.6628678990983	823.790062770785
gRNA_2440	Ctcf	269.4971486562762	347.55682462780345	1033.8443412153558	41.801206319318105	175.46430939883146
gRNA_2441	Ctcf	128.01114561173117	163.4168374740609	33.9292544414306	93.69235899157506	446.0957018614359
gRNA_2445	Ctnnb1	133.3546235592263	75.19542883770194	339.292544414306	139.81782803358126	737.5448937442407
gRNA_2446	Ctnnb1	49.02060204006403	28.420319560706247	77.8377013656349	0.0	53.53148422337231
gRNA_2457	Ctnnb1	124.06161843314783	261.7037759548367	67.8585088828612	106.6651471596393	541.2627849252088
gRNA_2458	Ctnnb1	63.19243485733372	42.038389350211325	7.983353986218964	23.062734521003094	0.0
gRNA_2466	Ctnnb1	361.26557427630127	609.2606005826402	708.5226662769331	1264.1261359324822	89.21914037228719
gRNA_2472	Ctnnb1	50.182227680823836	46.183019286147655	1640.579244167997	0.0	41.63559884040068
gRNA_2473	Ctnnb1	313.17427274884506	434.0019632916183	17.96254646899267	67.7467826554466	2.973971345742906
gRNA_2474	Ctnnb1	74.11171588047594	13.02597979865703	197.58801115891936	15.855629983189626	0.0
gRNA_2494	Ctnnb1	280.4164296794184	340.45174473762694	29.937577448321118	0.0	2.973971345742906
gRNA_2521	Cul3	27.646690250083502	31.38076951494648	830.2688145667723	733.6832419494109	32.713684803171965
gRNA_2526	Cul3	129.63742150879492	100.65529844416795	9.979192482773705	106.6651471596393	59.479426914858124
gRNA_2527	Cul3	50.879203065279725	14.80224977120117	77.8377013656349	110.9894098823274	0.0
gRNA_2568	Daxx	489.7413701443364	874.5169164825652	35.92509293798534	72.07104537813467	17.843828074457434
gRNA_2569	Daxx	131.03137227770668	64.5378090024371	5.987515489664223	69.18820356300928	5.947942691485812
gRNA_2620	Dicer1	389.14458965453673	393.1477539231031	1095.715334608553	2043.9348469238992	645.3517820262106
gRNA_2645	Dis3	37.40434563246592	23.683599633921872	29.937577448321118	194.5918225209636	0.0
gRNA_2648	Dis3	85.26332203177013	139.141147849291	65.86267038630646	387.7422241343645	14.869856728714531
gRNA_2649	Dis3	449.78144810219885	757.8751882854999	47.900123917313785	201.79892705877708	0.0
gRNA_2657	Dis3	188.88032918754527	250.4540661287238	13893.031774517553	79.27814991594813	2.973971345742906
gRNA_2658	Dis3	35.081094350946294	75.19542883770194	0.0	5.7656836302507735	211.15196554774633
gRNA_2671	Dnmt1	12.777882048357922	4.7367199267843745	1.995838496554741	175.8533507226486	0.0
gRNA_2679	Dnmt3a	100.8291056179516	55.06436914886835	49.895962413868524	0.0	663.1956101006681
gRNA_2683	Dnmt3a	165.64781637234907	94.14230854483944	85.82105535185387	0.0	0.0
gRNA_2684	Dnmt3a	55.99035588462289	50.91973921293203	29.937577448321118	98.01662171426315	178.43828074457437
gRNA_2691	Dnmt3a	335.24515992328145	321.50486503048944	203.5755266485836	507.38015946206804	686.9873808666113
gRNA_2692	Dnmt3a	336.8714358203452	322.09695502133746	704.5309892838236	3492.562859024406	1144.9789681110187
gRNA_2693	Dnmt3a	526.6810655204984	684.4560294203421	307.3591284694301	5690.729743057514	556.1326416539234
gRNA_2694	Dnmt3a	292.4973363433204	210.78403674190466	315.3424824556491	36418.94065047901	547.2107276166947
gRNA_2696	Dnmt3a	169.82966867908436	138.54905785844295	161.66291822093402	315.67117875622984	660.2216387549252
gRNA_2697	Dnmt3a	269.9617989125801	196.57387696155155	87.81689384840861	82.16099173107352	181.41225209031725
gRNA_2698	Dnmt3a	452.10469938371847	377.16132417020583	227.52558860724048	6727.11137559509	600.7422118400671
gRNA_2702	Dnmt3a	191.43590559721687	198.35014693409568	13.970869475883188	0.0	0.0
gRNA_2703	Dnmt3a	147.75878150464797	95.91857851738358	29.937577448321118	59.09825721007043	416.35598840400684
gRNA_2723	Dnmt3a	216.29469430947682	139.141147849291	71.85018587597068	0.0	139.7766532499166
gRNA_2724	Dnmt3a	240.68883276543286	523.9996419005214	1862.1173172855736	204.68176887390246	1495.9075869086817
gRNA_2739	Dnmt3a	633.0859742140971	557.1566813880121	73.84602437252542	369.0037523360495	1207.4323663716198
gRNA_2747	Dnmt3a	36.01039486355414	14.80224977120117	13.970869475883188	7.207104537813467	5073.595115837397
gRNA_2748	Dnmt3a	39.49527178583357	17.762699725441404	55.88347790353275	843.2312309241756	814.8681487335563
gRNA_2775	Dnmt3a	484.63021732499317	780.3746079377257	506.94297812490424	1268.4503986551701	704.8312089410687
gRNA_2776	Dnmt3a	306.43684403243816	404.989553740064	257.4631660555616	73.51246628569736	166.54239536160273
gRNA_2777	Dnmt3a	292.26501121516844	326.8336749481218	3185.3582405013667	348.8238596301718	32.713684803171965
gRNA_2778	Dnmt3a	127.77882048357921	150.39085767540388	43.908446924204306	0.0	3872.1106921572637
gRNA_2784	Dnmt3a	56.222681012774856	63.945719011589055	29.937577448321118	165.76340436970975	2.973971345742906
gRNA_2785	Dnmt3a	141.02135278824107	144.46995776692341	33.9292544414306	54.773994487382346	184.38622343606016
gRNA_2794	Dnmt3a	443.9733198983998	675.5746795576214	175.63378769681722	374.76943596630025	910.0352317973293
gRNA_2802	Dnmt3a	337.5684112048011	384.8584940512304	85.82105535185387	1144.4882006047785	755.3887218186982
gRNA_2803	Dnmt3a	216.06236918132487	158.0880275564285	828.2729760702175	157.11487892433357	410.408045712521
