sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
gRNA_13261	ST	0.93777/2.4207	11.607/4.1244	1.6793	7.8659	1.7264	1.0996	3.9938	3.0957	0.99877	0.0012276	0.0024552	0.07506	True
gRNA_3543	Erbb3	874.01/1030	1846.9/1653.9	952.02	1750.4	0.87792	12171	67396	3.0753	0.99895	0.0010516	0.0021031	0.070104	True
gRNA_1407	Bcl2	229.75/601.55	256.65/1392.7	415.65	824.67	0.98671	69117	17784	3.0671	0.99892	0.0010818	0.0021635	0.070104	True
gRNA_3754	Ercc4	180.99/68.991	383.05/180.1	124.99	281.57	1.1653	6271.9	2607.4	3.0665	0.99891	0.0010908	0.0021815	0.070104	True
gRNA_1036	Atm	83.462/91.988	117.36/294.21	87.725	205.79	1.2207	36.348	1487.1	3.0615	0.99889	0.0011138	0.0022276	0.070104	True
gRNA_8998	Pik3cg	585.17/691.12	1538.6/873	638.15	1205.8	0.91699	5612.7	35407	3.0168	0.99872	0.0012776	0.0025552	0.075946	True
gRNA_12845	Tsc2	861.81/654.81	1858.5/919.75	758.31	1389.1	0.87244	21425	46731	2.918	0.99824	0.0017617	0.0035233	0.10126	True
gRNA_10049	Ptprt	512.96/668.12	750.61/1460	590.54	1105.3	0.90323	12038	31258	2.9117	0.9982	0.0017981	0.0035963	0.10126	True
gRNA_8225	Nras	287.9/349.8	678.39/580.17	318.85	629.28	0.97861	1915.8	11625	2.8792	0.998	0.0019967	0.0039934	0.10956	True
gRNA_2457	Ctnnb1	250.39/534.98	708.05/808.39	392.68	758.22	0.94748	40498	16234	2.8689	0.99794	0.0020613	0.0041227	0.11028	True
gRNA_12024	Stat3	228.82/406.68	696.45/552.67	317.75	624.56	0.97272	15818	11561	2.8534	0.99783	0.0021659	0.0043319	0.11305	True
gRNA_4627	Foxo1	143.01/123.46	314.69/257.09	133.23	285.89	1.0957	191.16	2886	2.8416	0.99774	0.0022592	0.0045184	0.11511	True
gRNA_4562	Foxa1	361.51/317.12	860.24/456.44	339.31	658.34	0.95415	985.46	12844	2.815	0.99756	0.0024424	0.0048848	0.12155	True
gRNA_12271	Tcf3	375.58/341.32	635.83/741.02	358.45	688.43	0.9396	586.67	14025	2.7863	0.99733	0.0026686	0.0053372	0.12639	True
gRNA_8410	Ntrk3	200.68/222.71	553.29/302.46	211.7	427.87	1.0118	242.54	6037.4	2.7822	0.99729	0.0027086	0.0054171	0.12639	True
gRNA_8366	Ntrk3	278.52/158.56	263.1/617.29	218.54	440.2	1.0069	7195.3	6352.2	2.7811	0.99728	0.0027169	0.0054337	0.12639	True
gRNA_3906	Etv6	62.831/116.2	1.2897/5.4992	89.513	3.3945	-4.3644	1423.9	1535.4	2.7657	0.0028402	0.99716	0.0056803	0.12932	False
gRNA_11305	Smad4	421.06/705.65	936.33/1109.5	563.35	1022.9	0.85941	40494	28978	2.6996	0.99653	0.0034728	0.0069456	0.15483	True
gRNA_4032	Fat1	109.25/122.25	279.87/207.6	115.75	243.73	1.0678	84.457	2307.8	2.6641	0.99611	0.0038907	0.0077814	0.16785	True
gRNA_1109	Atr	11.722/44.784	51.589/89.363	28.253	70.476	1.2889	546.53	251.76	2.6611	0.99595	0.0040464	0.0080928	0.16979	True
gRNA_12589	Trp53	201.15/353.43	575.21/492.18	277.29	533.7	0.94213	11594	9295.8	2.6594	0.99608	0.0039217	0.0078433	0.16785	True
gRNA_9624	Prkd1	2.3444/1.2104	9.028/5.4992	1.7774	7.2636	1.573	0.64305	4.3149	2.6411	0.99486	0.0051395	0.010279	0.20098	True
gRNA_11670	Socs1	51.578/35.101	103.18/100.36	43.339	101.77	1.2128	135.74	490.15	2.6392	0.99574	0.0042624	0.0085247	0.17541	True
gRNA_1876	Cbfb	72.678/25.418	165.08/59.117	49.048	112.1	1.1762	1116.7	594.96	2.585	0.99502	0.0049797	0.0099593	0.20098	True
gRNA_9037	Pik3r1	173.96/117.41	202.49/384.95	145.68	293.72	1.0066	1599	3326.7	2.5666	0.99483	0.0051653	0.010331	0.20098	True
gRNA_13007	Vhl	164.58/217.87	395.94/351.95	191.22	373.95	0.96391	1419.8	5132.5	2.5505	0.9946	0.0053982	0.010796	0.20629	True
gRNA_4621	Foxo1	38.918/125.88	9.028/2.7496	82.398	5.8888	-3.5977	3781.1	1346.8	2.498	0.0062456	0.99375	0.012491	0.23448	False
gRNA_6080	Keap1	444.97/600.34	1242/596.67	522.66	919.33	0.81353	12070	25689	2.4749	0.99333	0.0066673	0.013335	0.24216	True
gRNA_13260	ST	78.304/53.256	141.87/141.61	65.78	141.74	1.0959	313.7	943.82	2.4724	0.99318	0.0068201	0.01364	0.24216	True
gRNA_8651	Pdgfrb	230.69/130.72	626.8/72.865	180.71	349.83	0.94918	4997.2	4689.5	2.4697	0.99321	0.006789	0.013578	0.24216	True
gRNA_3250	Epha5	349.79/421.21	869.27/518.3	385.5	693.79	0.8461	2550.3	15760	2.4557	0.99296	0.0070377	0.014075	0.24216	True
gRNA_4858	Gna13	557.04/715.33	1113/1080.6	636.18	1096.8	0.78485	12528	35232	2.454	0.99293	0.0070656	0.014131	0.24216	True
gRNA_5625	Irs1	207.25/93.199	241.18/349.2	150.22	295.19	0.96984	6503.7	3493.4	2.4527	0.99287	0.007129	0.014258	0.24216	True
gRNA_12502	Trp53	736.62/911.41	1476.7/1299.2	824.02	1388	0.75151	15275	53417	2.44	0.99266	0.0073441	0.014688	0.24557	True
gRNA_5501	Inppl1	349.32/570.08	972.45/650.29	459.7	811.37	0.81829	24368	20904	2.4323	0.99249	0.007508	0.015016	0.24719	True
gRNA_7430	Mtor	92.371/82.305	255.36/105.86	87.338	180.61	1.0398	50.658	1476.7	2.4272	0.9923	0.0076961	0.015392	0.24954	True
gRNA_13009	Vhl	1354.6/1447.6	2300.9/2198.3	1401.1	2249.6	0.6827	4323.4	1.2561e+05	2.394	0.99167	0.0083336	0.016667	0.26618	True
gRNA_12272	Tcf3	327.75/386.11	526.2/745.15	356.93	635.68	0.83088	1702.7	13929	2.3618	0.9909	0.0091046	0.018209	0.28653	True
gRNA_3021	Egfr	331.97/283.23	806.07/299.71	307.6	552.89	0.84387	1188.1	10975	2.3414	0.99038	0.0096222	0.019244	0.29843	True
gRNA_4735	Gata2	419.65/222.71	571.34/576.05	321.18	573.69	0.83492	19394	11762	2.3283	0.99004	0.0099622	0.019924	0.30027	True
gRNA_3679	Ercc2	670.51/1417.3	1799.2/1590.7	1043.9	1694.9	0.69865	2.7888e+05	78180	2.3282	0.99005	0.0099518	0.019904	0.30027	True
gRNA_1047	Atm	51.578/88.357	1.2897/12.373	69.967	6.8315	-3.1798	676.36	1040.3	2.3164	0.010269	0.98973	0.020538	0.30521	False
gRNA_2724	Dnmt3a	485.77/1071.2	1354.2/1219.5	778.47	1286.8	0.72437	1.7135e+05	48746	2.3025	0.98934	0.010656	0.021312	0.30851	True
gRNA_3314	Epha7	428.56/395.79	828/606.29	412.18	717.14	0.79751	536.99	17546	2.3023	0.98933	0.010668	0.021336	0.30851	True
gRNA_9411	Pot1b	774.13/756.48	1367.1/1159	765.31	1263	0.72204	155.78	47427	2.2855	0.98886	0.011145	0.022289	0.31548	True
gRNA_6063	Keap1	740.37/1068.8	1343.9/1603	904.57	1473.5	0.70329	53918	62070	2.2834	0.9888	0.011204	0.022408	0.31548	True
gRNA_6081	Keap1	37.98/26.628	121.23/23.372	32.304	72.303	1.1382	64.431	309.96	2.2719	0.98806	0.011943	0.023886	0.32766	True
gRNA_5372	Inha	147.23/243.28	416.58/303.83	195.26	360.21	0.88007	4613.2	5306.4	2.2644	0.98818	0.011819	0.023638	0.32766	True
gRNA_12625	Trp53	1244.9/2208.9	2716.1/2625.9	1726.9	2671	0.6289	4.6468e+05	1.7598e+05	2.2506	0.98779	0.012207	0.024413	0.33066	True
gRNA_9056	Pik3r1	224.6/174.29	290.19/437.19	199.45	363.69	0.86345	1265.2	5489.2	2.2168	0.98663	0.013365	0.02673	0.3541	True
gRNA_12602	Trp53	270.55/219.08	429.48/446.81	244.81	438.14	0.83714	1324.6	7616.1	2.2153	0.9866	0.013403	0.026805	0.3541	True
gRNA_11797	Sox9	1135.2/1953.5	2637.5/2131	1544.4	2384.2	0.62618	3.3486e+05	1.4696e+05	2.1908	0.98577	0.014233	0.028467	0.37145	True
gRNA_13272	ST	18.287/71.412	6.4486/2.7496	44.849	4.5991	-3.0336	1411.1	517.14	2.1856	0.014424	0.98558	0.028848	0.37189	False
gRNA_4143	Fbxw7	106.91/36.311	216.67/70.115	71.609	143.39	0.99179	2491.8	1079	2.1853	0.98535	0.014646	0.029292	0.37313	True
gRNA_4304	Fgfr3	500.3/908.99	266.97/259.84	704.65	263.41	-1.4162	83512	41526	2.1723	0.014915	0.98508	0.02983	0.37551	False
gRNA_13604	NT	338.07/376.43	107.05/107.24	357.25	107.14	-1.728	735.65	13949	2.1474	0.015879	0.98412	0.031758	0.39355	False
gRNA_12579	Trp53	265.86/71.412	46.43/26.121	168.64	36.276	-2.1861	18905	4200	2.1444	0.015999	0.984	0.031999	0.39355	False
gRNA_3686	Ercc2	36.573/24.207	34.822/97.612	30.39	66.217	1.0985	76.456	281.9	2.1338	0.98297	0.017028	0.034056	0.40043	True
gRNA_11098	Setd2	58.142/24.207	7.7383/1.3748	41.175	4.5566	-2.9241	575.78	452.42	2.1305	0.016565	0.98343	0.03313	0.39823	False
gRNA_8833	Pik3ca	532.66/687.49	1115.6/877.13	610.07	996.37	0.70678	11987	32937	2.1285	0.98335	0.016653	0.033307	0.39823	True
gRNA_1148	Atrx	712.71/789.16	1483.2/930.75	750.94	1207	0.68389	2922.5	46002	2.1262	0.98325	0.016748	0.033496	0.39823	True
gRNA_12537	Trp53	288.37/249.34	312.11/621.41	268.85	466.76	0.79361	761.64	8847.2	2.1041	0.98228	0.017722	0.035444	0.41223	True
gRNA_806	Arid1b	154.26/369.16	2.5794/145.73	261.71	74.155	-1.8056	23091	8474.4	2.0833	0.01861	0.98139	0.03722	0.42823	False
gRNA_2975	Egfr	200.68/122.25	210.22/371.2	161.47	290.71	0.84441	3076.1	3919	2.0646	0.98042	0.019579	0.039158	0.44104	True
gRNA_4117	Fbxw7	1059.7/1076	1272.9/2037.5	1067.9	1655.2	0.63182	133.41	81086	2.0627	0.98043	0.019574	0.039148	0.44104	True
gRNA_11589	Smc3	444.04/420	530.07/893.63	432.02	711.85	0.71917	288.9	18920	2.0344	0.97903	0.020974	0.041949	0.46755	True
gRNA_2135	Chek2	195.06/53.256	14.187/41.244	124.16	27.716	-2.1238	10054	2579.8	2.0198	0.021701	0.9783	0.043402	0.47876	False
gRNA_12499	Trp53	61.424/91.988	208.93/83.863	76.706	146.4	0.92362	467.08	1202.8	2.0095	0.97746	0.022544	0.045088	0.48732	True
gRNA_13608	NT	78.773/36.311	7.7383/10.998	57.542	9.3684	-2.4973	901.51	764.56	2.0058	0.022439	0.97756	0.044879	0.48732	False
gRNA_4447	Flt3	19.224/36.311	103.18/15.123	27.768	59.15	1.0641	145.98	245.09	2.0046	0.97661	0.023395	0.04679	0.49083	True
gRNA_84	Akt1	524.22/659.65	221.83/258.46	591.93	240.15	-1.298	9171.5	31377	1.9934	0.023111	0.97689	0.046222	0.49083	False
gRNA_7478	Mtor	413.09/265.07	594.56/534.8	339.08	564.68	0.73411	10955	12830	1.9917	0.97677	0.023232	0.046465	0.49083	True
gRNA_6488	Kmt2d	14.067/1.2104	0/0	7.6385	0	-3.1108	82.642	34.529	1.9788	0.023918	0.97608	0.047837	0.49695	False
gRNA_6834	Map2k1	93.777/308.64	364.99/331.33	201.21	348.16	0.78802	23084	5567	1.9695	0.97547	0.024534	0.049068	0.50484	True
gRNA_12831	Tsc1	12.191/2.4207	0/0	7.3059	0	-3.0541	47.73	32.326	1.9546	0.025313	0.97469	0.050626	0.5159	False
gRNA_2657	Dis3	381.21/511.99	699.03/742.4	446.6	720.71	0.68923	8551.9	19956	1.9404	0.97382	0.026184	0.052367	0.52861	True
gRNA_7814	Nfe2	130.82/33.89	143.16/163.6	82.355	153.38	0.88915	4697.6	1345.7	1.9362	0.97324	0.026755	0.053511	0.53511	True
gRNA_12954	Upf1	687.39/612.45	991.79/1031.1	649.92	1011.4	0.6373	2808.1	36463	1.8933	0.97083	0.029169	0.058338	0.57255	True
gRNA_1973	Cd79a	1159.6/2188.3	2357.6/2537.9	1674	2447.7	0.54792	5.2921e+05	1.6735e+05	1.8915	0.97072	0.029279	0.058558	0.57255	True
gRNA_8835	Pik3ca	593.14/900.52	403.68/284.59	746.83	344.13	-1.1156	47239	45598	1.8892	0.02943	0.97057	0.058861	0.57255	False
gRNA_7829	Nfe2l2	301.03/470.83	153.48/149.85	385.93	151.67	-1.3417	14417	15788	1.8793	0.030099	0.9699	0.060198	0.57758	False
gRNA_7393	Mtor	279.46/133.14	56.747/76.989	206.3	66.868	-1.6109	10704	5793.5	1.8774	0.030229	0.96977	0.060457	0.57758	False
gRNA_1342	Bap1	755.85/1772	2547.2/1200.2	1263.9	1873.7	0.56762	5.1627e+05	1.0639e+05	1.8695	0.96922	0.030778	0.061556	0.57896	True
gRNA_6112	Kit	318.37/306.22	541.68/478.43	312.3	510.06	0.70594	73.819	11245	1.8649	0.96885	0.031149	0.062298	0.57896	True
gRNA_9105	Pik3r2	339.01/308.64	714.5/339.58	323.82	527.04	0.70099	460.89	11917	1.8615	0.96862	0.031383	0.062766	0.57896	True
gRNA_4033	Fat1	732.4/1405.2	1636.6/1561.8	1068.8	1599.2	0.5809	2.2636e+05	81204	1.8613	0.96864	0.031356	0.062711	0.57896	True
gRNA_7839	Nkx2-1	393.87/344.96	748.03/441.31	369.41	594.67	0.6854	1196.1	14718	1.8568	0.96829	0.031708	0.063416	0.57995	True
gRNA_8673	Pdgfrb	308.06/314.7	383.05/631.04	311.38	507.04	0.70166	22.028	11192	1.8495	0.96776	0.032245	0.064489	0.58273	True
gRNA_12577	Trp53	323.06/415.16	680.97/504.56	369.11	592.76	0.68193	4240.6	14699	1.8447	0.96742	0.032578	0.065157	0.58273	True
gRNA_4567	Foxa1	133.16/225.13	91.57/23.372	179.15	57.471	-1.6234	4228.8	4625.1	1.8423	0.032718	0.96728	0.065435	0.58273	False
gRNA_4331	Fgfr3	289.3/348.59	549.42/485.31	318.95	517.36	0.69614	1757.3	11631	1.8398	0.96705	0.032949	0.065898	0.58273	True
gRNA_1318	Bap1	82.524/371.58	69.645/90.737	227.05	80.191	-1.49	41778	6752.3	1.8226	0.034183	0.96582	0.068367	0.59623	False
gRNA_2645	Dis3	75.491/48.415	11.607/16.498	61.953	14.053	-2.0643	366.56	858.78	1.8196	0.034412	0.96559	0.068823	0.59623	False
gRNA_10969	Runx1	233.97/296.54	459.14/408.32	265.26	433.73	0.70729	1957.3	8658.7	1.8105	0.96481	0.035186	0.070372	0.59623	True
gRNA_3107	Ep300	131.29/44.784	210.22/105.86	88.036	158.04	0.83695	3741.5	1495.5	1.8103	0.96447	0.035531	0.071062	0.59623	True
gRNA_6472	Kmt2d	263.05/388.53	125.1/133.36	325.79	129.23	-1.3273	7873	12033	1.8101	0.035142	0.96486	0.070285	0.59623	False
gRNA_6125	Kit	105.5/107.72	175.4/200.72	106.61	188.06	0.81303	2.4717	2025.4	1.8098	0.96452	0.035478	0.070956	0.59623	True
gRNA_10632	Rhoa	170.67/354.64	87.701/109.98	262.66	98.843	-1.4009	16921	8523.3	1.8009	0.035859	0.96414	0.071718	0.59623	False
gRNA_3086	Ep300	163.64/85.936	19.346/54.992	124.79	37.169	-1.7205	3019.1	2600.7	1.7999	0.035941	0.96406	0.071882	0.59623	False
gRNA_5237	Igf1r	314.62/274.75	496.54/456.44	294.69	476.49	0.69139	794.78	10247	1.796	0.96368	0.036316	0.072632	0.59782	True
gRNA_121	Akt3	37.98/27.839	72.224/57.742	32.909	64.983	0.96042	51.423	319.03	1.7957	0.9625	0.037497	0.074994	0.60182	True
gRNA_3012	Egfr	67.051/54.467	179.27/45.369	60.759	112.32	0.87568	79.181	832.87	1.7866	0.96234	0.037664	0.075328	0.60182	True
gRNA_8997	Pik3cg	1491.1/2551.5	3246.2/2489.8	2021.3	2868	0.50458	5.6222e+05	2.2684e+05	1.7778	0.96228	0.037717	0.075434	0.60182	True
gRNA_1994	Cdc73	521.87/405.47	929.88/512.8	463.67	721.34	0.63647	6774.2	21195	1.7699	0.9616	0.038398	0.076797	0.60182	True
gRNA_10573	Recql	747.88/731.06	1581.2/647.54	739.47	1114.4	0.591	141.31	44877	1.7697	0.9616	0.038399	0.076798	0.60182	True
gRNA_3579	Erbb3	239.13/534.98	185.72/148.48	387.06	167.1	-1.207	43764	15862	1.7583	0.039348	0.96065	0.078696	0.60182	False
gRNA_4192	Fgf4	858.06/1152.3	1376.1/1587.9	1005.2	1482	0.55966	43280	73558	1.7582	0.96064	0.039362	0.078723	0.60182	True
gRNA_12754	Traf7	79.711/119.83	119.94/229.59	99.769	174.77	0.80263	804.64	1823.2	1.7565	0.96011	0.039891	0.079783	0.60182	True
gRNA_6915	Map3k1	688.33/725.01	897.64/1233.2	706.67	1065.4	0.59163	672.92	41718	1.7564	0.96048	0.039517	0.079035	0.60182	True
gRNA_4193	Fgf4	459.98/1067.5	1316.8/971.99	763.76	1144.4	0.58276	1.8457e+05	47273	1.7507	0.95999	0.040012	0.080023	0.60182	True
gRNA_4704	Fyn	243.82/729.85	243.76/202.1	486.84	222.93	-1.1234	1.1811e+05	22920	1.7504	0.040025	0.95997	0.080051	0.60182	False
gRNA_9115	Pik3r3	512.96/521.67	911.83/679.16	517.32	795.49	0.61983	37.907	25269	1.75	0.95992	0.040085	0.080169	0.60182	True
gRNA_4893	Gnb1	263.05/251.76	88.99/112.73	257.4	100.86	-1.343	63.717	8252.1	1.7482	0.040215	0.95978	0.08043	0.60182	False
gRNA_12536	Trp53	230.69/348.59	595.85/331.33	289.64	463.59	0.67672	6949.5	9967.3	1.7423	0.9592	0.0408	0.0816	0.60215	True
gRNA_7843	Nkx2-1	209.59/415.16	159.92/98.986	312.37	129.46	-1.2643	21128	11250	1.742	0.04075	0.95925	0.0815	0.60215	False
gRNA_3838	Esr1	429.5/791.58	375.31/226.84	610.54	301.08	-1.0175	65552	32977	1.7081	0.043807	0.95619	0.087615	0.64211	False
gRNA_12588	Trp53	404.65/728.64	1018.9/697.03	566.65	857.95	0.59759	52486	29251	1.7033	0.95572	0.04428	0.08856	0.64462	True
gRNA_10106	Ptprt	241.48/383.69	576.5/405.57	312.58	491.04	0.64992	10112	11261	1.6816	0.9536	0.046396	0.092792	0.66684	True
gRNA_2265	Crebbp	339.47/710.49	812.52/778.14	524.98	795.33	0.59836	68825	25873	1.6808	0.95357	0.04643	0.092859	0.66684	True
gRNA_12567	Trp53	416.84/291.7	528.78/573.3	354.27	551.04	0.63586	7830.2	13763	1.6772	0.95319	0.046806	0.093612	0.66777	True
gRNA_13270	ST	301.03/153.72	242.47/486.68	227.37	364.57	0.67878	10850	6767.4	1.6678	0.95219	0.04781	0.09562	0.67757	True
gRNA_12850	Tsc2	571.57/560.4	296.63/270.84	565.99	283.74	-0.99369	62.406	29196	1.6562	0.048841	0.95116	0.097682	0.68763	False
gRNA_11337	Smad4	120.04/64.15	162.5/153.98	92.092	158.24	0.77448	1561.6	1606	1.6506	0.95006	0.049945	0.099889	0.69382	True
gRNA_8569	Pdgfra	740.37/928.35	1426.4/1011.9	834.36	1219.1	0.54657	17668	54501	1.6482	0.95034	0.049664	0.099328	0.69382	True
gRNA_10337	Raf1	415.43/422.42	726.11/552.67	418.93	639.39	0.60882	24.397	18009	1.6428	0.94975	0.050253	0.10051	0.69382	True
gRNA_1313	Bap1	834.62/1085.7	1759.2/1017.4	960.16	1388.3	0.53147	31521	68326	1.6378	0.94926	0.05074	0.10148	0.69605	True
gRNA_7823	Nfe2l2	300.56/261.44	163.79/83.863	281	123.83	-1.1757	765.06	9495.6	1.6303	0.051518	0.94848	0.10304	0.6994	False
gRNA_8854	Pik3ca	394.33/343.75	158.63/186.97	369.04	172.8	-1.0902	1279.6	14695	1.6292	0.051638	0.94836	0.10328	0.6994	False
gRNA_3510	Erbb2	25.789/3.6311	60.617/0	14.71	30.308	0.99487	245.48	92.401	1.6227	0.94416	0.055843	0.11169	0.73768	True
gRNA_2044	Cdk12	25.32/18.156	59.327/26.121	21.738	42.724	0.94334	25.664	167.94	1.6194	0.94474	0.055262	0.11052	0.73454	True
gRNA_8893	Pik3cb	764.29/369.16	798.33/884	566.72	841.17	0.56892	78061	29257	1.6045	0.94567	0.054328	0.10866	0.7312	True
gRNA_10932	Runx1	179.58/250.55	270.84/411.07	215.07	340.95	0.66234	2517.9	6191.6	1.5999	0.94501	0.054986	0.10997	0.73454	True
gRNA_12530	Trp53	147.23/110.14	318.56/104.49	128.69	211.52	0.71258	687.72	2731	1.5851	0.94314	0.056864	0.11373	0.74201	True
gRNA_8804	Pik3ca	262.11/256.6	101.89/130.61	259.35	116.25	-1.1509	15.177	8352.4	1.5844	0.056549	0.94345	0.1131	0.74201	False
gRNA_6895	Map2k4	12.191/6.0519	29.663/9.6237	9.1215	19.644	1.0283	18.845	44.96	1.5692	0.93616	0.063842	0.12768	0.77975	True
gRNA_10909	Rtel1	250.39/261.44	354.67/439.94	255.91	397.31	0.6326	61.099	8175.9	1.5637	0.94092	0.059079	0.11816	0.76624	True
gRNA_5621	Irf8	119.57/251.76	77.383/81.114	185.66	79.248	-1.2179	8737.2	4896.3	1.5513	0.060415	0.93958	0.12083	0.77446	False
gRNA_6109	Kit	100.34/129.51	70.934/16.498	114.93	43.716	-1.3743	425.38	2281.8	1.5511	0.060437	0.93956	0.12087	0.77446	False
gRNA_1322	Bap1	220.38/154.93	354.67/239.22	187.65	296.94	0.65931	2141.8	4980.4	1.5487	0.93903	0.06097	0.12194	0.77664	True
gRNA_13262	ST	16.411/2.4207	0/4.1244	9.4159	2.0622	-1.7661	97.864	47.146	1.5361	0.062251	0.93775	0.1245	0.77975	False
gRNA_3976	Ezh2	69.395/41.153	21.925/13.748	55.274	17.837	-1.5789	398.83	717.73	1.5315	0.062826	0.93717	0.12565	0.77975	False
gRNA_2011	Cdh1	64.706/55.677	76.093/131.98	60.192	104.04	0.7795	40.765	820.67	1.5305	0.93592	0.064084	0.12817	0.77975	True
gRNA_7919	Notch1	814.46/963.45	428.19/599.42	888.96	513.8	-0.78972	11100	60354	1.5282	0.063234	0.93677	0.12647	0.77975	False
gRNA_12244	Tbx3	120.04/37.521	28.374/27.496	78.778	27.935	-1.4632	3404.2	1254.5	1.5274	0.063334	0.93667	0.12667	0.77975	False
