sgRNA	Gene	d5_rep2	d5_rep3	d15_rep2	d15_rep3
gRNA_1984	Cd79b	1812.717875488188	2152.038850878931	2140.9273288884683	1638.7739668640793
gRNA_1985	Cd79b	1777.0824490688651	2397.7440740107777	2583.299662508194	2312.4310505582057
gRNA_1989	Cdc73	148.63723914375467	55.67704563578787	221.83102443904613	111.35964036576378
gRNA_1994	Cdc73	521.8714421671891	405.4741366954117	929.8847012822805	512.8042698324678
gRNA_1995	Cdc73	587.0467615393718	829.1038317503194	708.0536768432344	1021.4841085402776
gRNA_1996	Cdc73	52.51536524952847	67.78075120878523	32.242881459163684	35.74506974703529
gRNA_2011	Cdh1	64.70643218245472	55.67704563578787	76.09320024362628	131.98179598905335
gRNA_2012	Cdh1	373.7030902131624	244.49485257454674	363.6997028593663	142.98027898814115
gRNA_2043	Cdk12	72.20862721810164	33.89037560439262	76.09320024362628	61.866466869868766
gRNA_2044	Cdk12	25.31990824530837	18.155558359496045	59.32690188486117	26.12139712283348
gRNA_2105	Cdk8	16.879938830205578	10.893335015697627	25.794305167330943	9.623672624201808
gRNA_2133	Chek2	457.1650099847344	427.2608067268069	604.8764561739107	573.2959263274506
gRNA_2134	Chek2	81.11748382293237	18.155558359496045	64.48576291832737	57.74203574521085
gRNA_2135	Chek2	195.05707092682002	53.2563045211884	14.186867842032019	41.24431124657918
gRNA_2154	Cic	2066.8547323207276	3414.455342142556	3553.1655367998374	3714.737632941898
gRNA_2202	Cic	631.5910445635254	427.2608067268069	188.2984277215159	427.56602658953744
gRNA_2203	Cic	87.2130172893955	31.469634489793144	90.2800680856583	26.12139712283348
gRNA_2215	Crebbp	85.8063557202117	108.93335015697627	47.71946455956225	78.36419136850044
gRNA_2234	Crebbp	351.6653922959496	417.57784226840903	388.20429276833073	523.8027528315555
gRNA_2240	Crebbp	340.8809869322071	674.1764004159531	695.156524259569	354.70107672058094
gRNA_2265	Crebbp	339.4743253630233	710.4875171349452	812.5206127709248	778.1426721854605
gRNA_2268	Crebbp	74.08417597701337	13.3140761302971	70.93433921016009	35.74506974703529
gRNA_2269	Crebbp	39.85541112687429	14.524446687596836	9.02800680856583	41.24431124657918
gRNA_2270	Crebbp	17.817713209661445	10.893335015697627	11.607437325298925	34.37025937214931
gRNA_2281	Crebbp	948.08989762988	1172.8490700234445	1256.182661649017	925.2473822982596
gRNA_2284	Crebbp	348.38318196785406	409.1052483673109	252.78419063984325	367.0743700945547
gRNA_2285	Crebbp	325.87659686091325	648.7586187126586	153.47611574561913	401.444629466704
gRNA_2292	Crebbp	434.18953768806574	432.10228895600585	554.5775610976153	371.1988012192126
gRNA_2293	Crebbp	501.2404058191601	308.6444921114328	225.70017021414577	274.9620749771945
gRNA_2294	Crebbp	1131.8936760032298	1111.1201716011578	1419.9764994615684	1255.2018722708929
gRNA_2297	Crebbp	483.8915797992266	388.52894889321533	615.194178240843	412.4431124657918
gRNA_2298	Crebbp	360.10536171105235	292.9096748665362	434.6340420695264	540.3004773301873
gRNA_2316	Crebbp	168.7993883020558	400.6326544662127	116.07437325298925	167.72686573608866
gRNA_2326	Crebbp	76.42861192565304	36.31111671899209	21.925159392231304	31.62063862237737
gRNA_2384	Csf3r	44.07539583442568	39.9422283908913	27.084020425697492	37.11988012192126
gRNA_2385	Csf3r	489.5182260759618	835.1556845368181	813.8103280292913	681.9059459434424
gRNA_2386	Csf3r	382.1430596282652	524.0904513107859	393.3631538017969	375.32323234387053
gRNA_2387	Csf3r	328.2210328095529	366.7422788618201	257.94305167330947	225.4689014812995
gRNA_2388	Csf3r	31.415441711771493	10.893335015697627	5.158861033466189	10.99848299908778
gRNA_2398	Ctcf	0.9377743794558655	14.524446687596836	9.02800680856583	0.0
gRNA_2399	Ctcf	344.16319726030264	250.5467053610454	479.77407611235554	361.57512859501077
gRNA_2401	Ctcf	8.908856604830723	0.0	5.158861033466189	0.0
gRNA_2415	Ctcf	326.81437124036916	309.8548626687325	229.5693159892454	244.71624672970313
gRNA_2416	Ctcf	1458.7080472435987	1355.6150241757045	1534.761157456191	1076.4765235357165
gRNA_2417	Ctcf	728.1818056474796	1062.7053493091685	835.7354874215226	1007.7360047914179
gRNA_2440	Ctcf	543.909140084402	710.4875171349452	570.0541441980139	1053.104747162655
gRNA_2441	Ctcf	258.35684154009095	334.06227381472723	248.9150448647436	163.60243461143074
gRNA_2445	Ctnnb1	269.1412469038334	153.7170607770665	212.8030176304803	145.7298997379131
gRNA_2446	Ctnnb1	98.9351970325938	58.09778675038734	126.39209531992162	101.73596774156196
gRNA_2457	Ctnnb1	250.3857593147161	534.9837863264835	708.0536768432344	808.3885004329519
gRNA_2458	Ctnnb1	127.5373156059977	85.93630956828127	67.06519343506045	104.48558849133391
gRNA_2466	Ctnnb1	729.1195800269354	1245.4713034614288	1015.0059083344727	929.3718134229175
gRNA_2472	Ctnnb1	101.27963298123348	94.40890346937942	153.47611574561913	89.36267436758821
gRNA_2473	Ctnnb1	632.0599317532533	887.2016185007067	986.6321726504086	659.9089799452669
gRNA_2474	Ctnnb1	149.57501352321054	26.6281522605942	61.90633240159427	92.11229511736016
gRNA_2494	Ctnnb1	565.9468380016149	695.9630704473484	837.0252026798892	409.6934917160198
gRNA_2521	Cul3	55.797575577623995	64.14963953688603	19.345728875498207	34.37025937214931
gRNA_2526	Cul3	261.63905186818647	205.76299474095518	126.39209531992162	104.48558849133391
gRNA_2527	Cul3	102.68629455041727	30.259263932493408	42.56060352609606	81.11381211827238
gRNA_2568	Daxx	988.4141959464822	1787.7173131317106	1653.4149612259134	1443.5508936302713
gRNA_2569	Daxx	264.45237500655406	131.93039074567125	185.7189972047828	365.6995597196687
gRNA_2620	Dicer1	785.3860427942874	803.6860500470249	838.3149179382557	735.5235505639953
gRNA_2645	Dis3	75.49083754619717	48.41482229198945	11.607437325298925	16.49772449863167
gRNA_2648	Dis3	172.08159863015132	284.43708096543804	206.35444133864755	185.5994006096063
gRNA_2649	Dis3	907.7655993132778	1549.2743133436625	1665.0223985512125	478.43401046031846
gRNA_2657	Dis3	381.20528524880933	511.98674573778845	699.0256700346686	742.3976024384252
gRNA_2658	Dis3	70.80196564891784	153.7170607770665	154.76583100398565	148.47952048768505
gRNA_2671	Dnmt1	25.788795435036302	9.68296445839789	25.794305167330943	112.73445074064975
gRNA_2679	Dnmt3a	203.49704034192283	112.56446182887548	189.58814297988243	254.33991935390492
gRNA_2683	Dnmt3a	334.31656627601603	192.44891861065807	171.53212936275077	208.97117698266783
gRNA_2684	Dnmt3a	113.00181272443179	104.09186792777732	104.46693592769033	52.24279424566696
gRNA_2691	Dnmt3a	676.6042147774069	657.2312126137568	866.6886536223197	574.6707367023365
gRNA_2692	Dnmt3a	679.8864251055024	658.4415831710565	479.77407611235554	536.1760462055294
gRNA_2693	Dnmt3a	1062.9672591132235	1399.188364238495	1476.7239708296966	1271.6995967695245
gRNA_2694	Dnmt3a	590.3289718674673	430.89191839870614	395.94258431853	526.5523735813275
gRNA_2696	Dnmt3a	342.7565356911188	283.2267104081383	339.1951129504019	254.33991935390492
gRNA_2697	Dnmt3a	544.8469144638578	401.84302502351244	412.7088826772951	380.8224738434144
gRNA_2698	Dnmt3a	912.4544712105571	771.006044999932	999.5293252340741	1207.0835091498839
gRNA_2702	Dnmt3a	386.3630443358166	405.4741366954117	327.587675625103	328.57967959774743
gRNA_2703	Dnmt3a	298.21225266696524	196.0800302825573	215.38244814721338	162.22762423654476
gRNA_2723	Dnmt3a	436.5339736367054	284.43708096543804	199.90586504681482	287.33536835116826
gRNA_2724	Dnmt3a	485.7671285581383	1071.1779432102667	1354.2010212848745	1219.4568025238577
gRNA_2739	Dnmt3a	1277.7175920086167	1138.9586944190519	1328.4067161175437	1482.0455841270784
gRNA_2747	Dnmt3a	72.67751440782958	30.259263932493408	70.93433921016009	83.86343286804433
gRNA_2748	Dnmt3a	79.71082225374857	36.31111671899209	70.93433921016009	74.23976024384253
gRNA_2775	Dnmt3a	978.0986777724677	1595.2683945210524	657.7547817669391	907.3748474247419
gRNA_2776	Dnmt3a	618.4622032511433	827.8934611930197	748.0348498525974	603.5417545749419
gRNA_2777	Dnmt3a	589.8600846777395	668.1245476294545	453.9797709450246	668.1578421945827
gRNA_2778	Dnmt3a	257.88795435036303	307.434121554133	352.0922655340674	285.9605579762823
gRNA_2784	Dnmt3a	113.47069991415972	130.7200201883715	165.08355307091804	137.48103748859725
gRNA_2785	Dnmt3a	284.6145241648552	295.3304159811357	208.93387185538066	453.68742371237096
gRNA_2794	Dnmt3a	896.0434195700794	1381.0328058789992	1480.5931166047963	767.1441891863727
gRNA_2802	Dnmt3a	681.2930866746863	786.7408622448286	684.8388021926365	743.7724128133111
gRNA_2803	Dnmt3a	436.06508644697743	323.1689387990296	438.50318784462604	365.6995597196687
gRNA_2810	Dnmt3a	563.1335148632472	981.6105219700861	799.6234601872593	367.0743700945547
gRNA_2842	Dot1l	668.1642453623042	984.0312630846856	797.0440296705261	868.8801569279346
gRNA_2891	Drosha	250.3857593147161	308.6444921114328	460.42834723685735	309.33233434934385
gRNA_2892	Drosha	278.0501035086641	182.76595415226018	255.36362115657636	133.35660636393933
gRNA_2914	Drosha	138.32172096974017	60.518527864986815	81.25206127709248	45.3687423712371
gRNA_2917	Dtx1	289.3033960621345	398.21191335161325	303.0830857161386	340.9529729717212
gRNA_2918	Dtx1	1408.0682307529821	1842.1839882101985	2053.226691319543	1700.6404337339482
gRNA_2947	Eed	295.39892952859765	298.96152765303486	429.47518103606023	151.229141237457
gRNA_2949	Eed	262.1079390579144	400.6326544662127	239.88703805617777	233.71776373061533
gRNA_2950	Eed	156.60832136912953	30.259263932493408	76.09320024362628	203.47193548312393
gRNA_2951	Eed	109.25071520660833	54.46667507848814	91.56978334402486	39.869500871693205
gRNA_2952	Eed	47.35760616252121	32.68000504709288	18.05601361713166	9.623672624201808
gRNA_2956	Eed	148.63723914375467	223.91855310045122	145.73782419541985	151.229141237457
gRNA_2957	Eed	493.7382107835132	700.8045526765474	326.29796036673645	503.18059720826597
gRNA_2963	Egfr	240.07024114070157	383.6874666640164	386.91457750996415	279.0865061018524
gRNA_2971	Egfr	956.9987542347108	832.7349434222185	1002.1087557508072	668.1578421945827
gRNA_2975	Egfr	200.6837172035552	122.24742628727337	210.2235871137472	371.1988012192126
gRNA_2981	Egfr	1052.1828537494812	1020.3423798036777	1093.678539094832	1212.582750649428
gRNA_3011	Egfr	441.6917327237127	196.0800302825573	174.11155987948388	406.94387096624786
gRNA_3012	Egfr	67.05086813109439	54.46667507848814	179.27042091295007	45.3687423712371
gRNA_3021	Egfr	331.97213032737636	283.2267104081383	806.072036479092	299.708661725142
gRNA_3025	Eif1ad19	498.4270826807925	232.39114700154937	229.5693159892454	189.72383173426422
gRNA_3026	Eif1ad19	650.8154193423707	582.1882380611731	477.1946455956225	776.7678618105745
gRNA_3030	Eif1ad19	420.1229219962278	288.06819263733723	624.2221850494088	316.2063862237737
gRNA_3031	Eif1ad19	83.46191977157203	168.24150746466336	29.663450942430586	75.6145706187285
gRNA_3032	Eif1ad19	66.11309375163852	62.93926897958629	45.14003404282915	24.746586747947507
gRNA_3033	Eif1ad19	32.82210328095529	30.259263932493408	24.504589908964398	167.72686573608866
gRNA_3034	Eif1ad19	55.797575577623995	14.524446687596836	29.663450942430586	31.62063862237737
gRNA_3046	Elf3	157.07720855885748	150.0859491051673	135.42010212848746	148.47952048768505
gRNA_3047	Elf3	69.86419126946198	50.835563406588925	25.794305167330943	48.11836312100904
gRNA_3048	Elf3	34.22876485013909	32.68000504709288	33.532596717530225	6.874051874429863
gRNA_3056	Ep300	693.0152664178846	424.84006561220747	576.5027204898466	504.5554075831519
gRNA_3060	Ep300	91.43300199694689	19.36592891679578	7.738291550199284	39.869500871693205
gRNA_3061	Ep300	137.85283378001222	59.30815730768708	90.2800680856583	85.2382432429303
gRNA_3084	Ep300	58.14201152626366	25.417781703294462	15.476583100398567	61.866466869868766
gRNA_3085	Ep300	166.92383954314406	214.23558864205333	77.38291550199283	114.10926111553573
gRNA_3086	Ep300	163.64162921504854	85.93630956828127	19.345728875498207	54.99241499543891
gRNA_3089	Ep300	607.6777978874009	524.0904513107859	493.9609439543876	470.1851482110026
gRNA_3106	Ep300	226.47251263859152	208.18373585555463	355.96141130916703	145.7298997379131
gRNA_3107	Ep300	131.28841312382116	44.78371062009025	210.2235871137472	105.86039886621988
gRNA_3114	Ep300	1398.6904869584234	1602.530617864851	1871.37683988986	1256.5766826457789
