sgRNA	Gene	input_rep1	input_rep2	input_rep3	spleen1	spleen2	spleen3	spleen4
gRNA_1984	Cd79b	2344.646341223473	847.9960759457191	1446.6068958118242	661.8736435753927	423.874894146079	513.1364786835113	658.2550097288646
gRNA_1985	Cd79b	2798.875632407205	1212.1314001195701	1653.892845945873	1249.8487735477077	1241.9708832592933	1968.0585526263483	683.6539168566665
gRNA_1989	Cdc73	345.449460932612	568.16445522846	643.8316260347309	898.027589220011	726.8088034054853	760.3862589692709	1123.9016404052318
gRNA_1994	Cdc73	1048.1083644466057	551.162027640576	526.6381559942793	420.9002296523128	464.5761871367862	340.43437084571934	450.8306015184828
gRNA_1995	Cdc73	874.6486351272516	457.6486759072135	304.7030221051741	260.25128703692627	408.1758239925205	721.8699615378209	306.9034611276057
gRNA_1996	Cdc73	160.22974996448812	378.30401383042107	278.3344913460725	142.97755892769405	312.8185089857208	273.34146564254837	206.36612041339
gRNA_2011	Cdh1	107.30983254502415	274.8725793374595	235.11939926865597	673.1190695584697	1618.7485669446967	350.37406050544837	386.27504590198646
gRNA_2012	Cdh1	493.91922924833034	539.1186414324915	446.80010452922164	676.3320484107775	924.5007979317772	682.1112028989048	525.9690351048966
gRNA_2043	Cdk12	329.2794861655536	661.6778069618226	1116.2678021353013	2244.2657283369504	2670.0048201903905	3543.4993636934	3456.367944975035
gRNA_2044	Cdk12	186.6897086742201	295.4171793394861	391.13320626000717	173.50085802461751	128.4997964420898	316.8276079038629	313.2531879095561
gRNA_2105	Cdk8	29.399954121924424	232.36651036774927	158.21118455460964	204.02415712154095	470.97210460675444	93.18459055995967	95.24590172925693
gRNA_2133	Chek2	808.4987383529217	622.7139104062549	506.86175792495305	326.11735350923476	320.95876758386225	314.3426854889306	229.64845194720837
gRNA_2134	Chek2	304.2895251619178	320.9208207213122	258.5580932767463	923.7314200384728	510.5105035120128	438.58880623554353	840.2805108114445
gRNA_2135	Chek2	314.57950910459135	347.8413310687954	402.8525532640523	493.1922538292368	306.4225915157526	137.91319402874032	321.7194902854901
gRNA_2154	Cic	1481.757687744991	882.7093656043158	1130.9169858903576	981.565039380012	1085.5616287664327	1042.4249530640823	923.8852467737922
gRNA_2202	Cic	1331.8179217231764	810.4490483558084	925.0959541318147	740.5916254569321	750.0666851144607	869.7228452262902	799.0072867287665
gRNA_2203	Cic	371.909419642344	836.6611242204631	904.5870968747356	661.8736435753927	1191.9664375849957	771.5684098364661	664.6047365108151
gRNA_2215	Crebbp	333.6894792838422	303.91839313342814	243.17645033393703	65.8660664723085	32.56103439256574	155.30765093326613	104.77049190218263
gRNA_2234	Crebbp	777.6287865249011	930.1744759538255	825.4815045974308	427.3261873569283	539.5828556482322	320.5549915262613	343.9435340223167
gRNA_2240	Crebbp	789.3887681736708	521.4077793617788	544.9496356880999	142.97755892769405	129.08124348481417	328.00975877105805	21.165755939834874
gRNA_2265	Crebbp	295.4695389253405	240.8677241616913	271.0098994685443	388.7704411292355	247.69644020058936	695.7782761810322	134.40255021795144
gRNA_2268	Crebbp	130.8297958425637	281.24848968291604	365.4971346886584	255.43181875846466	202.92501791081148	252.21962511562418	273.0382516238699
gRNA_2269	Crebbp	38.21994035850175	328.7136000324258	344.2558182438265	404.83533539077416	155.82780745013602	228.61286217376772	239.17304212013408
gRNA_2270	Crebbp	72.02988759871484	464.73302073549854	563.9935745696732	714.8877946384703	248.85933428603815	760.3862589692709	1261.4790540141585
gRNA_2281	Crebbp	1364.1578712572934	943.6347311275671	862.1044639850719	356.6406526061582	516.3249739392567	906.9966814502742	1017.0145729090657
gRNA_2284	Crebbp	596.8190686750659	632.6319931658539	733.1916469405752	356.6406526061582	727.971697490934	439.83126744300966	821.2313304655931
gRNA_2285	Crebbp	967.2584906113136	547.6198552264335	683.3844221733833	515.6831057953909	504.11458604204455	487.0447933267226	560.8925324056241
gRNA_2292	Crebbp	1164.2381832282072	662.3862414446511	812.29723921788	697.2164109507778	1024.509689280372	677.1413580690403	787.3661209618573
gRNA_2293	Crebbp	879.0586282455403	834.5358207719776	1045.9517201110305	981.565039380012	1673.9860360035136	1200.2175264122807	1255.129327232208
gRNA_2294	Crebbp	1734.5972931935412	827.4514759436925	1257.632425371596	522.1090635000064	302.9339092594062	499.4694054013838	662.4881609168316
