sgRNA	Gene	input_rep1	input_rep2	input_rep3	meninges1	meninges2	meninges3	meninges4	meninges5
gRNA_198	Alk	85.96783329698782	397.852567979202	392.0124986796585	10451.04356379818	702.6794505836457	429.18988736806807	447.36358683621097	413.29933855228336
gRNA_235	Amer1	635.2067682499655	548.4068490993892	915.3093083412372	740.6360964354111	352.17031565894297	244.21509084042182	415.3593488976951	51.21576817794866
gRNA_283	Ankrd11	1036.3899903025754	570.159939147173	809.7910770847407	558.2614185537591	212.63113398275803	530.7446776185405	226.81264278165597	1604.3637147836475
gRNA_284	Ankrd11	740.2785645018396	413.88116064599	610.4106982570582	832.5195219330373	245.85474866756397	924.8739826382312	1948.0840484314008	132.20814576168144
gRNA_285	Ankrd11	851.3203491771155	551.269097789887	833.103244455362	573.5753228033634	1503.3685644874688	9837.515812715408	263.6870908412503	3874.532415880628
gRNA_292	Apc	368.94528456623937	551.269097789887	638.0172122485835	225.53204440326428	6094.87211392765	2137.486537652801	2262.5604733924697	410.9172097998206
gRNA_293	Apc	293.72343043137505	314.2749062166646	444.77161430790676	109.98167597443134	1669.4866379114985	1039.7276144691227	664.4358093757099	1980.7400576727587
gRNA_299	Apc	789.2324695737353	690.9468338861825	961.9336430824798	160.09990806404562	96.34848258593723	768.9148404678627	920.4697128838369	655.0854069272503
gRNA_300	Apc	46.565909702535066	230.6972444541272	216.55776531129806	165.66860051844722	624.6039560743517	287.7385723763386	702.7017460413267	165.55794829615962
gRNA_497	Araf	71.63986108082318	169.4451224774731	80.3656296197735	73.78517502082103	1290.7374305047108	61.65826550921541	16.69786327226915	256.0788408897433
gRNA_498	Araf	856.096339915837	504.9006690038218	456.42769799321746	1381.0357286915935	1088.0733809273945	1294.8235756935237	651.9124119215081	1030.27068544013
gRNA_528	Arid1a	780.8744857809727	590.1956799806579	498.7576861135562	423.2206265345206	305.6572551002147	2712.9636824054783	537.1146019246577	9065.190967496912
gRNA_594	Arid1a	286.5594443232927	516.3496637658133	506.1194231779629	697.4787299137988	214.29231471699833	829.3641203788583	596.252867680611	407.34401667112655
gRNA_671	Arid1a	372.52727762028053	262.7544297877032	232.50819561751265	1.3921731136003967	11.62826513968208	25.38869756261811	9.740420242157004	34.54086691070956
gRNA_736	Arid1b	148.05571290036792	175.1696198584688	57.05346224915218	50.11823208961428	1.661180734240297	174.09392614366703	59.13826575595324	362.0835703743347
gRNA_740	Arid1b	479.9870692415153	279.35547219259075	344.77468584971535	260.3363722432742	588.0579799210652	1396.3783659439962	1385.9226515983394	459.7508492253066
gRNA_741	Arid1b	905.0502449877329	585.0436323377618	947.8236470423669	917.4420818626614	292.3678092262923	753.198027691004	916.2952470657697	992.1566254007264
gRNA_767	Arid1b	672.2206964750575	480.85778000363985	609.1837420796571	508.14318646414483	2000.0616040253178	978.0693489599072	89.05527078543547	846.8467715004999
gRNA_768	Arid1b	322.3793748637043	311.98510726426633	284.6538331570603	523.4570907137492	642.876944150995	215.19943648314398	1237.7291150569508	613.3981537591526
gRNA_769	Arid1b	870.4243121320017	487.1547271227351	728.8119693762666	463.5936468289321	2113.021893953658	3475.8335948822414	1129.8887480902124	358.5103772456406
gRNA_806	Arid1b	64.47587497274087	21.753090047783708	16.56390839491515	0.0	0.0	0.0	11.131908848179433	215.58265209787692
gRNA_807	Arid1b	171.93566659397564	72.12866700054597	121.46866156271109	5.568692454401587	310.64079730293554	103.97276144691226	33.3957265445383	55.980025682874114
gRNA_828	Arid2	188.65163417950106	346.90454128834017	455.20074181581634	242.23812176646902	694.3735469124442	493.2661240737233	185.0679846009831	2478.604966937469
gRNA_829	Arid2	145.66771753100713	331.4483983596517	547.8359332096011	214.3946594944611	468.4529670557638	365.11365066241285	362.4827818688428	114.34218011821096
gRNA_830	Arid2	285.36544663861235	447.6556951938647	720.2232761344587	469.1623392833337	599.6862450607473	1148.5363183089146	437.623166594054	246.5503258798924
gRNA_831	Arid2	72.83385876550356	313.13000674046543	435.56944297739835	559.6535916673595	274.094821149649	337.3069819033549	1709.4437524985542	53.59789693041139
gRNA_871	Arid2	425.06317574621755	414.4536103840896	323.3029527451957	1252.9558022403571	789.0608487641412	145.0782717863892	173.24033144979242	300.14822281030376
gRNA_895	Arid5b	15.521969900845022	46.368428786065266	39.87607576553647	51.51040520321468	146.18390461314615	1493.0972138015889	131.49567326911955	135.7813388903755
gRNA_896	Arid5b	121.78776383739941	192.34311200145592	93.86214757118584	201.86510147205752	41.52951835600743	78.58406388429415	2323.7859720574565	603.8696387493017
gRNA_901	Arid5b	59.699884234019315	124.79404290570653	110.42605596610099	361.96500953610314	392.0386532807101	319.17219793005626	83.48931636134576	60.744283187799574
gRNA_974	Asxl2	594.6108469708324	437.92404964617197	473.60508447683316	160.09990806404562	247.51592940180427	1322.6302444525816	125.23397454201863	1154.1413805681918
gRNA_978	Asxl2	1117.5818328608416	498.60372188472655	757.645439545193	1304.4662074435716	704.3406313178859	441.27974335026715	189.24245041905036	254.88777651351194
gRNA_979	Asxl2	464.4650993406703	297.10141407367746	322.07599656779456	870.108196000248	149.50626608162673	171.6759549472272	656.0868777395754	758.708007659379
gRNA_992	Atm	222.08356935055187	363.5055836932277	588.3254870638381	760.1265200258166	528.2554734884145	108.8087038397919	304.736004718912	29.776609405784104
gRNA_993	Atm	245.9635230441596	261.03708057340447	409.18988516327425	416.2597609665186	53.15778349568951	35.06058234837739	140.54034920826535	104.81366510836006
gRNA_999	Atm	1006.5400481855658	738.4601621484469	850.8941090276783	1191.7001852419396	267.45009821268786	587.5670007348763	423.01253623081845	2370.2181087004146
gRNA_1000	Atm	239.99353462075766	277.0656732401925	265.63601240734295	370.31804821770555	1019.9649708235424	1460.4546026496514	488.41250071387265	3922.1749909298824
gRNA_1008	Atm	894.3042658256094	735.5979134579491	878.5006230192034	847.8334261826416	646.1993056194756	1241.6282093718476	1670.4820715299263	5474.13187315935
gRNA_1009	Atm	836.9923769609509	484.29247843223726	692.003284054233	3168.586006554503	571.4461725786622	615.3736694939342	1319.131198509263	197.71668645440644
gRNA_1010	Atm	76.41585181954473	273.0585250734955	163.7986496830498	203.25727458565794	119.60501286530139	605.701784708175	125.23397454201863	64.31747631649367
gRNA_1011	Atm	91.93782172038975	420.75055750318484	547.8359332096011	1325.3488041475778	127.91091653650288	264.76784601016027	794.5399940388071	1001.6851404105773
gRNA_1014	Atm	1086.5378930591517	704.1131778624726	1014.6927587107281	801.8917134338285	735.9030652684517	291.36552917099834	516.2422728343213	1233.9426937756932
gRNA_1017	Atm	506.2550183044838	381.2515255743144	478.51290918643764	1833.4919906117225	397.022195483431	1813.478397329865	24.351050605392512	20.24809439593319
gRNA_1018	Atm	63.28187728806048	300.5361125022749	202.44776927118517	122.51123399683492	1043.2215011029066	141.45131499172948	285.9509085376092	444.26701233429884
gRNA_1035	Atm	151.63770595440906	425.3301554079814	213.49037486779525	1649.7251396164702	239.21002573060278	213.9904508849241	100.88292393662611	52.40683255418003
gRNA_1036	Atm	33.43193517105082	89.30215914353312	47.85129091864376	153.13904249604363	54.818964229929804	3.62695679465973	8.348931636134575	171.51327017731643
gRNA_1045	Atm	605.3568261329559	381.823975312414	431.27509635649443	175.41381231365	61.46368716689099	229.70726366178292	942.7335305801957	72.65492695011322
gRNA_1046	Atm	687.7426663759026	459.67713969395567	350.90946673672096	339.6902397184968	453.5023404476011	153.5411709739286	242.8147617509139	153.64730453384598
gRNA_1047	Atm	78.8038471889055	184.9012654061615	182.20299234406664	148.96252315524245	264.12773674420725	8.46289918753937	44.527635392717734	863.521672767739
gRNA_1048	Atm	157.607694377811	390.98317112200715	302.4446977293766	180.98250476805157	2523.3335353110115	496.89308086838304	460.58272859342406	475.2346861163143
gRNA_1049	Atm	522.9709858900093	549.5517485755884	653.3541644660976	1108.1697984259158	348.8479541904624	192.2287101169657	487.0210121078502	113.1511157419796
gRNA_1056	Atm	296.11142580073584	210.08905388254263	255.20688489943342	2.7843462272007935	29.901253216325347	90.67391986649325	708.9634447684276	1868.7800063070104
gRNA_1065	Atm	392.82523825984714	411.0189119554921	432.50205253389555	20.88259670400595	1928.630832452985	143.8692861881693	1239.8163479659845	828.9808058570295
gRNA_1066	Atm	1368.3213466437228	622.8253150523335	1234.317914465529	14261.421375722464	1091.3957423958752	1032.4737008798031	572.5975613782296	2776.37106099531
gRNA_1069	Atp6v1b2	297.3054234854162	320.5718533357599	227.60037090790817	1255.740148467558	694.3735469124442	3.62695679465973	196.19989344916252	391.8601797801188
gRNA_1082	Atr	788.038471889055	509.4802669086184	784.024997359317	565.222284121761	662.8111129618785	384.4574202339314	961.5186267614986	3057.462253785912
gRNA_1083	Atr	1314.5914508331055	556.9935951708828	977.8840733886943	735.0674039810095	1166.1488754366885	2917.282248504643	1108.320674696865	1490.0215346654365
gRNA_1095	Atr	291.33543506201426	342.8973931216432	457.6546541706186	172.62946608644918	294.0289899605326	5863.580151366564	1086.056857000506	584.8126087295998
gRNA_1109	Atr	53.729895810617386	262.7544297877032	332.5051240757041	1677.568601888478	1043.2215011029066	371.1585786535124	297.77856168879987	173.89539892977916
gRNA_1121	Atrx	507.4490159891642	514.6323145515146	537.4068057016915	121.11906088323451	4088.1657869653714	339.72495309979473	338.1317312634503	144.11878952399508
gRNA_1122	Atrx	290.1414373773339	518.0670129801119	463.17595696892363	417.651934080119	237.54884499636248	1146.1183471124748	963.6058596705323	116.7243088706737
gRNA_1127	Atrx	299.69341885477695	346.3320915502406	681.5741565463234	281.21896894728013	373.76566520406686	678.2409206013696	303.34451611288955	258.460969642206
gRNA_1145	Atrx	484.76305998023685	465.4016370749514	512.8676821536691	221.35552506246307	255.82183307300576	878.9325299058746	189.24245041905036	7571.596239702782
gRNA_1146	Atrx	663.8627126822948	490.016975813233	633.7228656276797	264.51289158407536	244.19356793332366	805.1844084144601	187.1552175100167	377.56740726534247
gRNA_1148	Atrx	234.02354619735573	180.32166750136494	103.67779699039482	186.55119722245317	775.7714028902187	4.83594239287964	49.397845513796234	915.928505321919
gRNA_1149	Atrx	47.759907387215456	133.95323871529968	85.88693241807856	456.63278126093013	51.49660276144921	154.75015657214848	1070.054738031248	238.21287524627283
gRNA_1150	Atrx	263.8734883143654	551.269097789887	832.4897663666613	210.2181401536599	702.6794505836457	1387.9154667564567	1383.1396743862947	848.0378358767313
gRNA_1151	Atrx	291.33543506201426	328.0136999310543	376.6755464621445	1243.2105904451544	270.7724596811684	281.69364438523905	189.93819472206158	69.08173382141912
gRNA_1281	B2m	214.91958324246954	277.638122978292	308.57947861638223	72.39300190722064	355.4926771274236	1578.9351912752024	73.05315181617753	60.744283187799574
gRNA_1282	B2m	1364.7393535896815	589.0507805044588	956.4123402841748	382.8476062401091	1099.7016460670766	5471.868817543313	71.6616632101551	6224.502430185109
gRNA_1283	B2m	798.7844510511785	313.13000674046543	488.3285586056466	410.69106851211706	187.71342296915358	215.19943648314398	185.7637289039943	833.745063361955
gRNA_1284	B2m	351.0353192960336	528.3711082659042	338.02642687400913	513.7118789185464	294.0289899605326	831.7820915752981	22.95956199937008	1937.8617401284296
gRNA_1285	B2m	81.19184255826627	190.05331304905764	157.05039070734364	146.17817692804167	81.39785597777455	2064.9474017596062	75.83612902822239	60.744283187799574
gRNA_1313	Bap1	1244.1455874369626	449.945494146263	595.6872241282448	597.2422657345702	224.2593991224401	4099.670163563715	1083.273879788461	521.6861967893375
gRNA_1314	Bap1	399.9892243679294	333.73819731205003	324.5299089225968	19.490423590405555	528.2554734884145	738.690200512365	58.442521452942024	846.8467715004999
gRNA_1317	Bap1	180.29365038673834	248.4431863352139	247.84514783502667	313.2389505600893	4533.362223741771	1946.4668131340552	59.83401005896445	856.3752865103509
gRNA_1318	Bap1	366.5572891968786	224.9727470731315	219.0116776661003	161.492081177646	305.6572551002147	111.22667503623173	703.3974903443379	98.85834322720322
gRNA_1321	Bap1	521.7769882053288	420.17810776508526	404.28206045366977	548.5162067585563	315.62433950565645	417.100031385869	158.62970108655693	1044.5634579549064
gRNA_1322	Bap1	211.33759018842838	279.92792193069033	161.34473732824756	346.6511052864988	156.15098901858792	234.54320605466253	143.3233264203102	237.02181087004146
gRNA_1337	Bap1	311.63339570158087	279.92792193069033	380.9698930830484	292.35635385608333	936.9059341115276	695.1667189764482	179.50203017689336	212.00945896918282
gRNA_1338	Bap1	310.43939801690044	388.1209224315093	472.9916063881326	142.00165758724046	1274.1256231623079	1601.9059176413807	644.2592245883848	198.9077508306378
gRNA_1339	Bap1	487.15105534959764	398.42501771730156	339.25338305141025	277.04244960647895	490.04831660088763	328.84408271581555	246.29348326596997	189.3792358207869
gRNA_1340	Bap1	903.8562473030524	532.9507061707008	669.9180728610127	687.733518118596	478.42005146120556	1361.3177835956187	148.1935365413887	11959.477401739128
gRNA_1341	Bap1	236.4115415667165	401.28726640779945	239.86993268191938	143.39383070084085	681.0841010385218	253.8869756261811	329.0870553243045	509.7755530270239
gRNA_1342	Bap1	650.7287381508106	287.36976852598474	401.21467001016697	143.39383070084085	51.49660276144921	141.45131499172948	445.27635392717735	512.1576817794866
gRNA_1343	Bap1	100.29580551315246	247.29828685901478	84.65997624067742	581.9283614849659	377.08802667254747	205.5275516973847	185.0679846009831	649.1300850460934
gRNA_1361	Bap1	1082.9559000051104	579.3191349567661	507.9598574440646	1350.4079201923848	553.1731845020189	2594.483093779927	1593.2544538956813	210.81839459295145
gRNA_1362	Bap1	674.6086918444183	484.86492817033684	654.5811206434987	277.04244960647895	3118.0362381690375	359.06872267131325	314.476424961069	675.3335013231834
gRNA_1373	Bcl2	1236.9816013288803	652.0202516954116	858.8693241807855	2536.539412979923	1619.6512158842897	3012.792110764016	859.2442142188501	95.28515009850913
gRNA_1374	Bcl2	437.0031525930214	280.5003716687899	410.4168413406754	175.41381231365	495.03185880360854	44.73246713413667	168.37012132871394	264.4162915233629
gRNA_1375	Bcl2	674.6086918444183	586.1885318139609	730.0389255536677	350.8276246273	903.6823194267216	22.97072636617829	978.2164900337677	110.76898698951688
gRNA_1376	Bcl2	74.02785645018396	140.25018583439496	95.70258183728752	285.3954882880813	215.95349545123864	859.588760334356	48.00635690777381	273.94480653321375
gRNA_1377	Bcl2	230.44155314331456	294.2391653831796	179.7490799892644	363.35718264970353	1282.4315268335095	436.4438009573875	152.368002359456	2157.0175853550004
gRNA_1378	Bcl2	52.535898125937	160.28592666787995	104.90475316779595	40.3730202944115	59.802506432650695	215.19943648314398	366.65724768691007	5.955321881156821
gRNA_1379	Bcl2	100.29580551315246	136.24303766769796	77.91171726497126	175.41381231365	109.63792845985961	21.76174076795838	134.27865048116442	102.43153635589732
gRNA_1380	Bcl2	59.699884234019315	138.53283662009625	63.801721224858355	33.412154726409526	18.27298807664327	8.46289918753937	1.3914886060224292	16.6749012672391
gRNA_1381	Bcl2	102.68380088251322	191.1982125252568	85.273454329378	423.2206265345206	66.44722936961189	661.3151222262908	52.1808227258411	526.450454294263
gRNA_1382	Bcl2	91.93782172038975	187.76351409665935	107.35866552259819	1172.209761651534	71.43077157233277	24.1797119643982	176.71905296484852	501.43810239340434
gRNA_1383	Bcl2	144.47371984632676	78.99806385774083	76.68476108757014	290.96418074248294	71.43077157233277	41.10551033947694	75.14038472521118	91.71195696981505
gRNA_1384	Bcl2	144.47371984632676	354.3463878836346	111.03953405480155	497.00580155534163	794.044390966862	223.66233567068335	155.84672387451207	148.88304702892052
gRNA_1385	Bcl2	277.00746284584966	318.85450412146116	224.53298046440537	2986.211328672851	897.0375964897604	316.7542267336164	142.627582117299	655.0854069272503
gRNA_1406	Bcl2	115.81777541399748	89.30215914353312	95.70258183728752	55.686924544015866	23.25653027936416	154.75015657214848	98.79569102759247	20.24809439593319
gRNA_1407	Bcl2	91.93782172038975	275.34832402589376	137.41909186892568	261.7285453568746	674.4393781015606	1398.796337140436	163.49991120763542	35.73193128694093
gRNA_1459	Bcor	1900.8443140111751	576.4568862662683	915.9227864299377	715.5769803906039	265.78891747844756	3566.5075147487346	386.1380881712241	429.9742398195225
gRNA_1460	Bcor	2068.003989866429	862.1093055779543	1055.7957906536656	973.1290064066774	3089.7961656869525	375.99452104639204	2013.484012914455	284.664385919296
gRNA_1461	Bcor	525.35898125937	396.7076685030029	246.00471356892498	373.10239444490634	347.1867734562221	135.40638700062993	62.616987271009314	140.54559639530098
gRNA_1463	Bcor	975.4961083838757	499.74862136092565	728.198491287566	123.90340711043531	3702.771856621622	1121.9386351480764	390.31255398929136	2093.891173414738
gRNA_1491	Bcor	856.096339915837	487.7271768608347	826.3549854796557	438.53453078412497	576.429714781383	5091.038354104041	1332.350340266476	332.3069609685506
gRNA_1492	Bcor	1100.8658652753163	475.1332826226441	692.003284054233	1216.7593012867467	375.42684593830717	100.34580465225254	140.54034920826535	309.6767378201547
gRNA_1545	Braf	158.80169206249138	483.7200286941377	379.12945881694674	172.62946608644918	146.18390461314615	408.6371321983296	271.3402781743737	415.6814673047461
gRNA_1548	Braf	189.84563186418143	411.5913616935917	623.9072162084706	254.7676797888726	443.53525604215935	301.0374139567576	94.62122520952518	71.46386257388185
gRNA_1549	Braf	136.11573605356404	333.73819731205003	539.2472399677932	1013.5020267010889	1421.9707085096943	10458.934410200442	1100.6674873637414	683.670951956803
gRNA_1550	Braf	195.81562028758336	462.53938838445356	295.0829606649699	501.1823208961428	310.64079730293554	357.85973707309336	313.7806806580578	107.19579386082277
gRNA_1551	Braf	694.9066524839849	495.74147319422866	628.8150409180752	162.8842542912464	3656.258796062894	414.68206018942914	604.6017993167454	1657.961611714059
gRNA_1552	Braf	234.02354619735573	648.0131035287146	858.8693241807855	245.02246799366984	1162.826513968208	840.2449907628375	105.0573897546934	179.850720810936
gRNA_1558	Braf	949.2281593209071	476.85063183694285	788.319343980221	854.7942917506437	1051.5274047741082	340.93393869801463	1929.9946965531092	250.12351900858647
gRNA_1559	Braf	728.3385876550357	473.4159334083454	656.4215549096003	913.2655625218603	73.09195230657308	251.4690044297413	489.8039893198951	774.1918445503867
gRNA_1569	Braf	575.5068840159462	512.3425155991163	796.9080372220288	732.2830577538086	189.37460370339386	990.1592049421063	258.8168807201718	1018.3600416778164
gRNA_1570	Braf	384.4672544670844	581.6089339091644	715.3154514248542	825.5586563650353	523.2719312856935	297.4104571620979	713.137910586495	167.94007704862236
gRNA_1573	Braf	108.65378930591515	116.20729683421295	54.599549894349934	2.7843462272007935	182.72988076643267	97.92783345581272	172.54458714678123	15.483836891007734
gRNA_1583	Brca1	573.1188886465854	563.2905422899781	516.5485506858724	157.31556183684484	1093.0569231301156	79.79304948251406	362.4827818688428	231.06648898888466
gRNA_1588	Brca2	216.11358092714994	499.17617162282613	580.3502719107308	37.58867406721071	1119.6358148779602	76.16609268785433	111.31908848179434	1212.5035350035287
gRNA_1590	Brca2	1288.3235017701368	653.7376009097103	1032.4836232830444	881.2455809090511	795.7055717011023	130.5704446077503	937.1675761561061	1970.0204782866763
gRNA_1591	Brca2	915.7962241498564	484.86492817033684	468.6972597672287	303.4937387648865	3443.627662080136	94.30087666115298	244.20625035693632	290.6197078004529
gRNA_1592	Brca2	214.91958324246954	334.3106470501496	316.5546937694895	2582.481125728736	164.4568926897894	805.1844084144601	183.67649599496065	10942.308424437542
gRNA_1696	Btk	1145.0437796084905	512.3425155991163	741.6950092389784	616.7326893249758	1207.678393792696	1351.6458988098593	936.4718318530948	509.7755530270239
gRNA_1725	Card11	148.05571290036792	322.86165228815815	191.40516367457505	373.10239444490634	36.54597615328654	591.193957529536	182.28500738893823	154.83836891007735
gRNA_1726	Card11	19.103962954886182	180.32166750136494	92.63519139378472	304.88591187848687	413.634002825834	338.51596750157483	670.0017637997996	120.29750199936778
gRNA_1733	Card11	494.31504145767997	456.24244126535825	436.1829210660989	187.94337033605356	1217.6454781981379	51.98638072345613	1436.0162414151469	178.65965643470463
gRNA_1738	Card11	254.32150683692228	331.4483983596517	303.67165390677775	594.4579195073694	177.7463385637118	95.5098622593729	52.1808227258411	66.6996050689564
gRNA_1817	Card11	1136.6857958157277	421.895456979384	612.25113252316	289.57200762888255	132.89445873922378	661.3151222262908	833.5016750074351	85.75663508865821
gRNA_1848	Carm1	106.26579393655439	85.86746071493569	144.16735084463187	1.3921731136003967	538.2225578938562	87.04696307183352	65.39996448305418	3.5731931286940926
gRNA_1855	Casp8	353.42331466539434	419.03320828888616	593.2333117734426	318.80764301449085	606.3309679977084	81.00203508073398	754.1868244641566	389.4780510276561
gRNA_1857	Casp8	495.50903914236034	368.65763133612387	631.2689532728774	258.9441991296738	762.4819570162964	210.36349409026434	775.059153554493	1660.3437404665217
gRNA_1858	Casp8	266.26148368372617	318.85450412146116	361.95207233333105	133.6486189056381	724.2748001287696	1221.075454202109	125.92971884502984	30.967673782015467
gRNA_1871	Cbfb	1279.9655179773742	641.1437066715198	1018.3736272429314	367.53370199050477	694.3735469124442	65.28522230387514	1634.303367773343	370.42102100795427
gRNA_1875	Cbfb	591.0288539167913	404.72196483639686	671.7585071271144	1155.5036842883294	1184.4218635133318	93.09189106293307	784.1038294936388	770.6186514216927
gRNA_1876	Cbfb	202.97960639566568	290.23201721648263	358.88468188982824	105.80515663363015	229.242941325161	716.9284597444066	103.66590114867097	177.46859205847326
gRNA_1882	Cbl	367.751286881559	368.0851815980243	431.888574445195	251.9833335616718	86.38139818049545	12036.660615877425	237.9445516298354	463.32404235400065
gRNA_1898	Cbl	639.9827589886871	440.2138485985703	531.2720248146859	1108.1697984259158	318.94670097413706	1814.6873829280848	2808.7197512562734	1398.3095776956216
gRNA_1901	Cbl	704.458633961428	555.276245956584	798.7484714881306	4304.599267252427	1807.3646388534432	243.00610524220193	425.79551344286335	712.2564969863557
gRNA_1904	Cbl	158.80169206249138	235.84929209702335	58.280418426553304	11.137384908803174	83.05903671201486	14.50782717863892	26.438283514426153	63.1264119402623
gRNA_1905	Cbl	353.42331466539434	136.8154874057975	124.53605200621391	254.7676797888726	561.4790881732205	58.03130871455568	22.263817696358867	73.84599132634457
gRNA_1906	Cbl	343.8713331879513	376.0994779314183	573.6020129350246	303.4937387648865	91.36494038321634	5070.485598934302	668.6102751937772	807.541647084865
gRNA_1925	Ccnd1	2143.2258440012934	789.4081888393088	1261.924428457054	625.0857280065782	1081.4286579904335	1939.2128995447356	723.5740751316632	1862.8246844258535
gRNA_1928	Ccnd1	47.759907387215456	132.23588950100094	55.213027983050495	135.0407920192385	34.88479541904624	0.0	16.002118969257936	33.3498025344782
gRNA_1929	Ccnd1	56.11789117997816	37.20923297647213	93.86214757118584	20.88259670400595	11.62826513968208	27.80666875905793	326.3040781122596	38.114060039403654
gRNA_1930	Ccnd1	100.29580551315246	171.1624716917718	79.75215153107294	250.5911604480714	69.76959083809248	30.22463995549775	207.33180229734194	79.8013132075014
gRNA_1953	Ccnd3	401.18322205260984	362.93313395512814	331.27816789830297	268.6894109248766	107.97674772561932	195.85566691162543	989.3483988819471	1834.2391393963007
gRNA_1961	Ccnd3	580.2828747546678	409.874012479293	368.7003313090372	611.1639968705741	191.03578443763416	518.6548216363414	178.11054157087094	5396.712688704311
gRNA_1962	Ccnd3	468.04709239471146	433.3444517413754	323.91643083389624	522.0649176001488	232.5653027936416	261.1408892155006	887.7697306423098	2091.5090446622753
gRNA_1963	Ccnd3	807.1424348439411	597.6375265759524	514.7081164197707	2338.8508308486666	2757.560018838893	741.1081717088049	9537.26290567773	322.7784459586997
gRNA_1972	Cd79a	911.0202334111348	453.95264231296	477.2859530090365	643.1839784833833	3769.2190859912344	90.67391986649325	571.9018170752184	313.24993094884877
gRNA_1973	Cd79a	534.9109627368131	457.959790479657	451.519873283613	210.2181401536599	1044.882681837147	246.63306203686165	952.4739508223528	4486.739505263549
gRNA_1977	Cd79a	139.6977291076052	322.86165228815815	145.394307022033	210.2181401536599	599.6862450607473	265.9768316083802	183.67649599496065	70.27279819765049
gRNA_1978	Cd79a	187.45763649482066	227.2625460255298	319.00860612429176	356.39631708170157	26.578891747844754	106.39073264335208	293.6040958707326	96.4762144747405
gRNA_1980	Cd79b	314.0213910709416	247.87073659711433	202.44776927118517	480.29972419213686	598.0250643265069	97.92783345581272	345.7849185965737	113.1511157419796
gRNA_1981	Cd79b	1393.3952980220108	911.912432792617	1021.4410176864342	2986.211328672851	1006.67552494962	1519.6948969624268	924.6441787019041	682.4798875805717
gRNA_1983	Cd79b	961.168136167711	412.73626116979085	582.1907061768325	314.6311236736897	197.68050737459535	421.9359737787486	228.8998756906896	25.012351900858647
gRNA_1984	Cd79b	1904.4263070652162	685.2223365051867	1211.6192251836083	797.7151940930273	784.0773065614202	174.09392614366703	731.2272624647866	1262.528238805246
gRNA_1985	Cd79b	2273.3715916314554	979.4615018883663	1385.233524285867	1953.2188783813567	4367.2441503177415	1236.792266978968	843.2420952495921	1884.263843198018
gRNA_1989	Cdc73	280.5894558998908	459.10468995585614	539.2472399677932	600.026611961771	534.9001964253757	3443.1909837303037	550.3337436818707	379.9495360178052
gRNA_1994	Cdc73	851.3203491771155	445.36589624146643	441.0907457757034	2638.1680502727518	963.4848258593723	816.0652787984393	573.2933056812408	303.7214159389979
gRNA_1995	Cdc73	710.4286223848299	369.802530812323	255.20688489943342	535.9866487361528	156.15098901858792	198.27363810806526	563.5528854390839	266.7984202758256
gRNA_1996	Cdc73	130.1457476301621	305.688160145171	233.12167370621322	219.96335194886268	318.94670097413706	143.8692861881693	39.657425271639234	63.1264119402623
gRNA_2011	Cdh1	87.1618309816682	222.11049838263364	196.92646647288012	286.7876614016817	1662.8419149745373	4219.359737787486	87.66378217941303	80.99237758373276
gRNA_2012	Cdh1	401.18322205260984	435.6342506937737	374.22163410734225	399.55368360331386	715.968896457568	3286.0228559617153	493.28271083495116	625.3087975214662
gRNA_2043	Cdk12	267.45548136840654	534.6680553849995	934.9406071796551	597.2422657345702	1292.3986112389512	3033.344865933754	1513.2438590493916	904.0178615596054
