sgRNA	Gene	input_rep1	input_rep2	input_rep3	bonemarrow1	bonemarrow2	bonemarrow3	bonemarrow4	bonemarrow5
gRNA_1066	Atm	2198.499811190941	995.5473232085893	1876.0116638244024	755.4597494957135	1037.7820013617327	1912.0499010372316	1312.554229025876	3614.1202206796065
gRNA_1069	Atp6v1b2	477.6845139498641	512.4140634161856	345.9246159437641	309.5335549851473	437.01735597953973	306.7195184070074	301.33287229748987	643.2273487995252
gRNA_1082	Atr	1266.1517237225312	814.3723507864379	1191.6217228467128	834.6098822773037	810.1464252741099	562.3191170795136	892.9066093232369	1536.0010937888326
gRNA_1083	Atr	2112.1712845734955	890.3194351856226	1486.2637137853367	777.367375533475	703.8449062520597	1054.5544732326948	831.9005676924568	215.12620361188132
gRNA_1095	Atr	468.0924554368146	548.10004283267	695.5788773424474	698.9239403660061	557.2776603277177	606.8429181385952	647.0337748719109	434.5549312960003
gRNA_1109	Atr	86.32852661744532	419.9965269786236	505.36695914156365	363.9492712724906	416.07917799034806	640.6480263501203	330.91155914877726	324.8405674539408
gRNA_1121	Atrx	815.3249736092058	822.6075768056266	816.7923546273242	611.2934362149599	1908.5954551686289	478.21860396791476	534.2650312513778	267.83212349679224
gRNA_1122	Atrx	466.1740437342047	828.0977274850858	703.9705796160158	826.1295109078475	1578.9533709285336	653.8402637009593	1347.67891966178	737.8828783887529
gRNA_1127	Atrx	481.52133735508386	553.5901935121292	1035.9090251038326	1027.5383309324297	234.6149687506866	286.1066475463214	471.41032169239213	589.4457978965548
gRNA_1145	Atrx	778.8751512596177	743.9154170667124	779.4959000781314	614.1202266714453	498.75813722972043	766.7987960175185	245.8728344513261	417.34483500704977
gRNA_1146	Atrx	1066.6369066511022	783.2614969361695	963.1809387329064	1715.8618070866157	473.52494837095094	931.7017629030063	1288.5215459592052	1053.042766680159
gRNA_1148	Atrx	376.0086937115396	288.23291067160443	157.57752047033995	295.39960270272053	217.43492527237544	212.7248272822793	170.07744939490226	328.06746050811904
gRNA_1149	Atrx	76.73646810439584	214.11587649890615	130.53759092217513	633.9077598668428	243.20499048984215	397.4161501940257	804.1705487693748	1114.3537347095453
gRNA_1150	Atrx	423.968986276787	881.1691840531907	1265.2822205813688	1020.4713547912163	1452.2505502759889	1073.518314424526	1504.815693559244	801.3451084542579
gRNA_1151	Atrx	468.0924554368146	524.3093898883471	572.5005773301109	209.1824937799169	149.7885040765253	197.059045428158	303.18154022569536	919.6645204407927
gRNA_1281	B2m	345.3141064697813	443.7871799229465	469.0029159561006	155.473475106695	216.36117255498098	399.889694697308	149.74210218464222	359.2607600318418
gRNA_1282	B2m	2192.744576083111	941.5608415272411	1453.629316054793	972.4159170309651	937.922998644049	1004.2590683326209	809.7165525539913	617.4122043660994
gRNA_1283	B2m	1283.4174290460203	500.5187369440242	742.1994455289386	192.92844865512606	486.4099809796843	1725.7095484566303	1044.4973794360847	388.3027975194458
gRNA_1284	B2m	564.0130405673094	844.5681795234632	513.7586614151321	506.7021893250014	488.02061005577593	465.85088145150314	1551.0323917643805	578.6894877159608
gRNA_1285	B2m	130.45199577747292	303.78833759673864	238.6973091148345	221.90305083410104	390.30911277288135	89.87211695259087	262.5108458051752	295.79852996633684
gRNA_1313	Bap1	1998.9849941195116	719.2097390091463	905.3714341816574	591.5059030195623	1013.6225652203575	641.4725411845477	465.8643179077758	821.7820977973867
gRNA_1314	Bap1	642.6679203743151	533.459641020779	493.24561141307595	446.63289212468743	379.03470924023964	683.5227977403471	234.78082688209335	289.3447438579804
gRNA_1317	Bap1	289.68016709409426	397.12089914754387	376.6941909468482	256.53123392604675	243.20499048984215	207.77773827571468	277.30018923081894	427.0255141695844
gRNA_1318	Bap1	588.9523927012381	359.6048695045732	332.87085685154653	244.51737448598396	573.9208274473317	145.11461085922932	136.80142668720399	392.60532159168343
gRNA_1321	Bap1	838.3459140405245	671.6284331205005	614.4590886979529	1586.5361437024103	538.4869877733149	2161.053381034318	641.4877710872944	358.1851290137824
gRNA_1322	Bap1	339.55887136195156	447.44728037591926	245.22418866094324	939.9078267813834	358.6334076097452	766.7987960175185	512.0810161129123	883.0930658267729
gRNA_1337	Bap1	500.70545438118285	447.44728037591926	579.0274568762196	937.081036324898	1533.3188804392696	2859.417445794359	900.3012810360588	2081.346019944952
gRNA_1338	Bap1	498.78704267857296	620.3870267788819	718.8891614356929	443.8061016682021	591.1008709256429	381.75036833990436	656.277114512938	578.6894877159608
gRNA_1339	Bap1	782.7119746648375	636.8574788172593	515.6234841425917	227.55663174707178	564.7939293494788	726.397569130574	604.5144125231852	408.73978686257453
gRNA_1340	Bap1	1452.2376588756913	851.8883804294087	1018.1932091929659	761.1133304086842	358.0965312510479	1136.1814418410113	1207.180157118165	457.14318267524783
gRNA_1341	Bap1	379.84551711675937	641.4326043834752	364.5728432183605	452.9931706517795	551.9088967407455	1008.3816425047581	336.4575629333936	515.2272576504557
gRNA_1342	Bap1	1045.5343779223933	459.3426068480807	609.7970318793037	402.110942435043	332.8633423922784	375.15424966448484	255.1161740923534	305.4792091288715
gRNA_1343	Bap1	161.14658301923126	395.2908489210575	128.67276819471547	216.95616753525167	398.8991345120369	930.0527332341514	493.5943368308577	263.52959942455465
gRNA_1361	Bap1	1739.9994142671756	926.005414602107	772.0366091682928	1390.0742069766775	2546.40456930093	1095.7802149540667	8694.285266350276	1795.2281691411497
gRNA_1362	Bap1	1083.902611974591	775.0262709169808	994.8829250997203	327.90769295230217	693.1073790781153	465.85088145150314	817.1112242668131	1543.5305109152484
gRNA_1373	Bcl2	1987.474523903852	1042.213603983992	1305.375909221751	514.4758630803362	925.0379660353157	1166.6884907148265	1011.2213567283864	2819.228898333705
gRNA_1374	Bcl2	702.1386831552219	448.36230548916245	623.7832023352511	260.0647219966535	510.0325407623621	287.75567721517626	615.606420092418	530.2860919032875
gRNA_1375	Bcl2	1083.902611974591	936.9857159610252	1109.5695228384884	1311.6307718092087	639.4197432083929	557.3720280729489	421.49628763084473	1546.7574039694268
gRNA_1376	Bcl2	118.94152556181355	224.18115274458123	145.45617274185227	274.9053718932016	329.10520788139786	660.4363823763788	255.1161740923534	1037.9839324273273
gRNA_1377	Bcl2	370.25345860370993	470.322908206999	273.1965295728379	354.0555046747918	242.66811413114493	707.4337279387429	288.3921968000517	212.97494157576253
gRNA_1378	Bcl2	84.41011491483542	256.2070317080928	159.4423431977996	166.78063693263647	186.29609646793648	432.04577323997813	57.308705774369244	150.58834252831693
gRNA_1379	Bcl2	161.14658301923126	217.7759769518789	118.41624319368742	163.24714886202975	65.49891576106124	463.37733694822083	42.519362348725565	179.6303800159209
gRNA_1380	Bcl2	95.9205851304948	221.43607740485166	96.97078182790152	149.11319657960294	45.097614130566754	173.97263006418967	144.19609840002585	52.70591988491093
gRNA_1381	Bcl2	164.98340642445106	305.618387823225	129.6051795584453	222.60974844822238	433.7960978273564	846.7767349569801	158.9854418256695	218.35309666605954
gRNA_1382	Bcl2	147.717701100962	300.1282371437659	163.17198865271888	276.3187671214443	278.63883016385887	305.89500357258	297.63553644107895	164.5715457630892
gRNA_1383	Bcl2	232.1278160157974	126.27346562756004	116.55142046622778	463.5936348635996	106.83839538074743	179.74423390518174	541.6597029641996	486.1852201628518
gRNA_1384	Bcl2	232.1278160157974	566.4005450975338	168.76645683509784	134.27254668305477	292.5976154899867	343.82268595624214	68.40071334360199	238.7900860091883
gRNA_1385	Bcl2	445.0715150054958	509.6689880764561	341.26255912511493	937.7877339390194	791.8926290784043	583.7565027746269	826.3545639078403	574.3869636437231
gRNA_1406	Bcl2	186.0859351531599	142.74391766593743	145.45617274185227	120.84529201474929	95.02711548940852	75.03084993289697	35.12469063590373	157.04212863667337
gRNA_1407	Bcl2	147.717701100962	440.12707946997375	208.86014547548018	664.2957572740604	763.4381820674515	373.50521999562994	306.8788760821063	346.35318781512893
gRNA_1459	Bcor	3054.1114305549545	921.4302890358911	1392.0901660486247	725.0717520884958	1918.796105983876	2504.051552156133	830.0518997642513	415.193572970931
gRNA_1460	Bcor	3322.6890689203397	1378.027820544242	1604.6799569790242	2992.1576981897574	1516.6757133196559	1287.8921713756602	1856.0625999182812	727.1265682081589
gRNA_1461	Bcor	844.1011491483542	634.1124034775297	373.89695685565874	375.256433098432	1140.8622622315995	530.9875533712709	3017.02605883131	301.17668505663386
gRNA_1463	Bcor	1567.342361032285	798.8169238613037	1106.772288747299	639.5613407798136	766.6594402196348	2682.9712712268874	698.7964768616637	925.0426755310897
gRNA_1491	Bcor	1375.5011907712953	779.6013964831968	1255.9581069440706	751.9262614251068	780.0813491870654	453.4831589350916	998.2806812309481	437.7818243501785
gRNA_1492	Bcor	1768.775589806324	759.4708439918467	1051.7600182872395	530.0232105910056	1041.003259513916	1492.371850313665	523.1730236821451	487.26085118091123
gRNA_1545	Braf	255.14875644711614	773.1962206904944	576.2302227850302	1391.4876022049202	1176.8329782643134	752.782043832252	842.9925752616895	294.7228989482774
gRNA_1548	Braf	305.0274607149735	657.9030564218526	948.2623569132293	759.6999351804415	2802.4945923995056	4665.929448024878	2037.2320568824164	652.9080279620598
gRNA_1549	Braf	218.69893409752814	533.459641020779	819.5895887185137	890.4389937928895	627.608463317054	537.5836720466904	532.4163633231723	465.74823081972306
gRNA_1550	Braf	314.6195192280229	739.3402915004965	448.4898659540445	467.12712293420634	395.67787635985354	441.11543641867996	236.6294948102988	646.4542418537034
gRNA_1551	Braf	1116.5156109189595	792.4117480686014	955.7216478230678	2378.037471518312	2462.651857344163	2852.8213271189397	2970.809360626173	4265.952617623607
gRNA_1552	Braf	376.0086937115396	1035.8084281912895	1305.375909221751	710.2311021919476	1081.8058627749049	588.7035917811916	708.039816502691	808.8745255806738
gRNA_1558	Braf	1525.1373035748672	762.2159193315762	1198.1486023928217	3480.485749547604	1635.325388591742	1061.9751067425418	2589.983767415849	1140.168879142971
gRNA_1559	Braf	1170.2311385920366	756.725768652117	997.6801591909098	549.1040461722819	196.4967472831837	617.561610986152	541.6597029641996	467.8994928558419
gRNA_1569	Braf	924.6744406579699	818.9474763526539	1211.202361485039	689.7368713824287	1344.8752785365443	1054.5544732326948	6466.640412862697	2400.8084323085955
gRNA_1570	Braf	617.7285682403865	929.6655150550797	1087.1916501089727	1079.8339543774089	730.1518478282237	3242.8168438031184	963.1559905950444	884.1686968448323
gRNA_1573	Braf	174.57546493750053	185.75009798836732	82.98461137195417	1200.6792463921581	270.0488084247033	1219.4574401181826	122.01208326156032	16.1344652708911
gRNA_1583	Brca1	920.8376172527501	900.3847114312977	785.0903682605103	435.325730298746	1092.5433899488494	241.5828464872397	391.9176007795574	1352.068189700674
gRNA_1588	Brca2	347.23251817239117	797.9018987480605	882.0611500884119	1194.318967865066	614.1865543496234	1687.7818660729681	1022.313364297619	1097.1436384205947
gRNA_1590	Brca2	2069.966227116078	1044.9586793237215	1569.2483251572908	774.5405850769896	1255.216926634108	482.34117814005197	1661.952467456708	1106.8243175831294
gRNA_1591	Brca2	1471.4217759017902	775.0262709169808	712.3622818895842	678.4297095564873	527.2125842406732	828.6374085995765	528.7190274667614	800.2694774361985
gRNA_1592	Brca2	345.3141064697813	534.3746661340222	481.1242636845883	273.49197666495894	2149.116063864985	765.9742811830911	977.945334020688	1202.5554781904166
gRNA_1696	Btk	1839.7568228028902	818.9474763526539	1127.285338749355	1917.2706271111979	3143.4110801722422	1350.5552987921455	1072.2273983591665	1074.5553870413473
gRNA_1725	Card11	237.8830511236271	516.0741638691584	290.91234548370454	209.1824937799169	271.12256114209777	281.9840733741842	288.3921968000517	402.2860007542181
gRNA_1726	Card11	30.694587241758335	288.23291067160443	140.79411592320315	443.8061016682021	261.45878668554775	183.0422932428915	373.4309214975028	525.9835678310499
gRNA_1733	Card11	794.2224448804969	729.2750152548214	662.9444796119036	414.8314994892271	208.84490353321985	354.54137880379886	391.9176007795574	358.1851290137824
gRNA_1738	Card11	408.62169265590785	529.7995405678063	461.54362504626204	496.1017251131813	663.579179349768	582.1074731057721	308.7275440103117	273.2102785870893
gRNA_1817	Card11	1826.3279408846208	674.37350846023	930.5465410023626	908.8131317600444	1010.4013070681742	2198.9810634179803	2776.6992281646003	683.0256964677233
gRNA_1848	Carm1	170.73864153228072	137.2537669864783	219.11667047650823	120.84529201474929	204.01301630494484	108.83595814442198	360.4902460000646	672.2693862871291
gRNA_1855	Casp8	567.8498639725292	669.7983828940141	901.6417887267381	441.6860088258381	1152.1366657642411	600.2467994631758	458.46964619495395	719.597151081743
gRNA_1857	Casp8	796.1408565831068	589.2761729286135	959.4512932779871	726.4851473167384	854.1702866872822	351.24331946608913	310.5762119385172	525.9835678310499
gRNA_1858	Casp8	427.8058096820068	509.6689880764561	550.1227046005952	238.1570959588919	189.51735462011982	706.6092131043155	188.56412867695687	603.4290011313271
gRNA_1871	Cbfb	2056.5373451978085	1024.8281268323713	1547.802863791505	1315.1642598798155	743.0368804369571	977.874593630943	1691.5311543079954	957.3116060728719
gRNA_1875	Cbfb	949.6137927918985	646.9227550629344	1020.9904432841554	496.8084227273027	621.1659470126873	1315.925675746193	944.6693113129897	391.529690573624
gRNA_1876	Cbfb	326.1299894436823	463.91773241429667	545.460647781946	158.30026556318037	207.77115081582542	207.77773827571468	160.83410975387497	604.5046321493866
gRNA_1882	Cbl	590.870804403848	588.3611478153704	656.4176000657949	303.1732764580552	159.45227853307532	552.4249390663842	197.80746831798416	157.04212863667337
gRNA_1898	Cbl	1028.2686725989042	703.6543120840121	807.4682409900261	723.6583568602531	1106.5021752749772	1927.7156828913528	1160.9634589130285	360.33639104990124
gRNA_1901	Cbl	1131.8629045398386	887.574359845893	1213.9995955762286	1091.8478138174717	549.2245149472594	542.530761053255	617.4550880206234	235.56319295501007
gRNA_1904	Cbl	255.14875644711614	376.99034665619376	88.57907955433312	71.37645902625543	161.06290760916698	258.89765801021593	99.82806812309481	122.62193605877236
gRNA_1905	Cbl	567.8498639725292	218.6910020651221	189.27950683715392	207.76909855167423	252.86876494639216	79.15342410503416	199.65613624618962	402.2860007542181
gRNA_1906	Cbl	552.50257035165	601.171499400775	871.8046250873838	432.49893984226065	410.1735380446786	531.8120682056983	595.2710728821579	841.143456122456
gRNA_1925	Ccnd1	3443.549006184763	1261.8196311623572	1917.9701751922444	891.8523890211322	2569.4902527249105	2002.74653282425	2066.8107437337035	906.7569482240798
gRNA_1928	Ccnd1	76.73646810439584	211.37080115917658	83.917022735684	34.62818309194571	67.10954483715291	57.71603840992075	53.61136991795832	102.18494671564363
gRNA_1929	Ccnd1	90.16535002266511	59.476632360807265	142.6589386506628	65.01618049916337	12.885032608733358	141.81655152151956	81.34138884104021	135.52950827548523
gRNA_1930	Ccnd1	161.14658301923126	273.5925088597134	121.21347728487689	86.92380653692493	668.9479429367402	135.22043284610004	401.1609404205847	116.16814995041592
gRNA_1953	Ccnd3	644.586332076925	580.1259217961816	503.50213641410403	824.7161156796049	1197.234279894808	535.9346423778355	2138.9087929337165	452.8406586030102
gRNA_1961	Ccnd3	932.3480874684094	655.1579810821231	560.3792296016231	412.00470903274174	862.2234320677405	353.71686396937145	617.4550880206234	689.4794825760797
gRNA_1962	Ccnd3	752.0173874230792	692.6740107250938	492.31320004934616	628.254178953872	797.2613926653765	624.9822444959989	467.7129858359812	307.6304711649903
gRNA_1963	Ccnd3	1296.8463109642896	955.286218225889	782.2931341693209	1908.0835581276206	1791.019532613937	820.3922602553021	1173.9041344104667	935.7989857116838
gRNA_1972	Cd79a	1463.7481290913506	725.6149148018486	725.4160409818018	709.5244045778263	338.7689823379479	1038.064176544146	471.41032169239213	1460.7069225246742
gRNA_1973	Cd79a	859.4484427692333	732.020090594551	686.2547637051492	955.4551742920529	1146.2310258185717	2031.6045520292103	759.8025184924438	519.5297817226934
gRNA_1977	Cd79a	224.45416920535783	516.0741638691584	220.9814932039679	339.92155239236496	398.8991345120369	277.861499202047	715.4344882155128	984.2023815243571
gRNA_1978	Cd79a	301.19063730975364	363.26496995754593	484.85390913950755	378.08322355491737	294.74512092477556	328.98141893654827	706.1911485744855	410.8910488986933
gRNA_1980	Cd79b	504.5422777864026	396.2058740343007	307.69575003084134	257.2379315401681	245.88937228332827	350.41880463166166	118.3147474051494	286.1178508038022
gRNA_1981	Cd79b	2238.7864569457483	1457.6350053963995	1552.464920610154	1065.700002094982	800.4826508175599	1672.1160842188467	3053.999417395419	1793.0769071050308
gRNA_1983	Cd79b	1544.3214206009661	659.733106648339	884.8583841796013	826.1295109078475	303.87201902262836	333.1039931086855	227.38615516927152	678.7231723954856
gRNA_1984	Cd79b	3059.866665662784	1095.2850605520969	1841.5124433663989	773.127189848747	557.814536686415	751.1330141633971	1869.0032754157196	800.2694774361985
gRNA_1985	Cd79b	3652.6558817692417	1565.607968759096	2105.384859301939	2784.388599638083	1978.3893817992678	994.3648903194917	719.1318240719237	2719.19521365418
gRNA_1989	Cdc73	450.82675011332555	733.8501408210374	819.5895887185137	980.8962884004212	1263.8069483732636	872.3366948242307	1857.9112678464867	619.5634664022182
gRNA_1994	Cdc73	1367.8275439608558	711.8895381032008	670.4037705217422	299.63978838744856	310.85141168569226	189.63841191831102	550.9030426052269	500.1684233976241
gRNA_1995	Cdc73	1141.4549630528882	591.1062231550999	387.8831273116061	710.9377998060689	540.0976168494066	1037.2396617097186	280.99752508722986	487.26085118091123
gRNA_1996	Cdc73	209.10687558447864	488.62341047186277	354.3163182173325	162.5404512479084	2002.0119415819456	214.3738569511342	262.5108458051752	521.6810437588122
gRNA_2011	Cdh1	140.0440542905224	355.0297439383572	299.30404775727294	274.19867427908025	2681.6974116926303	992.7158606506368	451.0749744821321	353.8826049415448
