id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Plk2	13	0.0049107	0.030136	0.603967	21	6	0.11051	0.39526	0.71432	0.99908	326	5	0.11051
Smarcb1	22	0.0049317	0.035219	0.677608	22	9	-0.16231	0.99048	0.99906	0.99908	479	4	-0.16231
Syk	28	0.0054097	0.041675	0.703589	23	15	-0.32958	0.93723	0.99427	0.99908	469	4	-0.32958
Slx4	6	0.0056755	0.02366	0.603967	24	5	-0.77697	0.98048	0.98068	0.99908	477	0	-0.77697
Ros1	52	0.0057626	0.052736	0.72922	25	26	-0.44855	0.36843	0.81581	0.99908	314	13	-0.44855
Phox2b	26	0.0060795	0.043883	0.703589	26	13	-0.50436	0.44482	0.81831	0.99908	343	5	-0.50436
Inhba	43	0.0063077	0.05396	0.72922	27	20	-0.26248	0.10321	0.42516	0.975609	150	12	-0.26248
Esr1	39	0.0067394	0.054994	0.72922	28	14	-0.080184	0.65052	0.94548	0.99908	402	13	-0.080184
Pik3ca	64	0.0072244	0.06519	0.72922	29	15	0.23757	0.078219	0.3859	0.975609	127	29	0.23757
Carm1	18	0.0073885	0.045912	0.712378	30	11	-0.61157	0.67076	0.91073	0.99908	410	4	-0.61157
Setdb1	6	0.0074677	0.030046	0.603967	31	4	-1.2288	0.64755	0.78372	0.99908	400	1	-1.2288
Tert	14	0.0075234	0.043763	0.703589	32	8	-0.47964	0.39344	0.71517	0.99908	325	4	-0.47964
Src	26	0.0086572	0.058307	0.72922	33	10	-0.13205	0.51687	0.86117	0.99908	363	8	-0.13205
Rb1	67	0.0092488	0.082389	0.750555	34	33	-0.20798	0.57685	0.9419	0.99908	384	24	-0.20798
Rara	38	0.0093155	0.071019	0.750555	35	20	-0.37656	0.62951	0.93517	0.99908	396	7	-0.37656
Arid1a	228	0.0096865	0.09162	0.751918	36	96	-0.23723	0.58603	0.952	0.99908	387	70	-0.23723
Mpeg1	3	0.0098889	0.026127	0.603967	37	2	-1.0088	0.84651	0.84751	0.99908	450	0	-1.0088
Cbl	31	0.010482	0.072312	0.750555	38	12	-0.06437	0.52064	0.87795	0.99908	365	9	-0.06437
Inpp4b	13	0.011553	0.061709	0.72922	39	7	-0.54039	0.66088	0.88058	0.99908	406	4	-0.54039
Tmem127	15	0.012477	0.067776	0.74092	40	9	-0.71109	0.29899	0.63379	0.998313	278	4	-0.71109
Negr1	26	0.012685	0.080131	0.750555	41	10	0.044309	0.13049	0.44052	0.975609	181	9	0.044309
Rxra	21	0.013565	0.081474	0.750555	42	11	-0.50747	0.76248	0.95325	0.99908	426	7	-0.50747
Ctcf	44	0.01401	0.10137	0.76185	43	17	0.20254	0.14341	0.51832	0.99209	189	18	0.20254
Pik3c3	19	0.014755	0.083533	0.750555	44	11	-0.41577	0.095153	0.34011	0.975609	144	6	-0.41577
Sox17	46	0.015663	0.11193	0.815753	45	19	-0.16796	0.25732	0.69685	0.99908	261	16	-0.16796
Stk40	17	0.015788	0.083513	0.750555	46	9	-0.43725	0.46713	0.79308	0.99908	349	4	-0.43725
Actg1	8	0.015899	0.06332	0.72922	47	3	0.6991	0.019159	0.075864	0.848615	47	5	0.6991
Grem1	8	0.015928	0.0634	0.72922	48	6	-0.61384	0.99044	0.99031	0.99908	478	0	-0.61384
Rps6ka4	46	0.015973	0.11368	0.816147	49	19	-0.19587	0.026689	0.17342	0.926821	66	17	-0.19587
Vhl	20	0.017085	0.094913	0.751918	50	11	-0.47534	0.91584	0.98636	0.99908	463	4	-0.47534
U2af1	21	0.017174	0.098156	0.751918	51	10	-0.1516	0.25993	0.6288	0.998313	263	8	-0.1516
Jun	4	0.017556	0.054686	0.72922	52	2	-0.66721	0.43209	0.58098	0.998313	338	2	-0.66721
Trp53bp1	19	0.01829	0.098484	0.751918	53	7	-0.072592	0.045245	0.20336	0.975609	92	8	-0.072592
Brip1	10	0.019787	0.085413	0.750555	54	7	-0.46531	0.72437	0.88633	0.99908	418	2	-0.46531
Foxl2	14	0.019788	0.095947	0.751918	55	8	-0.68251	0.4593	0.7698	0.99908	347	5	-0.68251
Smo	45	0.019895	0.13262	0.829612	56	21	-0.25326	0.52963	0.90374	0.99908	368	9	-0.25326
Rhoa	12	0.020137	0.091372	0.751918	57	5	-0.21124	0.40265	0.70326	0.99908	327	3	-0.21124
Fgf4	13	0.020904	0.097151	0.751918	58	5	-0.19071	0.44738	0.75182	0.99908	344	4	-0.19071
Pdpk1	2	0.021433	0.040182	0.703589	59	2	-1.8811	0.97857	0.97834	0.99908	476	0	-1.8811
Zfhx3	162	0.021848	0.16943	0.854142	60	60	-0.10246	0.0014544	0.019174	0.576406	13	57	-0.10246
Bard1	4	0.022381	0.064941	0.72922	61	2	-0.34783	0.23591	0.39425	0.975609	253	2	-0.34783
Amer1	39	0.022764	0.14323	0.834501	62	19	-0.19581	0.82335	0.98485	0.99908	446	10	-0.19581
Pim1	56	0.023117	0.15762	0.854142	63	22	-0.13701	0.43787	0.86779	0.99908	341	15	-0.13701
Irf1	3	0.023507	0.059222	0.72922	64	2	-1.231	0.86931	0.87003	0.99908	456	0	-1.231
Trip13	3	0.024265	0.061012	0.72922	65	2	-0.99704	0.82005	0.82027	0.99908	445	0	-0.99704
Pik3r1	25	0.024317	0.13382	0.829612	66	13	-0.35246	0.92199	0.99153	0.99908	464	6	-0.35246
Socs1	30	0.024345	0.13947	0.829612	67	16	-0.51227	0.65968	0.93506	0.99908	405	8	-0.51227
Gna11	21	0.024489	0.12972	0.829612	68	10	-0.47792	0.79432	0.96199	0.99908	438	5	-0.47792
Hist1h3a	7	0.024831	0.087383	0.750555	69	5	-1.0847	0.97646	0.97662	0.99908	474	0	-1.0847
Dot1l	45	0.025676	0.16042	0.854142	70	12	0.088113	0.37738	0.8106	0.99908	319	18	0.088113
Nkx3-1	11	0.026023	0.10586	0.783401	71	7	-0.46353	0.36279	0.66138	0.998313	309	2	-0.46353
Irf8	1	0.02919	0.029399	0.603967	72	1	-1.8256	0.97081	0.97127	0.99908	472	0	-1.8256
Kdm6a	59	0.029894	0.19222	0.866529	73	27	-0.22346	0.49913	0.90573	0.99908	361	22	-0.22346
Kdm5a	33	0.029904	0.16717	0.854142	74	17	-0.33408	0.0012454	0.012499	0.576406	10	9	-0.33408
Epcam	3	0.029943	0.073834	0.750555	75	2	-1.5362	0.81612	0.8164	0.99908	444	0	-1.5362
Foxa1	35	0.029953	0.17047	0.854142	76	13	0.063296	0.057788	0.28234	0.975609	105	15	0.063296
Pdgfra	55	0.031001	0.19587	0.866529	77	20	-0.19068	0.059625	0.3173	0.975609	107	19	-0.19068
Met	37	0.031262	0.1794	0.866529	78	15	-0.040329	0.025485	0.15964	0.9196	63	14	-0.040329
Kras	13	0.032466	0.13657	0.829612	79	7	-0.56264	0.65167	0.87698	0.99908	403	3	-0.56264
Trp63	81	0.03278	0.21956	0.896715	80	22	0.30356	0.0074303	0.073964	0.848615	27	43	0.30356
Tsc1	44	0.033983	0.19741	0.866529	81	18	0.2181	0.0080271	0.066822	0.845356	28	20	0.2181
Axin1	40	0.034465	0.19457	0.866529	82	17	-0.12526	0.13956	0.50027	0.99209	184	15	-0.12526
Ikzf1	74	0.035174	0.22645	0.896715	83	27	0.0083163	0.3225	0.80044	0.99908	289	27	0.0083163
Errfi1	7	0.035281	0.11731	0.829612	84	5	-0.50631	0.37204	0.60824	0.998313	315	1	-0.50631
Hras	15	0.03557	0.15377	0.854142	85	6	-0.2175	0.97473	0.99351	0.99908	473	2	-0.2175
Dnmt3a	107	0.035608	0.23999	0.897611	86	37	0.031288	0.47032	0.90949	0.99908	352	42	0.031288
Cdk12	36	0.036057	0.19817	0.866529	87	8	0.27553	0.11954	0.45171	0.980333	169	18	0.27553
Ntrk3	78	0.036072	0.23523	0.896715	88	30	0.014333	0.020168	0.15932	0.9196	49	34	0.014333
Rras	9	0.037967	0.13496	0.829612	89	5	-0.37717	0.20664	0.45846	0.98446	237	4	-0.37717
Nup93	24	0.038479	0.18634	0.866529	90	7	0.066771	0.79988	0.96754	0.99908	440	7	0.066771
Arid2	73	0.040517	0.24824	0.897611	91	19	0.15479	0.29802	0.77787	0.99908	277	31	0.15479
Fanca	9	0.041175	0.1441	0.834501	92	6	-0.66143	0.59903	0.80905	0.99908	390	2	-0.66143
Prdm14	17	0.042151	0.18049	0.866529	93	6	-0.097995	0.27666	0.62048	0.998313	271	6	-0.097995
Med12	69	0.044387	0.26113	0.905885	94	24	-0.039271	0.34135	0.81347	0.99908	301	27	-0.039271
Ncoa3	18	0.045719	0.19397	0.866529	95	9	-0.31359	0.15057	0.44442	0.975609	198	8	-0.31359
Fgfr3	43	0.046234	0.24546	0.897611	96	18	-0.17635	0.018773	0.13192	0.913908	44	14	-0.17635
Kdm5c	58	0.046341	0.26226	0.905885	97	26	-0.23881	0.38496	0.83635	0.99908	323	18	-0.23881
Egfl7	2	0.048708	0.086865	0.750555	98	1	-0.57179	0.28599	0.34172	0.975609	274	1	-0.57179
Stk11	53	0.049505	0.26767	0.905885	99	22	-0.15549	0.61683	0.94488	0.99908	393	16	-0.15549
Tcf3	13	0.049848	0.19059	0.866529	100	4	0.017844	0.22153	0.52499	0.99209	245	5	0.017844
Prdm1	28	0.050535	0.23519	0.896715	101	8	0.64619	0.0059413	0.046738	0.791044	22	15	0.64619
Cebpa	6	0.050775	0.14573	0.834501	102	1	0.32595	0.024443	0.08609	0.862689	60	3	0.32595
Dnmt3c	16	0.0521	0.20564	0.883138	103	4	0.052752	0.095165	0.32353	0.975609	145	7	0.052752
Nkx2-1	26	0.05291	0.23661	0.896715	104	12	-0.13091	0.17808	0.53214	0.99209	215	7	-0.13091
Daxx	18	0.053052	0.21737	0.896715	105	10	-0.4574	0.77578	0.95085	0.99908	431	5	-0.4574
Msi1	12	0.054422	0.19428	0.866529	106	6	-0.28619	0.43194	0.7278	0.99908	337	3	-0.28619
Ercc3	21	0.054818	0.23235	0.896715	107	8	0.13541	0.19164	0.53205	0.99209	227	8	0.13541
Drosha	42	0.055247	0.27102	0.905885	108	15	0.014339	0.85997	0.98966	0.99908	454	13	0.014339
Bmpr1a	16	0.05616	0.21807	0.896715	109	6	0.15094	0.59535	0.86581	0.99908	389	6	0.15094
Btk	25	0.056442	0.24816	0.897611	110	7	0.67526	0.0089316	0.062067	0.845356	31	15	0.67526
Abl1	20	0.056574	0.23591	0.896715	111	9	-0.21926	0.41975	0.77575	0.99908	334	7	-0.21926
Ptprt	222	0.057	0.32954	0.981644	112	77	0.0026398	0.0034501	0.040391	0.791044	18	83	0.0026398
Ercc2	50	0.057714	0.29272	0.938716	113	18	0.0942	0.07503	0.35786	0.975609	126	19	0.0942
Srsf2	14	0.05811	0.21478	0.896715	114	7	-0.23464	0.70151	0.90939	0.99908	415	3	-0.23464
Rad21	17	0.059266	0.22803	0.896715	115	6	0.017661	0.49036	0.81018	0.99908	358	7	0.017661
Csde1	17	0.061687	0.23478	0.896715	116	7	-0.26493	0.66155	0.90301	0.99908	407	3	-0.26493
Fgfr2	54	0.064708	0.32281	0.981644	117	19	0.073629	0.18763	0.6129	0.998313	224	23	0.073629
Epha7	82	0.065058	0.35055	0.986302	118	30	0.11232	0.021812	0.17028	0.926697	51	34	0.11232
Id3	7	0.065169	0.19087	0.866529	119	4	-0.36577	0.3125	0.55674	0.998313	283	3	-0.36577
Rptor	38	0.065207	0.30045	0.938716	120	18	-0.25726	0.22719	0.64016	0.998313	249	12	-0.25726
Nf1	137	0.066622	0.36533	0.986302	121	35	0.21483	0.00094244	0.012857	0.576406	5	64	0.21483
Runx1t1	3	0.067416	0.13971	0.829612	122	1	0.42207	0.2287	0.35212	0.975609	250	2	0.42207
Notch1	138	0.071181	0.38055	0.986302	123	50	0.013372	0.14733	0.58335	0.998313	194	59	0.013372
Alox12b	14	0.071272	0.25006	0.897611	124	6	-0.00034476	0.29967	0.62854	0.998313	279	5	-0.00034476
Tet1	10	0.071376	0.22609	0.896715	125	4	0.28157	0.18526	0.44453	0.975609	220	5	0.28157
Wt1	39	0.071773	0.3225	0.981644	126	18	-0.23409	0.40756	0.82439	0.99908	329	11	-0.23409
Stat6	2	0.074434	0.1292	0.829612	127	2	-0.53694	0.92557	0.92537	0.99908	466	0	-0.53694
Cdh1	35	0.074573	0.32622	0.981644	128	16	-0.18295	0.90503	0.99331	0.99908	461	6	-0.18295
Cdkn2a	25	0.074621	0.30015	0.938716	129	11	0.054287	0.46817	0.82961	0.99908	351	10	0.054287
H3f3b	2	0.078235	0.13537	0.829612	130	1	-0.49504	0.1571	0.25351	0.975609	201	1	-0.49504
Hoxb13	10	0.07825	0.24233	0.897611	131	5	-0.26241	0.47491	0.74081	0.99908	354	4	-0.26241
Epha5	76	0.079899	0.39386	0.986302	132	20	0.25865	0.04744	0.28957	0.975609	94	37	0.25865
Sox9	47	0.080108	0.35971	0.986302	133	20	-0.073404	0.019108	0.13576	0.913908	46	16	-0.073404
Btg1	13	0.080767	0.26463	0.905885	134	4	0.012817	0.023056	0.10975	0.913908	56	5	0.012817
Sdhc	3	0.081403	0.15896	0.854142	135	1	0.01549	0.20007	0.31701	0.975609	230	1	0.01549
Cdkn2b	4	0.082082	0.18106	0.866529	136	2	-0.3701	0.49419	0.64168	0.998313	359	1	-0.3701
Ppp6c	12	0.083048	0.26773	0.905885	137	7	-0.35592	0.75251	0.91947	0.99908	424	4	-0.35592
Ar	71	0.083647	0.39872	0.986302	138	26	0.071361	0.091127	0.42991	0.975609	137	27	0.071361
Sh2b3	15	0.085331	0.28782	0.935423	139	6	-0.0099282	0.22626	0.54801	0.998313	248	6	-0.0099282
Rad51c	1	0.085756	0.086189	0.750555	140	1	-1.6653	0.91424	0.91485	0.99908	462	0	-1.6653
Gata1	16	0.086902	0.29544	0.938716	141	5	0.12411	0.28037	0.61926	0.998313	272	7	0.12411
Kdr	58	0.088176	0.39894	0.986302	142	21	-0.0089572	0.0013343	0.015314	0.576406	11	24	-0.0089572
Epha3	81	0.090513	0.42828	0.986302	143	30	-0.01755	0.080309	0.4068	0.975609	130	31	-0.01755
Tek	34	0.091925	0.36533	0.986302	144	11	-0.15145	0.01149	0.084687	0.862689	35	12	-0.15145
Igf2	6	0.093598	0.23376	0.896715	145	3	-0.36788	0.79036	0.86713	0.99908	436	1	-0.36788
Fyn	27	0.097597	0.36676	0.986302	146	11	-0.2807	0.74282	0.95678	0.99908	421	7	-0.2807
Sox2	18	0.098103	0.32864	0.981644	147	7	-0.25816	0.091622	0.32479	0.975609	139	4	-0.25816
Lztr1	6	0.098345	0.2433	0.897611	148	3	-0.19866	0.3725	0.59293	0.998313	316	2	-0.19866
Wwtr1	9	0.098386	0.2712	0.905885	149	4	-0.13027	0.56158	0.7878	0.99908	380	3	-0.13027
Smad4	55	0.098595	0.4241	0.986302	150	18	0.15593	0.048387	0.27616	0.975609	95	23	0.15593
Nthl1	2	0.099729	0.16933	0.854142	151	2	-0.37039	0.90027	0.89996	0.99908	460	0	-0.37039
Igf1r	38	0.10008	0.39718	0.986302	152	17	-0.044236	0.48392	0.87036	0.99908	356	11	-0.044236
Suz12	6	0.1058	0.25716	0.904778	153	3	-0.46677	0.41981	0.64068	0.998313	335	2	-0.46677
Ppp2r1a	42	0.10589	0.41491	0.986302	154	13	0.13263	0.54739	0.90744	0.99908	374	16	0.13263
Ctnnb1	52	0.10677	0.43707	0.986302	155	21	-0.10188	0.34735	0.79792	0.99908	304	21	-0.10188
Stat5a	15	0.11069	0.34577	0.986302	156	8	-0.39504	0.50214	0.80606	0.99908	362	6	-0.39504
Hgf	35	0.11223	0.41903	0.986302	157	16	-0.23037	0.12846	0.46598	0.984925	178	11	-0.23037
Calr	4	0.11285	0.23676	0.896715	158	1	0.44891	0.14654	0.29368	0.975609	192	2	0.44891
Eif4e	3	0.11294	0.20105	0.871223	159	1	0.051104	0.26463	0.39525	0.975609	266	1	0.051104
Ephb1	80	0.11782	0.49776	0.999398	160	28	0.15516	0.072775	0.38408	0.975609	122	35	0.15516
H3f3a	1	0.11853	0.11909	0.829612	161	1	-1.4813	0.88147	0.88244	0.99908	459	0	-1.4813
Tbx3	58	0.12341	0.48597	0.986302	162	25	-0.24929	0.21126	0.65557	0.998313	242	18	-0.24929
Vav2	1	0.12525	0.12599	0.829612	163	1	-0.92823	0.87475	0.87549	0.99908	458	0	-0.92823
Cbfb	15	0.12551	0.37504	0.986302	164	7	-0.12091	0.14689	0.4236	0.975609	193	6	-0.12091
Pgr	22	0.12601	0.40974	0.986302	165	8	0.25633	0.031754	0.16387	0.926697	72	11	0.25633
Ntrk2	45	0.12753	0.47219	0.986302	166	18	-0.18207	0.15054	0.52914	0.99209	197	18	-0.18207
Ddx3x	1	0.13001	0.13056	0.829612	167	1	-1.3608	0.86999	0.87087	0.99908	457	0	-1.3608
Bcl10	1	0.13167	0.13223	0.829612	168	1	-1.3071	0.86833	0.86928	0.99908	455	0	-1.3071
Mapkap1	8	0.13522	0.33062	0.981644	169	4	0.079762	0.032861	0.11956	0.913908	75	4	0.079762
Acvr1	22	0.13711	0.43076	0.986302	170	9	0.11116	0.081589	0.31928	0.975609	132	9	0.11116
Dnmt1	16	0.13787	0.40011	0.986302	171	8	-0.23204	0.23573	0.56387	0.998313	252	4	-0.23204
Ercc4	18	0.1384	0.41368	0.986302	172	6	0.25705	0.070576	0.27295	0.975609	120	9	0.25705
Eif1ad19	8	0.14064	0.33818	0.986302	173	1	0.3694	0.27632	0.52846	0.99209	270	4	0.3694
Rad54l	17	0.14405	0.41506	0.986302	174	8	-0.20721	0.32837	0.68104	0.99908	295	7	-0.20721
Arid1b	74	0.14419	0.5505	0.999398	175	25	0.1799	0.11212	0.48886	0.99209	158	31	0.1799
Atr	40	0.14434	0.49885	0.999398	176	11	0.22523	0.055716	0.28087	0.975609	102	17	0.22523
Fbxw7	60	0.1449	0.53364	0.999398	177	19	0.11757	0.1853	0.61877	0.998313	221	23	0.11757
Pik3r3	8	0.14778	0.34866	0.986302	178	4	-0.38947	0.78062	0.88879	0.99908	432	2	-0.38947
Mlh1	26	0.14791	0.46369	0.986302	179	10	-0.02648	0.15245	0.48484	0.989711	200	8	-0.02648
Gnaq	4	0.14874	0.28536	0.935423	180	1	0.47284	0.20278	0.36247	0.975609	234	2	0.47284
Mycl	4	0.14883	0.28544	0.935423	181	2	-0.27428	0.13987	0.28282	0.975609	186	1	-0.27428
Sesn1	1	0.14957	0.14973	0.847312	182	1	-1.1573	0.85043	0.85129	0.99908	451	0	-1.1573
Sdhaf2	4	0.15025	0.2869	0.935423	183	2	-0.17207	0.16946	0.33065	0.975609	209	2	-0.17207
Akt1	20	0.15525	0.45385	0.986302	184	7	-0.15727	0.415	0.77209	0.99908	332	7	-0.15727
Csf3r	3	0.15585	0.25627	0.904778	185	2	-0.50704	0.73885	0.74153	0.99908	420	1	-0.50704
Map2k1	9	0.15815	0.37859	0.986302	186	5	-0.30403	0.60362	0.8115	0.99908	392	2	-0.30403
Kmt2d	264	0.1588	0.59514	0.999398	187	92	0.01772	0.22462	0.70962	0.99908	246	108	0.01772
Alb	1	0.15947	0.15911	0.854142	188	1	-1.2443	0.84053	0.8415	0.99908	449	0	-1.2443
Notch4	10	0.16103	0.39175	0.986302	189	4	0.10985	0.37726	0.66631	0.998427	318	4	0.10985
Mst1r	13	0.16266	0.42213	0.986302	190	4	0.2431	0.20036	0.49685	0.99209	231	7	0.2431
Bcr	4	0.16337	0.30055	0.938716	191	1	-0.11706	0.85295	0.85433	0.99908	452	1	-0.11706
Idh1	11	0.16361	0.41009	0.986302	192	3	0.39935	0.04	0.15519	0.9196	86	7	0.39935
Notch3	114	0.16511	0.60662	0.999398	193	38	0.13085	0.026803	0.20172	0.975609	67	52	0.13085
Dnajb1	1	0.16536	0.16512	0.854142	194	1	-1.0075	0.83464	0.83567	0.99908	448	0	-1.0075
Atm	69	0.16648	0.58622	0.999398	195	21	0.26888	0.017077	0.13639	0.913908	40	33	0.26888
Ctr9	1	0.16755	0.16747	0.854142	196	1	-1.0403	0.83245	0.83345	0.99908	447	0	-1.0403
Smad2	18	0.16994	0.46663	0.986302	197	8	-0.26734	0.20748	0.53861	0.996421	238	5	-0.26734
Blm	13	0.17171	0.43557	0.986302	198	4	0.17878	0.31661	0.6334	0.998313	286	6	0.17878
Bap1	56	0.17479	0.58286	0.999398	199	19	0.11466	0.32209	0.78221	0.99908	288	22	0.11466
Kit	24	0.17697	0.50993	0.999398	200	10	-0.047119	0.1277	0.42909	0.975609	177	9	-0.047119
Stag2	44	0.17882	0.57199	0.999398	201	14	0.22125	0.036621	0.214	0.975609	81	22	0.22125
Gsk3b	12	0.18022	0.44026	0.986302	202	3	0.41338	0.0062625	0.035885	0.791044	24	6	0.41338
Spop	9	0.18163	0.41632	0.986302	203	4	-0.4773	0.20261	0.45246	0.980333	233	4	-0.4773
Ntrk1	38	0.18274	0.56055	0.999398	204	16	-0.1386	0.14765	0.50938	0.99209	196	12	-0.1386
Max	15	0.1835	0.47073	0.986302	205	7	-0.36091	0.32818	0.66624	0.998427	294	4	-0.36091
Gps2	16	0.18528	0.48011	0.986302	206	4	-0.050009	0.34821	0.68671	0.99908	305	5	-0.050009
Park2	1	0.18567	0.18499	0.866529	207	1	-0.89527	0.81433	0.81565	0.99908	443	0	-0.89527
Lmo1	8	0.18813	0.40442	0.986302	208	4	-0.31497	0.30138	0.55662	0.998313	281	1	-0.31497
Ncor1	36	0.18826	0.5677	0.999398	209	7	0.12688	0.40529	0.81559	0.99908	328	13	0.12688
Rasa1	31	0.18836	0.55265	0.999398	210	11	0.3624	0.043164	0.22194	0.975609	90	14	0.3624
Irs2	55	0.18958	0.60969	0.999398	211	22	-0.0093732	0.058433	0.31324	0.975609	106	21	-0.0093732
Cdk8	19	0.19114	0.50917	0.999398	212	6	0.24272	0.24403	0.59257	0.998313	257	7	0.24272
Pdgfrb	44	0.19428	0.59653	0.999398	213	14	0.063605	0.3315	0.77248	0.99908	297	17	0.063605
Rad52	2	0.19508	0.2577	0.904778	214	1	-0.48236	0.24719	0.31364	0.975609	259	1	-0.48236
Aurka	6	0.19514	0.37956	0.986302	215	2	0.057843	0.43456	0.65534	0.998313	339	3	0.057843
Sesn2	14	0.19523	0.48468	0.986302	216	5	0.0005858	0.15153	0.42562	0.975609	199	5	0.0005858
Jak1	50	0.19555	0.60835	0.999398	217	14	0.076878	0.018286	0.13266	0.913908	42	22	0.076878
Prex2	51	0.19901	0.6155	0.999398	218	15	0.15565	0.032738	0.20624	0.975609	74	23	0.15565
Xpo1	11	0.20137	0.46082	0.986302	219	3	-0.017613	0.31496	0.61305	0.998313	284	4	-0.017613
Rtel1	12	0.20189	0.47461	0.986302	220	4	0.010331	0.32383	0.63655	0.998313	290	4	0.010331
Smyd3	13	0.20241	0.48092	0.986302	221	6	-0.35655	0.62981	0.86777	0.99908	397	3	-0.35655
Arhgap35	7	0.20374	0.42348	0.986302	222	4	-0.47519	0.54818	0.75544	0.99908	375	3	-0.47519
Mdc1	8	0.20412	0.42637	0.986302	223	4	-0.047286	0.16451	0.39292	0.975609	205	4	-0.047286
Cic	67	0.20858	0.65264	0.999398	224	26	-0.098989	0.36223	0.82795	0.99908	307	25	-0.098989
Smarcd1	14	0.21036	0.50444	0.999398	225	4	0.16974	0.12948	0.38672	0.975609	179	5	0.16974
Znrf3	3	0.21095	0.32568	0.981644	226	1	0.43716	0.080975	0.16927	0.926697	131	2	0.43716
Babam1	10	0.21161	0.46782	0.986302	227	4	0.47496	0.11255	0.32173	0.975609	159	5	0.47496
Rab35	10	0.21246	0.46916	0.986302	228	3	0.5196	0.059874	0.20695	0.975609	108	6	0.5196
Setd2	45	0.21266	0.62184	0.999398	229	12	0.15545	0.29768	0.73833	0.99908	276	18	0.15545
Cdk6	4	0.21558	0.35523	0.986302	230	2	0.29603	0.14297	0.28805	0.975609	188	2	0.29603
Akt3	16	0.21596	0.5219	0.999398	231	7	-0.35351	0.17191	0.46891	0.984925	211	4	-0.35351
Mitf	37	0.21634	0.61374	0.999398	232	13	-0.0060944	0.02348	0.15066	0.9196	57	16	-0.0060944
Fgfr4	35	0.21659	0.6089	0.999398	233	14	-0.12038	0.53791	0.89537	0.99908	370	12	-0.12038
Pold1	60	0.21783	0.65638	0.999398	234	20	0.086286	0.3623	0.82303	0.99908	308	24	0.086286
Rps6kb2	8	0.21803	0.44503	0.986302	235	3	-0.022041	0.16897	0.3983	0.975609	208	3	-0.022041
Dusp4	7	0.21937	0.44056	0.986302	236	2	0.70205	0.11629	0.29445	0.975609	163	4	0.70205
Lats1	28	0.22008	0.58912	0.999398	237	10	-0.10265	0.066496	0.29366	0.975609	115	12	-0.10265
Ccnd3	8	0.22028	0.4484	0.986302	238	2	0.080208	0.33254	0.59156	0.998313	298	4	0.080208
Recql4	12	0.2236	0.50699	0.999398	239	5	-0.18253	0.53755	0.81109	0.99908	369	4	-0.18253
Pms2	9	0.22376	0.46579	0.986302	240	4	0.006024	0.74841	0.89447	0.99908	422	3	0.006024
Map3k13	33	0.22479	0.61207	0.999398	241	14	0.0062439	0.46762	0.85142	0.99908	350	10	0.0062439
