sgRNA	Gene	input_rep1	input_rep2	input_rep3	spleen1	spleen2	spleen3	spleen4	spleen5	spleen6	spleen7	spleen8	spleen9
gRNA_34	Acvr1	2089.9169571919892	1056.7167816979352	1138.508732271073	530.0618302484471	535.4878306190392	1817.1709025710504	1032.7233086334188	1362.0620174466073	883.5778660883755	697.11244478612	247.11905556533068	1790.1488309731935
gRNA_35	Acvr1	1230.1919661313154	616.2639024613178	694.4981300351303	5411.047850452898	3732.2651813463513	1378.1286655905271	3317.025196604027	1664.9325916778253	787.4206617982258	1526.1592141609176	1203.249851705537	1253.3375778782333
gRNA_36	Acvr1	528.5194617176273	1653.5489394870494	1538.8205757632325	745.1088447132777	538.037772669606	752.6438348237542	1150.944236111795	1469.0078416807944	862.2095984683422	966.3297827981511	1060.9299767726238	1245.16871098331
gRNA_37	Acvr1	1687.2354625499875	693.9908811501326	787.3579923656702	915.9840399907376	821.9313209660492	2492.4883160088025	914.5023811550425	698.9979071946472	2886.8529554664938	1431.665711414973	1097.1568540282744	1070.1215632349533
gRNA_38	Acvr1	918.1138077837641	733.7796916694069	815.4500515581024	1484.4056079545328	6293.256980798995	1897.074871336586	214.94714086977496	3127.095900607632	817.3362364662723	2485.357411846167	11007.795417538395	1436.553592521513
gRNA_39	Acvr1	1203.0109652429803	935.4997077903788	716.347509407022	1032.2256694311866	208.2452674629597	671.0215011385297	1501.6988887129278	861.5555600306116	2482.9926974478653	1473.5637739532692	256.17577487924336	1344.3620947073787
gRNA_40	Acvr1	208.38767347723592	719.8998740464043	387.82648385107836	1527.415010847499	1035.2764725301424	507.77683376808073	1114.7940351473328	831.6107292450391	597.2430799799297	1078.6522483263495	2617.391881720754	941.7536548861585
gRNA_41	Acvr1	557.7138700791725	341.4435135258652	722.5901892275625	483.5651784722676	522.738120366205	848.8722703263346	458.2282230360202	465.42822706718243	1962.6753809000552	843.3099396006005	828.0429087005846	145.8726231236305
gRNA_42	Acvr1	3048.2989144399535	2455.8023980966027	3175.1830237224103	2778.1749436267296	1694.011502259913	1545.6692452601985	4126.985104699679	2022.5594279169472	625.0218278859729	1128.5733441166599	2225.365317132821	1356.0319045572692
gRNA_43	Acvr1	1878.5091725049383	1604.5069172191068	1920.4043797937702	1792.4459259717225	1036.1264532136647	1004.3842955581835	715.1877596212512	2280.940539266743	1078.029101430678	1018.9252230057996	307.92845667302987	1409.713029866765
gRNA_44	Acvr1	1305.6947463766908	842.9675903036945	439.3285923705375	903.1974607522882	467.48937593725645	2576.6881970735603	1636.5293679857864	4211.098775045352	1338.7219663950839	1324.6919347214507	3790.8839413948635	1581.2592346601546
gRNA_45	Acvr1	982.5428469264843	1110.385409840212	677.3307605286439	344.07522314372886	343.39219614300293	339.377071638565	396.67517815058466	607.452281650183	1162.4337585298094	648.0827971349223	1044.1103551896433	422.4471165660339
gRNA_46	Acvr1	582.8814634942976	226.70368784237667	78.0334977567562	233.64567517530236	52.69880237838164	485.4380898121246	4.885162292494885	152.2908537094825	133.55167262520789	5.348688834676113	81.5104738252138	122.53300342384962
gRNA_47	Acvr1	186.24019127192582	96.23340218615172	92.07952735297232	570.7464005526043	531.2379272014279	359.99745067483224	593.0587023088791	556.1182860177731	870.7569055163555	576.7669460059075	232.8870680720394	563.6518157497082
gRNA_48	Acvr1	1264.4198931758856	948.4542042385146	1919.6240448162027	6786.186326733409	541.4376954036952	779.2784910789327	914.5023811550425	2551.2995829307683	1765.0189054147475	1272.096494513802	159.1394965158936	4331.833416279332
gRNA_49	Acvr1	1541.2634207422618	780.9710715876159	1225.1259147810724	795.0927453726707	1161.0736136914406	414.9851281048782	377.1345289806051	2556.432982494009	619.6797609809646	249.60547895155193	754.2953371444387	231.06223502783072
gRNA_50	Acvr1	3283.8675888055245	1501.796266808887	1274.287018367829	900.8726281634792	1316.6200787760188	1278.4635002485688	1477.2730772504533	1261.9607259634083	380.35516363659207	1076.869352048124	9122.70398319972	1138.973441349307
gRNA_51	Acvr1	3378.497740046395	4523.895223923998	3779.1622963597033	2194.641963835676	2180.2004532346596	1581.7549085736662	3125.5268347382275	1547.7199683171561	2172.084403576381	1338.0636568081409	2176.200269428724	2519.511946591346
gRNA_52	Acvr1	1824.147170728268	3292.292740176229	3335.9320291013278	3941.7536543256233	1489.1661575310425	899.5640354571583	1247.6704495031936	864.1222598122321	354.7132424925522	3013.9861583399897	1954.9575547602863	2016.543142061068
gRNA_53	Acvr1	3435.8798530328804	2898.1059196829538	2834.956973502953	14302.370086352837	2038.2536790864383	1044.7658711708734	887.1454723170712	2022.5594279169472	1773.5662124627609	2414.933008856265	3754.6570641392127	638.338598789007
gRNA_54	Ago2	1453.6801956576264	1698.8896770555248	888.0212044718857	875.2994696865804	846.5807607881953	1190.826889344433	1737.1637112111812	1392.0068482321797	1840.8762554658656	1262.2905649835627	1154.0848040014396	1193.821547643792
gRNA_55	Ago2	890.9328068954289	613.4879389367172	853.686465458913	280.14232695148195	874.6301233444308	159.8079375310711	65.46117471943145	8.555665938734972	447.66520663969686	49.92109579031039	525.2897202069333	73.51980205430978
gRNA_56	Ago2	656.3708362664629	907.7400725443734	939.5233129913447	533.5490791316606	1615.8132793758627	163.24466737044898	206.15384874328416	602.3188820869419	1968.0174478050635	479.5990988426248	287.2273839555153	1273.176254623047
gRNA_57	Ago2	719.7931716725782	1821.957393312815	1282.0903681435045	2194.641963835676	2158.1009554630805	637.5133852045955	1891.5348396540196	1584.5093318537167	3456.31728754038	3665.634748031363	2455.664751115171	2183.4214229145014
gRNA_58	Ago2	1341.936080894471	1833.9865685860839	2028.0906066980938	6475.821176127411	3541.8695082373597	5524.543216799931	2516.835613093365	5505.571031575953	4389.042169154833	28488.00818162409	6075.764842590539	107267.72515920794
gRNA_59	Ago2	202.3474510576059	1301.001571862782	619.5859721886443	1834.2929125702842	649.3852422110253	1959.7951909052322	1465.5486877484655	1310.7280218141975	588.6957729319164	755.9480219675573	548.5784270141372	850.7291380570131
gRNA_60	Ago2	1172.8098531448302	1771.9900498700054	1936.7914143226892	2071.4258366288	1581.8140520349714	1874.7361273806298	3865.140405821953	3833.7939071471405	2427.435201635779	1775.7646931124696	1315.8119346070225	1256.8385208332004
gRNA_61	Ago2	657.3775400030679	682.8870270517305	835.738760974859	1375.138476280511	305.1430653845001	3957.394410043621	1091.3452561433573	562.962818768761	425.22852563866195	756.83947010667	1010.471112023682	565.9857777196863
gRNA_62	Ago2	237.58208183878105	506.1506826521634	616.4646322783741	1056.6364116136808	1705.0612511457027	940.8047935296928	1159.7375282382857	802.5214650533403	785.2838350362224	892.3395872517982	1160.553889225663	784.2112219126376
gRNA_63	Ago2	609.0557606460277	1026.1811829273295	518.1424251048612	509.13833694916633	890.7797563313542	1457.1734518962182	2495.340899006387	830.7551626511657	1091.9184753836998	1037.6456339271658	778.8778609964874	1100.4630688446684
gRNA_64	Ago2	3317.0888121134894	3796.592780478659	3398.358827306733	2436.42455307181	1968.555263037611	741.4744628457761	1686.3580233692344	1313.2947215958181	3843.0829314629823	1195.4319545501112	909.5533825257983	2409.815734002376
gRNA_65	Ago2	2568.101232079366	2899.0312408578206	3253.216521479166	8916.895394376837	8673.202894661392	7596.891309944788	4146.525753869659	7916.557693111468	4648.666620738237	6420.209497889561	6029.187428976131	2130.9072785899943
gRNA_66	Ago2	917.107104047159	1024.3305405775957	1225.1259147810724	1868.0029851080144	454.7396656844222	865.1967370633796	522.7123652969527	615.1523809950444	575.8748123598964	1318.4517977476619	526.583537251778	1129.6375934693947
gRNA_68	Ago2	2017.434288156429	1667.428757110052	2479.9045587097125	1711.0767853634084	15136.456012164843	2617.0697726862504	5023.90090160174	2289.4962052054784	2026.780183760155	5968.24529135943	5497.4286235449745	2839.2647364783443
gRNA_69	Ago2	1314.7550800061358	1697.9643558806579	2133.4358286697147	4353.249022544813	2414.79512188681	3265.752529868824	1808.4870806816064	168.54661899307894	635.7059616959896	388.67138865313086	2370.272826155423	2829.9288885984315
gRNA_70	Ago2	1039.9249599129696	1684.0845382576551	1580.1783295743132	305.7154854283807	1689.7615988423015	1784.5219690969607	2960.4083492519003	1065.1804093725038	1428.4686903992238	569.635360893006	2422.02550794921	1073.6225061899204
gRNA_71	Ago2	811.4032117036336	1370.4006599777952	2079.592715217553	2649.146734947831	2060.353176858018	2065.4746334661017	2193.4378693302033	1664.0770250839519	2600.518169358048	302.2009191592004	2718.3096112186377	1887.0082527272841
gRNA_72	Ago2	413.75523574465683	1602.656274869373	1154.1154318224244	881.1115511586029	1266.471218448204	1397.8898621669498	1445.031006119987	805.9437314288342	2144.305655670338	1750.8041452173143	855.2130666423225	242.73204487772117
gRNA_73	Ago2	2031.528140468899	2430.818726375198	1969.5654833805268	1006.6525109542878	1392.268359609502	1686.5751686746912	722.026986830744	764.8765349229064	565.1906785498799	2144.8242227051214	602.9187428976131	1166.980984989044
gRNA_74	Ago2	1963.0722863797587	968.8112700855852	866.9521600775615	979.9169361829845	2255.848734068143	1869.581032621563	1081.5749315583676	932.5675873221119	1623.988339122528	1520.8105253262415	1750.5344616748296	1650.1111127745082
gRNA_75	Ago2	806.3696930206086	444.1541639360849	358.173754703511	639.3289619224691	1107.5248306295366	246.5853659753624	515.8731380874599	457.72812772232095	352.57641573054883	170.26659457052293	1054.4608915484007	553.1489868848068
gRNA_76	Ago2	1062.0724421182797	940.126313664713	809.2073717375619	1111.2699774506918	2674.039230361107	1292.2104196060802	1274.0503258826661	1474.996807837909	3027.8835217587134	1352.3268270339438	1253.7087164544787	4122.943819966293
gRNA_77	Akt1	2263.06999988805	1790.496473367342	3035.5030627378164	832.2900667936144	1016.5768974926523	461.3809809364795	1296.5220724281426	846.1553613408886	939.1353619004619	845.0928358788259	1350.7449948178285	288.24430329229386
gRNA_78	Akt1	1215.0914100822404	611.6372965869836	504.8767304862127	1243.7854350128036	824.481263016616	1242.3778369351012	1884.6956124445267	2252.706841668918	2516.1135122589167	1190.0832657154351	1248.5334482751	1613.9347022398479
gRNA_79	Akt1	1186.9037054573002	1184.4111038295596	1430.3540138813414	2828.1588442861225	2441.144523076001	2761.412425940121	1827.050697393087	2415.2644945048824	1380.3900882541488	2270.51841032001	675.3724974089142	1318.6885130376197
gRNA_80	Akt1	964.4221796675943	958.6327371620499	1172.0631363064783	1999.3560263757217	423.29038039409767	1078.2739871048077	1100.1385482698481	1196.082098235149	904.9461337084088	2415.8244569953777	1111.3888415215658	851.8961190420022
gRNA_81	Akt1	1586.565088889487	862.3993349758981	897.3852242026965	485.89001106107656	4675.7437400560875	957.9884427265821	2960.4083492519003	1872.8352739890852	495.7438087847717	1239.112913366633	1540.936100409994	7103.413255628311
gRNA_82	Akt1	876.8389545829589	619.9651871607851	785.0169874329674	3411.691824077176	1095.6251010602248	475.12790029399093	803.1206808861591	859.8444268428646	742.5472997961559	2563.8048480880834	1134.6775483287697	325.58769481194327
gRNA_83	Akt1	1350.996414523916	3335.782835394971	2934.839850631601	3068.779017227852	3129.6288767290516	1834.3545517679397	1756.7043603811608	6422.738420208343	3349.475949440214	4228.138523811467	7382.520057883648	3437.925981777724
gRNA_86	Akt1	172.14633895945576	1439.7997480928086	1426.4523389935034	99.96780131878609	628.1357251229682	414.9851281048782	668.2902016133003	321.6930392964349	815.199409704269	48.138199512085016	197.9540078612335	186.71695759824703
gRNA_87	Akt1	669.457984842328	951.2301677631151	631.2909968521577	147.62686938937014	1159.373652324396	2075.7848229842352	1552.5045765548746	406.3941320899111	1629.3304060275364	886.0994502780094	1308.0490323379547	1084.1253350548218
gRNA_88	Akt1	1981.1929536386488	962.3340218615173	351.15073990540293	774.1692520733899	1008.9270713409517	362.5749980543656	273.56908837971355	651.0861779377312	447.66520663969686	2380.1665314308702	1952.369920670597	737.5319825130758
gRNA_89	Akt1	313.0848620841564	453.40737568475333	171.67369506486367	285.9544084235044	237.99459138623968	499.1850091696361	609.6682541033616	1670.92155783494	852.5938780393273	200.57583130035422	172.0776669643402	2498.5062888615435
gRNA_90	Akt1	398.65467969558176	663.4552823795268	219.27412869648495	1884.2768132296771	265.1939732589528	866.055919523224	584.2654101823882	986.4682827361421	1650.6986736475696	3227.9337117270343	961.3060643195848	414.27824967111064
gRNA_91	Akt1	2258.0364812050248	3117.407038126396	2556.3773865113335	1714.5640342466218	1592.0138202372389	814.5049719325559	827.5464923486335	802.5214650533403	915.6302675184253	125.69418761488866	1142.4404505978378	1191.487585673814
gRNA_92	Akt1	1736.5639456436327	1973.7100659909772	2316.814548398092	2450.3735486046635	2630.6902155014704	1044.7658711708734	1588.6547775193367	503.0731571976163	368.6026164455738	482.27344325996285	194.0725567266995	1804.152602793062
gRNA_93	Akt1	2542.9336386642412	3614.3045090298906	2954.3482250707902	3422.1535707268167	3471.32111150501	5055.429593724852	3373.6930791969676	2265.5403405770203	1397.4847023501754	1393.3334414331275	3199.6095519008522	3192.8599749300242
gRNA_94	Akt1	5149.2896127345975	4566.459997967872	5690.98299140023	9537.625695588835	6918.842763871396	5255.619106868612	3322.887391355021	3530.067766322049	1445.5633044952503	5460.119852065199	5202.438337320391	3630.477844300916
gRNA_96	Akt1	1694.2823887062225	1496.244339759686	2113.147119252958	2552.6661825122587	2639.1900223366933	9988.855278151788	1300.4302022621384	1772.733982505886	1214.786014198891	2090.4458862192473	1834.6325695897326	3015.47886521169
gRNA_97	Akt1	1409.3852312470062	1868.2234520561572	995.7074313762092	659.0900389273454	705.4839673234961	619.4705535478616	833.4086870996274	1828.3458111076634	420.9548721146553	1011.793637892898	1723.3643037330914	793.5470697925499
gRNA_98	Akt1	1167.7763344618052	1552.6889314265634	1076.8622690432358	1082.2095700905795	753.082885600744	1440.8489851591733	721.049954372245	586.0631168033456	741.4788864151542	159.5692169011707	371.3254918704184	1007.104590045545
gRNA_99	Akt1	1599.652237465352	2391.9552370307906	1341.3958264386392	10565.201699842404	2089.2525200977752	5790.030596891872	2637.0106054887387	4175.164978102665	3224.4715838630195	2247.34075870308	4970.845086293197	2029.3799328959476
gRNA_100	Akt2	1178.8500755644602	1186.2617461792934	702.3014798108059	1449.5331191223981	2441.9945037595235	3512.3378958441863	1138.2428141513083	1503.2305054357344	5424.334735345444	2236.643381033728	2063.638186527238	3539.4533274717705
gRNA_101	Akt2	879.8590657927739	1632.266552465112	760.826603128373	1299.5814171442191	788.78207430868	377.1810998717216	616.5074813128545	866.6889595938526	308.7714671094807	1617.9783724895242	1076.45578131076	337.2575046618337
gRNA_102	Akt2	2322.465520347745	1017.8532923535279	653.920711201617	917.1464562851421	1099.025023794314	2258.7906869311073	1555.4356739303714	2416.975627692629	3315.2867212481606	2139.4755338704454	2618.6856987655983	1613.9347022398479
gRNA_103	Akt2	130.87148575865058	708.7960199480021	397.1905035818891	816.0162386719516	320.4427176879013	685.6276029558857	1888.6037422785225	423.50546396738105	161.33042053125115	1482.478255344396	1710.426133284645	467.95937498060664
gRNA_104	Akt2	814.4233229134486	429.3490251382154	435.42691748269965	890.4108815138388	1131.3242897681607	1130.6841171553203	731.7973114157338	1205.4933307677575	1672.066941267603	1034.9712895098278	1304.1675812034207	4336.501340219287
gRNA_105	Akt2	787.2423220251135	1179.7844979552256	1005.0714511070199	3080.4031801718966	1162.7735750584852	713.9806241307532	1428.4214543255043	1392.0068482321797	1447.7001312572536	1131.247688533998	1659.967268535703	550.8150249148288
gRNA_106	Akt2	4491.912072731529	4598.846239088212	6282.4769043964425	1720.3761157186443	1772.2097251439632	2394.541515586533	2080.102104144322	4689.3605010206375	2711.633160982221	3158.400756876245	2795.9386339093176	3538.2863464867814
gRNA_107	Akt2	1825.153874464873	1399.0856163986673	2596.9548053448466	657.9276226329409	3195.0773893602673	1727.8159267472256	627.2548383563433	1038.6578449624255	522.4541433098133	1034.0798413707153	1837.220203679422	659.3442565188099
gRNA_108	Akt2	2158.3728112811295	1266.7646883927089	1271.1656784575587	884.5988000418164	2736.087820258234	1920.2727977523866	1913.029553740997	2278.373839485123	1554.5414693574198	567.8524646147806	2143.854843307607	2566.191185990908
gRNA_109	Akt2	1674.1483139741224	1831.2106050614832	2877.0950622916016	2493.3829514976296	2806.6362169905833	4330.279597616121	2033.2045461363712	3977.529094917888	4802.518147602476	1817.6627556507658	2412.968788635297	2391.1440382425512
gRNA_110	Akt2	2831.8576110698777	2666.775625966243	1416.3079842851253	3191.9951444347275	5389.727514214806	6305.5400727985525	2244.2435571721503	4742.405629840794	3214.8558634340043	3931.286293486943	2749.3612202949093	7147.758533057895
gRNA_111	Akt2	1551.3304581083119	645.8741800570567	684.3537753267519	928.770619229187	1949.0057073165983	829.9702562097564	1425.4903569500075	1079.7250414683533	2357.9883318706707	1554.6855546125234	1011.7649290685267	1007.104590045545
gRNA_112	Akt2	1049.9919972790196	1108.5347674904785	1059.6948995367493	648.6282922777051	1069.275699871034	393.50556660876646	1032.7233086334188	300.30387444959746	730.7947526051377	369.0595295926518	715.4808257990989	2223.098776404129
gRNA_113	Akt2	2340.5861876066356	3462.5518363517285	3212.639102645653	4191.673157622588	1071.8256419216007	2275.115153668152	2674.1378389117003	3080.0397379445894	1459.4526784482719	3629.0853743277426	2689.845636232055	1919.6837203069774
gRNA_114	Akt2	2638.570493641717	2703.788472960917	2552.4757116234955	2634.0353231205727	235.4446493356728	2281.1294308870633	2059.5844225158435	1397.9958143892943	1172.0494789588245	1830.1430295983432	1499.5339549749647	2586.0298627357215
gRNA_115	Akt2	1756.6980203757328	2535.380019135151	3038.6244026480867	646.303459688896	2955.3828366069833	1586.910003332733	1339.5115006020974	511.6288231363513	1054.5240070486416	868.2704874957557	1296.4046789343527	662.845199473777
gRNA_116	Akt3	1880.5225799781483	1105.758803965878	1511.5088515483678	1149.62971516604	2608.5907177298914	1421.0877885827506	1819.2344377250952	2406.7088285661475	2188.110604291406	1134.8134810904487	3688.6723948521353	1645.443188834552
gRNA_117	Akt3	1493.9483451218266	1609.1335230934408	1240.7326143324237	7509.209261853001	2308.5475364465246	1316.2675284817253	1612.1035565233121	2250.1401418872974	1160.2969317678062	2957.8249255758906	1680.6683412532177	2077.2261532804982
gRNA_118	Akt3	2167.433144910575	2107.8816363466694	1559.8896201575567	2786.311857687561	6945.192165060586	2669.479902736763	832.4316546411284	2587.2333798734553	1587.6622841684714	3677.2235738398276	1976.9524445226455	5387.951207694417
gRNA_119	Akt3	1883.5426911879633	953.0808101128488	579.0085533551311	1136.8431359275905	774.3324026888012	1299.083879284836	1426.4673894085065	527.0290218260742	600.4483201229347	1854.2121293543858	679.2539485434482	902.076301396531
gRNA_123	Akt3	1025.8311076004995	893.8602549213708	591.4939129962121	1830.8056636870708	257.54414710725223	884.0987511799578	1713.7149322072057	911.1784224752744	1198.759813483866	904.8198611993757	490.3566599961274	2185.7553848844796
gRNA_124	Akt3	1215.0914100822404	802.2534586095534	709.3244946089139	232.48325888089786	1167.0234784760967	1447.722444837929	2189.5297394962076	923.1563547895033	572.6695722168914	434.13524374787784	2546.2319442542976	820.387632447298
gRNA_125	Akt3	2098.9772908214345	2567.7662602554906	1716.7369506486366	1205.4256972974554	1859.7577355467586	1075.6964397252743	816.7991353051448	1350.0840851323785	600.4483201229347	1065.2805262396591	1051.8732574587114	1526.4111283656696
gRNA_126	Akt3	1493.9483451218266	837.4156632544933	695.2784650126978	1390.2498881077693	1948.155726633076	2129.0541354945926	1168.5308203647764	342.22663754939884	1545.9941623094066	544.6748129978508	3859.4562447716307	1165.814004004055
gRNA_127	Akt3	787.2423220251135	634.7703259586547	440.8892623256726	1683.1787942977005	1823.2085661553003	462.2401633963239	323.3977437631614	791.3990993329849	420.9548721146553	885.2080021388967	1160.553889225663	1150.6432511991975
gRNA_128	Akt3	2731.1872374093773	1359.296805879393	865.3914901224264	1325.1545756211178	889.0797949643096	1022.4271272149173	357.5938798106256	728.087171386346	232.91411705836256	2322.2224023885456	2402.61825227654	2095.897849040323
gRNA_129	Akt3	1302.6746351668758	504.3000403024297	543.8934793645908	413.8202008079982	459.8395497855559	1274.1675879493464	1156.8064308627888	553.5515862361526	1915.6651921359821	1453.0604667536775	900.4966632118857	646.5074656839304
gRNA_130	Akt3	418.78875442768185	276.6710312851862	202.88709416756615	308.0403180171897	67.99845468178276	1.7183649196889366	239.37295233224938	448.31689518971245	668.8267765070411	218.40479408260794	81.5104738252138	1347.8630376623457
gRNA_131	Akt3	195.30052490137086	198.94405259637136	429.9645726397267	739.2967632412552	696.9841604882733	408.9708508859669	592.0816698503801	97.53459170157866	380.35516363659207	23.177651616929822	1415.4358470600616	280.07543639737054
gRNA_132	Akt3	1148.64896346631	683.8123482265974	296.5272914756736	862.5128904481311	257.54414710725223	984.6230989817607	774.7867395896888	735.7872707312075	3699.9155384087594	918.191583286066	489.06284295128273	729.3631156181525
gRNA_133	Akt3	2523.806267668746	2004.245664761583	1293.0150578294504	4791.479965535305	2265.198521586888	1435.6938904001065	1343.4196304360935	1524.6196702825719	709.4264849851044	1606.3895466810593	1623.7403912800526	813.3857465373637
