id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Nkx3-1	1	0.13624	0.13669	0.890362	46	1	-0.80228	0.86376	0.86495	0.997352	189	0	-0.80228
Smc3	1	0.14373	0.1442	0.890362	47	1	-0.77861	0.85627	0.85709	0.997352	185	0	-0.77861
Kdm5c	5	0.1473	0.24272	0.967057	48	2	-0.26612	0.72244	0.7224	0.997352	157	0	-0.26612
Klf4	2	0.15886	0.17392	0.8908	49	1	-0.7736	0.93249	0.9319	0.997352	205	0	-0.7736
Pms2	1	0.16339	0.16291	0.890362	50	1	-0.71573	0.83661	0.8375	0.997352	179	0	-0.71573
Dis3	5	0.16771	0.26794	0.967057	51	2	-0.52256	0.034623	0.081776	0.752339	20	1	-0.52256
Epha3	4	0.1729	0.26913	0.967057	52	1	-0.33445	0.65502	0.65468	0.997352	139	0	-0.33445
Epha7	5	0.17576	0.27721	0.967057	53	2	-0.52795	0.80201	0.80173	0.997352	174	0	-0.52795
Foxo1	4	0.17614	0.27349	0.967057	54	1	0.84347	0.071058	0.12424	0.90771	32	2	0.84347
Cdc73	4	0.1826	0.28247	0.967057	55	1	-0.2806	0.74154	0.74086	0.997352	159	0	-0.2806
Map2k1	10	0.18402	0.36226	0.967057	56	1	0.013882	0.24194	0.42314	0.997352	65	3	0.013882
Casp8	3	0.18525	0.23425	0.967057	57	1	-0.59708	0.92344	0.92304	0.997352	200	0	-0.59708
Pot1b	2	0.19118	0.20185	0.952362	58	1	-0.38833	0.64927	0.64757	0.997352	137	0	-0.38833
Atp6v1b2	1	0.1971	0.19653	0.952362	59	1	-0.62433	0.8029	0.8049	0.997352	175	0	-0.62433
Suz12	1	0.2074	0.20704	0.952362	60	0	-0.61399	0.7926	0.79429	0.997352	172	0	-0.61399
Ercc2	18	0.20927	0.45657	0.967057	61	5	-0.02928	0.49437	0.70706	0.997352	109	3	-0.02928
Jak3	1	0.21957	0.21926	0.967057	62	0	-0.59103	0.78043	0.78234	0.997352	170	0	-0.59103
Mtor	11	0.22489	0.41994	0.967057	63	3	0.40555	0.28059	0.4701	0.997352	73	2	0.40555
Fyn	1	0.22893	0.22883	0.967057	64	0	-0.57359	0.77107	0.77281	0.997352	167	0	-0.57359
Map3k1	4	0.22984	0.3151	0.967057	65	1	-0.5163	0.98285	0.98316	0.997352	223	0	-0.5163
Smg1	1	0.22987	0.22974	0.967057	66	0	-0.57016	0.77013	0.77186	0.997352	166	0	-0.57016
Hras	1	0.23549	0.23528	0.967057	67	0	-0.55846	0.76451	0.76608	0.997352	164	0	-0.55846
Sos1	4	0.24512	0.32438	0.967057	68	1	-0.18001	0.68596	0.68561	0.997352	149	0	-0.18001
Prdm1	1	0.2486	0.24858	0.967057	69	0	-0.53931	0.7514	0.75289	0.997352	161	0	-0.53931
Kmt2d	11	0.25369	0.45084	0.967057	70	2	-0.026353	0.36025	0.53702	0.997352	85	1	-0.026353
B2m	5	0.25488	0.37543	0.967057	71	2	-0.60861	0.93164	0.93206	0.997352	204	0	-0.60861
Grin2a	2	0.26037	0.26408	0.967057	72	1	-0.1117	0.41838	0.4167	0.997352	98	0	-0.1117
Sf3b1	11	0.26956	0.46855	0.967057	73	2	0.013078	0.89318	0.89383	0.997352	193	0	0.013078
Dot1l	1	0.27669	0.27743	0.967057	74	0	-0.47265	0.72331	0.72492	0.997352	158	0	-0.47265
Egfr	7	0.27897	0.41836	0.967057	75	2	-0.37671	0.067806	0.15125	0.90771	31	2	-0.37671
Kit	10	0.2799	0.47407	0.967057	76	2	-0.064586	0.29557	0.46838	0.997352	75	2	-0.064586
Notch2	1	0.29448	0.29502	0.967057	77	0	-0.43649	0.70552	0.70646	0.997352	154	0	-0.43649
Mitf	1	0.30009	0.30061	0.967057	78	0	-0.42388	0.69991	0.70088	0.997352	153	0	-0.42388
Pik3r3	3	0.30173	0.3218	0.967057	79	1	1.3929	0.017789	0.034748	0.614767	13	2	1.3929
Pik3r1	6	0.30534	0.43442	0.967057	80	2	-0.58558	0.67293	0.67343	0.997352	144	1	-0.58558
Keap1	6	0.30774	0.43711	0.967057	81	1	1.3942	5.9165e-05	0.00031412	0.036124	2	3	1.3942
Map2k2	2	0.30945	0.30969	0.967057	82	1	0.3745	0.13813	0.14899	0.90771	43	1	0.3745
Tgfbr1	2	0.31411	0.31396	0.967057	83	1	-0.60982	0.93585	0.9354	0.997352	207	0	-0.60982
Fgfr4	1	0.31788	0.31806	0.967057	84	0	-0.38765	0.68212	0.68369	0.997352	147	0	-0.38765
Atrx	9	0.31821	0.49529	0.967057	85	2	-0.23138	0.16726	0.31543	0.997352	50	1	-0.23138
Nfe2	3	0.32144	0.33746	0.967057	86	1	0.62527	0.32144	0.32795	0.997352	79	1	0.62527
Rnf43	1	0.32163	0.32191	0.967057	87	0	-0.37557	0.67837	0.68005	0.997352	146	0	-0.37557
Kmt2c	2	0.32184	0.32134	0.967057	88	1	-0.62387	0.94802	0.94742	0.997352	210	0	-0.62387
Sox9	3	0.34077	0.35367	0.967057	89	1	1.1039	0.03645	0.064833	0.715347	22	2	1.1039
Dtx1	2	0.34174	0.34087	0.967057	90	1	-0.55393	0.9203	0.91983	0.997352	199	0	-0.55393
Atr	4	0.34308	0.38853	0.967057	91	1	-0.35967	0.8793	0.87981	0.997352	190	0	-0.35967
Dicer1	1	0.3441	0.34493	0.967057	92	0	-0.32973	0.6559	0.65878	0.997352	140	0	-0.32973
Insr	1	0.34504	0.34581	0.967057	93	0	-0.32091	0.65496	0.65786	0.997352	138	0	-0.32091
Card11	5	0.3478	0.43863	0.967057	94	1	0.10395	0.33439	0.3955	0.997352	81	1	0.10395
Gli1	4	0.35394	0.39564	0.967057	95	1	-0.27072	0.78706	0.7873	0.997352	171	0	-0.27072
Met	5	0.35442	0.44242	0.967057	96	1	-0.32173	0.62769	0.62808	0.997352	133	0	-0.32173
Flt1	3	0.35974	0.36964	0.967057	97	1	0.21323	0.67604	0.67619	0.997352	145	0	0.21323
Med12	1	0.36096	0.36107	0.967057	98	0	-0.27711	0.63904	0.64163	0.997352	136	0	-0.27711
Stat3	10	0.36552	0.56038	0.980948	99	1	0.50035	0.072819	0.18512	0.925583	33	2	0.50035
Myc	2	0.3703	0.3689	0.967057	100	0	0.36435	0.16572	0.17365	0.90771	48	1	0.36435
Eed	7	0.37097	0.50951	0.967057	101	2	-0.039314	0.76101	0.76034	0.997352	163	0	-0.039314
Max	1	0.38343	0.38389	0.967057	102	0	-0.22668	0.61657	0.61846	0.997352	132	0	-0.22668
Irf4	2	0.38507	0.38317	0.967057	103	0	-0.33686	0.77597	0.77324	0.997352	168	0	-0.33686
Pdgfrb	6	0.38643	0.50399	0.967057	104	1	0.16858	0.86334	0.86441	0.997352	188	0	0.16858
Fas	2	0.41981	0.41832	0.967057	105	0	-0.16709	0.60232	0.60066	0.997352	129	0	-0.16709
Erg	3	0.4281	0.4296	0.967057	106	1	0.064261	0.65714	0.65658	0.997352	141	0	0.064261
Ikzf1	1	0.43773	0.43811	0.967057	107	0	-0.13147	0.56227	0.5633	0.997352	124	0	-0.13147
Inha	3	0.43963	0.44057	0.967057	108	1	1.0971	0.035318	0.063138	0.715347	21	2	1.0971
Ros1	1	0.46208	0.4621	0.967057	109	0	-0.083099	0.53792	0.53776	0.997352	120	0	-0.083099
Dnmt3a	27	0.46524	0.76343	0.980948	110	5	-0.069264	0.23474	0.51941	0.997352	63	6	-0.069264
Upf1	1	0.46582	0.46556	0.967057	111	0	-0.083831	0.53418	0.53399	0.997352	119	0	-0.083831
Ago2	1	0.46957	0.4692	0.967057	112	0	-0.059975	0.53043	0.53051	0.997352	118	0	-0.059975
Fgf4	5	0.47322	0.51555	0.967057	113	1	-0.049986	0.90953	0.90925	0.997352	195	0	-0.049986
Kras	2	0.4741	0.47107	0.967057	114	0	0.96097	0.03066	0.055819	0.715347	17	1	0.96097
Sox2	1	0.47519	0.47513	0.967057	115	0	-0.07181	0.52481	0.5249	0.997352	117	0	-0.07181
Erbb3	18	0.47584	0.72066	0.980948	116	3	0.56107	0.0045398	0.023419	0.538647	8	8	0.56107
Rara	4	0.48554	0.49426	0.967057	117	1	0.091573	0.16638	0.24314	0.997352	49	1	0.091573
Ankrd11	3	0.48962	0.48809	0.967057	118	1	0.25879	0.38242	0.38306	0.997352	86	1	0.25879
Sdha	2	0.49161	0.48867	0.967057	119	0	-0.039265	0.51275	0.50983	0.997352	113	0	-0.039265
Esr1	5	0.49527	0.53001	0.967057	120	1	-0.18477	0.50867	0.52119	0.997352	112	1	-0.18477
Apc	4	0.49906	0.50557	0.967057	121	1	-0.21773	0.53801	0.53643	0.997352	121	0	-0.21773
Rasa1	2	0.50882	0.50577	0.967057	122	0	-0.18664	0.71064	0.70882	0.997352	156	0	-0.18664
Erbb4	1	0.5089	0.50895	0.967057	123	0	0.0089027	0.4911	0.49106	0.997352	108	0	0.0089027
Abl1	3	0.51606	0.51372	0.967057	124	0	0.34867	0.12501	0.17183	0.90771	40	1	0.34867
Kdm6a	1	0.51732	0.5171	0.967057	125	0	0.018564	0.48268	0.48274	0.997352	107	0	0.018564
Ep300	11	0.51769	0.68184	0.980948	126	2	0.24421	0.0033214	0.015302	0.439937	6	4	0.24421
Nras	2	0.52186	0.51871	0.967057	127	0	-0.23414	0.76973	0.76676	0.997352	165	0	-0.23414
Nkx2-1	2	0.52702	0.52402	0.967057	128	0	0.47996	0.1623	0.17101	0.90771	47	1	0.47996
Ntrk3	4	0.52743	0.53116	0.967057	129	1	-0.46883	0.83126	0.83161	0.997352	178	0	-0.46883
Ntrk2	1	0.52949	0.52949	0.967057	130	0	0.040109	0.47051	0.47023	0.997352	105	0	0.040109
Amer1	1	0.53418	0.53399	0.967057	131	0	0.042163	0.46582	0.46556	0.997352	104	0	0.042163
Inpp4a	4	0.53591	0.53819	0.967057	132	1	-0.16719	0.39091	0.40337	0.997352	90	1	-0.16719
U2af1	4	0.54219	0.54356	0.969143	133	1	-0.10531	0.74559	0.74523	0.997352	160	0	-0.10531
Rb1	8	0.55017	0.66306	0.980948	134	1	0.061986	0.79607	0.7951	0.997352	173	0	0.061986
Eif1ad19	7	0.55448	0.62955	0.980948	135	1	-0.018126	0.85628	0.85713	0.997352	186	0	-0.018126
Gnb1	2	0.56487	0.56334	0.980948	136	0	-0.26528	0.83676	0.83535	0.997352	181	0	-0.26528
Setbp1	3	0.56937	0.56812	0.980948	137	0	-0.37547	0.51606	0.51372	0.997352	114	0	-0.37547
Inppl1	2	0.57957	0.57739	0.980948	138	0	0.90869	0.04901	0.071535	0.715347	24	1	0.90869
Setd2	6	0.58198	0.61441	0.980948	139	1	-0.12716	0.93249	0.93321	0.997352	206	0	-0.12716
Csf3r	5	0.59925	0.60843	0.980948	140	1	0.28667	0.066065	0.12866	0.90771	30	2	0.28667
Setd6	1	0.60253	0.60422	0.980948	141	0	0.16334	0.39747	0.39799	0.997352	94	0	0.16334
Msh3	3	0.60366	0.60338	0.980948	142	0	-0.20474	0.75255	0.75305	0.997352	162	0	-0.20474
Gna13	1	0.61376	0.61546	0.980948	143	0	0.20187	0.38624	0.3868	0.997352	88	0	0.20187
Mlh1	1	0.6147	0.61641	0.980948	144	0	0.20451	0.3853	0.3858	0.997352	87	0	0.20451
Gata2	2	0.62673	0.62497	0.980948	145	0	0.47012	0.19958	0.20478	0.997352	58	1	0.47012
Araf	2	0.62788	0.62595	0.980948	146	0	0.13451	0.46044	0.4579	0.997352	103	0	0.13451
Smad2	6	0.63828	0.65411	0.980948	147	1	-0.048746	0.84411	0.84501	0.997352	182	0	-0.048746
Trp53bp1	4	0.6396	0.63912	0.980948	148	0	-0.1692	0.19858	0.26494	0.997352	57	1	-0.1692
Carm1	1	0.64185	0.64431	0.980948	149	0	0.2555	0.35815	0.35837	0.997352	84	0	0.2555
Btk	1	0.6456	0.64842	0.980948	150	0	0.26049	0.3544	0.35514	0.997352	83	0	0.26049
Fgfr2	6	0.65016	0.66327	0.980948	151	1	-0.0254	0.63344	0.63701	0.997352	134	1	-0.0254
Epha5	6	0.65249	0.66497	0.980948	152	1	0.36954	0.68384	0.68423	0.997352	148	1	0.36954
Tbl1xr1	1	0.66058	0.66304	0.980948	153	0	0.2892	0.33942	0.33974	0.997352	82	0	0.2892
Cic	3	0.66397	0.66381	0.980948	154	0	0.014757	0.85699	0.85775	0.997352	187	0	0.014757
Prkd1	4	0.66667	0.66625	0.980948	155	0	-0.31927	0.92575	0.92493	0.997352	202	0	-0.31927
Tshr	1	0.66713	0.66949	0.980948	156	0	0.30559	0.33287	0.33301	0.997352	80	0	0.30559
Ccnd1	4	0.67158	0.67123	0.980948	157	0	-0.19911	0.9109	0.9096	0.997352	196	0	-0.19911
Etv6	9	0.67846	0.74711	0.980948	158	1	0.1117	0.021244	0.065811	0.715347	14	4	0.1117
Tnfrsf10b	1	0.68024	0.68196	0.980948	159	0	0.32681	0.31976	0.32011	0.997352	78	0	0.32681
Ret	4	0.68596	0.68561	0.980948	160	0	1.1409	0.0063391	0.017875	0.456804	9	2	1.1409
Ephb1	2	0.68596	0.68398	0.980948	161	0	0.23903	0.39239	0.39009	0.997352	91	0	0.23903
Pdgfra	1	0.68773	0.68902	0.980948	162	0	0.33617	0.31227	0.31257	0.997352	77	0	0.33617
Daxx	2	0.6974	0.69568	0.980948	163	0	1.2435	0.02142	0.039654	0.651458	15	1	1.2435
Gata3	3	0.70183	0.70284	0.980948	164	0	0.96648	0.049964	0.087889	0.777479	25	2	0.96648
Irs1	6	0.70679	0.70992	0.980948	165	1	0.3218	0.057558	0.13002	0.90771	26	2	0.3218
Idh2	1	0.71114	0.71207	0.980948	166	0	0.40968	0.28886	0.28926	0.997352	74	0	0.40968
Brca2	4	0.71183	0.71151	0.980948	167	0	0.1336	0.41382	0.42233	0.997352	96	1	0.1336
Braf	11	0.72255	0.81701	0.999606	168	1	0.44845	0.11885	0.26747	0.997352	38	2	0.44845
Notch1	9	0.72709	0.76964	0.980948	169	1	-0.11239	0.23389	0.38923	0.997352	62	2	-0.11239
Rit1	4	0.72769	0.72744	0.980948	170	0	0.81564	0.062411	0.11147	0.90771	29	2	0.81564
Ncor1	1	0.74391	0.74552	0.980948	171	0	0.51571	0.25609	0.25615	0.997352	70	0	0.51571
Smad4	15	0.74698	0.85884	0.999606	172	1	0.24006	0.42928	0.6389	0.997352	100	3	0.24006
Stag2	2	0.74765	0.74523	0.980948	173	0	0.017946	0.6974	0.69568	0.997352	151	0	0.017946
Pole	1	0.74953	0.75098	0.980948	174	0	0.52977	0.25047	0.25033	0.997352	69	0	0.52977
Stk11	3	0.75033	0.75106	0.980948	175	0	-0.15598	0.57733	0.57597	0.997352	125	0	-0.15598
Shq1	1	0.75421	0.75579	0.980948	176	0	0.53877	0.24579	0.24571	0.997352	67	0	0.53877
Recql	4	0.75745	0.75723	0.980948	177	0	-0.22227	0.49682	0.49601	0.997352	110	1	-0.22227
Notch3	1	0.7589	0.76057	0.980948	178	0	0.55285	0.2411	0.24096	0.997352	64	0	0.55285
Ptprt	6	0.75901	0.7589	0.980948	179	0	0.25193	0.24637	0.36157	0.997352	68	2	0.25193
Akt1	3	0.75914	0.7601	0.980948	180	0	0.40316	0.080597	0.13812	0.90771	35	1	0.40316
Tet2	4	0.76889	0.76907	0.980948	181	0	0.373	0.60347	0.60274	0.997352	130	0	0.373
Ptpn11	5	0.76929	0.76961	0.980948	182	0	0.33176	0.174	0.2694	0.997352	52	2	0.33176
Chek2	3	0.7709	0.77196	0.980948	183	0	0.089498	0.59141	0.59052	0.997352	128	0	0.089498
safe_target	26	0.77922	0.92687	0.999606	184	3	0.062512	0.60937	0.82931	0.997352	131	4	0.062512
Foxp1	1	0.78043	0.78234	0.985794	185	0	0.61943	0.21957	0.21926	0.997352	61	0	0.61943
Trp53	64	0.78065	0.96887	0.999606	186	11	0.25527	0.18903	0.54384	0.997352	56	11	0.25527
Npm1	1	0.7823	0.78435	0.985794	187	0	0.61312	0.2177	0.21722	0.997352	60	0	0.61312
Arid2	5	0.79288	0.79327	0.991592	188	0	0.11046	0.52179	0.53224	0.997352	116	1	0.11046
Xiap	2	0.81002	0.80748	0.999606	189	0	0.10788	0.6657	0.66373	0.997352	143	0	0.10788
Smo	3	0.82489	0.82555	0.999606	190	0	1.8741	0.0036121	0.0095682	0.366781	7	2	1.8741
Akt3	3	0.82752	0.82831	0.999606	191	0	-0.027962	0.39053	0.39053	0.997352	89	1	-0.027962
Pik3r2	3	0.83183	0.83277	0.999606	192	0	0.57684	0.06188	0.10731	0.90771	28	1	0.57684
Nf1	5	0.83868	0.83873	0.999606	193	0	-0.10169	0.54966	0.55579	0.997352	123	1	-0.10169
Bcl2	15	0.83905	0.91136	0.999606	194	2	0.064521	0.21422	0.42878	0.997352	59	4	0.064521
Bap1	15	0.83917	0.91141	0.999606	195	1	-0.17296	0.12945	0.3086	0.997352	42	4	-0.17296
Raf1	4	0.83996	0.84039	0.999606	196	0	0.98474	0.026551	0.059	0.715347	16	2	0.98474
Kdr	1	0.84972	0.8506	0.999606	197	0	0.87804	0.15028	0.15028	0.90771	45	1	0.87804
Ptpn1	1	0.86002	0.86105	0.999606	198	0	0.95189	0.13998	0.14037	0.90771	44	1	0.95189
Erbb2	8	0.86106	0.86009	0.999606	199	0	0.054019	0.84861	0.84718	0.997352	183	0	0.054019
Rictor	4	0.86656	0.86672	0.999606	200	0	0.81055	0.031487	0.066259	0.715347	18	2	0.81055
Tsc1	3	0.87181	0.87261	0.999606	201	0	0.79602	0.078418	0.13449	0.90771	34	2	0.79602
Lats1	4	0.87542	0.8759	0.999606	202	0	0.202	0.17614	0.24983	0.997352	54	1	0.202
Ncoa3	2	0.87704	0.87594	0.999606	203	0	0.88435	0.12941	0.14143	0.90771	41	1	0.88435
Rad51c	2	0.89352	0.89249	0.999606	204	0	0.45663	0.3953	0.39331	0.997352	93	0	0.45663
Ccnd3	4	0.89393	0.89343	0.999606	205	0	0.10583	0.69834	0.69837	0.997352	152	0	0.10583
Irf8	3	0.90194	0.90171	0.999606	206	0	0.33081	0.50383	0.5016	0.997352	111	0	0.33081
Jak1	3	0.91879	0.91868	0.999606	207	0	0.26905	0.11986	0.16806	0.90771	39	1	0.26905
Ercc4	2	0.91924	0.91868	0.999606	208	0	0.84662	0.17765	0.18454	0.925583	55	1	0.84662
Alk	3	0.92139	0.92107	0.999606	209	0	0.52454	0.4733	0.47215	0.997352	106	0	0.52454
Cdh1	2	0.92188	0.9216	0.999606	210	0	0.51456	0.40401	0.40215	0.997352	95	0	0.51456
Rheb	2	0.92499	0.92438	0.999606	211	0	0.49186	0.43398	0.43232	0.997352	101	0	0.49186
Pik3cg	4	0.92992	0.92888	0.999606	212	0	0.33557	0.10254	0.17013	0.90771	36	1	0.33557
Cd79a	4	0.93585	0.93501	0.999606	213	0	0.22069	0.51666	0.51562	0.997352	115	1	0.22069
Tbx3	3	0.94154	0.94097	0.999606	214	0	0.43709	0.41444	0.41358	0.997352	97	1	0.43709
Rtel1	2	0.95096	0.95035	0.999606	215	0	1.2814	0.059935	0.080739	0.752339	27	1	1.2814
Lyn	1	0.96582	0.96623	0.999606	216	0	1.8663	0.034176	0.03403	0.614767	19	1	1.8663
Flt3	5	0.96618	0.96639	0.999606	217	0	0.64272	0.17576	0.27154	0.997352	53	2	0.64272
Nfe2l2	8	0.97315	0.97267	0.999606	218	0	0.3023	0.10726	0.2225	0.997352	37	3	0.3023
Fat1	4	0.97457	0.97517	0.999606	219	0	0.45975	0.016748	0.042576	0.652829	12	1	0.45975
Myd88	6	0.97552	0.97543	0.999606	220	0	1.5994	4.5779e-06	2.493e-05	0.005734	1	5	1.5994
Runx1	7	0.98182	0.98216	0.999606	221	0	0.1905	0.24521	0.36824	0.997352	66	2	0.1905
Nsd1	4	0.98194	0.9824	0.999606	222	0	0.48007	0.30683	0.33928	0.997352	76	1	0.48007
Cdk12	2	0.9839	0.9834	0.999606	223	0	1.2328	0.016097	0.030141	0.614767	11	2	1.2328
Tsc2	5	0.98806	0.98811	0.999606	224	0	0.38054	0.42079	0.45416	0.997352	99	1	0.38054
Tcf3	3	0.99338	0.99325	0.999606	225	0	1.0732	0.038765	0.069022	0.715347	23	2	1.0732
Lck	2	0.99344	0.99316	0.999606	226	0	1.6424	0.0065598	0.012999	0.427097	10	2	1.6424
Arid5b	3	0.99809	0.99798	0.999606	227	0	2.3486	0.0010912	0.0029767	0.138303	5	3	2.3486
Rbm10	4	0.99922	0.99936	0.999606	228	0	1.2177	0.00078031	0.0030066	0.138303	4	4	1.2177
Syk	1	0.99953	0.99956	0.999606	229	0	4.7311	0.00046816	0.00059334	0.045489	3	1	4.7311
Pik3ca	35	0.99959	0.99961	0.999606	230	1	0.04077	0.6608	0.88536	0.997352	142	5	0.04077
