id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Irf4	2	0.1623	0.20948	0.809763	66	1	-0.45509	0.47138	0.46825	0.962116	119	0	-0.45509
Negr1	1	0.16339	0.16291	0.809763	67	1	-1.0498	0.83661	0.8375	0.962116	197	0	-1.0498
Igf1r	5	0.16771	0.32169	0.895264	68	1	0.27302	0.174	0.27286	0.942833	52	2	0.27302
Eed	7	0.16772	0.34464	0.895264	69	3	-0.2115	0.32118	0.45561	0.962116	84	1	-0.2115
Sh2b3	1	0.16994	0.1698	0.809763	70	1	-1.0316	0.83006	0.83082	0.962116	195	0	-1.0316
Cbfb	3	0.1718	0.27127	0.866542	71	2	-0.7065	0.71541	0.71694	0.962116	164	0	-0.7065
Gata2	2	0.17425	0.21816	0.809763	72	1	-0.15192	0.23928	0.24337	0.942833	66	1	-0.15192
Stag2	2	0.17935	0.22218	0.811144	73	1	-0.80605	0.81002	0.80748	0.962116	186	0	-0.80605
Kdr	1	0.18212	0.18151	0.809763	74	1	-0.97365	0.81788	0.8192	0.962116	191	0	-0.97365
Insr	1	0.18961	0.18905	0.809763	75	1	-0.93691	0.81039	0.81183	0.962116	187	0	-0.93691
Upf1	1	0.19897	0.19844	0.809763	76	1	-0.90127	0.80103	0.80309	0.962116	184	0	-0.90127
Kmt2b	3	0.19986	0.3088	0.895264	77	1	-0.10595	0.39857	0.40078	0.942833	101	1	-0.10595
Ptpn1	1	0.19991	0.19942	0.809763	78	1	-0.89501	0.80009	0.80218	0.962116	183	0	-0.89501
Tet2	4	0.20556	0.32384	0.895264	79	2	-0.33398	0.78113	0.78145	0.962116	176	0	-0.33398
U2af1	4	0.21745	0.33744	0.895264	80	1	0.38458	0.54635	0.54586	0.962116	134	1	0.38458
Amer1	1	0.2177	0.21722	0.809763	81	1	-0.84913	0.7823	0.78435	0.962116	178	0	-0.84913
Prdm1	1	0.21863	0.21828	0.809763	82	1	-0.84905	0.78137	0.78341	0.962116	177	0	-0.84905
Trp53bp1	4	0.23598	0.35819	0.895264	83	1	0.14776	0.79516	0.79505	0.962116	182	0	0.14776
Sos1	4	0.23903	0.36155	0.895264	84	1	0.30911	0.57465	0.57427	0.962116	139	1	0.30911
Lats1	4	0.24058	0.3634	0.895264	85	2	-0.50595	0.28669	0.34068	0.942833	77	1	-0.50595
Inpp4a	4	0.25777	0.38245	0.90685	86	2	-0.6489	0.59593	0.59533	0.962116	143	0	-0.6489
Msh3	3	0.26117	0.35685	0.895264	87	1	-0.3666	0.77921	0.78025	0.962116	175	0	-0.3666
Phf6	3	0.26347	0.35839	0.895264	88	1	0.8534	0.34502	0.35416	0.942833	91	1	0.8534
Setd2	6	0.26534	0.45459	0.975076	89	2	-0.075976	0.75901	0.7589	0.962116	174	0	-0.075976
Carm1	1	0.26545	0.26614	0.862143	90	1	-0.69194	0.73455	0.73579	0.962116	167	0	-0.69194
Epha3	4	0.26909	0.3955	0.926753	91	1	0.22239	0.42873	0.44349	0.962116	111	1	0.22239
Ccnd1	4	0.27362	0.40027	0.926753	92	2	-0.51836	0.97235	0.97295	0.990171	226	0	-0.51836
Rheb	2	0.27798	0.30015	0.895264	93	1	-0.34397	0.55867	0.55677	0.962116	136	0	-0.34397
Bcl2	15	0.27851	0.57952	0.991958	94	5	0.627	0.050698	0.16507	0.942833	19	6	0.627
Foxo1	4	0.29934	0.43004	0.967166	95	2	0.31526	0.052027	0.10054	0.942833	20	2	0.31526
Sox2	1	0.30571	0.30597	0.895264	96	0	-0.54899	0.69429	0.69514	0.962116	161	0	-0.54899
Nkx3-1	1	0.31882	0.31907	0.895264	97	0	-0.51803	0.68118	0.68274	0.962116	158	0	-0.51803
Rit1	4	0.33692	0.47355	0.990148	98	2	0.3774	0.045835	0.091778	0.942833	15	2	0.3774
Trp53	64	0.33707	0.77838	0.996967	99	18	-0.012047	0.31943	0.71724	0.962116	83	11	-0.012047
Casp8	3	0.3429	0.40697	0.926753	100	1	-0.10526	0.60215	0.60166	0.962116	145	0	-0.10526
Ikzf1	1	0.3441	0.34493	0.895264	101	0	-0.45228	0.6559	0.65878	0.962116	156	0	-0.45228
Smad4	15	0.34781	0.64426	0.991958	102	3	0.064051	0.68182	0.81782	0.962116	159	2	0.064051
Rad21	2	0.35685	0.36589	0.895264	103	1	-0.21651	0.52702	0.52402	0.962116	131	0	-0.21651
Ago2	1	0.36189	0.36196	0.895264	104	0	-0.37858	0.63811	0.64059	0.962116	153	0	-0.37858
Map2k2	2	0.3703	0.37757	0.90685	105	1	-0.4601	0.75327	0.75069	0.962116	173	0	-0.4601
Kras	2	0.37326	0.38022	0.90685	106	1	-0.084491	0.41981	0.41832	0.947413	107	0	-0.084491
Notch1	9	0.37587	0.59971	0.991958	107	2	-0.2482	0.40835	0.55733	0.962116	104	2	-0.2482
Grin2a	2	0.40256	0.40611	0.926753	108	1	-0.13047	0.49294	0.48998	0.962116	122	0	-0.13047
Alk	3	0.40257	0.44625	0.975076	109	1	0.19009	0.73788	0.73868	0.962116	169	0	0.19009
Flt1	3	0.40852	0.4503	0.975076	110	1	-0.4949	0.81413	0.81448	0.962116	189	0	-0.4949
Epha5	6	0.40862	0.56831	0.991958	111	2	0.22727	0.57377	0.6008	0.962116	138	1	0.22727
Met	5	0.41166	0.55963	0.991958	112	1	0.029801	0.73883	0.739	0.962116	170	0	0.029801
Ptpn11	5	0.42138	0.56882	0.991958	113	2	-0.35048	0.8451	0.84499	0.962116	203	0	-0.35048
Fgfr2	6	0.42906	0.58484	0.991958	114	2	-0.51887	0.12497	0.23038	0.942833	42	1	-0.51887
Nf1	5	0.42981	0.57685	0.991958	115	1	0.22309	0.60596	0.61079	0.962116	146	1	0.22309
Jak3	1	0.43305	0.43312	0.967166	116	0	-0.14698	0.56695	0.56795	0.962116	137	0	-0.14698
Csf3r	5	0.43313	0.58007	0.991958	117	2	0.36064	0.41471	0.46778	0.962116	106	1	0.36064
Cd79b	5	0.43704	0.58375	0.991958	118	2	-0.020986	0.84298	0.84292	0.962116	202	0	-0.020986
Notch2	1	0.45084	0.45067	0.975076	119	0	-0.11184	0.54916	0.54948	0.962116	135	0	-0.11184
Stat3	10	0.45285	0.6811	0.991958	120	1	-0.15695	0.7225	0.7802	0.962116	166	1	-0.15695
Myd88	6	0.45827	0.60999	0.991958	121	2	0.29986	0.035213	0.088567	0.942833	13	2	0.29986
Jak2	5	0.46038	0.60658	0.991958	122	2	-0.13013	0.25107	0.37016	0.942833	71	2	-0.13013
Foxp1	1	0.46208	0.4621	0.975076	123	0	-0.093678	0.53792	0.53776	0.962116	132	0	-0.093678
Nras	2	0.46318	0.46143	0.975076	124	1	-0.15168	0.5747	0.57293	0.962116	140	0	-0.15168
Atm	21	0.46619	0.78156	0.996967	125	5	-0.25365	0.47742	0.73123	0.962116	120	3	-0.25365
Nfe2l2	8	0.47437	0.67536	0.991958	126	2	-0.25761	0.67083	0.7083	0.962116	157	1	-0.25761
Erbb3	18	0.47449	0.77285	0.996967	127	3	0.27514	0.067546	0.21146	0.942833	25	6	0.27514
Fgfr3	6	0.48045	0.62964	0.991958	128	2	0.067495	0.65481	0.66209	0.962116	154	1	0.067495
Pik3cb	5	0.48983	0.62508	0.991958	129	1	0.27254	0.59699	0.60308	0.962116	144	1	0.27254
Cd79a	4	0.49233	0.55956	0.991958	130	1	0.39464	0.48781	0.49216	0.962116	121	1	0.39464
Suz12	1	0.49298	0.4928	0.991958	131	0	-0.036998	0.50702	0.50708	0.962116	126	0	-0.036998
Atrx	9	0.51223	0.71815	0.996967	132	3	-0.19061	0.51938	0.65455	0.962116	130	1	-0.19061
Gli1	4	0.51449	0.57334	0.991958	133	1	0.79445	0.052939	0.10188	0.942833	21	2	0.79445
Tshr	1	0.53043	0.53051	0.991958	134	0	0.06214	0.46957	0.4692	0.962116	118	0	0.06214
Setd6	1	0.53605	0.53587	0.991958	135	0	0.072505	0.46395	0.46399	0.962116	114	0	0.072505
Recql	4	0.53801	0.58715	0.991958	136	1	-0.31848	0.46476	0.4731	0.962116	115	1	-0.31848
Pik3cd	2	0.53981	0.53742	0.991958	137	0	-0.45986	0.87173	0.87061	0.972243	206	0	-0.45986
Kdm5c	5	0.54469	0.64871	0.991958	138	1	-0.12103	0.51132	0.53437	0.962116	129	1	-0.12103
Mga	6	0.55128	0.69135	0.991958	139	2	-0.2059	0.93425	0.93496	0.979709	218	0	-0.2059
Erg	3	0.55316	0.56055	0.991958	140	1	0.11161	0.71662	0.71819	0.962116	165	0	0.11161
Abl1	3	0.56616	0.57189	0.991958	141	1	0.48144	0.14541	0.19945	0.942833	45	1	0.48144
Rad51c	2	0.56857	0.56718	0.991958	142	0	-0.083475	0.61868	0.6167	0.962116	150	0	-0.083475
Gna13	1	0.57163	0.57236	0.991958	143	0	0.18033	0.42837	0.4284	0.947413	110	0	0.18033
Fas	2	0.57592	0.57406	0.991958	144	0	-0.21307	0.74198	0.73954	0.962116	171	0	-0.21307
Irs1	6	0.59006	0.71955	0.996967	145	1	0.50713	0.046797	0.11117	0.942833	17	3	0.50713
Tnfrsf10b	1	0.59036	0.59145	0.991958	146	0	0.23614	0.40964	0.40993	0.942833	105	0	0.23614
Ntrk2	1	0.59223	0.59337	0.991958	147	0	0.23826	0.40777	0.40782	0.942833	103	0	0.23826
Stk11	3	0.59604	0.59859	0.991958	148	1	-0.32884	0.68911	0.69018	0.962116	160	0	-0.32884
Ephb1	2	0.59758	0.59604	0.991958	149	0	-0.29482	0.83296	0.83153	0.962116	196	0	-0.29482
Sdha	2	0.6035	0.60173	0.991958	150	0	0.096752	0.49959	0.49643	0.962116	123	0	0.096752
Dicer1	1	0.61096	0.6126	0.991958	151	0	0.28013	0.38904	0.38957	0.942833	99	0	0.28013
Ercc2	18	0.61205	0.85502	0.996967	152	5	-0.14032	0.10406	0.28998	0.942833	37	4	-0.14032
Btk	1	0.63624	0.63866	0.991958	153	0	0.33601	0.36376	0.36405	0.942833	96	0	0.33601
Ankrd11	3	0.64036	0.64014	0.991958	154	1	0.44707	0.50207	0.49986	0.962116	124	0	0.44707
Notch3	1	0.64279	0.6453	0.991958	155	0	0.35465	0.35721	0.35754	0.942833	94	0	0.35465
Pik3r2	3	0.64601	0.64536	0.991958	156	1	-0.10842	0.23563	0.26529	0.942833	65	1	-0.10842
Shq1	1	0.65028	0.65318	0.991958	157	0	0.38905	0.34972	0.35019	0.942833	93	0	0.38905
Sox9	3	0.6516	0.6506	0.991958	158	1	0.44931	0.61119	0.61137	0.962116	147	0	0.44931
Chek2	3	0.65438	0.65354	0.991958	159	1	0.57252	0.30173	0.31785	0.942833	78	1	0.57252
Atp6v1b2	1	0.65496	0.65786	0.991958	160	0	0.39723	0.34504	0.34581	0.942833	92	0	0.39723
Pax5	3	0.66261	0.66236	0.991958	161	0	0.88793	0.12501	0.18517	0.942833	43	1	0.88793
Rnf43	1	0.66994	0.67224	0.991958	162	0	0.43298	0.33006	0.33027	0.942833	87	0	0.43298
Med12	1	0.67556	0.67742	0.991958	163	0	0.44878	0.32444	0.3247	0.942833	86	0	0.44878
Cdk8	1	0.68305	0.68446	0.991958	164	0	0.46259	0.31695	0.31708	0.942833	82	0	0.46259
Braf	11	0.69224	0.85642	0.996967	165	2	-0.14851	0.46771	0.63852	0.962116	116	1	-0.14851
Pdgfra	1	0.69242	0.69367	0.991958	166	0	0.49112	0.30758	0.30787	0.942833	80	0	0.49112
Pole	1	0.69335	0.69437	0.991958	167	0	0.48996	0.30665	0.30692	0.942833	79	0	0.48996
Araf	2	0.6943	0.69259	0.991958	168	0	0.49225	0.26037	0.26292	0.942833	73	1	0.49225
Kmt2c	2	0.7066	0.70489	0.996967	169	0	-0.013902	0.71064	0.70882	0.962116	162	0	-0.013902
Cdc73	4	0.7133	0.71597	0.996967	170	1	-0.10427	0.59403	0.59351	0.962116	142	0	-0.10427
Dnmt3a	27	0.71814	0.93281	0.996967	171	6	0.25818	0.10421	0.32168	0.942833	38	6	0.25818
Npm1	1	0.72331	0.72492	0.996967	172	0	0.59283	0.27669	0.27743	0.942833	75	0	0.59283
Smo	3	0.73092	0.73192	0.996967	173	0	0.69203	0.36805	0.37417	0.942833	98	1	0.69203
Dnmt1	1	0.73923	0.74081	0.996967	174	0	0.61698	0.26077	0.26093	0.942833	74	0	0.61698
Nkx2-1	2	0.74198	0.73954	0.996967	175	0	1.3553	0.013996	0.026601	0.679791	8	1	1.3553
Dtx1	2	0.75605	0.75339	0.996967	176	0	0.24529	0.50882	0.50577	0.962116	127	0	0.24529
Fat1	4	0.75615	0.75595	0.996967	177	1	0.03725	0.22366	0.30013	0.942833	63	1	0.03725
Socs1	2	0.76157	0.75888	0.996967	178	0	0.037315	0.71466	0.71279	0.962116	163	0	0.037315
Kit	10	0.76328	0.87086	0.996967	179	2	0.014876	0.79495	0.81805	0.962116	181	1	0.014876
Bap1	15	0.76936	0.91289	0.996967	180	2	0.037809	0.16642	0.37777	0.942833	49	3	0.037809
Ros1	1	0.78324	0.78527	0.996967	181	0	0.76532	0.21676	0.21624	0.942833	61	0	0.76532
Dot1l	1	0.78792	0.78989	0.996967	182	0	0.77973	0.21208	0.2115	0.942833	60	0	0.77973
Tsc2	5	0.79814	0.80075	0.996967	183	1	0.23481	0.16771	0.26548	0.942833	50	1	0.23481
Esr1	5	0.80456	0.80619	0.996967	184	1	-0.48511	0.89953	0.89882	0.974162	213	0	-0.48511
Mitf	1	0.80478	0.80675	0.996967	185	0	0.8888	0.19522	0.19468	0.942833	56	0	0.8888
Fyn	1	0.81695	0.81817	0.996967	186	0	0.93836	0.18305	0.18242	0.942833	54	1	0.93836
Ccnd3	4	0.81808	0.81894	0.996967	187	0	0.3035	0.10599	0.17742	0.942833	39	1	0.3035
Idh2	1	0.8235	0.82448	0.996967	188	0	0.96237	0.1765	0.17633	0.942833	53	1	0.96237
Hras	1	0.82631	0.8272	0.996967	189	0	0.97454	0.17369	0.17365	0.942833	51	1	0.97454
Etv6	9	0.83454	0.89668	0.996967	190	1	0.59875	0.070147	0.17792	0.942833	26	3	0.59875
Setbp1	3	0.83608	0.83708	0.996967	191	0	1.0247	0.066821	0.1164	0.942833	24	2	1.0247
Prkd1	4	0.83614	0.83645	0.996967	192	0	0.35574	0.58442	0.58375	0.962116	141	0	0.35574
Map3k1	4	0.8371	0.83744	0.996967	193	0	-0.14859	0.73744	0.73688	0.962116	168	0	-0.14859
Flt3	5	0.84404	0.84399	0.996967	194	0	0.25174	0.34112	0.42244	0.947413	90	1	0.25174
Myc	2	0.85513	0.85342	0.996967	195	0	0.77433	0.20293	0.21055	0.942833	57	1	0.77433
Apc	4	0.86406	0.86411	0.996967	196	0	1.0656	0.016714	0.042616	0.891055	11	2	1.0656
Ep300	11	0.86998	0.93284	0.996967	197	2	0.073589	0.045384	0.13733	0.942833	14	3	0.073589
Pdgfrb	6	0.87168	0.87344	0.996967	198	1	-0.24337	0.27828	0.40255	0.942833	76	1	-0.24337
Atr	4	0.87225	0.87266	0.996967	199	0	0.37525	0.62186	0.62167	0.962116	151	0	0.37525
Arid2	5	0.8751	0.87506	0.996967	200	0	0.10697	0.82978	0.82987	0.962116	194	0	0.10697
Erbb4	1	0.87594	0.87659	0.996967	201	0	1.2009	0.12406	0.12481	0.942833	41	1	1.2009
Inppl1	2	0.89413	0.89318	0.996967	202	0	0.88399	0.18443	0.19377	0.942833	55	1	0.88399
safe_target	26	0.89894	0.98146	0.996967	203	4	0.37833	0.059087	0.21516	0.942833	22	6	0.37833
Raf1	4	0.90138	0.90045	0.996967	204	0	0.27321	0.0056062	0.01616	0.52824	5	1	0.27321
Fgf4	5	0.90463	0.90417	0.996967	205	0	0.37483	0.61258	0.61636	0.962116	148	1	0.37483
Lyn	1	0.90496	0.90601	0.996967	206	0	1.3434	0.095037	0.095508	0.942833	35	1	1.3434
Pik3r3	3	0.90722	0.90722	0.996967	207	0	0.41607	0.33437	0.34494	0.942833	89	1	0.41607
Rasa1	2	0.90825	0.90759	0.996967	208	0	0.84537	0.23438	0.23885	0.942833	64	1	0.84537
Irf8	3	0.91175	0.91162	0.996967	209	0	0.65229	0.077939	0.13385	0.942833	28	1	0.65229
Cdh1	2	0.91656	0.91593	0.996967	210	0	0.58953	0.4438	0.44148	0.962116	113	0	0.58953
Nfe2	3	0.91773	0.91775	0.996967	211	0	0.39134	0.11728	0.17979	0.942833	40	1	0.39134
Gata3	3	0.92036	0.92004	0.996967	212	0	0.93782	0.086583	0.14752	0.942833	32	2	0.93782
Tbx3	3	0.93676	0.93619	0.996967	213	0	0.70196	0.42616	0.42655	0.947413	109	1	0.70196
Eif1ad19	7	0.93943	0.93923	0.996967	214	0	0.33161	0.25814	0.39173	0.942833	72	2	0.33161
Akt3	3	0.94026	0.93977	0.996967	215	0	0.9795	0.078418	0.13468	0.942833	30	2	0.9795
Daxx	2	0.94542	0.94477	0.996967	216	0	2.378	0.00093611	0.0019894	0.152523	3	1	2.378
Erbb2	8	0.94716	0.9468	0.996967	217	0	-0.024369	0.2487	0.4047	0.942833	69	1	-0.024369
Ret	4	0.95021	0.94976	0.996967	218	0	0.18043	0.16638	0.25992	0.942833	48	1	0.18043
Lck	2	0.95055	0.95	0.996967	219	0	0.85681	0.31256	0.31205	0.942833	81	1	0.85681
Jak1	3	0.96186	0.96144	0.996967	220	0	0.63094	0.24963	0.27632	0.942833	70	1	0.63094
Smad2	6	0.97025	0.97012	0.996967	221	0	0.85485	0.078149	0.16919	0.942833	29	3	0.85485
Rictor	4	0.97457	0.97517	0.996967	222	0	0.61531	0.5035	0.50626	0.962116	125	1	0.61531
Ptprt	6	0.97977	0.97961	0.996967	223	0	0.66906	0.049939	0.1174	0.942833	18	3	0.66906
Tcf3	3	0.98321	0.9831	0.996967	224	0	0.9576	0.084098	0.1439	0.942833	31	2	0.9576
Ptprd	4	0.98355	0.98396	0.996967	225	0	0.89621	0.10029	0.16897	0.942833	36	2	0.89621
Syk	1	0.98361	0.98375	0.996967	226	0	2.1557	0.016386	0.016419	0.52824	10	1	2.1557
Tbl1xr1	1	0.98642	0.98653	0.996967	227	0	2.2723	0.013577	0.013308	0.52824	7	1	2.2723
Arid5b	3	0.98829	0.9883	0.996967	228	0	1.5228	0.014286	0.030958	0.712041	9	2	1.5228
Ncoa3	2	0.99432	0.99407	0.998413	229	0	2.0107	0.0056813	0.011403	0.52824	6	2	2.0107
Rbm10	4	0.99998	0.99999	0.999985	230	0	1.753	1.5956e-05	7.4791e-05	0.017202	1	4	1.753
