id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Src	26	0.023289	0.12777	0.822824	65	7	-0.023948	0.35051	0.73221	0.999886	304	10	-0.023948
Hgf	35	0.023399	0.13927	0.822824	66	17	-0.27426	0.22019	0.61557	0.999886	240	10	-0.27426
Fgf4	13	0.023617	0.10508	0.815211	67	8	-0.38517	0.03137	0.13393	0.875625	73	5	-0.38517
Tert	14	0.025174	0.11358	0.818289	68	6	-0.062878	0.51672	0.79477	0.999886	358	4	-0.062878
Zfhx3	162	0.025475	0.18634	0.914584	69	56	-0.04097	0.006451	0.066682	0.875625	22	61	-0.04097
Stat5b	17	0.028569	0.13236	0.822824	70	9	-0.32008	0.3618	0.69796	0.999886	310	5	-0.32008
Sox17	46	0.028623	0.17334	0.896923	71	20	-0.21984	0.31989	0.7571	0.999886	291	13	-0.21984
Gna11	21	0.028766	0.14369	0.822824	72	10	-0.30709	0.89955	0.98289	0.999886	451	5	-0.30709
Csde1	17	0.030706	0.13955	0.822824	73	8	-0.184	0.41996	0.75125	0.999886	323	1	-0.184
Smarcd1	14	0.030743	0.13175	0.822824	74	4	0.14369	0.069052	0.24539	0.925998	124	3	0.14369
Dot1l	45	0.030885	0.1809	0.910447	75	17	0.039277	0.43326	0.84282	0.999886	330	15	0.039277
Carm1	18	0.031816	0.14364	0.822824	76	7	-0.14872	0.57969	0.86008	0.999886	378	4	-0.14872
Slx4	6	0.033287	0.103	0.812181	77	4	-0.41927	0.73567	0.82926	0.999886	412	1	-0.41927
Kdm6a	59	0.034109	0.20876	0.964388	78	24	-0.2038	0.56378	0.92801	0.999886	373	20	-0.2038
Akt1	20	0.034512	0.16035	0.876441	79	6	0.16048	0.17773	0.49559	0.96775	208	8	0.16048
Plk2	13	0.034666	0.14341	0.822824	80	7	-0.36819	0.42142	0.71839	0.999886	324	3	-0.36819
Pim1	56	0.036505	0.21603	0.968124	81	23	-0.12854	0.65874	0.95413	0.999886	394	18	-0.12854
Ankrd11	35	0.037853	0.19973	0.941857	82	17	-0.21104	0.45384	0.84179	0.999886	338	12	-0.21104
Brd4	70	0.037858	0.2331	0.997057	83	26	-0.11926	0.018335	0.14103	0.875625	47	20	-0.11926
Ppp2r1a	42	0.038435	0.20575	0.960817	84	16	0.1796	0.53612	0.89683	0.999886	366	15	0.1796
Rps6ka4	46	0.039413	0.21713	0.968124	85	14	-0.045126	0.088036	0.38046	0.927132	142	17	-0.045126
Pold1	60	0.039891	0.23424	0.997057	86	23	-0.047407	0.64245	0.9546	0.999886	391	18	-0.047407
Acvr1	22	0.044325	0.19953	0.941857	87	10	-0.3081	0.18895	0.52309	0.969111	216	6	-0.3081
Mst1r	13	0.045461	0.17239	0.896923	88	6	-0.28489	0.038008	0.15497	0.875625	80	4	-0.28489
Ar	71	0.04586	0.2671	0.999082	89	28	0.059182	0.12464	0.50738	0.96775	173	26	0.059182
Tmem127	15	0.04658	0.18335	0.910447	90	6	0.018728	0.51298	0.80531	0.999886	356	3	0.018728
Nkx2-1	26	0.048332	0.21854	0.968124	91	10	0.11699	0.086911	0.33356	0.927132	141	10	0.11699
Vtcn1	1	0.051544	0.051831	0.585448	92	1	-1.7658	0.94846	0.94872	0.999886	468	0	-1.7658
Smad4	55	0.05244	0.27836	0.999082	93	21	0.043212	0.022502	0.1562	0.875625	59	26	0.043212
Wwtr1	9	0.053594	0.17311	0.896923	94	4	-0.27871	0.50928	0.73894	0.999886	354	3	-0.27871
Bard1	4	0.054259	0.12835	0.822824	95	3	-0.63437	0.93988	0.93914	0.999886	465	0	-0.63437
Setd2	45	0.054436	0.27209	0.999082	96	14	0.12656	0.12582	0.47045	0.959182	174	17	0.12656
Drosha	42	0.054436	0.26341	0.999082	97	16	-0.15378	0.97529	0.99905	0.999886	471	9	-0.15378
Hoxb13	10	0.055021	0.1836	0.910447	98	4	-0.1615	0.91098	0.95718	0.999886	454	2	-0.1615
Mdm4	2	0.055398	0.097867	0.797867	99	2	-0.64687	0.9446	0.94435	0.999886	466	0	-0.64687
Plcg1	6	0.055559	0.15311	0.85632	100	4	-0.48166	0.98529	0.98556	0.999886	475	0	-0.48166
Cdkn2b	4	0.059496	0.13849	0.822824	101	2	-0.24959	0.84257	0.84408	0.999886	435	0	-0.24959
Kdm5c	58	0.060487	0.30867	0.999082	102	23	-0.18433	0.44041	0.86598	0.999886	331	15	-0.18433
Stk11	53	0.061715	0.30592	0.999082	103	19	-0.033073	0.31615	0.76289	0.999886	286	14	-0.033073
Trp53	109	0.061863	0.34288	0.999082	104	42	-0.046875	0.06142	0.34899	0.927132	116	36	-0.046875
Suz12	6	0.063718	0.17063	0.896923	105	3	-0.069205	0.48686	0.66556	0.999886	346	2	-0.069205
Med12	69	0.064112	0.32855	0.999082	106	23	-0.0029018	0.21675	0.66979	0.999886	237	21	-0.0029018
Fanca	9	0.064212	0.19595	0.941857	107	4	-0.29649	0.45826	0.70725	0.999886	341	3	-0.29649
Prkar1a	12	0.065297	0.22203	0.968124	108	3	0.21958	0.14531	0.38584	0.927132	188	6	0.21958
Nthl1	2	0.067045	0.11753	0.820852	109	2	-0.51125	0.93295	0.93293	0.999886	463	0	-0.51125
Ephb1	80	0.06715	0.35086	0.999082	110	29	-0.075109	0.042291	0.2636	0.927132	89	28	-0.075109
Nuf2	3	0.068057	0.13561	0.822824	111	2	-0.89526	0.35227	0.46282	0.959182	305	1	-0.89526
Sox2	18	0.068854	0.25566	0.999082	112	7	-0.058108	0.51847	0.82681	0.999886	359	4	-0.058108
Rab35	10	0.069693	0.22103	0.968124	113	2	0.35386	0.14898	0.37813	0.927132	191	5	0.35386
Rac2	11	0.071113	0.22341	0.968124	114	6	-0.38971	0.50387	0.76126	0.999886	351	2	-0.38971
Runx1t1	3	0.072425	0.14142	0.822824	115	2	-0.68374	0.54776	0.58129	0.999886	369	1	-0.68374
Daxx	18	0.073447	0.26727	0.999082	116	7	-0.17595	0.86671	0.9709	0.999886	441	3	-0.17595
Ccnd2	19	0.07404	0.27515	0.999082	117	4	0.14912	0.3556	0.70772	0.999886	306	6	0.14912
Etv1	26	0.077003	0.29963	0.999082	118	10	-0.11644	0.42407	0.79189	0.999886	325	10	-0.11644
Cdh1	35	0.077132	0.32737	0.999082	119	14	-0.2674	0.92971	0.99522	0.999886	461	7	-0.2674
Dnajb1	1	0.078053	0.078669	0.675709	120	1	-1.3234	0.92195	0.92249	0.999886	459	0	-1.3234
Gsk3b	12	0.078163	0.25055	0.999082	121	1	0.1492	0.19011	0.45748	0.959182	218	5	0.1492
Ptch1	61	0.081099	0.37666	0.999082	122	21	-0.055818	0.32557	0.78501	0.999886	296	18	-0.055818
Epcam	3	0.083614	0.15729	0.869631	123	2	-0.91833	0.94748	0.94705	0.999886	467	0	-0.91833
Atm	69	0.084879	0.39398	0.999082	124	20	0.29822	0.026674	0.1843	0.907279	65	32	0.29822
Sdha	31	0.085878	0.33769	0.999082	125	13	-0.24869	0.38665	0.78105	0.999886	317	10	-0.24869
Msi1	12	0.086804	0.26833	0.999082	126	6	-0.26565	0.43182	0.722	0.999886	329	3	-0.26565
Idh2	26	0.090947	0.33502	0.999082	127	12	-0.24809	0.025111	0.13848	0.875625	62	10	-0.24809
Sesn2	14	0.091388	0.28868	0.999082	128	2	0.37039	0.094837	0.3077	0.927132	151	7	0.37039
Blm	13	0.092884	0.28979	0.999082	129	7	-0.30162	0.096708	0.30192	0.927132	155	5	-0.30162
Rxra	21	0.093807	0.32905	0.999082	130	9	-0.15811	0.18921	0.52123	0.969111	217	8	-0.15811
Tbx3	58	0.094463	0.40958	0.999082	131	15	0.10506	0.17868	0.59726	0.999886	210	23	0.10506
Trip13	3	0.09505	0.17342	0.896923	132	2	-0.59482	0.92851	0.9281	0.999886	460	0	-0.59482
Ntrk1	38	0.095513	0.38114	0.999082	133	16	-0.25803	0.63639	0.93342	0.999886	387	7	-0.25803
Nfe2l2	14	0.096374	0.29883	0.999082	134	6	-0.021764	0.39741	0.71443	0.999886	320	4	-0.021764
Fgfr3	43	0.096493	0.39246	0.999082	135	18	-0.12878	0.039799	0.22255	0.925998	84	16	-0.12878
Mitf	37	0.096528	0.38123	0.999082	136	16	0.028973	0.0052875	0.045086	0.803208	18	14	0.028973
Erbb2	44	0.099848	0.40267	0.999082	137	16	-0.15277	0.56405	0.91393	0.999886	374	14	-0.15277
Ntrk2	45	0.10521	0.41443	0.999082	138	15	0.0031416	0.45893	0.85948	0.999886	342	15	0.0031416
Keap1	75	0.1057	0.45936	0.999082	139	24	0.048637	0.057763	0.32492	0.927132	108	27	0.048637
Gps2	16	0.10719	0.33449	0.999082	140	6	-0.003599	0.85495	0.96281	0.999886	438	4	-0.003599
Jak2	14	0.10724	0.32077	0.999082	141	4	0.034812	0.17392	0.452	0.959182	206	5	0.034812
Rad54l	17	0.10827	0.34072	0.999082	142	7	0.056213	0.13176	0.39862	0.927132	178	6	0.056213
Bcl6	42	0.10947	0.41738	0.999082	143	11	-0.012897	0.0079129	0.060455	0.875625	24	14	-0.012897
Stat5a	15	0.10987	0.33619	0.999082	144	7	-0.31033	0.13212	0.39093	0.927132	179	6	-0.31033
Bcl2	25	0.10987	0.37933	0.999082	145	4	0.15108	0.44505	0.80678	0.999886	333	9	0.15108
Traf7	33	0.11183	0.4078	0.999082	146	7	0.19083	0.060009	0.27836	0.927132	113	14	0.19083
Tnfrsf10b	1	0.11717	0.11775	0.820852	147	1	-0.79908	0.88283	0.88363	0.999886	445	0	-0.79908
Insr	59	0.11729	0.46725	0.999082	148	20	0.10994	0.052363	0.28768	0.927132	101	25	0.10994
Xpo1	11	0.11742	0.32485	0.999082	149	2	0.049883	0.10221	0.29868	0.927132	157	5	0.049883
Yes1	7	0.11917	0.28381	0.999082	150	3	-0.32974	0.72227	0.83659	0.999886	408	2	-0.32974
Top1	11	0.12038	0.33096	0.999082	151	3	0.08831	0.093045	0.27963	0.927132	149	5	0.08831
Ercc2	50	0.12046	0.46198	0.999082	152	19	0.10286	0.038091	0.22209	0.925998	81	23	0.10286
Pak7	21	0.12066	0.38954	0.999082	153	9	-0.27919	0.91601	0.98658	0.999886	458	5	-0.27919
Igf1r	38	0.12106	0.4385	0.999082	154	16	-0.12374	0.75196	0.96694	0.999886	417	9	-0.12374
Pot1b	3	0.12273	0.21052	0.964388	155	1	-0.17211	0.20144	0.31475	0.927132	224	1	-0.17211
Max	15	0.12458	0.36312	0.999082	156	5	-0.14257	0.38337	0.70558	0.999886	314	3	-0.14257
Pparg	20	0.12689	0.39357	0.999082	157	7	0.53616	0.0056345	0.039307	0.803208	20	11	0.53616
Rb1	67	0.12708	0.50286	0.999082	158	26	-0.0077192	0.056554	0.31431	0.927132	106	21	-0.0077192
Vav2	1	0.12752	0.12809	0.822824	159	1	-0.80894	0.87248	0.87322	0.999886	443	0	-0.80894
Socs1	30	0.12837	0.43406	0.999082	160	11	-0.17088	0.99406	0.99959	0.999886	477	5	-0.17088
Sh2b3	15	0.13014	0.37288	0.999082	161	4	0.15187	0.18391	0.47509	0.959182	213	5	0.15187
Prdm1	28	0.13172	0.43508	0.999082	162	8	0.2195	0.038262	0.19477	0.910309	82	13	0.2195
Rras	9	0.13205	0.33105	0.999082	163	5	-0.35994	0.049513	0.1684	0.880461	96	3	-0.35994
Egfr	61	0.13238	0.50493	0.999082	164	17	0.034944	0.069612	0.34862	0.927132	126	25	0.034944
Runx1	57	0.13285	0.49949	0.999082	165	20	-0.13978	0.81191	0.98688	0.999886	427	16	-0.13978
Lmo1	8	0.13374	0.3193	0.999082	166	3	-0.054144	0.68017	0.83026	0.999886	399	2	-0.054144
Ncoa3	18	0.13529	0.39984	0.999082	167	4	0.030089	0.36022	0.70474	0.999886	308	5	0.030089
Gata1	16	0.13752	0.39522	0.999082	168	6	0.19397	0.23755	0.55371	0.986417	251	5	0.19397
Trp53bp1	19	0.13782	0.41255	0.999082	169	8	0.20661	0.36122	0.71362	0.999886	309	7	0.20661
Esr1	39	0.141	0.48242	0.999082	170	14	0.10075	0.18409	0.56971	0.998791	214	13	0.10075
Rtel1	12	0.14127	0.37105	0.999082	171	6	-0.20448	0.45348	0.74169	0.999886	337	3	-0.20448
Prdm14	17	0.14172	0.40529	0.999082	172	6	0.089357	0.54989	0.83766	0.999886	372	5	0.089357
Ksr2	6	0.14363	0.30571	0.999082	173	2	-0.28138	0.37679	0.5949	0.999886	312	1	-0.28138
Tdpoz8	3	0.14413	0.23877	0.999082	174	2	-0.50766	0.76899	0.76991	0.999886	419	0	-0.50766
Rptor	38	0.14507	0.48597	0.999082	175	10	0.079773	0.49739	0.87148	0.999886	348	13	0.079773
Fgf3	26	0.14572	0.45286	0.999082	176	11	-0.14093	0.53522	0.8644	0.999886	365	7	-0.14093
H2-D1	3	0.14579	0.24058	0.999082	177	2	-0.43086	0.88705	0.88782	0.999886	447	0	-0.43086
Cdkn1b	3	0.14741	0.2426	0.999082	178	1	0.51686	0.26886	0.39807	0.927132	266	2	0.51686
Lats1	28	0.14795	0.46661	0.999082	179	7	0.15364	0.10391	0.38465	0.927132	158	10	0.15364
Rhoa	12	0.15105	0.38898	0.999082	180	5	0.18518	0.21659	0.49739	0.96775	236	6	0.18518
Smarca2	12	0.15135	0.38946	0.999082	181	5	-0.081423	0.19824	0.46962	0.959182	223	4	-0.081423
Bmpr1a	16	0.15417	0.42285	0.999082	182	6	0.17621	0.1444	0.41423	0.946881	186	8	0.17621
Pik3c3	19	0.15664	0.44588	0.999082	183	8	-0.26705	0.15278	0.44643	0.959182	194	7	-0.26705
Znrf3	3	0.15908	0.25744	0.999082	184	2	-0.5493	0.52413	0.56478	0.998742	361	1	-0.5493
Tgfbr1	34	0.16003	0.50344	0.999082	185	13	-0.072667	0.30168	0.70927	0.999886	279	12	-0.072667
Cux1	6	0.1606	0.32806	0.999082	186	3	-0.38805	0.84074	0.86936	0.999886	434	1	-0.38805
Smarcb1	22	0.16074	0.46963	0.999082	187	8	-0.18685	0.73353	0.94111	0.999886	409	6	-0.18685
Idh1	11	0.16387	0.39882	0.999082	188	3	0.16873	0.04138	0.15531	0.875625	88	4	0.16873
Kmt2a	80	0.16847	0.59384	0.999082	189	24	0.1078	0.096433	0.447	0.959182	154	32	0.1078
Pdgfrb	44	0.17229	0.55324	0.999082	190	16	-0.16771	0.46319	0.86221	0.999886	344	12	-0.16771
Trp63	81	0.17497	0.60687	0.999082	191	17	0.23394	0.0088663	0.082727	0.875625	28	35	0.23394
Ptp4a1	6	0.17747	0.34946	0.999082	192	2	0.8211	0.01329	0.050279	0.858192	37	4	0.8211
Irf4	21	0.17864	0.49035	0.999082	193	8	-0.19061	0.20926	0.5509	0.985068	234	7	-0.19061
H3f3a	1	0.1819	0.18145	0.910447	194	1	-0.89807	0.8181	0.8194	0.999886	428	0	-0.89807
Prkci	6	0.18406	0.35842	0.999082	195	3	-0.3303	0.61929	0.75615	0.999886	384	2	-0.3303
Kmt2b	139	0.18618	0.63611	0.999082	196	46	0.038636	0.18386	0.64105	0.999886	212	48	0.038636
Brca2	13	0.18783	0.45302	0.999082	197	6	-0.18583	0.14101	0.39131	0.927132	184	5	-0.18583
Cbfb	15	0.18889	0.47583	0.999082	198	7	-0.25561	0.068622	0.2499	0.925998	123	5	-0.25561
Cdk12	36	0.19049	0.56558	0.999082	199	7	0.12661	0.18787	0.57103	0.998791	215	14	0.12661
Pbrm1	34	0.19121	0.55648	0.999082	200	11	0.15044	0.28795	0.69415	0.999886	275	13	0.15044
Fgf15	1	0.19134	0.19083	0.927142	201	1	-0.58004	0.80866	0.81037	0.999886	425	0	-0.58004
Mdc1	8	0.2037	0.4215	0.999082	202	4	0.0079858	0.092853	0.25797	0.925998	148	4	0.0079858
Map3k13	33	0.20536	0.57687	0.999082	203	10	-0.06738	0.45301	0.83415	0.999886	336	12	-0.06738
Klf4	12	0.20786	0.47414	0.999082	204	5	0.024426	0.39781	0.69022	0.999886	321	5	0.024426
Calr	4	0.20791	0.33887	0.999082	205	1	0.24781	0.010382	0.034552	0.803208	31	2	0.24781
Map2k2	17	0.20897	0.51184	0.999082	206	5	0.14356	0.1197	0.37665	0.927132	168	7	0.14356
Cd79a	7	0.20915	0.41545	0.999082	207	2	0.1822	0.31763	0.54361	0.981641	289	3	0.1822
Tap2	6	0.21142	0.39356	0.999082	208	3	-0.18291	0.32465	0.53755	0.981641	295	2	-0.18291
Cdk4	8	0.21189	0.43325	0.999082	209	4	-0.055929	0.1332	0.33304	0.927132	180	3	-0.055929
Bcr	4	0.21279	0.34435	0.999082	210	2	-0.18659	0.86678	0.86709	0.999886	442	0	-0.18659
Rnf43	47	0.22118	0.63332	0.999082	211	14	0.097879	0.23262	0.65958	0.999886	246	13	0.097879
Hnf1a	34	0.22399	0.60581	0.999082	212	12	0.10545	0.25855	0.6602	0.999886	263	10	0.10545
Notch1	138	0.22413	0.69184	0.999082	213	43	0.035691	0.061928	0.35097	0.927132	118	57	0.035691
Jun	4	0.22452	0.35665	0.999082	214	2	-0.43438	0.33602	0.48065	0.959182	300	1	-0.43438
Men1	39	0.2264	0.62387	0.999082	215	13	0.15402	0.026131	0.16038	0.875625	63	16	0.15402
Tcf3	13	0.22804	0.51207	0.999082	216	5	-0.1735	0.89056	0.96316	0.999886	448	2	-0.1735
Tes3-ps	6	0.23076	0.41787	0.999082	217	1	0.68471	0.011197	0.043177	0.803208	33	5	0.68471
Tsc1	44	0.23089	0.64159	0.999082	218	13	0.1646	0.11629	0.4506	0.959182	166	20	0.1646
Myd88	6	0.23149	0.41895	0.999082	219	2	0.22311	0.54614	0.70476	0.999886	368	2	0.22311
Ptpn11	37	0.2328	0.63121	0.999082	220	7	0.38273	0.012369	0.089233	0.875625	35	20	0.38273
Smo	45	0.23344	0.64382	0.999082	221	16	-0.16535	0.3235	0.75568	0.999886	294	15	-0.16535
Recql4	12	0.23926	0.5118	0.999082	222	5	-0.20594	0.89674	0.96227	0.999886	449	2	-0.20594
Malt1	16	0.23937	0.54743	0.999082	223	5	-0.16645	0.099861	0.32743	0.927132	156	7	-0.16645
Rbm10	91	0.23944	0.71398	0.999082	224	33	-0.10283	0.072561	0.38827	0.927132	129	32	-0.10283
Aurka	6	0.23983	0.42978	0.999082	225	2	-0.090805	0.91178	0.91292	0.999886	455	1	-0.090805
Rragc	7	0.24144	0.45029	0.999082	226	3	-0.22599	0.92992	0.93533	0.999886	462	1	-0.22599
Kdr	58	0.24204	0.67959	0.999082	227	17	0.12652	0.034631	0.21621	0.925998	79	26	0.12652
Inpp4a	56	0.24329	0.67719	0.999082	228	19	0.20568	0.30778	0.7595	0.999886	281	22	0.20568
Cdk8	19	0.24554	0.57353	0.999082	229	7	0.078044	0.31745	0.66797	0.999886	288	6	0.078044
Tet1	10	0.24992	0.50921	0.999082	230	4	0.17812	0.20373	0.4582	0.959182	228	5	0.17812
Card11	112	0.25009	0.7248	0.999082	231	34	0.089884	0.019364	0.1559	0.875625	53	46	0.089884
Tek	34	0.25172	0.64136	0.999082	232	12	0.071532	0.01149	0.082548	0.875625	34	13	0.071532
Rad51c	1	0.25274	0.25272	0.999082	233	1	-0.58483	0.74726	0.74893	0.999886	415	0	-0.58483
Kit	24	0.25432	0.61552	0.999082	234	6	0.11884	0.34187	0.72031	0.999886	301	10	0.11884
Park2	1	0.25508	0.25523	0.999082	235	1	-0.54079	0.74492	0.7465	0.999886	414	0	-0.54079
Dnmt3c	16	0.26001	0.5754	0.999082	236	4	0.27809	0.033888	0.15206	0.875625	78	8	0.27809
Traf2	10	0.26043	0.51985	0.999082	237	2	0.60425	0.0085246	0.04254	0.803208	26	7	0.60425
Dis3	13	0.2614	0.55246	0.999082	238	3	0.2996	0.094663	0.29769	0.927132	150	6	0.2996
Bcl10	1	0.26452	0.26519	0.999082	239	1	-0.56561	0.73548	0.7369	0.999886	411	0	-0.56561
Nup93	24	0.26463	0.62808	0.999082	240	6	-0.012782	0.52822	0.85762	0.999886	363	9	-0.012782
