id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Ankrd11	35	0.0079997	0.05946	0.560962	37	17	-0.28878	0.096276	0.37979	0.928363	153	11	-0.28878
Rara	38	0.0080795	0.061818	0.560962	38	18	-0.12373	0.12765	0.45686	0.987624	182	13	-0.12373
Cdkn2b	4	0.0082817	0.028305	0.412571	39	2	-0.15202	0.019343	0.057083	0.695275	57	2	-0.15202
Sdhc	3	0.0091048	0.024117	0.39541	40	2	-1.171	0.80817	0.8087	0.999955	425	0	-1.171
Trp53bp1	19	0.010167	0.060197	0.560962	41	9	-0.30983	0.69006	0.91215	0.999955	388	5	-0.30983
Smad2	18	0.010215	0.058486	0.560962	42	9	-0.50616	0.46475	0.78407	0.999955	320	5	-0.50616
Tgfbr1	34	0.010215	0.072352	0.580656	43	13	-0.096905	0.74067	0.95858	0.999955	398	9	-0.096905
Tshr	22	0.010279	0.065041	0.560962	44	12	-0.36157	0.68775	0.92158	0.999955	387	6	-0.36157
Syk	28	0.010503	0.069637	0.579484	45	8	0.26911	0.051771	0.23789	0.86926	106	13	0.26911
Drosha	42	0.010686	0.075317	0.580656	46	21	-0.32371	0.6074	0.92403	0.999955	370	7	-0.32371
Phf6	6	0.011501	0.043664	0.52506	47	5	-0.59048	0.97142	0.97175	0.999955	468	0	-0.59048
Msh3	3	0.01206	0.031379	0.442251	48	3	-0.9809	0.98794	0.98798	0.999955	478	0	-0.9809
H3f3b	2	0.012451	0.02363	0.39541	49	2	-1.3177	0.98755	0.98768	0.999955	477	0	-1.3177
Nuf2	3	0.012594	0.032901	0.442251	50	2	-1.9451	0.90177	0.90158	0.999955	447	0	-1.9451
Mre11a	1	0.013858	0.013633	0.364301	51	1	-2.6274	0.98614	0.98623	0.999955	475	0	-2.6274
Axin1	40	0.014099	0.096415	0.634456	52	19	-0.33386	0.013504	0.094943	0.766376	40	10	-0.33386
Igf1r	38	0.014115	0.096455	0.634456	53	15	-0.1733	0.045524	0.23398	0.86926	98	9	-0.1733
Prkd1	30	0.014623	0.092635	0.634456	54	13	-0.34298	0.74422	0.95478	0.999955	402	4	-0.34298
Braf	30	0.014958	0.094445	0.634456	55	16	-0.40971	0.97385	0.99781	0.999955	469	5	-0.40971
Sos1	18	0.015434	0.08219	0.605372	56	7	-0.039652	0.30643	0.64427	0.999955	267	5	-0.039652
Kmt2b	139	0.015624	0.12963	0.671078	57	42	0.11024	0.089884	0.4351	0.982557	148	50	0.11024
Il7r	7	0.015782	0.058913	0.560962	58	5	-0.55252	0.61818	0.76541	0.999955	373	1	-0.55252
Spop	9	0.01586	0.06531	0.560962	59	4	0.17089	0.24624	0.48762	0.99004	247	4	0.17089
Csde1	17	0.016277	0.083066	0.605372	60	5	0.0084787	0.57181	0.84724	0.999955	360	5	0.0084787
Mlh1	26	0.01669	0.097609	0.634456	61	14	-0.28103	0.08081	0.3141	0.91351	135	10	-0.28103
Nkx3-1	11	0.017717	0.075486	0.580656	62	7	-0.39107	0.69716	0.86837	0.999955	391	2	-0.39107
Asxl2	28	0.017811	0.106	0.640469	63	14	-0.3828	0.30582	0.68907	0.999955	265	5	-0.3828
Map2k4	30	0.019338	0.11544	0.653279	64	12	-0.15687	0.84052	0.978	0.999955	436	7	-0.15687
Yes1	7	0.019348	0.069875	0.579484	65	4	-0.79603	0.74275	0.84802	0.999955	401	1	-0.79603
Pgr	22	0.019417	0.10627	0.640469	66	10	-0.11043	0.082162	0.30896	0.91351	138	7	-0.11043
Pdgfra	55	0.019682	0.13785	0.683545	67	25	0.023343	0.45081	0.86598	0.999955	316	17	0.023343
Eif1ad19	8	0.019733	0.075983	0.580656	68	5	-0.77843	0.18353	0.39542	0.936939	217	3	-0.77843
Pot1b	3	0.019748	0.050548	0.542743	69	2	-0.86793	0.78717	0.7883	0.999955	417	0	-0.86793
Smarcd1	14	0.021911	0.1016	0.640469	70	7	-0.28261	0.58789	0.83554	0.999955	366	3	-0.28261
Irf8	1	0.023072	0.023232	0.39541	71	1	-1.3338	0.97693	0.97721	0.999955	472	0	-1.3338
Hras	15	0.023314	0.10785	0.640469	72	8	-0.36139	0.36581	0.68413	0.999955	296	3	-0.36139
Ppp6c	12	0.023674	0.10112	0.640469	73	7	-0.47029	0.93368	0.97103	0.999955	455	2	-0.47029
Etv1	26	0.024225	0.13126	0.671078	74	13	-0.2688	0.48604	0.82947	0.999955	330	8	-0.2688
Trip13	3	0.024515	0.06145	0.560962	75	3	-0.64355	0.97548	0.97516	0.999955	470	0	-0.64355
Prkci	6	0.024763	0.081593	0.605372	76	3	-0.31657	0.17102	0.3451	0.91351	209	2	-0.31657
Crkl	3	0.024918	0.062395	0.560962	77	2	-0.99338	0.79333	0.79449	0.999955	419	0	-0.99338
Fgf4	13	0.025708	0.11238	0.643512	78	5	-0.17658	0.47202	0.75639	0.999955	323	5	-0.17658
Abl1	20	0.026528	0.1306	0.671078	79	7	0.11172	0.15173	0.44375	0.987624	198	7	0.11172
Kdm5a	33	0.026864	0.15072	0.732275	80	12	-0.098748	0.042705	0.21447	0.838702	95	8	-0.098748
Trp53	109	0.027067	0.19357	0.776088	81	41	-0.077528	0.27008	0.75145	0.999955	254	37	-0.077528
Mapkap1	8	0.027752	0.097151	0.634456	82	3	0.26584	0.51095	0.72044	0.999955	343	3	0.26584
Kdm5c	58	0.029921	0.18813	0.776088	83	23	-0.22813	0.017184	0.12686	0.766376	50	16	-0.22813
Csf1r	27	0.030399	0.16182	0.763088	84	9	-0.17832	0.71678	0.94181	0.999955	393	6	-0.17832
Ptp4a1	6	0.030641	0.096176	0.634456	85	3	-0.42578	0.61399	0.74787	0.999955	371	1	-0.42578
Spred1	13	0.030692	0.12964	0.671078	86	7	-0.54896	0.66791	0.87006	0.999955	382	3	-0.54896
Hist1h3a	7	0.032063	0.10756	0.640469	87	3	-0.25399	0.50064	0.6956	0.999955	339	1	-0.25399
Dicer1	28	0.032347	0.16644	0.763203	88	11	-0.19026	0.40145	0.77755	0.999955	304	8	-0.19026
Ksr2	6	0.034595	0.10548	0.640469	89	3	-0.36194	0.46897	0.64139	0.999955	322	2	-0.36194
Apc	119	0.035181	0.23391	0.836046	90	44	-0.14395	0.97055	0.99975	0.999955	467	25	-0.14395
Hnf1a	34	0.035736	0.18781	0.776088	91	12	-0.089989	0.082005	0.33801	0.91351	137	10	-0.089989
Wwtr1	9	0.036354	0.12964	0.671078	92	6	-0.47428	0.70386	0.85056	0.999955	392	2	-0.47428
Tes3-ps	6	0.036402	0.10964	0.643161	93	2	-0.28245	0.41989	0.60753	0.999955	310	2	-0.28245
Pak1	17	0.039257	0.16546	0.763203	94	9	-0.41071	0.67873	0.89766	0.999955	385	3	-0.41071
Vhl	20	0.041909	0.18411	0.776088	95	6	0.0052397	0.35758	0.70784	0.999955	291	7	0.0052397
Ylpm1	2	0.042214	0.076053	0.580656	96	2	-0.69039	0.95779	0.95723	0.999955	463	0	-0.69039
Fgf3	26	0.04225	0.19741	0.778316	97	9	-0.21329	0.20427	0.55362	0.999955	226	9	-0.21329
Pik3ca	64	0.042501	0.24694	0.836046	98	28	-0.26421	0.96549	0.99911	0.999955	465	13	-0.26421
Pten	18	0.042895	0.18259	0.776088	99	6	-0.16033	0.65017	0.89166	0.999955	376	2	-0.16033
Blm	13	0.04365	0.1666	0.763203	100	6	-0.42047	0.83911	0.94109	0.999955	435	2	-0.42047
Fubp1	11	0.044249	0.15879	0.756194	101	5	-0.25206	0.12333	0.3379	0.91351	177	3	-0.25206
Lztr1	6	0.046238	0.13266	0.671078	102	4	-0.54092	0.9404	0.94006	0.999955	457	0	-0.54092
Rad54l	17	0.046608	0.18767	0.776088	103	9	-0.30565	0.37744	0.7079	0.999955	300	5	-0.30565
Ptch1	61	0.047239	0.2628	0.836046	104	16	-0.0076459	0.48061	0.88677	0.999955	325	17	-0.0076459
Prex2	51	0.0474	0.25586	0.836046	105	22	-0.25586	0.0057612	0.051503	0.688131	29	16	-0.25586
Lyn	12	0.048539	0.17588	0.776088	106	5	-0.20729	0.6608	0.862	0.999955	380	3	-0.20729
Epha5	76	0.050274	0.28787	0.870859	107	28	-0.10693	0.13494	0.53014	0.999955	189	21	-0.10693
Bcl10	1	0.050638	0.050776	0.542743	108	1	-1.5154	0.94936	0.94977	0.999955	461	0	-1.5154
Wt1	39	0.051985	0.25568	0.836046	109	17	-0.097973	0.34723	0.7639	0.999955	285	12	-0.097973
Cdk6	4	0.053658	0.12678	0.671078	110	3	-0.59272	0.48342	0.59802	0.999955	328	1	-0.59272
Cbfb	15	0.057003	0.21142	0.807075	111	8	-0.47999	0.022973	0.10733	0.766376	64	5	-0.47999
Cdkn2a	25	0.057807	0.24634	0.836046	112	4	0.73462	9.327e-08	4.9737e-06	0.002392	1	19	0.73462
Pik3c3	19	0.058184	0.23176	0.836046	113	10	-0.33115	0.94651	0.98878	0.999955	459	3	-0.33115
Erg	32	0.058357	0.26115	0.836046	114	8	0.024595	0.34961	0.7444	0.999955	287	12	0.024595
Pim1	56	0.05859	0.29856	0.897533	115	16	0.11639	0.033963	0.20696	0.835693	82	24	0.11639
Rps6ka4	46	0.059065	0.28699	0.870859	116	12	0.22306	0.0077303	0.0634	0.709191	34	22	0.22306
Hoxb13	10	0.059185	0.1942	0.776088	117	5	-0.3768	0.78619	0.90065	0.999955	416	2	-0.3768
Pms1	10	0.059342	0.19463	0.776088	118	6	-0.52171	0.876	0.93828	0.999955	444	2	-0.52171
Foxp1	39	0.060819	0.28521	0.870859	119	14	-0.033185	0.35285	0.76917	0.999955	289	11	-0.033185
H3f3a	1	0.061287	0.061798	0.560962	120	1	-1.4826	0.93871	0.93908	0.999955	456	0	-1.4826
Pik3r1	25	0.063077	0.26105	0.836046	121	12	-0.24418	0.4334	0.79068	0.999955	313	6	-0.24418
Casp8	9	0.06438	0.19523	0.776088	122	4	-0.11178	0.79515	0.89242	0.999955	421	2	-0.11178
Flt4	86	0.06508	0.34796	0.959549	123	24	0.19154	0.014409	0.12354	0.766376	43	35	0.19154
Xiap	3	0.065685	0.13122	0.671078	124	2	-0.92699	0.95249	0.95197	0.999955	462	0	-0.92699
Rac1	12	0.066318	0.22365	0.836046	125	4	0.082412	0.48297	0.74806	0.999955	327	4	0.082412
U2af1	21	0.066632	0.26135	0.836046	126	8	0.027657	0.040158	0.18475	0.835693	93	9	0.027657
Eif1ax	2	0.06791	0.1188	0.664432	127	1	-0.59925	0.48225	0.48471	0.99004	326	1	-0.59925
Rps6kb2	8	0.068768	0.2017	0.782393	128	4	-0.2144	0.82179	0.90293	0.999955	427	2	-0.2144
Mst1r	13	0.069807	0.23446	0.836046	129	2	0.20078	0.064282	0.22346	0.859885	121	4	0.20078
Mapk1	8	0.071459	0.20807	0.80067	130	4	-0.46215	0.32339	0.56241	0.999955	275	3	-0.46215
Setd2	45	0.072305	0.32792	0.944891	131	15	0.11397	0.098317	0.4019	0.942992	158	19	0.11397
Myd88	6	0.072692	0.18951	0.776088	132	2	0.0029945	0.036806	0.1125	0.766376	87	3	0.0029945
Inpp4b	13	0.074388	0.24569	0.836046	133	5	0.016013	0.55974	0.80907	0.999955	357	4	0.016013
Irf1	3	0.074747	0.14384	0.70601	134	2	-0.49395	0.7942	0.79527	0.999955	420	0	-0.49395
Ar	71	0.074845	0.36635	0.979067	135	18	0.14502	0.13809	0.52955	0.999955	191	28	0.14502
Sox17	46	0.077621	0.34274	0.958482	136	18	-0.15258	0.33009	0.76053	0.999955	279	17	-0.15258
Kmt2c	75	0.07778	0.38227	0.980749	137	26	-0.14356	0.51297	0.91447	0.999955	344	23	-0.14356
Ncor2	5	0.078416	0.18352	0.776088	138	1	0.53711	0.01879	0.0595	0.698039	55	4	0.53711
Jak1	50	0.080544	0.35741	0.976797	139	18	-0.10022	0.56165	0.91381	0.999955	358	13	-0.10022
Rtel1	12	0.080683	0.25425	0.836046	140	5	-0.10906	0.41654	0.7027	0.999955	309	2	-0.10906
Gsk3b	12	0.081522	0.25599	0.836046	141	4	0.22921	0.13576	0.36344	0.91476	190	5	0.22921
Kras	13	0.082109	0.2642	0.836046	142	7	-0.40525	0.87528	0.95635	0.999955	442	3	-0.40525
Inpp4a	56	0.08311	0.37596	0.980749	143	15	-0.021658	0.088975	0.39528	0.936939	146	22	-0.021658
Fgfr3	43	0.085449	0.36359	0.979067	144	11	0.017835	0.46122	0.85485	0.999955	319	11	0.017835
Ubr5	1	0.086814	0.087074	0.625116	145	1	-0.96576	0.91319	0.91382	0.999955	449	0	-0.96576
Tgfbr2	28	0.088021	0.33621	0.945704	146	9	0.035351	0.07438	0.30502	0.91351	130	8	0.035351
Rasa1	31	0.090412	0.34911	0.959549	147	14	-0.34947	0.88014	0.98617	0.999955	445	6	-0.34947
Slx4	6	0.091256	0.22788	0.836046	148	1	-0.14266	0.050033	0.1426	0.784447	104	2	-0.14266
Fanca	9	0.091674	0.25214	0.836046	149	4	-0.24487	0.99882	0.99881	0.999955	481	0	-0.24487
Babam1	10	0.092917	0.26641	0.837524	150	3	-0.068107	0.41512	0.67676	0.999955	308	3	-0.068107
Rhoa	12	0.095028	0.28347	0.870859	151	4	-0.13507	0.74197	0.89697	0.999955	399	3	-0.13507
Xrcc2	6	0.096529	0.23907	0.836046	152	3	-0.6502	0.36844	0.57313	0.999955	298	2	-0.6502
Rad51	3	0.098216	0.17719	0.776088	153	2	-0.62487	0.65446	0.65772	0.999955	378	1	-0.62487
Met	37	0.09888	0.38584	0.980749	154	13	-0.26071	0.069681	0.3109	0.91351	125	15	-0.26071
Cyld	7	0.098886	0.24636	0.836046	155	4	-0.31114	0.9769	0.97701	0.999955	471	0	-0.31114
Plk2	13	0.102	0.30966	0.913773	156	4	0.14421	0.57346	0.817	0.999955	361	3	0.14421
Rptor	38	0.10217	0.3951	0.984691	157	12	0.03199	0.086191	0.35777	0.91351	142	15	0.03199
Ikzf1	74	0.10413	0.45126	0.999816	158	23	-0.18913	0.49567	0.90479	0.999955	336	24	-0.18913
Rragc	7	0.10701	0.26091	0.836046	159	3	-0.0058339	0.044334	0.14246	0.784447	96	2	-0.0058339
Pole	61	0.10802	0.44735	0.999816	160	24	-0.080659	0.31337	0.76789	0.999955	269	17	-0.080659
Cdk12	36	0.1101	0.41291	0.985705	161	11	0.10115	0.31467	0.72282	0.999955	270	12	0.10115
Shoc2	1	0.11068	0.11148	0.643512	162	1	-0.92925	0.88932	0.89043	0.999955	446	0	-0.92925
Asxl1	32	0.11246	0.40246	0.985705	163	9	0.11383	0.11359	0.40956	0.947679	170	12	0.11383
Rel	3	0.11535	0.19965	0.780741	164	2	-0.61807	0.20026	0.31153	0.91351	224	1	-0.61807
Jun	4	0.1155	0.23673	0.836046	165	2	-0.58225	0.22202	0.3581	0.91351	234	1	-0.58225
Grin2a	159	0.11863	0.50504	0.999816	166	57	-0.059856	0.57354	0.94244	0.999955	362	53	-0.059856
Shq1	2	0.11868	0.19087	0.776088	167	1	-1.0846	0.79933	0.79828	0.999955	422	0	-1.0846
Rras2	5	0.12111	0.25246	0.836046	168	1	-0.0053395	0.388	0.55155	0.999955	302	1	-0.0053395
Top1	11	0.12163	0.33199	0.944891	169	4	-0.20655	0.49409	0.74842	0.999955	333	4	-0.20655
Ppp2r1a	42	0.12168	0.44565	0.999816	170	11	0.23333	0.039446	0.21089	0.835693	92	19	0.23333
Cdk8	19	0.12221	0.38	0.980749	171	9	-0.30858	0.12644	0.3913	0.936939	181	6	-0.30858
Erbb4	80	0.12247	0.50098	0.999816	172	31	-0.14738	0.031691	0.21196	0.835693	80	26	-0.14738
Msh6	18	0.13003	0.38811	0.980749	173	8	0.10195	0.31008	0.64794	0.999955	268	6	0.10195
Ercc4	18	0.13008	0.38819	0.980749	174	3	0.1732	0.097303	0.32496	0.91351	156	6	0.1732
Rad51c	1	0.13099	0.13152	0.671078	175	1	-0.95858	0.86901	0.86989	0.999955	439	0	-0.95858
Rad51b	1	0.13334	0.13394	0.671078	176	1	-0.9583	0.86666	0.86772	0.999955	438	0	-0.9583
Smyd3	13	0.1353	0.36639	0.979067	177	5	-0.02313	0.2384	0.52743	0.999955	241	4	-0.02313
Id3	7	0.13755	0.31529	0.91911	178	3	-0.35477	0.44547	0.66136	0.999955	314	2	-0.35477
Csf3r	3	0.13889	0.23116	0.836046	179	2	-0.70068	0.00011328	0.00029345	0.04366	4	1	-0.70068
Upf1	33	0.14128	0.46695	0.999816	180	12	-0.062429	0.14241	0.47431	0.987624	192	10	-0.062429
Irf4	21	0.14315	0.42919	0.999816	181	6	-0.16008	0.29064	0.64833	0.999955	259	8	-0.16008
Malt1	16	0.14943	0.4128	0.985705	182	7	-0.2857	0.3626	0.68241	0.999955	293	3	-0.2857
Nsd1	35	0.15162	0.49409	0.999816	183	14	0.29849	0.058257	0.27385	0.902793	112	16	0.29849
Mycn	3	0.15491	0.25194	0.836046	184	2	-0.45101	0.67544	0.67718	0.999955	384	1	-0.45101
Alb	1	0.15629	0.15572	0.749019	185	1	-0.96242	0.84371	0.84461	0.999955	437	0	-0.96242
Setdb1	6	0.16483	0.33169	0.944891	186	3	-0.35623	0.97803	0.97828	0.999955	473	0	-0.35623
Stk11	53	0.16742	0.55778	0.999816	187	15	0.0059771	0.17528	0.57693	0.999955	212	17	0.0059771
Cdkn1a	1	0.16823	0.16834	0.763903	188	1	-0.65794	0.83177	0.83273	0.999955	432	0	-0.65794
Kit	24	0.16978	0.48808	0.999816	189	5	0.40651	0.010231	0.065877	0.72015	35	12	0.40651
Sgk1	3	0.17142	0.27297	0.852591	190	1	0.082889	0.76349	0.76469	0.999955	408	0	0.082889
Atp6v1b2	1	0.17261	0.17264	0.776081	191	1	-1.0419	0.82739	0.8283	0.999955	430	0	-1.0419
Hist1h3g	11	0.17287	0.40998	0.985705	192	3	-0.070832	0.29119	0.5733	0.999955	260	3	-0.070832
Akt1	20	0.1732	0.47866	0.999816	193	5	0.29573	0.047371	0.20572	0.835693	102	11	0.29573
Nras	7	0.17391	0.37369	0.980749	194	3	-0.15313	0.034118	0.11351	0.766376	83	2	-0.15313
Cdc73	11	0.17572	0.41396	0.985705	195	5	-0.42507	0.78102	0.91165	0.999955	413	2	-0.42507
Bmpr1a	16	0.17727	0.45637	0.999816	196	6	-0.21301	0.66617	0.88795	0.999955	381	3	-0.21301
Ercc3	21	0.17732	0.48686	0.999816	197	8	-0.07611	0.66936	0.91007	0.999955	383	5	-0.07611
Acvr1	22	0.1778	0.49486	0.999816	198	9	-0.29466	0.83474	0.96774	0.999955	433	5	-0.29466
Btg1	13	0.17894	0.43751	0.999816	199	6	-0.19098	0.14815	0.39474	0.936939	196	5	-0.19098
Pdgfrb	44	0.17977	0.56552	0.999816	200	11	0.29627	0.0041014	0.037009	0.613843	23	24	0.29627
Amer1	39	0.18147	0.55599	0.999816	201	16	-0.15371	0.13334	0.47066	0.987624	188	9	-0.15371
Tet2	19	0.18382	0.48442	0.999816	202	8	-0.04907	0.19219	0.50498	0.999955	222	6	-0.04907
Smad3	53	0.1845	0.58711	0.999816	203	10	0.22919	0.0067629	0.05768	0.695275	32	24	0.22919
Pik3cb	26	0.18662	0.52192	0.999816	204	9	0.083311	0.17664	0.51094	0.999955	214	11	0.083311
Errfi1	7	0.18778	0.38944	0.980749	205	2	-0.031846	0.15353	0.34279	0.91351	201	3	-0.031846
Lats2	21	0.18803	0.50438	0.999816	206	8	-0.25899	0.69008	0.91843	0.999955	389	6	-0.25899
Arid5b	35	0.19275	0.56243	0.999816	207	7	0.018682	0.40665	0.80442	0.999955	306	13	0.018682
Smo	45	0.19314	0.58377	0.999816	208	11	0.089458	0.254	0.67359	0.999955	248	18	0.089458
Xpo1	11	0.19326	0.43933	0.999816	209	4	-0.24595	0.27933	0.55928	0.999955	258	2	-0.24595
E2f3	18	0.19488	0.49861	0.999816	210	6	0.077962	0.12815	0.39266	0.936939	183	6	0.077962
Ptprs	147	0.19664	0.65186	0.999816	211	53	-0.025686	0.00021993	0.0035562	0.285088	6	54	-0.025686
H2-D1	3	0.19694	0.30603	0.913773	212	1	-0.1471	0.7507	0.75141	0.999955	404	0	-0.1471
Cdkn1b	3	0.19819	0.30781	0.913773	213	2	-0.73816	0.79214	0.79308	0.999955	418	0	-0.73816
Jak2	14	0.19839	0.47482	0.999816	214	4	-0.12743	0.53403	0.80318	0.999955	348	4	-0.12743
Ntrk3	78	0.20098	0.64749	0.999816	215	22	0.087358	0.38948	0.84498	0.999955	303	25	0.087358
Plcg1	6	0.20197	0.38028	0.980749	216	2	-0.12189	0.9189	0.91783	0.999955	450	1	-0.12189
Cux1	6	0.20214	0.38052	0.980749	217	2	0.46362	0.011392	0.043455	0.688131	36	3	0.46362
Hgf	35	0.20287	0.57818	0.999816	218	11	0.072715	0.36558	0.76956	0.999955	294	11	0.072715
Nbn	2	0.204	0.25375	0.836046	219	1	-0.61882	0.76348	0.76259	0.999955	407	0	-0.61882
Ntrk2	45	0.20705	0.60549	0.999816	220	13	0.14813	0.086207	0.3693	0.915639	143	19	0.14813
Src	26	0.20735	0.55606	0.999816	221	9	0.057863	0.49713	0.8367	0.999955	337	8	0.057863
Foxa1	35	0.20755	0.58529	0.999816	222	7	0.26498	0.027058	0.15739	0.796903	71	17	0.26498
Prdm14	17	0.21084	0.51195	0.999816	223	4	0.024569	0.073638	0.26495	0.897483	128	6	0.024569
Cdh1	35	0.21437	0.59552	0.999816	224	13	-0.10126	0.74813	0.96169	0.999955	403	8	-0.10126
Akt3	16	0.21445	0.51259	0.999816	225	6	-0.10037	0.15794	0.43478	0.982557	203	5	-0.10037
Rxra	21	0.21594	0.54844	0.999816	226	6	-0.010325	0.014302	0.083762	0.766376	42	9	-0.010325
Carm1	18	0.21602	0.5324	0.999816	227	3	0.34685	0.025292	0.12198	0.766376	68	9	0.34685
Il10	3	0.21659	0.33171	0.944891	228	2	-0.38312	0.26352	0.3916	0.936939	251	1	-0.38312
Akt2	16	0.22031	0.52083	0.999816	229	5	0.0044642	0.22482	0.52991	0.999955	236	6	0.0044642
Ncoa3	18	0.22785	0.54694	0.999816	230	6	0.096885	0.56455	0.84679	0.999955	359	6	0.096885
Pik3r3	8	0.22807	0.45498	0.999816	231	3	-0.3565	0.068258	0.20122	0.835693	123	1	-0.3565
Raf1	13	0.2315	0.51674	0.999816	232	2	0.19699	0.086338	0.27591	0.902793	144	5	0.19699
Mitf	37	0.23193	0.62773	0.999816	233	14	-0.036272	0.17846	0.55309	0.999955	215	12	-0.036272
Fgfr4	35	0.23203	0.62149	0.999816	234	11	0.10389	0.049056	0.24216	0.86926	103	16	0.10389
H2-K1	2	0.23733	0.27845	0.864099	235	1	-0.31051	0.54968	0.54862	0.999955	353	1	-0.31051
Rnf43	47	0.24662	0.66602	0.999816	236	13	0.12493	0.015016	0.10841	0.766376	46	20	0.12493
Rbm10	91	0.24848	0.72382	0.999816	237	22	0.056371	0.24583	0.72492	0.999955	246	34	0.056371
Vegfa	5	0.2486	0.41977	0.994638	238	2	-0.28515	0.92042	0.92078	0.999955	451	0	-0.28515
Lmo1	8	0.24888	0.48413	0.999816	239	2	0.02249	0.94674	0.9492	0.999955	460	1	0.02249
Ikbke	11	0.25366	0.52342	0.999816	240	4	-0.078446	0.096559	0.28236	0.906491	154	4	-0.078446
