sgRNA	Gene	input_rep1	input_rep2	input_rep3	d15_rep1	d15_rep2	d15_rep3
gRNA_91	Akt1	2272.101901500227	3091.342193507379	2545.668631163594	2553.7372879693244	1381.746561547247	1663.2609849172848
gRNA_92	Akt1	1747.3810878679856	1957.2077467353038	2307.1093302578483	900.133616627504	1419.5450997050743	1902.8253243086633
gRNA_93	Akt1	2558.7736973649457	3584.085072080683	2941.972355795289	4575.679217856479	4064.3928113597212	3215.866060687123
gRNA_94	Akt1	5181.364790982461	4528.2795265535515	5667.1432622332395	5478.051972833802	4114.790862236824	7612.442079803183
gRNA_96	Akt1	1704.836157032939	1483.7341427430786	2104.295071181628	4234.21061950898	2325.66005609966	1394.0362987441165
gRNA_97	Akt1	1418.16436116822	1852.603113295161	991.5363777059664	2432.8238170790623	4970.507767754307	1577.7022922775068
gRNA_98	Akt1	1175.0504706822396	1539.7067974785934	1072.351254885763	1201.2977246782486	830.5178800789304	1810.421936257703
gRNA_99	Akt1	1609.6165499259298	2371.9559424804315	1335.776671846831	6735.328156257543	6455.150349842306	3770.286388992885
gRNA_100	Akt2	1186.193190662847	1176.3433339496762	699.3595140559324	651.5892597975215	906.1149563945852	1195.5401318198315
gRNA_101	Akt2	885.3397511864459	1618.619064810631	757.6394735605935	414.2405947166374	1116.106835049182	941.1456190375583
gRNA_102	Akt2	2336.9322722964885	1009.3429542469921	651.181414198746	506.04526705924354	3312.6218857762647	2863.3642470112377
gRNA_103	Akt2	131.68669067990615	702.8697299574509	395.52665850496624	306.76195392529365	645.7250268628852	304.58894579760977
gRNA_104	Akt2	819.496405846493	425.7592097914585	433.60289871467813	700.8503034935542	1056.259149632622	1617.6296821760698
gRNA_105	Akt2	792.14609316682	1169.92024242265	1000.8611712267121	2656.7376520610287	2494.70351841661	1410.0072547035418
gRNA_106	Akt2	4519.892413951856	4560.394984188682	6256.15938629368	10323.54736184355	2024.3217102303133	5989.108484784461
gRNA_107	Akt2	1836.522847712845	1387.3877698376837	2586.0760697534924	1697.2668691633037	2440.105629966415	2126.4187077406164
gRNA_108	Akt2	2171.8174216747598	1256.1731857855748	1265.8407204412376	2857.1405343698884	2330.9098530660244	2370.5461774061164
gRNA_109	Akt2	1684.5766661591072	1815.899733140725	2865.0428092491366	2213.3882587967355	3932.097927807325	2083.068970136462
gRNA_110	Akt2	2849.497391404431	2644.4785401271192	1410.375020012797	941.5576760991678	5612.0329570441	4045.214988008705
gRNA_111	Akt2	1560.9937718287338	640.4739836949095	681.4869931411697	875.5030947794877	1531.8907547852837	1395.177081312647
gRNA_112	Akt2	1056.532449070324	1099.2662356253607	1055.2558000977292	1074.7864079134376	459.882214253567	2523.4110415891864
gRNA_113	Akt2	2355.165814082937	3433.601213447495	3199.1812437425265	2384.6823425579396	907.1649157878583	2028.3114068470043
gRNA_114	Akt2	2655.006279015646	2681.1819202815554	2541.78330052995	2725.0313717305285	2612.298970463184	2142.3896637000416
gRNA_115	Akt2	1767.6405787418173	2514.181540578871	3025.895497482001	1817.0607708786556	1187.504073791745	1799.0141105723992
gRNA_116	Akt3	1892.2364476158823	1096.5134821137779	1505.1770874737124	2657.8572212359386	3411.3180687439253	873.8394474942662
gRNA_117	Akt3	1503.2542228383134	1595.6794522141086	1235.535141498814	3427.001244398992	2647.9975898344655	6206.997955373763
gRNA_118	Akt3	2180.934192567984	2090.2574997951347	1553.3551873308988	4778.321238515158	1117.156794442455	2193.7248792839086
gRNA_119	Akt3	1895.275371246957	945.112038976729	576.5830660327798	1210.2542780775273	159.59382777749357	169.97660271102566
gRNA_123	Akt3	1032.2210600217259	886.3866307296313	589.0161240604409	335.8707524729493	663.5743365485259	207.622427472528
gRNA_124	Akt3	1222.660274235744	795.545764847402	706.3531091964918	310.12066145002314	708.7225904592642	1655.2755069375721
gRNA_125	Akt3	2112.0519235969564	2546.296998214003	1709.5454788033903	1093.8190838869048	240.44070105951334	1251.43847767782
gRNA_126	Akt3	1503.2542228383134	830.4139759941163	692.3659189153731	887.8183557034959	1664.1856383376796	2129.8410554462075
gRNA_127	Akt3	792.14609316682	629.4629696485788	439.0423616017798	933.720691874799	683.5235650207126	466.5800705289228
gRNA_128	Akt3	2748.1999370352723	1347.9316361716649	861.7663345422545	699.7307343186443	908.2148751811312	1010.7333557179111
gRNA_129	Akt3	1310.789059536912	500.0835546041916	541.6150903299832	869.9052489049386	1375.446805187609	733.5231915650303
gRNA_130	Akt3	421.3974101756997	274.35776665440966	202.03719294949158	478.0560376864978	1269.4009064670377	308.0112935032009
gRNA_131	Akt3	196.51706147616764	197.28066833009393	428.1634358275764	150.02226943791734	470.38180818629684	173.3989504166168
gRNA_132	Akt3	1155.8039543520995	678.0949483532065	295.28512815694927	163.4570995368353	1283.0503785795865	396.99233384857
gRNA_133	Akt3	2539.5271810348054	1987.4880353627136	1287.5985719896446	1873.039229624147	7005.329071917349	2419.5998278529223
gRNA_134	Akt3	367.70975936004567	293.6270412354886	111.12045612222038	38.06535194693425	824.2181237192925	325.12303203115647
gRNA_135	Alb	951.183096526399	868.0349406524133	564.1500080051188	2352.2148364855548	758.0706819430944	895.5143162963433
gRNA_136	Alk	529.7856863506994	824.9084689709508	839.2314168671189	1276.3088593972072	470.38180818629684	582.9398925190209
gRNA_137	Alk	859.0024130504647	1610.3608042758829	673.7163318738816	490.3712986105059	220.49147258732665	498.52198244777327
gRNA_138	Alk	980.559358293455	666.1663498030148	948.7977407358817	803.8506675852585	1206.4033428706587	590.9253704987335
gRNA_139	Alk	1155.8039543520995	1280.947967389819	1548.6927905705259	1700.625576688033	1452.093840896537	1089.4473529465067
gRNA_140	Alk	2403.788592180133	2019.6034929978453	3326.620088526052	2329.823452987358	3651.7587698034386	3862.689777043845
gRNA_141	Alk	2002.6506728782651	1277.2776293743755	694.6971172955596	790.4158374863406	1973.92365935321	3031.059284585203
gRNA_142	Alk	1049.4416272644828	846.9304970636125	682.2640592678986	690.7741809193657	375.8854627917283	1058.6462235961867
gRNA_143	Alk	126.62181796144823	617.534371098387	189.60413492183056	582.175970953112	836.8176364385682	278.35094672141116
gRNA_144	Alk	676.6669951859793	1373.6240022797701	2157.912633925916	6706.219357709887	2968.2352047827258	2056.8309710602634
gRNA_145	Alk	2565.864519170787	1570.904670609864	1917.0221346399837	5035.822148744419	2971.385082962545	3013.947546057247
gRNA_146	Alk	3760.1615061831662	2719.7204694437132	2298.5616028638315	2639.9441144373814	566.9780723674114	1167.0205676065723
gRNA_147	Alk	2133.3243890144795	2863.781236549875	4468.130228690679	2545.9003037449556	1663.1356789444067	3304.8471010324924
gRNA_148	Alk	711.1081296714932	1202.9532845616425	1091.0008419272547	1115.0908982101917	769.6202352690973	1629.0375078613736
gRNA_149	Alk	863.0543112252311	734.9851875925825	443.7047583621527	178.0114988106631	864.1165806636659	414.1040723765256
gRNA_150	Alk	2059.3772473249937	1454.3714386195295	884.3012522173901	728.8395328662999	1751.3322679793373	1591.3916830998712
gRNA_151	Alk	688.8226897102784	1102.0189891369432	2311.771727018221	1493.5052793297143	507.1303869508513	1464.7648179929997
gRNA_152	Alk	419.3714610883165	881.7987082103268	747.5376139131189	1196.819447978609	38.84849755110041	108.3743440103855
gRNA_153	Alk	2104.961101791115	1009.3429542469921	362.8898811823561	688.535042569546	165.89358413713148	942.2864016060886
gRNA_154	Alk	533.8375845254657	768.0182297315749	638.748356171085	1025.525364217405	536.5292499624949	1325.5893446322941
gRNA_155	Alk	1356.3729140030334	1627.7949098492402	2091.084947027238	2646.66152948684	1086.7079720375384	2992.27267725517
gRNA_156	Alk	722.2508496521007	1453.4538541156687	1544.030393810153	1332.2873181426987	1382.79652094052	2208.5550526748034
gRNA_157	Alk	273.50312679672817	388.13824513316155	407.1826504058984	654.9479673222511	730.7717377179969	813.3779713621564
gRNA_158	Alk	816.4574822154182	1338.755791133056	892.0719134846782	1326.6894722681495	574.3277881203222	803.1109282453831
gRNA_159	Alk	1620.7592699065372	2332.499808814413	2233.288048218611	1353.5591324659856	606.8765293117848	1476.1726436783035
gRNA_160	Alk	2060.3902218686853	1546.1298890056198	1804.3475462643057	1527.0923545770092	2367.658431830579	1449.934644602105
gRNA_161	Alk	3144.2729836186822	2520.6046321058975	1601.5332871880853	989.6991506202905	2449.555264505872	3556.960048677705
gRNA_162	Alk	1812.211458664247	1322.2392700635596	1316.3500186786107	2066.724696883548	1611.6876686740304	1303.914475830217
gRNA_163	Alk	1012.9745436915858	847.8480815674734	359.00455054871196	223.91383498196618	91.34646721474961	396.99233384857
gRNA_164	Alk	2332.880374121722	1918.669197573146	1990.843416679221	2688.085588958504	1396.4459930530688	1027.8450942458667
gRNA_165	Alk	1798.0298150525648	1109.3596651678304	2728.279170944865	4982.082828348747	3001.8339053674613	2534.81886727449
gRNA_166	Alk	1003.8577727983616	1119.4530947103003	1701.7748175361023	5320.192719171517	1259.9512719275808	3448.5857046673195
gRNA_167	Alk	1546.8121282170514	1317.6513475442553	561.0417434982036	547.4693265309073	894.5654030685824	719.8338007426657
gRNA_168	Alk	1798.0298150525648	2486.654005463044	3286.9897160628825	3645.317233506409	4410.879411139806	6108.890654480151
gRNA_169	Alk	1705.8491315766305	1960.8780847507476	2308.6634625113056	2549.259011269685	692.9731995601695	1971.2722784204857
gRNA_170	Alk	1863.8731603925178	1897.5647539843453	989.9822454525088	1016.5688108181264	3304.222210630081	1090.5881355150373
gRNA_171	Alk	1884.1326512663495	1380.0470938067965	819.0276975721697	1124.0474516094703	1351.2977391423306	809.9556236565653
gRNA_172	Alk	2461.5281411705537	982.733003635026	948.7977407358817	654.9479673222511	1436.344449997442	1870.8834123898127
gRNA_173	Alk	399.1119702144848	791.8754268319584	586.6849256802544	200.40288230885972	879.8659715627606	408.40015953387376
gRNA_174	Alk	1074.7659908567725	522.1055826968532	213.6931848504238	414.2405947166374	716.0723062121751	402.6962466912219
gRNA_175	Alk	910.6641147787357	611.1112795713607	288.2915330163899	302.28367722565434	368.5357470388174	621.7264998490537
gRNA_176	Alk	1789.926018703032	1217.634636623417	1116.6440241093055	4696.59268874674	3733.6556024787315	3809.0729963229173
gRNA_177	Alk	634.1220643509328	183.51690077218038	88.58553844708477	227.27254250669566	858.866783697301	200.77773206134577
gRNA_178	Alk	3361.0495359686815	3185.8533974050515	4505.429402773662	5925.879642797735	860.9667024838469	1440.8083840538618
gRNA_179	Alk	1204.4267324492955	479.89669551925175	276.6355411154577	88.44596481787664	817.9183673596546	345.65711826470323
gRNA_180	Alk	1054.5064999829408	1536.0364594631499	1366.0822507892547	850.8725729314715	623.6758796041526	1808.1403711206422
gRNA_181	Alk	822.5353294775676	861.6118491253869	330.25310385974586	2524.6284894216687	496.63079301812144	182.52521096485978
gRNA_182	Alk	274.51610134041977	62.39574626254133	78.48367879961019	139.94614686372887	50.39805087710323	190.5106889445724
gRNA_183	Alk	1709.901029751397	1278.1952138782365	1370.7446475496276	1288.6241203212153	1014.2607739017026	645.6829337881915
gRNA_184	Alk	1517.4358664499955	603.7706035404735	456.91488251654255	735.5569479157589	1766.0316994851592	719.8338007426657
gRNA_185	Alk	498.3834754962602	512.9297376582442	1201.344231922746	1019.9275183428559	115.49553326002824	695.8773668035279
gRNA_186	Alk	1661.2782516542006	1850.7679442874391	2103.518005054899	2077.920388632646	2414.9066045278632	3511.32874593649
gRNA_187	Alk	898.5084202544366	978.1450811157215	1303.1398945242208	2185.3990294239898	753.8708443700025	513.3521558386682
gRNA_188	Alk	940.0403765457916	379.8799845984134	216.02438323061023	190.32675973467124	94.49634539456856	264.6615558990467
gRNA_189	Alk	911.6770893224273	1969.1363452854955	3225.601492051306	5375.051608742098	5113.3022452394325	3935.699861429789
gRNA_190	Alk	2700.5901334817677	3247.331559163732	4072.603570185713	4986.561105048387	3612.910272252338	4445.629669562866
gRNA_191	Alk	1309.7760849932204	1863.614127341492	1776.3731657020683	2337.6604372117267	2438.0057111798687	2362.560699426404
gRNA_192	Alk	471.0331628165874	537.7045192624886	1128.3000160102376	2243.616626519301	2072.6198423208707	481.4102439198177
gRNA_193	Alk	1036.2729581964923	1236.903911204496	743.6522832794748	808.328944284898	1698.834298315688	914.9076199613596
gRNA_194	Alk	1179.1023688570058	709.2928214844773	644.9648851849155	301.1641080507445	1149.7055356339176	536.1678072092756
gRNA_195	Alk	1272.2960268766317	854.2711730944998	657.3979432125765	1318.8524880437808	1170.7047234993772	1311.8999538099297
gRNA_199	Alk	614.8755480207926	593.6771739980036	510.5324452608307	294.4466930012855	208.94191926132382	152.86486418307007
gRNA_200	Alk	2303.504112354666	1953.5374087198602	1116.6440241093055	630.3174454742348	1043.659636913346	770.0282337580022
gRNA_201	Alk	741.4973659822408	713.8807440037817	2049.123376183882	2076.8008194577365	1709.3338922484181	1195.5401318198315
gRNA_202	Alk	1668.3690734600418	1045.1287498975673	2029.6967230156617	506.04526705924354	1656.835922584769	565.8281539910653
gRNA_203	Alox12b	4492.542101272183	3697.8655505594347	6484.616827551951	4397.667719045816	3086.8806162225733	3290.0169276415977
gRNA_204	Alox12b	832.6650749144835	1387.3877698376837	3170.4297970535604	1827.136893452844	1409.0455057723445	1576.5615097089762
gRNA_205	Alox12b	1599.486804489014	1177.2609184535372	2345.962636594289	1005.3731190690281	506.08042755757833	1392.8955161755862
gRNA_206	Alox12b	598.6679553217272	471.6384349845036	3410.543230212764	410.88188719190794	349.6364779599037	132.33077794952334
gRNA_207	Alox12b	1657.2263534794345	1648.8993534380409	2102.74093892817	721.0025486419311	814.7684891798356	1009.5925731493807
gRNA_208	Alox12b	2170.804447131068	2444.4451182854427	4675.606884527273	1899.908889821983	5879.7726023287105	2128.700272877677
gRNA_209	Alox12b	1591.3830081394813	869.8701096601351	2295.453338356916	1041.1993326661427	859.916743090574	754.0572777985769
gRNA_210	Alox12b	399.1119702144848	943.2768699690072	5266.177140841171	3701.295692251901	2325.66005609966	776.8729291691844
gRNA_211	Alox12b	139.79048702943885	581.7485754478118	915.3838972865427	910.2097392016925	621.5759608176065	1224.0596960330909
gRNA_212	Alox12b	705.0302824093437	816.6502084362028	1472.5403101511022	1969.3221786663926	1725.0832831475127	1751.1012426941236
gRNA_213	Alox12b	1494.137451945089	1819.5700711561685	5891.715372857866	5071.648362341534	3040.682402918562	3770.286388992885
gRNA_214	Alox12b	1623.798193537612	1598.4322057256911	5636.837683290815	3160.5437807704525	1373.346886401063	960.5389227025746
gRNA_215	Alox12b	3397.5166195415786	3088.589439995796	7410.879650612697	2637.7049760875616	4234.486233069944	2392.2210462081935
gRNA_216	Alox12b	387.96925023387735	1135.0520312759356	9829.886503119495	858.7095571558402	873.5662152031227	1075.7579621241423
gRNA_217	Amer1	2155.6098289756947	1991.1583733781572	8634.758800210579	782.5788532619717	2139.8172434903413	1606.2218564907662
gRNA_218	Amer1	1310.789059536912	499.16597010033064	885.0783183441189	248.54435682998246	898.7652406416744	473.42476594010503
gRNA_219	Amer1	1095.0254817306043	2708.7094553973825	2004.053540833611	3533.360316015426	1881.5272327451873	1938.1895839331048
gRNA_220	Amer1	999.8058746235952	868.0349406524133	1836.984323586916	1147.5584042825767	871.4662964165767	1105.418308905932
gRNA_221	Amer1	1765.614629654434	801.0512718705675	1503.6229552202547	1332.2873181426987	1557.0897802238353	909.2037071187078
gRNA_222	Amer1	1251.0235614591084	1320.4041010558378	5082.789534933171	1155.3953885069454	800.0690576740138	308.0112935032009
gRNA_223	Amer1	2012.780418315181	1225.892897158165	3836.375467660154	1489.027002630075	3587.7112468137866	1383.7692556273432
gRNA_224	Amer1	1516.422891906304	842.342574544308	3884.55356751734	2345.4974214360955	658.324539582161	824.7857970474602
gRNA_225	Amer1	1083.8827617499967	518.4352446814096	2980.8256621317296	335.8707524729493	243.5905792393323	1326.7301272008244
gRNA_226	Amer1	1263.1792559834075	1854.438282302883	2436.1023072948315	1789.0715415059096	2631.1982395420982	4452.4743649740485
gRNA_227	Amer1	1398.9178448380799	1679.1796420654505	1866.5128364026107	1691.6690232887545	2032.7213853764972	1229.7636088757429
gRNA_228	Amer1	275.5290758841113	422.0888717760149	338.023765127034	1175.5476336553224	1798.5804406766217	1250.2976951092894
gRNA_229	Amer1	1549.8510518481262	1240.5742492199395	2156.3585016724583	1387.1462077132805	793.769301314376	1399.7402115867685
gRNA_230	Amer1	1366.5026594399492	1422.255980984398	5848.976735887782	2499.997967573652	887.2156873156715	770.0282337580022
gRNA_231	Amer1	1063.6232708761652	289.95670322004503	571.9206692724069	94.0438106924258	45.14825391073831	57.03912842651868
gRNA_232	Amer1	1051.467576351866	1165.3323199033455	4898.624862898442	1747.647482034246	1962.374106027207	1532.0709895362918
gRNA_233	Amer1	1958.0797929558353	1639.7235083994317	2825.412436785967	2652.259375361389	2503.103193562794	1659.8386372116936
gRNA_234	Amer1	1408.0346157313043	1169.92024242265	5978.746779051494	931.4815535249793	1909.8761363635579	1229.7636088757429
gRNA_236	Amer1	373.78760662219514	372.5393085675262	2994.8128524128483	525.0779430327107	33.59870058473549	96.96651832508176
gRNA_237	Amer1	2298.439239636208	1124.958601733466	856.3268716551528	578.8172634283826	489.28107726521057	1095.1512657891587
gRNA_238	Amer1	1978.339283829667	2089.339915291274	2502.929994193509	3187.4134409682883	2354.0089597180304	2889.6022460874365
