sgRNA	Gene	input_rep1	input_rep2	input_rep3	bonemarrow1	bonemarrow2	bonemarrow3	bonemarrow4	bonemarrow5	bonemarrow6	bonemarrow7	bonemarrow8	bonemarrow9	bonemarrow10
gRNA_14	Abl1	1030.690836129701	777.6893319495615	1230.3161106784262	1874.1307710818812	581.6335602475568	606.2610489383568	1986.8470107459102	540.5499343259999	79.34299217030069	959.0750147439819	546.4633663181037	2251.9114569715202	1508.75449275367
gRNA_15	Abl1	2383.5157632295163	2603.3198078507808	2170.3741969519165	5200.6810384474775	1796.2212889998077	2384.9239792795656	326.27794702502933	66.34908941185557	6164.092729554846	345.3079914195747	440.51638713398154	555.1177893494366	366.4960815731056
gRNA_16	Abl1	792.8922797054105	824.74494156875	1695.8836832773015	2614.3550933106867	3124.5193850668925	754.8544432859933	4655.429244137614	1423.5782566455484	1868.8491263896499	746.9718864832936	16313.046715955228	10874.413615078876	10211.745950954459
gRNA_17	Abl1	721.6909677527887	755.4333003729183	703.337708322991	256.08449013423393	285.7853479417061	1078.7880429638408	1236.1424659647453	775.6989129768409	1191.2170851514063	1267.4955055964804	1222.572378216778	725.0919089201492	759.5391630187097
gRNA_18	Abl1	658.0936794067575	913.1331812588473	490.7617591656691	6975.435738730999	153.9618247714121	71.32482928686551	92.84331825915469	3612.122485333667	142.60294538716204	1484.7218978248181	486.51968072708723	378.2661042469613	1541.2008259311683
gRNA_19	Abl1	380.2011803295342	562.1237689643601	328.0493042551264	761.8832094540891	1195.4682864603762	7872.478032537781	1450.1242090001303	2996.441964467772	531.8124880603938	1083.0580027610993	759.7513638861391	660.2462910492416	2185.7029895023843
gRNA_20	Abl1	81.57043505251825	502.3504270156612	266.11359561175857	118.4868536441978	732.5765257097255	1543.885367271943	889.5274111305677	318.08534041566054	527.52367767281	3433.611511118679	763.9334814855123	475.5345310533228	269.1570820406107
gRNA_21	Abl1	160.37577061173081	542.411283853619	478.1646658822723	858.7111758730034	340.12481550808684	138.1918567433019	99.032872809765	31.223100899696743	39.671496085150345	1135.3152952311239	182.6191351726316	1374.5305969909061	5555.697139983456
gRNA_22	Abl1	589.6574669474413	684.8498859441355	322.8005153870444	1214.1717368055968	326.03680539828446	423.49117389076395	5852.665938641379	78.05775224924186	615.4442906182783	740.8239697221143	607.8010911089112	301.6303740358886	397.4675814243539
gRNA_23	Abl1	161.06704548505724	468.6484363424586	273.4619000270734	277.7433773595174	569.5581230105834	280.84151531703293	2082.3429952410406	759.1116406238771	208.0073037978153	87.09548745004109	16.72847039749297	1458.0438927337416	2487.306404720493
gRNA_24	Actg1	1075.6237028959188	960.1887908780359	1058.680714692144	1719.9704561254518	52.32689469355182	2260.105528027551	6094.058566115182	837.1693928731189	5251.648319596388	1456.0316196059812	2251.3733076625954	1729.2164765575374	283.167998639985
gRNA_25	Actg1	1312.7309844468828	1503.8718479646059	1482.2579763463632	133.7754799208685	233.45845324815429	123.33251730853827	135.28597803476825	24.39304757788808	105.07585449580361	2637.45629054595	101.7648615847489	1002.1595489140273	160.75683256124148
gRNA_26	Actg1	369.14078235631143	236.54982132889361	301.2804810279081	1904.7080236352226	843.2680337153159	891.5603660858188	635.7556745555449	43.907485640198544	2957.1347622390444	346.3326442131046	5.576156799164323	2151.6955020801174	709.3948299262124
gRNA_27	Actg1	58.067089359419775	180.5917990790478	138.5680261173654	314.6908908614716	185.1567043002603	1.4859339434763648	0.884222078658616	0.0	56.82673763548563	16.394444696478324	59.943685591016475	60.915580424185976	96.60158286936988
gRNA_28	Actg1	1129.5431430153799	1030.1363186903432	1429.770087665543	443.37016202344984	1868.6739124216488	2595.926599253209	1142.4149256269318	67.3248113149711	416.0146075956306	793.0812621921389	419.60579913711535	141.48134808198031	1285.3172438268068
gRNA_29	Actg1	998.200917083359	1056.2076699658396	651.374698528979	754.2388963157537	1088.8019242004436	1685.0490919021977	1452.7768752361062	1756.2994256079417	879.2061294546833	5007.478201980598	8941.367427459993	2552.5593216457282	6713.441301089644
gRNA_30	Actg1	476.9796625952339	586.9233470069054	1198.2984985831258	1922.5447542913384	591.6964246117013	18511.765067828554	588.0076823079796	876.1982689977399	61.115548023069444	4838.410491048166	3004.1544755497794	1558.2598476251444	2176.8539895448844
gRNA_31	Actg1	1286.4625392604787	1542.6609315696126	1282.279120472438	1899.6118148763323	2266.1570548053596	2600.3844010836383	8806.851903439816	111.23229695516964	1148.3289812755681	2298.296215887555	754.1752070869748	4043.026023314924	303.0782485443589
gRNA_32	Acvr1	407.16090038926484	712.1930104525829	784.6939357782624	14.014574086948127	7221.111467710151	439.836447269004	2867.5322010898917	1803.134076957487	2445.6941235196737	2145.6229496516007	3011.1246715487346	659.263781687561	143.79624930936737
gRNA_33	Acvr1	899.34861019768	1152.226549053643	1260.759086113302	1770.932543714354	706.4130783629496	208.03075208669105	65.43243382073759	2412.960266404689	1809.8779835603723	939.606611666914	2611.0354212086945	1741.0065888977024	543.4760807230962
gRNA_34	Acvr1	1435.0866370256601	726.1825160150444	765.7982958531671	35.673461312231595	143.8989604072675	109.959111817251	269.68773399087786	239.0518662633032	352.75465437876926	88.12014024357099	246.7449383630213	1190.8013463566676	9279.651288764508
gRNA_35	Acvr1	844.7378952048924	423.5004865726966	467.14220925930005	13196.632581146245	1095.845929255345	6260.239703865925	2983.3652933941703	645.9278998624764	328.0939946501623	809.4757068886172	257.89725196135	1268.419585929421	1263.932160596183
gRNA_36	Acvr1	362.9193084963736	1136.3293836417552	1035.061164785775	75.16907919363086	1066.6636225993257	1927.256324688845	819.673866916537	318.08534041566054	87.92061294546832	199.80729473832957	121.28141038182403	443.1117221178689	1119.3984946236906
gRNA_37	Acvr1	1158.5766876950897	476.91496235664033	529.6027967894761	1031.9822736752712	98.6160707686169	986.6601384683062	35.36888314634464	773.7474691706099	1448.5457084064356	842.2645962815739	1976.7475853037527	2260.754041226644	1868.6138243586508
gRNA_38	Acvr1	630.4426844737004	504.25808686508776	548.4984367145714	4831.205903427936	1387.6689958155378	671.6421424513169	724.1778824214065	20032.546392864806	287.350295968116	2079.0205180721573	10778.711092784637	5471.594635198253	300.1285818918591
gRNA_39	Acvr1	826.0734736250789	642.8813692567512	481.8388180899297	2063.9645473505425	22.13830160111808	1144.1691364768008	962.9178436592329	3010.1020711113893	266.97844662709286	532.8194526355455	72.4900383891362	483.3946059467661	157.80716590874164
gRNA_40	Acvr1	143.09389877857015	494.7197876179549	260.8648067436765	182.18946313032563	1593.9577152805016	1000.0335439595934	571.2074628134659	500.5453362982634	1671.5638485607942	568.6823004090919	733.2646190901085	954.9990995533672	3355.9832338816973
gRNA_41	Acvr1	382.96627982283997	234.64216147946706	486.0378491843953	523.6354499759709	513.2060825713736	1318.0234078635356	133.51753387745103	8.781497128039708	2589.369271503732	15.369791902948428	783.4500302825875	384.1611604170438	38.34566648249797
gRNA_42	Acvr1	2093.180316432418	1687.6430801260312	2135.732190422575	2829.669913373799	1916.9756613695426	4368.645793820512	1051.3400515250944	1499.684565088559	1196.578098135886	323.7902827554469	2282.042170057999	6305.745083264928	3771.14881522105
gRNA_43	Acvr1	1289.9189136271107	1102.6273929685524	1291.7269404349859	737.6762178493605	781.884561094034	3001.586565822257	669.3561135445723	13.660106643617326	212.29611418539912	300.2232685042593	3503.2205090749862	1422.6735557132465	1014.6853284599462
gRNA_44	Acvr1	896.5835107043744	579.2927076091992	295.5068132730179	258.63259451367907	617.8598719584772	8334.60348895893	2654.4346801331653	64.39764560562453	788.068908718527	514.3757023520075	3252.2934531125916	1045.3899608279658	888.5870790655779
gRNA_45	Acvr1	674.6842763665917	763.0639397706245	455.5948737495196	25.48104379445114	262.6407599041736	106.98724393029826	2502.3484826038834	150.26117307979058	1256.6214435620595	1056.417030129322	567.3739543149699	388.09119786376544	19.910249904373945
gRNA_46	Acvr1	400.2481516560006	155.79222103650253	52.48788868082023	11.466469707503013	76.47776916749882	200.60108236930924	2.652666235975848	26.344491384119127	0.0	378.09688081253137	439.12234793419043	1036.547376572842	11.061249946874414
gRNA_47	Acvr1	127.88585156538879	66.13220811345413	61.93570864336787	243.34396823700837	183.14413142743138	306.10239235613113	112.29620398964424	89.76641508662813	287.350295968116	684.46806607797	2666.7969892003375	640.5961038156331	167.3935825293661
gRNA_48	Acvr1	868.2412408979909	651.7837818874085	1291.2020615481777	411.5188572803859	501.1306453344001	367.0256840386621	2460.7900449069284	3260.8626002120786	2612.957728635443	963.1736259181015	101.7648615847489	2034.7768880401475	3573.5211495035605
gRNA_49	Acvr1	1058.341831062758	536.6883043053393	824.0598522888776	343.99409122509036	530.3129519904195	1652.3585451457177	991.2129501763086	1692.8775019054328	166.19140251887305	50.20798688296487	761.1454030859302	666.1413472193241	489.644664314974
gRNA_50	Acvr1	2254.9386367908014	1032.0439785397698	857.1272221577943	431.9036923159468	2120.2455215252635	656.7828030165532	605.6921238811519	3684.3259061642157	4786.312392543544	4409.080970559139	37124.657929636276	1483.5891361374327	861.3026625299543
gRNA_51	Acvr1	2319.9184748834855	3108.8496679488194	2541.988448812124	750.416739746586	1207.5437236973498	1979.2640127105178	1291.848456920238	1764.1052008328659	228.37915313883846	2172.2639222833777	1212.8141038182403	2299.0719063321803	1637.8024088005382
gRNA_52	Acvr1	1252.5900704674837	2262.484581419902	2243.8572411050645	2011.7284075719174	946.9155366660051	361.08194826475665	4299.087746438191	2861.7923418378296	339.8882232160178	3517.6330401881305	1678.4231965484614	485.35962467012695	818.5324960687066
gRNA_53	Acvr1	2359.3211426630915	1991.5968828013301	1906.8849957741988	1629.5127506551503	1840.4978922020439	49.03582013472004	1285.6589023696276	3974.115311389526	5728.778475215088	968.296889885751	1665.8768437503415	828.2553918965931	4552.073061470383
gRNA_54	Ago2	998.200917083359	1167.4878278490555	597.3121731877342	440.8220576440047	422.6403032940724	2948.0929438571075	2445.758269569732	1526.0290564726783	2082.217443171945	624.0135512597062	3564.5582338657937	251.52239659018724	359.8593316049809
gRNA_55	Ago2	611.7782628938869	421.5928267232701	574.2175021681733	203.8483503556091	261.6344734677591	124.81845125201464	3.536888314634464	1191.3564437040538	1547.1883473208634	84.0215290694514	574.3441503139253	266.26003701539355	5.899333304999687
gRNA_56	Ago2	450.71121740882967	623.8047707624855	631.9541797170756	248.4401769958986	1493.3290716390559	92.12790449553461	19.45288573048955	46.83465134954511	673.3432308506599	245.91667044717485	132.43372398015268	1789.1495476200428	679.898163401214
gRNA_57	Ago2	494.2615344283945	1252.0607478402999	862.3760110258763	1763.2882305760188	11836.947351543271	1148.62693830723	775.4627629836062	2853.01084470979	385.99293488254386	507.20313279729817	8539.88413792016	3425.0276348179405	1691.6338252086603
gRNA_58	Ago2	921.4694061441257	1260.3272738544815	1364.1602268145177	11690.702892894182	962.009833212222	1307.621870259201	4923.348533971174	7289.618338176074	2098.3004821253844	1536.979190294843	2644.4923620036802	5284.917856478974	8919.791957159527
gRNA_59	Ago2	138.9462495386116	894.0565827645818	416.7538361257126	7025.123774130179	656.0987565422267	156.0230640650183	1373.1968881568307	1376.7436052960034	289.4947011619079	47.13402850237518	199.34760557012456	647.473669347396	553.0624973437207
gRNA_60	Ago2	805.3352274252861	1217.7228705506218	1302.749397057958	1494.4632185445594	1465.153051419451	704.3326892077969	1674.7166169794186	2904.7241055749128	134.0253246119944	592.2493146602794	3830.81972102589	2889.560032702112	394.51791477185407
gRNA_61	Ago2	451.4024922821561	469.2843229589341	562.1452877715847	556.7608069087574	574.5895551926556	2343.317828862227	435.9214847786977	2607.128925124678	550.039932207625	1375.0840489171194	110.12909678349538	336.0182016947033	379.76958150935485
gRNA_62	Ago2	163.1408701050365	347.8299792121097	414.65432057847977	119.76090583392036	154.96811120782655	384.8568913603785	1095.5511554580253	328.81828134993134	274.48386480536453	1954.0128772615103	460.03293593105667	20.6326965952888	9070.22495643702
gRNA_63	Ago2	418.2212983624877	705.1982576713522	348.5195808406463	248.4401769958986	912.7017978279135	3062.5098575047878	106.99087151769254	598.1175266098157	630.4551269748216	907.8423750674872	1402.4034349898272	168.00910084735165	411.4784980237282
gRNA_64	Ago2	2277.7507076105735	2609.0427873990607	2285.847552049721	1223.0901021336547	668.1741937792002	1891.5939100454123	2534.1804774355937	966.9404059874835	2594.7302844882115	13759.037711519433	497.6719943254159	2988.7934782318343	2343.5101554111257
gRNA_65	Ago2	1763.4422018557125	1992.2327694178057	2188.220079103395	26383.07274477471	2529.8041011459477	1190.2330887245682	3169.9361519911386	15113.932279259454	4385.308621304457	2248.08822900459	4232.303010565722	642.5611225389939	2659.861903891734
gRNA_66	Ago2	629.751409600374	703.9264844384012	824.0598522888776	598.8045291696018	467.92319293272305	1016.3788173378335	343.078166519543	34.150266609043314	447.1084829056133	328.9135467230964	37.63905839435918	595.4006731783338	2902.471986059846
gRNA_68	Ago2	1385.3148461461576	1145.8676828888879	1668.0651022764669	2656.3988155715315	4460.867772625293	2806.929219226853	694.9985538256722	3373.0706190703636	845.9678489509087	2443.7969125688	3604.985370659735	817.4477889181086	2482.1444880786185
gRNA_69	Ago2	902.8049845643122	1166.85194123258	1435.018876533625	438.2739532645596	580.6272738111423	3162.067431717704	1198.1209165824248	414.68180882409735	1160.1232098414234	749.0211920703534	432.15215193523505	324.22808935453827	5032.868725827858
gRNA_70	Ago2	714.086944146198	1157.3136419854472	1062.8797457866096	1684.2969948132204	546.4135349730508	4113.0651555425775	5594.473091673063	1444.0684166109743	1500.0114330574413	635.2847319885351	5008.782844849354	487.3246433934878	533.1522474393468
gRNA_71	Ago2	557.1675479010993	941.7480790002459	1398.8022333438591	9089.088321480722	562.5141179556821	12171.284931014903	2705.719560695365	3322.3330801083566	941.3938800746487	563.5590364414423	5871.6931095200325	3456.4679343917137	650.4014968762156
gRNA_72	Ago2	284.11397293716107	1101.3556197356015	776.2958735893311	265.00285546229185	3918.4793833979	855.8979514423861	87.53798578720298	9.757219031155232	175.84122589093664	601.4711898020485	588.284542311836	790.9200361527372	217.53791562186348
gRNA_73	Ago2	1394.9926943727276	1670.4741414811922	1324.7943103039024	742.7724266082507	1615.0897304452053	4861.975863054666	400.55260163235306	313.20673090008296	2333.1128508455986	516.4250079390672	1401.0093957900363	394.9687633955284	3201.125734625455
gRNA_74	Ago2	1347.9860029865306	665.7732874498699	583.1404432439127	558.03485909848	624.9038770133785	2047.6169741104306	3159.325487047235	627.3891837032814	2137.971978210535	9091.74423699076	973.0393614541745	1512.0819076261648	345.8484150056067
gRNA_75	Ago2	553.7111735344671	305.2255759082498	240.91940904496485	1468.9821747501082	2886.029499636666	1641.957007541383	1623.431736417219	1066.4640401052668	250.89540767365352	171.1170165194925	66.91388158997188	320.29805190781656	1979.96374049052
gRNA_76	Ago2	729.2949913593793	646.0608023391288	544.2994056201057	524.9095021656934	4428.66660666003	4936.272560228484	778.9996512982407	269.2992452598844	525.379272479018	3133.3882426144196	1883.3469589177503	2261.7365505883245	18597.648244011514
gRNA_77	Akt1	1553.9859152378053	1230.440602880132	2041.7788696839068	397.5042831934378	1234.7134574805402	291.2430529213675	656.0927823646931	964.0132402781369	818.0905814316138	404.7378534443086	568.767993514761	365.49348254511585	855.4033292249546
gRNA_78	Akt1	834.3687721049961	420.32105349031906	339.59663976490685	294.3060558259107	437.73459984028926	395.258428964713	1247.6373529873072	1066.4640401052668	293.7835115494917	633.2354264014753	690.049403896585	613.0858416885814	688.7471633587135
gRNA_79	Akt1	815.0130756518562	813.9348690886662	962.1029995194348	4882.167991016839	1679.4920623757307	910.8775073510116	635.7556745555449	1679.2173952618155	1396.0077811585336	351.4559081807541	625.9236007061953	4142.259468844646	644.5021635712159
gRNA_80	Akt1	662.241328646716	658.7785346686392	788.3680879859198	4150.86203411609	1288.0466386105063	4240.855474681545	354.573053542105	1037.1923830118012	589.7114282927754	153.6979190294843	1479.0755909783368	324.22808935453827	1196.8272442518116
gRNA_81	Akt1	1089.4492003624473	592.646326555185	603.6107198294326	365.65297845037384	987.1669941225834	558.7111627471131	4145.233104751592	522.011218166805	197.28527782885575	1286.9639086735485	611.9832087082845	797.7976016845001	1603.143825633665
gRNA_82	Akt1	602.100414667317	426.04403303859874	528.0281601290515	9468.755874018043	1124.0219494749497	322.4476657343711	988.5602839403327	4253.171775680566	3659.427463205895	2807.548654271913	808.5427358788269	171.9391382940733	4133.220396815406
gRNA_83	Akt1	927.6908800040635	2292.3712523942513	1974.0694932856488	4069.322693973847	4240.491043050527	1052.0412319812663	1114.1198191098563	3539.919064503118	3329.189063361941	198.78264194479968	1969.7773893047972	577.7155046680863	866.4645791718291
gRNA_86	Akt1	118.20800333881883	989.4395752359098	959.4786050853937	15.288626276670684	696.3502139988051	427.94897572119305	481.9010328689457	800.091960554729	452.46949589009307	82.99687627592151	33.45694079498594	300.64786467420817	22.859916556873788
gRNA_87	Akt1	459.6977907620732	653.691441736835	424.62701942783565	439.54800545428213	129.8109502974651	1595.8930552936158	1053.1084956824118	920.1057546379384	2348.123687202142	476.4635489914013	837.8175590744396	106.11101106148524	418.8526646549778
gRNA_88	Akt1	1360.428950706406	661.3220811345412	236.19549906369102	592.434268220989	428.6780219125592	687.9874158295569	17.68444157317232	1151.3518456763175	283.0614855805322	46.109375708845285	837.8175590744396	641.5786131773135	129.78533270999313
gRNA_89	Akt1	214.98648560451846	311.58444207300505	115.4733550978045	296.85416020535575	1246.7888947175136	50.5217540781964	742.7465460732375	342.47838799354867	100.78704410821979	293.05069894955005	195.16548797075131	76.63573021107267	123.14858274186847
gRNA_90	Akt1	273.74484983726467	455.9307040129482	147.49096719310484	211.49266349394446	988.1732805589979	123.33251730853827	645.4821174207897	2341.7325674772555	71.837573992029	4175.460133634323	170.07278237451186	88.42584255123771	294.9666652499844
gRNA_91	Akt1	1550.5295408711734	2142.3020109060285	1719.5032331836705	1094.4108309716764	443.77231845877606	111.44504576072735	2053.1636666453064	750.3301434958373	384.92073228564794	807.4264013015575	1460.9530813810527	1568.0849412419486	890.0619123918278
gRNA_92	Akt1	1192.4491564880848	1356.3461529422852	1558.3654149335525	1823.168683492979	6165.516995911385	640.4375296383132	548.217688768342	1834.3571778571836	162.9747947281852	23.56701425118759	1702.1218629449097	530.5550553074262	1808.1456579824041
gRNA_93	Akt1	1746.1603300225518	2483.7731239533828	1987.1914654558539	7039.138348217127	5668.411496322643	5667.352060418855	2878.142866033795	12003.330852127167	211.22391158850317	2907.964628037843	1499.986178975203	9030.24354320473	1651.0759087367874
gRNA_94	Akt1	3535.8709770646683	3138.1004523066936	3827.941721492219	2637.288032725693	4117.724097807963	2084.76532269734	6818.236448536588	3507.720241700306	1859.1993030175863	7939.009844269628	4095.6871689861955	1487.5191735841543	1221.1619941349352
gRNA_96	Akt1	1163.4156118083747	1028.2286588409165	1421.3720254766117	481.5917277151265	1242.7637489718559	3653.911567008381	448.3005938799183	2813.981968585169	407.436986820463	1279.7913391188392	175.64893917367618	115.93610467828942	1209.3633275249358
gRNA_97	Akt1	967.7848226569963	1283.8550786640758	669.7454595672662	859.9852280627259	231.44588037532537	117.38878153463281	783.4207616915338	74.15486463677976	555.4009451921048	1273.6434223576598	705.383835094287	525.6425084990241	674.7362467593392
gRNA_98	Akt1	801.878853058654	1067.0177424459234	724.3328637953191	91.7317576600241	396.4768559472965	66.86702745643642	1070.792937255584	66.34908941185557	3471.792008749103	175.21562769361208	2.7880783995821616	233.8372280799397	168.86841585561604
gRNA_99	Akt1	1098.4357737156909	1643.7669035892204	902.2668064232997	3769.920429389046	2384.8988543022656	2291.3101408405546	139.70708842806133	2591.5173746748296	1878.4989497617134	51.23263967649476	3023.671024346854	1339.160259970411	3671.5975656991804
gRNA_100	Akt2	809.4828766652447	815.2066423216172	472.39099812738203	816.667453612159	390.43913732880975	3754.955075164774	179.49708196769905	1209.8951598632489	16257.80797673337	1077.9347387934497	2050.6316628926797	8303.18661556122	1812.5701579611539
gRNA_101	Akt2	604.1742392872962	1121.703991462818	511.7569146379972	2441.0839955084193	5072.689925965284	270.4399777126984	898.3696319171539	1410.8938719050466	57.898940232381584	1436.5632165289132	1377.3107293935877	1625.070484219413	196.89024905436457
gRNA_102	Akt2	1594.7711327640645	699.4752781230725	439.8485071452735	2418.151056093413	635.9730278139375	1010.4350815639281	984.1391735470396	309.30384328762085	1498.9392304605453	2037.0097535374318	1290.8802990065408	737.8645306219946	1943.092907334272
gRNA_103	Akt2	89.86573353243537	487.08914822024866	267.16335338537493	937.7024116358019	1095.845929255345	17.831207321716377	1048.6873852891185	4566.378506580649	60.04334542617349	1283.8899502929587	6383.3054958433595	451.9543063729927	401.8920814031037
gRNA_104	Akt2	559.2413725210786	295.0513900446415	292.8824188389769	267.550959841737	401.5082881293688	387.8287592473312	1713.6223884403978	241.00331006953422	250.89540767365352	80.94757068886173	1164.0227318255525	2212.6110825043033	2027.1584069305175
gRNA_105	Akt2	540.5769509412651	810.7554360062886	676.0440062089646	1210.3495802364291	788.9285661489351	216.94635574754926	398.78415747503584	1206.9679941539023	2871.358554487368	2294.1976047134353	2934.452515560225	5877.371001572266	1106.8624113505664
gRNA_106	Akt2	3084.4684847825124	3160.3564838833368	4225.799917692836	1128.8102400941855	1987.4157119185547	2075.8497190364815	2115.0592121514096	5660.16275997315	533.9568932541857	647.5805655108938	2988.8200443520773	1455.0963646487005	696.858746653088
gRNA_107	Akt2	1253.28134534081	961.460564110987	1746.7969352976972	286.6617426875753	613.8347262128194	1609.266460784903	2751.699108785613	442.9777440144475	185.49104926300026	645.531259923834	1637.99605975452	786.0074893443351	466.0473310949753
gRNA_108	Akt2	1482.093328411857	870.5287779549875	855.0277066105615	6739.736083632326	3208.0411592892924	4209.650861868541	2020.4474497349377	462.492182076758	1842.0440614672511	775.6621647021307	338.7515255492326	353.70337020495083	5568.970639919705
gRNA_109	Akt2	1149.5901143418462	1258.419614005055	1935.2284556618417	3977.590936313823	1533.5805290956341	1402.7216426416883	1731.30683001357	11836.482406694411	5030.774584635822	139.35277992006576	2849.416124372969	722.1443808351079	3120.7473183448346
gRNA_110	Akt2	1944.556218667236	1832.62522868245	952.6551795568871	3657.803836693461	3146.6576866680107	4508.32358450729	2032.8265588361583	4058.027395057461	1092.5744462369782	1832.0791948314527	1763.4595877357172	5125.751339886746	5085.962725572856
gRNA_111	Akt2	1065.2545797960222	443.8488582999133	460.31878373079337	309.5946821025813	5066.652207346797	1203.6064942158555	132.6333117987924	1285.025746403144	122.23109604613889	776.6868174956606	939.5824206591885	2119.2726931446637	495.5439976199737
gRNA_112	Akt2	720.9996928794623	761.7921665376736	712.7855282855387	1009.0493342602651	1707.6680825953354	288.27118503441477	19.45288573048955	1093.7842533925016	64.33215581375731	1382.2566184718287	69.70195998955404	725.0919089201492	1691.6338252086603
gRNA_113	Akt2	1607.2140804839403	2379.4877188513974	2160.9263769893687	1232.0084674617126	1757.9824044160584	18730.197357519577	3635.921187444229	8757.10408046182	479.274560812492	4761.5615315334235	4235.091088965303	2431.710670159037	1726.2924083755336
gRNA_114	Akt2	1811.8314429885622	1858.0606933414708	1716.8788387496297	3092.124664456646	769.8091238570605	4563.3031404159165	1303.3433439428	3457.9584246414142	1581.498830421534	3886.5080458588927	1073.4101838391323	2730.3935161098843	916.6089122643264
gRNA_115	Akt2	1206.274653954613	1742.329329142926	2043.8783852311396	145.2419496283715	218.36415670193742	1511.1948205154629	2116.8276563087265	192.21721491375808	2415.672450806587	563.5590364414423	12.546352798119727	479.46456850004444	410.00366469747826
gRNA_116	Akt3	1291.3014633737637	759.8845066882469	1016.6904037474878	2778.7078257848966	3137.6011087402803	1078.7880429638408	3436.9712197460403	1157.2061770950106	2443.5497183258817	552.2878557126136	3738.813133839679	3679.497559493169	4235.7213129897755
gRNA_117	Akt3	1025.851912016416	1105.80682605093	834.5574300250416	1890.6934495482744	1032.449883761234	552.7674269732076	378.4470496658877	480.0551763328374	65.40435841065327	2320.838577345213	644.0461103034793	2838.4695458947303	754.377246376835
gRNA_118	Akt3	1488.3148022717949	1448.5497123312357	1049.2328947295964	2030.8391904177558	1447.0398955639907	673.1280763947932	750.704544781165	2566.148605193826	406.364784223567	768.4895951474215	4788.524651282362	537.4326208391891	3866.27556476417
gRNA_119	Akt3	1293.3752879937429	654.9632149697861	389.4601340116861	284.1136383081302	510.18722326213026	695.4170855469387	2734.0146672124406	3774.0923212508437	1701.5855212738809	583.0274395185104	32.06290159519486	390.0562165871263	2072.878240044265
gRNA_123	Akt3	704.409095919628	614.2664715153528	397.85819620061733	208.94455911449933	1191.4431407147185	447.2661169863858	893.9485215238608	526.8898276823825	149.03616096853779	288.95208777543047	22.304627196657293	2109.4475995278594	213.1134156431137
gRNA_124	Akt3	834.3687721049961	551.3136964842762	477.11490810865587	29.30320036361881	349.181393435817	1274.931323502721	1996.573453611155	349.3084413153573	464.2637244559486	1877.163917746768	5418.630369587931	1153.4659906128118	374.60766486748014
gRNA_125	Akt3	1441.308110885598	1764.5853607195693	1154.733550978045	233.1515507192279	2639.4893227151238	1410.15131235907	400.55260163235306	309.30384328762085	418.15901278942255	34.83819498001644	1518.108688572487	910.7861782777484	1747.6774916061574
