id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Cic	3	0.53147	0.52982	0.973347	118	0	-0.10603	0.80198	0.80264	0.996365	172	0	-0.10603
Araf	2	0.53854	0.536	0.973347	119	0	-0.20588	0.88982	0.88867	0.996365	194	0	-0.20588
Insr	1	0.53886	0.53862	0.973347	120	0	0.010733	0.46114	0.4609	0.996365	98	0	0.010733
Trp53bp1	4	0.54635	0.54501	0.973347	121	0	-0.31852	0.97665	0.9771	0.996365	221	0	-0.31852
Ephb1	2	0.55243	0.55036	0.973347	122	0	0.072667	0.4563	0.4538	0.996365	97	0	0.072667
Mlh1	1	0.55571	0.55624	0.973347	123	0	0.033876	0.44429	0.44437	0.996365	95	0	0.033876
Igf1r	5	0.55703	0.55879	0.973347	124	0	0.2722	0.073032	0.1323	0.959168	29	2	0.2722
Bcl2	15	0.55749	0.59286	0.973347	125	1	-0.025113	0.37759	0.58267	0.996365	80	2	-0.025113
Cd79b	5	0.55946	0.56117	0.973347	126	0	-0.46333	0.9668	0.96709	0.996365	217	0	-0.46333
Mtor	11	0.56337	0.56695	0.973347	127	1	0.053667	0.23343	0.40726	0.996365	57	3	0.053667
Rit1	4	0.5667	0.5664	0.973347	128	0	0.2752	0.063393	0.11069	0.959168	28	2	0.2752
Grin2a	2	0.5698	0.56848	0.973347	129	0	0.10011	0.42408	0.42257	0.996365	90	0	0.10011
Esr1	5	0.57385	0.57502	0.973347	130	0	-0.22805	0.77925	0.77931	0.996365	165	0	-0.22805
Kdr	1	0.57444	0.57526	0.973347	131	0	0.056435	0.42556	0.42574	0.996365	91	0	0.056435
Ncor1	1	0.57631	0.57689	0.973347	132	0	0.057409	0.42369	0.42394	0.996365	89	0	0.057409
Gata2	2	0.59996	0.5983	0.973347	133	0	0.30507	0.21956	0.22135	0.993054	52	1	0.30507
Pdgfrb	6	0.60064	0.60065	0.973347	134	0	-0.16355	0.67071	0.67117	0.996365	137	0	-0.16355
Bap1	15	0.60718	0.62559	0.973347	135	1	0.15214	0.29398	0.50005	0.996365	66	3	0.15214
Kdm6a	1	0.61002	0.61193	0.973347	136	0	0.10977	0.38998	0.39048	0.996365	86	0	0.10977
Nf1	5	0.61258	0.61343	0.973347	137	0	0.17479	0.72578	0.72583	0.996365	145	0	0.17479
Drosha	3	0.61269	0.6128	0.973347	138	0	-0.21874	0.92394	0.92351	0.996365	205	0	-0.21874
Foxp1	1	0.61657	0.61846	0.973347	139	0	0.12339	0.38343	0.38389	0.996365	84	0	0.12339
Erbb3	18	0.61733	0.65974	0.973347	140	1	0.43309	0.00015912	0.0011917	0.122993	2	8	0.43309
Ros1	1	0.61845	0.62023	0.973347	141	0	0.12596	0.38155	0.3821	0.996365	82	0	0.12596
Idh2	1	0.62406	0.62614	0.973347	142	0	0.13366	0.37594	0.37637	0.996365	79	0	0.13366
Tbl1xr1	1	0.63343	0.63596	0.973347	143	0	0.15142	0.36657	0.36691	0.996365	78	0	0.15142
Erg	3	0.64881	0.64787	0.973347	144	0	0.028166	0.57733	0.57597	0.996365	117	0	0.028166
Fgfr2	6	0.65016	0.65063	0.973347	145	0	-0.077845	0.77889	0.77887	0.996365	164	0	-0.077845
Pik3r2	3	0.65021	0.64933	0.973347	146	0	-0.049845	0.35136	0.35148	0.996365	77	1	-0.049845
Prkd1	4	0.65333	0.65309	0.973347	147	0	-0.021509	0.74959	0.74953	0.996365	154	0	-0.021509
Kmt2d	11	0.65506	0.65515	0.973347	148	0	0.066348	0.011966	0.042785	0.517926	13	5	0.066348
Stag2	2	0.65589	0.65413	0.973347	149	0	-0.078289	0.73528	0.7331	0.996365	148	0	-0.078289
Atm	21	0.66014	0.71499	0.973347	150	1	-0.090915	0.38911	0.6344	0.996365	85	4	-0.090915
Sf3b1	11	0.66662	0.6666	0.973347	151	0	-0.16007	0.95629	0.95671	0.996365	211	0	-0.16007
Msh3	3	0.66803	0.66801	0.973347	152	0	-0.17635	0.84677	0.84773	0.996365	181	0	-0.17635
Ptprt	6	0.66847	0.66898	0.973347	153	0	0.45171	0.014148	0.039814	0.513188	18	3	0.45171
Gli1	4	0.6732	0.67295	0.973347	154	0	0.011973	0.095618	0.15847	0.959168	34	1	0.011973
Stat6	4	0.67642	0.67608	0.973347	155	0	-0.028314	0.80191	0.80188	0.996365	171	0	-0.028314
Smg1	1	0.68212	0.68369	0.973347	156	0	0.24933	0.31788	0.31806	0.996365	71	0	0.24933
Ntrk3	4	0.68753	0.68708	0.973347	157	0	-0.059282	0.82527	0.8257	0.996365	176	0	-0.059282
Sos1	4	0.69374	0.69342	0.973347	158	0	-0.0057156	0.75615	0.75592	0.996365	156	0	-0.0057156
Cbl	6	0.70272	0.7037	0.973347	159	0	0.020717	0.74133	0.74136	0.996365	152	0	0.020717
Pdgfra	1	0.70459	0.70563	0.973347	160	0	0.27646	0.29541	0.29615	0.996365	68	0	0.27646
Card11	5	0.70524	0.7057	0.973347	161	0	0.21373	0.38039	0.41053	0.996365	81	1	0.21373
Notch1	9	0.71073	0.70957	0.973347	162	0	-0.083885	0.73236	0.73623	0.996365	146	1	-0.083885
Myd88	6	0.7187	0.71919	0.973347	163	0	0.78941	0.00040231	0.0018997	0.122993	3	5	0.78941
Rnf43	1	0.72238	0.72381	0.973347	164	0	0.34461	0.27762	0.27827	0.996365	64	0	0.34461
Ep300	11	0.72255	0.72337	0.973347	165	0	-0.040597	0.051991	0.13706	0.959168	26	3	-0.040597
Map2k2	2	0.72946	0.72729	0.973347	166	0	0.072732	0.54992	0.54778	0.996365	113	0	0.072732
Fat1	4	0.7319	0.73136	0.973347	167	0	-0.23952	0.079936	0.13523	0.959168	30	2	-0.23952
Raf1	4	0.73468	0.73428	0.973347	168	0	0.38399	0.020441	0.045567	0.524025	20	2	0.38399
Mitf	1	0.73642	0.73776	0.973347	169	0	0.36287	0.26358	0.2641	0.996365	62	0	0.36287
Sox9	3	0.73788	0.73868	0.973347	170	0	0.35001	0.16798	0.19392	0.993054	43	1	0.35001
Smad2	6	0.7503	0.75015	0.973347	171	0	0.014307	0.64069	0.64104	0.996365	130	1	0.014307
Alk	3	0.75695	0.7575	0.973347	172	0	-0.1511	0.40456	0.40337	0.996365	88	0	-0.1511
Xiap	2	0.76521	0.76249	0.973347	173	0	0.012467	0.67857	0.67642	0.996365	139	0	0.012467
Irf8	3	0.76879	0.76977	0.973347	174	0	0.37958	0.34714	0.34791	0.996365	76	1	0.37958
Negr1	1	0.77107	0.77281	0.973347	175	0	0.42298	0.22893	0.22883	0.993054	56	0	0.42298
Npm1	1	0.77294	0.77476	0.973347	176	0	0.4235	0.22706	0.22679	0.993054	55	0	0.4235
Irf4	2	0.77331	0.77068	0.973347	177	0	0.094828	0.56487	0.56334	0.996365	115	0	0.094828
Epha5	6	0.77405	0.77418	0.973347	178	0	-0.11251	0.8889	0.88998	0.996365	193	0	-0.11251
Atp6v1b2	1	0.77669	0.77872	0.973347	179	0	0.45143	0.22331	0.22274	0.993054	54	0	0.45143
Setbp1	3	0.78024	0.78135	0.973347	180	0	0.40009	0.31927	0.32163	0.996365	72	1	0.40009
Notch3	1	0.78324	0.78527	0.973347	181	0	0.45638	0.21676	0.21624	0.993054	51	0	0.45638
Ercc4	2	0.78821	0.78519	0.973347	182	0	0.086213	0.59282	0.59099	0.996365	122	0	0.086213
Erbb4	1	0.79354	0.7952	0.973347	183	0	0.46862	0.20646	0.20606	0.993054	50	0	0.46862
Rheb	2	0.7959	0.79309	0.973347	184	0	0.51686	0.13987	0.14735	0.959168	38	1	0.51686
Dot1l	1	0.80103	0.80309	0.973347	185	0	0.4997	0.19897	0.19844	0.993054	48	0	0.4997
B2m	5	0.80329	0.80314	0.973347	186	0	-0.14381	0.52438	0.5283	0.996365	107	1	-0.14381
Carm1	1	0.81414	0.81546	0.973347	187	0	0.56148	0.18586	0.18509	0.993054	46	0	0.56148
Jak1	3	0.81504	0.81534	0.973347	188	0	0.1808	0.54987	0.5482	0.996365	112	0	0.1808
Nras	2	0.8157	0.81317	0.973347	189	0	0.077909	0.62902	0.62715	0.996365	129	0	0.077909
Cdc73	4	0.81703	0.81792	0.973347	190	0	-0.07149	0.61091	0.61051	0.996365	127	0	-0.07149
Eif1ad19	7	0.83094	0.83065	0.973347	191	0	0.052291	0.33053	0.44304	0.996365	75	1	0.052291
Rtel1	2	0.83219	0.83078	0.973347	192	0	0.52155	0.16914	0.17391	0.993054	44	1	0.52155
Fgf4	5	0.83539	0.83505	0.973347	193	0	-0.021432	0.77644	0.77666	0.996365	162	0	-0.021432
Eed	7	0.83795	0.83839	0.973347	194	0	-0.17507	0.97689	0.97704	0.996365	222	0	-0.17507
Casp8	3	0.8419	0.84297	0.973347	195	0	0.25763	0.49676	0.49472	0.996365	102	0	0.25763
Jak2	5	0.84298	0.84292	0.973347	196	0	-0.11134	0.75138	0.75132	0.996365	155	0	-0.11134
Arid5b	3	0.84597	0.84695	0.973347	197	0	0.77107	0.026449	0.04815	0.527359	22	2	0.77107
Ptpn1	1	0.84597	0.8468	0.973347	198	0	0.66623	0.15403	0.15372	0.959168	42	1	0.66623
Pole	1	0.84785	0.84878	0.973347	199	0	0.64799	0.15215	0.15193	0.959168	41	1	0.64799
safe_target	26	0.85136	0.85883	0.973347	200	1	-0.066719	0.98375	0.98477	0.996365	226	1	-0.066719
Rb1	8	0.85701	0.85621	0.973347	201	0	0.14143	0.64445	0.6581	0.996365	131	1	0.14143
Lyn	1	0.85815	0.85916	0.973347	202	0	0.69421	0.14185	0.14235	0.959168	40	1	0.69421
Daxx	2	0.86147	0.85995	0.973347	203	0	1.3317	0.002807	0.005709	0.211173	7	1	1.3317
Elf3	3	0.86894	0.86964	0.973347	204	0	0.52919	0.43772	0.43677	0.996365	94	0	0.52919
Tsc2	5	0.86969	0.8695	0.973347	205	0	-0.017141	0.53716	0.53977	0.996365	108	1	-0.017141
Cdk12	2	0.87307	0.87194	0.973347	206	0	0.19504	0.54362	0.54135	0.996365	110	0	0.19504
Arid2	5	0.87599	0.87601	0.973347	207	0	0.19849	0.72244	0.7224	0.996365	144	0	0.19849
Nfe2	3	0.8882	0.889	0.983024	208	0	1.0311	0.017382	0.033052	0.475129	19	2	1.0311
Cdh1	2	0.90132	0.90037	0.988374	209	0	0.47531	0.2684	0.26841	0.996365	63	1	0.47531
Dnmt3a	27	0.90324	0.90243	0.988374	210	1	-0.17093	0.021163	0.095448	0.940321	21	5	-0.17093
Egfr	7	0.91136	0.91143	0.993505	211	0	0.20273	0.20535	0.31615	0.996365	49	2	0.20273
Cul3	3	0.92445	0.92407	0.999925	212	0	0.31254	0.58049	0.57919	0.996365	119	0	0.31254
Crebbp	17	0.92714	0.92749	0.999925	213	0	0.19483	0.45038	0.65524	0.996365	96	3	0.19483
Gata3	3	0.93853	0.93794	0.999925	214	0	1.1229	0.013557	0.0269	0.412462	17	2	1.1229
Akt3	3	0.93896	0.93837	0.999925	215	0	0.46915	0.29508	0.2999	0.996365	67	1	0.46915
Lck	2	0.95096	0.95035	0.999925	216	0	0.60786	0.24417	0.24508	0.996365	60	1	0.60786
Csf3r	5	0.95297	0.95319	0.999925	217	0	0.24801	0.61912	0.61991	0.996365	128	0	0.24801
Ncoa3	2	0.96225	0.96171	0.999925	218	0	0.62991	0.25229	0.25292	0.996365	61	1	0.62991
Pik3ca	35	0.96232	0.9633	0.999925	219	0	-0.11633	0.89461	0.96588	0.996365	197	2	-0.11633
Tsc1	3	0.96844	0.96783	0.999925	220	0	0.38199	0.1121	0.15112	0.959168	35	1	0.38199
Ret	4	0.97433	0.97491	0.999925	221	0	0.71684	0.0081981	0.022372	0.412462	11	2	0.71684
Myc	2	0.98067	0.98011	0.999925	222	0	1.3955	0.012135	0.023519	0.412462	14	2	1.3955
Atrx	9	0.98269	0.98186	0.999925	223	0	0.23058	0.085082	0.18464	0.993054	32	2	0.23058
Smo	3	0.98339	0.98337	0.999925	224	0	1.2666	0.0072767	0.01624	0.412462	10	2	1.2666
Nkx2-1	2	0.98684	0.98628	0.999925	225	0	0.98161	0.013156	0.025334	0.412462	16	2	0.98161
Flt3	5	0.99151	0.99103	0.999925	226	0	0.2781	0.050976	0.10221	0.940321	25	2	0.2781
Rictor	4	0.99707	0.99718	0.999925	227	0	0.51191	0.11969	0.19342	0.993054	36	1	0.51191
Tcf3	3	0.99762	0.99756	0.999925	228	0	1.2039	0.0023754	0.006427	0.211173	6	3	1.2039
Syk	1	0.99766	0.99773	0.999925	229	0	2.4579	0.0023408	0.002139	0.122993	5	1	2.4579
Rbm10	4	0.99992	0.99993	0.999925	230	0	1.1335	8.1579e-05	0.0002842	0.065367	1	4	1.1335
