sgRNA	Gene	input_rep1	input_rep2	input_rep3	meninges1	meninges2	meninges3	meninges4	meninges5	meninges6	meninges7	meninges8	meninges9	meninges10
gRNA_20	Abl1	35.46202222276739	214.9596750231227	113.35621848993223	319.23857731974283	670.4512637650432	171.7340537898458	277.46400626900356	324.529522736622	354.5254623227615	429.66399030996354	85.71546159418851	1111.471499050318	614.8263817438389
gRNA_21	Abl1	69.72194199730536	232.1020288540806	203.683461625894	458.3938546129641	129.48629557693968	386.40162102715306	121.50384588250482	278.4424899219538	414.94766637366337	286.2243350083141	298.4167922168045	94.94160080253086	234351.79911762482
gRNA_22	Abl1	256.3483470849202	293.05262025304194	137.50310526885272	2185.5564139582393	4344.984584915087	206.61753346590822	353.6305962252006	157.46402878344975	618.0536293881407	3420.937532605091	509.53079947656505	26.190786428284373	125.824933938274
gRNA_23	Abl1	70.02246760936272	200.5383297367613	116.4863704797923	305.59590307530937	258.97259115387936	209.3008780563746	262.95608437258505	288.04395509167637	699.5872059387552	150.6443868464811	7.936616814276714	4.91077245530332	2056.0938068549776
gRNA_24	Actg1	467.61785236123774	410.87229023406996	450.96546882483887	1585.2787472031675	158.26102792737072	469.5853033316096	364.51153764751444	63.3696701201688	875.7579695570474	4611.028188692291	560.3251470879361	5318.366569093495	2050.374491675965
gRNA_25	Actg1	570.6981372969091	643.5185207970699	631.3963728117724	177.3547651776349	9884.120562373062	995.5208430630124	429.79718618139765	216.9931128357295	693.0354006802237	4737.438478524338	909.5362869161115	52.381572856568745	55188.53181988068
gRNA_26	Actg1	160.4806768386253	101.22151785898943	128.33623158426252	32.74241818664029	345.29678820517245	18.783412133264385	16.321412133470798	5.7608791018335275	143.41173732563453	31.438828559265623	320.63931929677926	1122.9299681126924	937.9676893580425
gRNA_27	Actg1	25.244151412817462	77.27664266654031	59.02572323736116	16.371209093320147	8.632419705129312	8.050033771399022	38.08329497809852	5.7608791018335275	177.6267203424103	202.38745885027245	128.5731923912828	16.369241517677732	128.68459152778024
gRNA_28	Actg1	491.0588501017111	440.8033842246314	609.038144312772	174.62623032874822	253.21764468379314	85.8670268949229	8365.63046352231	896.7768468520857	520.5045288722268	133.6150213768789	1003.1883653245767	2195.115287520584	3168.5006091728997
gRNA_29	Actg1	433.95898381081446	451.959519257477	277.46561567259545	1236.026286545671	3717.69541967569	517.8855059600038	1019.1815132233986	159.38432181739424	532.1521826651718	147.3695088715576	436.51392478521933	49.1077245530332	503.299735753096
gRNA_30	Actg1	207.362672319572	251.149088666256	510.43835663218005	575.7208531150918	330.90942202995694	268.33445904663404	369.9520083586714	30.724688543112144	166.7070449115244	42.57341367400553	12.698586902842743	680.9604471353937	85.78972768518682
gRNA_31	Actg1	559.2781640387298	660.1166729191084	546.2115222305807	938.6159880170217	54.67199146581897	295.1679049512975	342.7496548028867	2102.7208721692373	1142.198050070663	298.66887131302343	14.285910265698087	1461.7732675286215	863.6165920308806
gRNA_32	Acvr1	177.00958550177958	304.7529569948069	334.2555160600566	199.18304396872844	451.7632979017673	560.8190194074652	264.76957460963735	8412.803781710894	428.77925525278545	203.04243444525716	266.6703249596976	34.37540718712324	1158.1613237500221
gRNA_33	Acvr1	390.9838212866133	493.04674828088395	537.0446485459905	1145.9846365324101	457.5182443718535	1966.8915848118277	6367.164222290663	843.0086419016394	781.8487608514289	324.2129195174267	290.4801754025278	31.101558883587693	57.193151790124546
gRNA_34	Acvr1	623.8911706310602	310.7391757929191	326.20655380041643	392.9090182396835	6080.100945646079	622.535944988191	875.915784496266	1052.320582601591	355.98141904687964	1932.8329807998512	269.8449716854083	19.64308982121328	142.98287947531136
gRNA_35	Acvr1	367.2422979340826	181.2191690701262	198.98823364110393	461.1223894618508	279.1149037991811	123.43385116145167	77.98008019324936	5455.55250943635	335.59802490922596	139.5098017317412	28.571820531396174	9.82154491060664	17.157945537037364
gRNA_36	Acvr1	157.77594633010912	486.24422691939276	440.90426600028866	120.0555333510144	198.54565321797418	64.40027017119218	47.150746163360076	42.2464467467792	481.1936973210377	1629.579280321935	436.51392478521933	3293.49139335676	1881.6546938950976
gRNA_37	Acvr1	503.6809258081198	204.07564084473674	225.59452555491444	43.656557582187055	71.9368308760776	44589.13705977918	1595.8714086060334	9432.479382735428	398.9321424083641	232.51633621956867	311.11537911964723	509.0834111997775	6022.438883500115
gRNA_38	Acvr1	274.0793581963039	215.77597758650165	233.6434878145546	122.7840681999011	592.7594864188794	64.40027017119218	19.948392607575418	370.6165555512902	176.17076361829217	168.98370350605273	395.24351735098037	738.2527924472657	68.63178214814945
gRNA_39	Acvr1	359.1281064085341	275.09396385870514	205.24853762082404	100.95578940880756	11.509892940172415	40.25016885699511	19.948392607575418	5.7608791018335275	156.5153478426976	137.5448749467871	150.79571947125757	16.369241517677732	4575.452143209964
gRNA_40	Acvr1	62.2088016958716	211.69446476960692	111.12039564003219	251.02520609757556	17.264839410258624	1392.6558424520308	977.4712377711954	241.95692227700815	218.39350861771754	70.08238866336295	11.1112635399874	2095.2629142627497	125.824933938274
gRNA_41	Acvr1	166.4911890797723	100.40521529561047	207.03719590074408	414.73729703077703	17.264839410258624	21.466756723730725	43.523765689255455	19.20293033944509	422.955428356313	206.31731242018066	206.35203717119458	522.1788044139197	85.78972768518682
gRNA_42	Acvr1	909.991553309658	722.1556677359084	909.756317624328	1787.1903260207825	15408.869173655821	1143.1047955386612	402.594832625613	364.8556764494567	931.0843250735359	2974.244176825525	363.49705009387355	29.46463473181992	191.5970584969172
gRNA_43	Acvr1	560.7807920990165	471.82288163303133	550.2360033604008	458.3938546129641	578.3721202436639	67.08361476165851	1280.3241073589313	117.13787507061505	266.44008051361544	391.6754058008509	69.84222796563509	19.64308982121328	1252.5300242037276
gRNA_44	Acvr1	389.7817188383839	247.88387841274022	125.87682644937247	504.7789470440378	51.79451823077587	144.9006078851824	215.80533820922497	796.9216090869712	338.5099383574622	10981.320825513489	13590.662632767446	1561.6256407864557	420.3696656574154
gRNA_45	Acvr1	293.31299736797433	326.52102535157877	194.06942337132384	201.91157881761512	92.07914352137932	284.4345265894321	37903.75944463035	2897.7221882222643	382.1886400810057	170.29365469602212	722.2321300991811	65.47696607071093	34.31589107407473
gRNA_46	Acvr1	174.00432938120608	66.664709342614	22.35822849900044	5.457069697773382	2.877473235043104	5.366689180932681	3.6269804741046214	1.920293033944509	371.9969430121789	61.56770592856184	7.936616814276714	0.0	334.5799379722286
gRNA_47	Acvr1	55.59723823060988	28.298488863803495	26.38270962882052	204.64011366650183	77.6917773461638	18.783412133264385	10.880941422313864	877.5739165126406	519.0485721481087	249.5457016891709	20.63520371711946	91.6677524989953	1527.0571527963255
gRNA_48	Acvr1	377.4601687440325	278.90337582114023	550.0124210754109	4769.478915853936	112.22145616668105	9812.991167335407	420.7297349961361	84.4928934935584	5134.43138760254	876.3573460895293	38.09576070852823	392.8617964242656	97.22835804321173
gRNA_49	Acvr1	460.10471205980394	229.65312116394375	351.0241874343069	338.33832126194966	54.67199146581897	32.20013508559609	275.6505160319512	8172.767152467831	773.8409988687793	771.5612508919771	722.2321300991811	90.03082834722753	31.4562334845685
gRNA_50	Acvr1	980.3145465310781	441.6196867880103	365.10987138867716	313.78150762196947	310.7671093846552	128.80054034238435	177.72204323112646	78.73201439172487	141.22780223945736	40.60848688905143	166.668953099811	1226.0561896740621	102.94767322222418
gRNA_51	Acvr1	1008.563954064469	1330.3010774532238	1082.8090062065912	3039.587821659774	397.09130643594835	466.9019587411433	230.31326010564345	591.4502544549088	1091.2395647265287	4411.260632221958	988.9024550588787	56883.11427393012	3443.0277377654975
gRNA_52	Acvr1	544.5524090479196	968.1348401674311	955.8142683322689	70.94190607105396	233.0753320384914	418.6017561127492	194.04345536459724	405.1818301622914	240.96083784154837	1311.2611411593703	328.57593611105597	65.47696607071093	10237.574170432294
gRNA_53	Acvr1	1025.693913951738	852.2198761676207	812.274441368686	259.21081064423566	457.5182443718535	297.8512495417638	277.46400626900356	78.73201439172487	496.4812429242779	11025.204190377463	3139.7256117278685	170.24011178384842	6208.316626818019
gRNA_54	Ago2	433.95898381081446	499.5771687879155	254.43664031862502	32.74241818664029	51.79451823077587	238.8176685515043	277.46400626900356	276.5221968880093	1651.0549251499447	626.8116444003583	69.84222796563509	825.0097724909577	203.03568885494212
gRNA_55	Ago2	265.9651666707554	180.40286650674727	244.5990197790648	237.38253185314213	929.4238549189225	115.38381739005266	7810.702450984302	478.15296545218274	828.4393760232086	196.49267849541013	174.6055699140877	21.280013972981052	31.4562334845685
gRNA_56	Ago2	195.9426990613927	266.9309382249157	269.1930711279653	221.01132275982198	932.3013281539656	63082.747977273204	3496.409177036855	746.993990204414	572.9189709404791	753.8769098273903	207.9393605340499	425.60027945962105	157.2811674228425
gRNA_57	Ago2	214.87581262100576	535.7665824310488	367.3456942385772	343.7953909597231	189.91323351284484	50.98354721886047	2814.5368479051863	178.58725215683933	993.6904642106149	759.7716901822525	123.81122230271674	8.184620758838866	877.9148799784118
gRNA_58	Ago2	400.60064087244854	539.3038935390243	581.0903586890214	14062.868611162005	270.48248409405176	163.68402001844677	665.550916998198	1115.6902527217596	626.7893697328494	1747.474887419181	1312.7164210813687	7870.331321699454	534.7559692376645
gRNA_59	Ago2	60.4056480235275	382.5738013702665	177.5243342820635	218.28278791093527	23.01978588034483	1314.838849328507	137.8252580159756	38.40586067889018	2564.667769534063	702.1338378235989	134.92248584270416	3918.796419332049	257.3691830555605
gRNA_60	Ago2	350.1123380468136	521.0731362902278	554.9312313451909	2600.2937109890163	3737.837732320992	300.53459413223015	1293.0185390182976	251.55838744673068	2991.9910680627304	1848.3411290468248	263.49567823398695	692.4189161977681	3468.7646560710537
gRNA_61	Ago2	196.24322467345002	200.81043059122095	239.45662722429472	379.26634399525005	584.1270667137501	128.80054034238435	136.0117677789233	466.6312072485157	163.0671531012291	4104.077078174133	487.30827239659027	22.916938124748825	1692.9172929876866
gRNA_62	Ago2	70.92404444553478	148.83916738942798	176.63000514210347	286.49615913310254	679.0836834701724	4883.68715464874	324.6147524323636	201.63076856417345	85.9014467229689	286.8793106032988	77.77884477991181	726.7943233848913	45.75452143209964
gRNA_63	Ago2	181.8179952946972	301.7598475957507	148.45863723336294	6343.843523661557	325.1544755598707	735.2364177877773	226.68627963153884	65.28996315411331	329.04621965069447	150.6443868464811	77.77884477991181	604.0250120023084	926.5290590000177
gRNA_64	Ago2	990.2318917289707	1116.4298058479399	973.7008511314692	2698.5209655489375	739.5106214060777	6445.39370630015	317.3607914841544	16996.51364344285	594.7583218022509	176.84341064586914	1904.7880354264114	1086.9176367738014	497.5804205740835
gRNA_65	Ago2	766.6408363583017	852.4919770220803	932.1145461233284	660.3054334305792	36420.178735940564	7644.848738238605	39389.00794877619	3502.6144939147844	694.4913574043418	476.1672575538773	10430.30181732246	36892.99653254207	24801.81027378751
gRNA_66	Ago2	273.7788325842465	301.21564588683145	351.0241874343069	35.47095303552698	135.24124204702588	155.63398624704774	18.134902370523108	19.20293033944509	1895.6556548017884	320.28306594751854	23.809850442830143	1979.041299487238	120.10561875926155
gRNA_68	Ago2	602.2533265629309	490.32573973628746	710.544501698234	2152.8139957715994	561.1072808334053	668.1528030261188	582.1303660937917	641.377873337466	995.146420934733	774.8361288669007	147.62107274554688	1921.7489541753657	4558.294197672926
gRNA_69	Ago2	392.48644934690003	499.3050679334559	611.2739671626721	1637.1209093320147	1245.9459107736639	740.60310696871	598.4517782272625	877.5739165126406	2523.900981258756	489.921745048556	3180.996019162107	3005.3927426456316	211.61466162346082
gRNA_70	Ago2	310.4429572552433	495.22355511656116	452.75412710475894	234.65399700425542	227.32038556840521	2101.0588143351447	17523.75616063648	1532.393841087718	785.4886526617241	174.87848386091503	65.08025787706906	879.0282694992942	311.7026772561788
gRNA_71	Ago2	242.2236433182247	402.98136545474017	595.8467894983618	147.34088183988132	805.692505812069	689.6195597498496	754.4119386137612	3322.1069487240006	548.1677066304711	226.62155586470638	149.20839610840224	31.101558883587693	700.6161094290256
gRNA_72	Ago2	123.51602655557114	471.27867992411205	330.6781995002165	1298.782588070065	693.471049645388	193.20081051357653	170.4680822829172	535.761756470518	591.8464083540146	417.8744296002389	47.619700885660286	18.006165669445505	609.1070665648264
gRNA_73	Ago2	606.4606851317337	714.8089446654978	564.3216873147711	2106.4289033405253	74.8143041111207	64.40027017119218	1115.2964957871711	274.6019038540648	244.60072965184366	106.76102198250618	25.397173805685487	605.6619361540761	451.8258991419839
gRNA_74	Ago2	586.024943511834	284.8895946192525	248.3999186238949	758.5326879905001	37.40715205556035	311.2679724940955	19.948392607575418	21.1232233733896	274.4478424962651	102.83116841259798	26.98449716854083	18.006165669445505	1000.8801563271795
gRNA_75	Ago2	240.72101525793795	130.60841014063152	102.62426881041202	27.28534848886691	710.7358890556467	56.350236399793154	1186.0226150322112	155.54373574950523	49.50252862001598	26.85399939437272	7.936616814276714	381.4033273618912	440.38726878395903
gRNA_76	Ago2	317.054520720505	276.45446813100335	231.85482953463458	3156.9148201619014	4016.952636120173	3163.6632721598157	223.05929915743422	912.1391911236418	839.3590514540945	179.46331302580793	66.6675812399244	11209.656591305711	732.0723429135942
gRNA_77	Akt1	675.5815759049244	526.5151533794208	869.7350886111171	351.9809955063831	1294.8629557693966	15799.532948665814	641.975543916518	147.8625636137272	369.8130079260017	206.97228801516536	50.79434761137097	995.2498842748062	134.40390670679267
gRNA_78	Akt1	362.7344137532223	179.85866479782797	144.65773838853286	360.1666000530432	34.52967882051725	233.45097937057164	103.36894351198171	833.4071767319169	432.41914706308074	152.6093136314352	36.50843734567289	18.006165669445505	1329.7407791203957
gRNA_79	Akt1	354.3196966156165	348.2890937083507	409.8263283866781	605.7347364528454	189.91323351284484	4328.234824422208	313.73381101004975	38.40586067889018	88.08538180914609	5649.819482338026	957.1559878017717	32.738483035355465	183.01808572839855
gRNA_80	Akt1	287.903536350942	281.8964852201963	335.8205920549866	100.95578940880756	1033.0128913804742	80.50033771399022	38.08329497809852	94.09435866328094	267.1680588756745	73.35726663828646	530.1660031936846	47.47080040126543	45.75452143209964
gRNA_81	Akt1	473.62836460238475	253.59799635639285	257.1196277385051	57.29923182662051	37.40715205556035	115.38381739005266	1643.0221547693934	220.83369890361854	206.7458548247726	55.01794997871484	295.24214549109377	620.394253519986	60.05280937963077
gRNA_82	Akt1	261.7578081019525	182.30757248796482	224.92377869994442	201.91157881761512	43.162098525646556	203.9341888754419	5906.537702079376	481.9935515200718	671.9240281805111	636.6362783251288	1111.1263539987401	112.94776647197635	160.14082501234873
gRNA_83	Akt1	403.3053713809647	980.9235803270346	840.8929738474066	477.49359855517093	515.0677090727156	402.5016885699511	281.09098674310815	1259.712230267598	659.548396025507	450.62320934947394	495.244889210867	121.13238723081523	125.824933938274
gRNA_86	Akt1	51.38987966180697	423.38892953921385	408.70841696172806	84.58458031548741	37.40715205556035	24.150101314197066	302.8528695877359	24.963809441278617	376.36481318453326	2386.7310681242484	693.6603095677849	47.47080040126543	343.1589107407473
gRNA_87	Akt1	199.84953201813823	279.71967838451917	180.87806855691358	971.358406203662	28.774732350431037	56.350236399793154	85.2340411414586	213.1525267678405	781.1207824893698	5778.849674550012	858.7419393047405	798.8189860626734	105.80733081173041
gRNA_88	Akt1	591.4344045288663	282.98488863803493	100.61202824550197	240.1110667020288	840.2221846325863	42.93351344746145	88.86102161556323	272.6816108201203	250.42455654831613	928.7553936883053	266.6703249596976	2162.3768044852286	180.1584281388923
gRNA_89	Akt1	93.46346534983608	133.329418685228	49.18810269780097	141.88381214210793	92.07914352137932	99.2837498472546	59.84517782272626	40.32615371283469	2.911913448236234	39.29853569908203	7.936616814276714	1.6369241517677733	11.43863035802491
gRNA_90	Akt1	119.00814237471089	195.0963126475683	62.826622082191236	264.667880342009	135.24124204702588	72.4503039425912	48.96423640041239	247.71780137884167	889.5895584361696	167.67375231608332	4.761970088566029	474.70800401265427	20.01760312654359
gRNA_91	Akt1	674.0789478446377	916.7077786745574	732.4555656272544	976.8154759014353	51.79451823077587	1338.988950642704	1579.5499964725627	1353.806588930879	196.5541577559458	361.5465284315547	182.54218672836444	5405.123549137187	374.61514422531576
gRNA_92	Akt1	518.40668079893	580.3911225624313	663.8158041353231	433.83704097298386	46.03957176068966	32.20013508559609	232.12675034269577	38.40586067889018	484.10561076927394	167.01877672109862	30.159143894251514	14.73231736590996	54.33349420061832
gRNA_93	Akt1	759.127696056868	1062.8259375193888	846.4825309721567	24534.985361189127	405.72372614107763	10990.979442550131	420.7297349961361	361.0150903815677	297.01517172009585	1062.3704150651843	603.1828778850303	6858.71219590697	457.54521432099637
gRNA_94	Akt1	1537.188505673349	1342.8177167583679	1630.5856044321022	878.5882213415144	23770.80639469108	2863.1286780275855	573.0629149085302	7339.359975735913	456.4424330110297	2386.076092529264	541.2772667336719	3470.2792017476795	3048.3949904136384
gRNA_96	Akt1	505.7846050925213	439.98708166125243	605.4608277529319	46.385092431073744	189.91323351284484	1159.2048630814593	520.4716980340132	2068.1555975582364	21144.859504367414	6625.078143270245	484.1336256708796	892.1236627134365	683.4581638919883
gRNA_97	Akt1	420.735856880291	549.3716251540313	285.2909956472456	379.26634399525005	1041.6453110856037	407.8683777508838	350.003615751096	3665.8394018000677	872.1180777467521	522.0155492028063	68.25490460277975	2018.3274791296644	957.9852924845861
gRNA_98	Akt1	348.60970998652687	456.585233783291	308.5435532862061	302.8673682264227	356.8066811453449	9617.107012231365	580.3168758567394	28.804395509167634	155.05939111857947	51.088096408806635	30.159143894251514	20307.681026830996	1404.0918764475575
gRNA_99	Akt1	477.5351975591303	703.3807087781927	384.33794789781757	1159.6273107768436	1412.839358406164	174.41739838031214	3485.5282356145412	387.8991928567908	532.8801610272309	498.4364277833571	77.77884477991181	49.1077245530332	1787.285993441392
gRNA_100	Akt2	351.9154917191577	348.83329541727	201.22405649100395	799.4607107238005	1507.7959751625865	233.45097937057164	993.7926499046663	6327.365546847157	232.22509749683968	474.20233076892316	379.37028372242696	2237.675315466546	12954.24888046321
gRNA_101	Akt2	262.65938493812456	479.9859072668208	217.9927278652543	245.5681363998022	37.40715205556035	48.30020262839413	21.761882844627728	15.362344271556072	317.39856585774953	128.37521661700129	336.5125529253327	47.47080040126543	13494.724164879886
gRNA_102	Akt2	693.3125870163082	299.3109399056139	187.3619548216237	199.18304396872844	1438.7366175215518	1698.5571257651936	687.3127998428257	871.813037410807	589.6624732678374	289.4992129832376	3034.9622697794157	401.04641718310444	17192.26142811144
gRNA_103	Akt2	39.06832956745559	208.42925451609113	113.80338305991224	21.828278791093528	2.877473235043104	244.184357732437	464.25350068539154	113.29728900272603	368.3570512018836	129.030192211986	103.17601858559729	13.095393214142186	1441.2674251111384
gRNA_104	Akt2	243.12522015439674	126.25479646927712	124.75891502442246	542.9784349284515	198.54565321797418	354.20148594155694	58.03168758567394	3429.643358624893	211.11372499712698	45.193316053944336	1704.7852917066382	11222.751984519853	1243.951051435209
gRNA_105	Akt2	235.01102862884827	346.92858943605245	287.9739830671257	294.68176367976264	11964.533711309226	756.7031745115081	632.9080927312565	1067.682926873147	617.3256510260817	1033.5514888858575	1047.6334194845263	8094.589930491639	1641.4434563765744
gRNA_106	Akt2	1340.945280999899	1352.3412466644554	1800.0609764545254	572.9923182662051	1030.1354181454312	5060.787897619519	748.9714679026043	1732.1043166179472	328.3182412886354	495.81652540341827	160.31965964838963	864.2959521333843	188.737400907411
gRNA_107	Akt2	544.8529346599769	411.4164919429893	744.0818444467346	32.74241818664029	1217.171178423233	3109.996380350489	7067.171453792855	1227.0672486905412	307.2068687889227	112.65580233736848	776.2011244362627	520.541880262152	300.2640468981539
gRNA_108	Akt2	644.3269122509599	372.5060697552595	364.21554224871716	125.51260304878778	497.80286966245694	110.01712820911996	233.9402405797481	1374.9298123042684	360.349289219234	205.00736123021125	52.38167097422632	569.6496048151851	1298.2845456358273
gRNA_109	Akt2	499.7740928513743	538.4875909756454	824.3478847581463	575.7208531150918	132110.55116729898	22116.12611462358	1026.435474171608	8253.4194598935	1528.7545603240228	416.5644784102695	238.09850442830142	1931.5704990859724	1178.1789268765656
gRNA_110	Akt2	845.3785467173276	784.1946625527083	405.80184725685797	21577.253584995953	4227.0081822783195	877.4536810824934	7065.357963555803	27878.81426680638	4041.735866151893	22162.40920749731	15546.245015805229	4897.6770620891775	354.5975410987722
gRNA_111	Akt2	463.1099681803775	189.926396412835	196.08166393623387	1904.5173245229103	3783.8773040816814	727.1863840163783	72.53960948209243	1618.8070276152212	430.2352119769036	86.45677853798047	177.7802166397984	1023.0775948548583	749.2302884506315
gRNA_112	Akt2	313.4482133758168	325.9768236426595	303.62474301642595	5836.336041768632	51.79451823077587	4191.384250308424	1401.8279532414363	570.3270310815192	366.90109447776547	254.78550644904848	517.4674162908418	1001.7975808818773	23003.085649988094
gRNA_113	Akt2	698.7220480333405	1018.2013973880065	920.4882673038481	1268.7687047323113	788.4276664018105	6453.44374007155	308.2933402988928	34.565274611001165	837.1751163679173	2407.690287163759	6522.311697972604	1515.791764536958	431.8082960154403
gRNA_114	Akt2	787.6776292023163	795.0786967310944	731.3376542023044	4221.043411227711	16674.957397074788	1132.3714171767958	181.34902370523108	6728.706790941559	1094.879456536824	493.19662302347945	7003.270676917773	708.7881577154458	6045.3161442161645
gRNA_115	Akt2	524.417193040077	745.5563412194382	870.6294177510772	242.8396015509155	1225.8035981283622	3115.3630695314214	2635.0013144370073	405.1818301622914	306.47889042686364	147.3695088715576	2041.297844631971	216.07398803334607	3314.3431462377175
gRNA_116	Akt3	561.3818433231312	325.16052107928056	433.07888602563855	1143.2561016835234	1556.713020158319	220.03425641823992	493.2693444782285	1305.7992630822662	512.4967668895772	139.5098017317412	661.913842310678	401.04641718310444	80.07041250617436
gRNA_117	Akt3	445.9800082931085	473.1833859053296	355.495833134107	433.83704097298386	6177.9350356375435	630.58597875959	937.5744525560447	314.9280575668995	345.06174361599375	86.45677853798047	226.98724088831403	37.64925549065879	117.24596116975532
gRNA_118	Akt3	647.0316427594761	619.8457464590804	446.9409876950188	6111.918061506188	10074.033795885907	665.4694584356525	495.08283471528085	5361.458150773069	2041.2513272136	640.5661318950371	7446.133895154414	600.7511636987728	1498.460576901263
gRNA_119	Akt3	562.2834201593032	280.26388009343844	165.89805546258327	319.23857731974283	313.6445826196983	34.88347967606243	29.01584379283697	24.963809441278617	455.7144546489706	194.52775171045604	446.03786496235136	36.01233133889101	17.157945537037364
gRNA_123	Akt3	306.23559868644037	262.8494254080209	169.47537202242333	27.28534848886691	273.35995732909487	29.516790495129747	110.62290446019095	289.9642481256209	242.4167945656665	860.6379318098965	95.23940177132057	50.74464870480097	22.87726071604982
gRNA_124	Akt3	362.7344137532223	235.91144081651566	203.236297055914	275.5820197375558	627.2891652393967	230.7676347801053	243.00769176500964	902.5377259539192	337.78195999540316	132.3050701869095	4609.587045731916	437.0587485219955	394.6327473518594
gRNA_125	Akt3	626.5959011395763	755.079871125526	491.8810269780097	982.2725455992088	74.8143041111207	21.466756723730725	106.99592398608634	26.884102475223127	293.3752799098006	62.877657118531246	1955.5823830377824	2236.0383913147784	128.68459152778024
gRNA_126	Akt3	445.9800082931085	246.25127328598234	199.21181592609392	698.5049213149929	189.91323351284484	297.8512495417638	1160.633751713479	218.91340586967402	192.18628758359145	142.78467970666472	65.08025787706906	19.64308982121328	145.84253706481758
gRNA_127	Akt3	235.01102862884827	186.66118615931921	126.32399101935249	510.2360167418112	1116.4596151967244	649.3693908928544	117.87686540840019	249.63809441278616	1256.490652913935	239.72106776440037	874.6151729332939	88.39390419545975	1752.9701023673174
gRNA_128	Akt3	815.3259855115925	399.71615520122435	247.95275405391487	38.19948788441367	402.8462529060345	166.36736460891314	90.67451185261554	48.00732584861272	467.36210844191555	206.31731242018066	892.0757299247027	538.5480459315974	8109.988923839661
